5;1;;;;;;;;;;;;;;;;
GDAS;;7;;5;;1;;0;;0;;;;;;;
GDAS;;7;;5;;8;;0;;0;;;;;;;
GDAS;;7;;5;;15;;0;;0;;;;;;;
GDAS;;7;;5;;22;;0;;0;;;;;;;
GDAS;;7;;5;;29;;0;;0;;;;;;;
3 BACK;W;ARD;OM;EGA;;;;;;;;;;;;;
1;1;;7;;5;;5;;5;;0;1;-79;15,432;-55,242;3311,9;685,3
2;1;;7;;5;;5;;5;;0;1;-79;15,714;-53,408;3764,2;648,8
3;1;;7;;5;;5;;5;;0;1;-79;17,558;-60,044;3780,1;647,5
1;1;;7;;5;;5;;4;;0;2;-80;15,484;-55,18;3340,2;683,4
2;1;;7;;5;;5;;4;;0;2;-80;15,68;-53,306;3765;649,3
3;1;;7;;5;;5;;4;;0;2;-80;17,531;-60,099;3786,5;647,4
1;1;;7;;5;;5;;3;;0;3;-81;15,541;-55,127;3362,3;681,9
2;1;;7;;5;;5;;3;;0;3;-81;15,675;-53,222;3774,4;649,1
3;1;;7;;5;;5;;3;;0;3;-81;17,504;-60,148;3800;646,7
1;1;;7;;5;;5;;2;;0;2;-82;15,597;-55,081;3376;680,5
2;1;;7;;5;;5;;2;;0;2;-82;15,69;-53,157;3783,8;647,5
3;1;;7;;5;;5;;2;;0;2;-82;17,473;-60,187;3813,2;644,8
1;1;;7;;5;;5;;1;;0;1;-83;15,645;-55,041;3379,4;680,2
2;1;;7;;5;;5;;1;;0;1;-83;15,715;-53,116;3784,1;647,4
3;1;;7;;5;;5;;1;;0;1;-83;17,435;-60,212;3818,6;644,3
1;1;;7;;5;;5;;0;;0;0;-84;15,687;-55,007;3372,9;680,7
2;1;;7;;5;;5;;0;;0;0;-84;15,751;-53,097;3775,5;648,1
3;1;;7;;5;;5;;0;;0;0;-84;17,391;-60,221;3816,9;644,2
1;1;;7;;5;;4;;23;;0;1;-85;15,71;-54,972;3367,9;681,9
2;1;;7;;5;;4;;23;;0;1;-85;15,785;-53,091;3774,7;649,4
3;1;;7;;5;;4;;23;;0;1;-85;17,351;-60,213;3809,8;644,8
1;1;;7;;5;;4;;22;;0;2;-86;15,708;-54,931;3376,1;681,1
2;1;;7;;5;;4;;22;;0;2;-86;15,806;-53,089;3798,2;647,4
3;1;;7;;5;;4;;22;;0;2;-86;17,327;-60,185;3797,6;645,6
1;1;;7;;5;;4;;21;;0;3;-87;15,681;-54,885;3398,6;679,2
2;1;;7;;5;;4;;21;;0;3;-87;15,813;-53,093;3846,5;643,5
3;1;;7;;5;;4;;21;;0;3;-87;17,319;-60,136;3779,6;646,9
1;1;;7;;5;;4;;20;;0;2;-88;15,642;-54,837;3430,8;676,3
2;1;;7;;5;;4;;20;;0;2;-88;15,811;-53,098;3894,9;637,9
3;1;;7;;5;;4;;20;;0;2;-88;17,32;-60,078;3752,2;648,9
1;1;;7;;5;;4;;19;;0;1;-89;15,603;-54,786;3465,2;673,5
2;1;;7;;5;;4;;19;;0;1;-89;15,803;-53,099;3917,7;636,2
3;1;;7;;5;;4;;19;;0;1;-89;17,326;-60,027;3711;652,2
1;1;;7;;5;;4;;18;;0;0;-90;15,564;-54,734;3499,5;670,7
2;1;;7;;5;;4;;18;;0;0;-90;15,788;-53,097;3914,5;636,5
3;1;;7;;5;;4;;18;;0;0;-90;17,337;-59,982;3655,4;656,7
1;1;;7;;5;;4;;17;;0;1;-91;15,521;-54,676;3525,5;668,4
2;1;;7;;5;;4;;17;;0;1;-91;15,762;-53,084;3903,6;639,1
3;1;;7;;5;;4;;17;;0;1;-91;17,341;-59,93;3609,4;662,7
1;1;;7;;5;;4;;16;;0;2;-92;15,465;-54,609;3537,6;667,9
2;1;;7;;5;;4;;16;;0;2;-92;15,718;-53,056;3904,3;639,5
3;1;;7;;5;;4;;16;;0;2;-92;17,332;-59,87;3596,1;664,2
1;1;;7;;5;;4;;15;;0;3;-93;15,395;-54,533;3538,5;668,3
2;1;;7;;5;;4;;15;;0;3;-93;15,655;-53,013;3917,3;638,8
3;1;;7;;5;;4;;15;;0;3;-93;17,311;-59,81;3615,9;663
1;1;;7;;5;;4;;14;;0;2;-94;15,313;-54,447;3541,9;668,8
2;1;;7;;5;;4;;14;;0;2;-94;15,578;-52,957;3932,9;636,6
3;1;;7;;5;;4;;14;;0;2;-94;17,29;-59,749;3656,1;658,7
