datetime;pmptp
18/07/2015 11:52;74.59375
19/07/2015 11:52;41.1666666666667
20/07/2015 11:52;53.8525641025641
21/07/2015 11:52;54.5978260869565
22/07/2015 11:52;51.4734848484849
23/07/2015 11:52;64.65625
24/07/2015 11:52;39.2065217391304
25/07/2015 11:52;61.1449275362319
26/07/2015 11:52;54.8229166666667
27/07/2015 11:52;46.4318181818182
28/07/2015 11:52;54.5451388888889
29/07/2015 11:52;63.8958333333333
30/07/2015 11:52;67.90625
31/07/2015 11:52;57.2291666666667
01/08/2015 11:52;42.9027777777778
02/08/2015 11:52;46.3531746031746
03/08/2015 11:52;43.6271929824561
04/08/2015 11:52;21.5978260869565
05/08/2015 11:52;17.2604166666667
06/08/2015 11:52;15.4583333333333
07/08/2015 11:52;18.5384615384615
10/08/2015 11:52;11.95
11/08/2015 11:52;19.8888888888889
12/08/2015 11:52;18.2777777777778
13/08/2015 11:52;24.1770833333333
14/08/2015 11:52;22.84375
15/08/2015 11:52;38.6979166666667
16/08/2015 11:52;24.5104166666667
17/08/2015 11:52;16.9166666666667
18/08/2015 11:52;16.9270833333333
19/08/2015 11:52;35.1875
20/08/2015 11:52;65.6770833333333
21/08/2015 11:52;49.28125
22/08/2015 11:52;26.8333333333333
23/08/2015 11:52;26.1145833333333
24/08/2015 11:52;19.1770833333333
25/08/2015 11:52;50.0729166666667
26/08/2015 11:52;43.7833333333333
28/08/2015 11:52;40.65
29/08/2015 11:52;24.3854166666667
30/08/2015 11:52;39.3645833333333
31/08/2015 11:52;38.8958333333333
01/09/2015 11:52;27.4270833333333
02/09/2015 11:52;50.96875
03/09/2015 11:52;48.4583333333333
04/09/2015 11:52;22.828125
05/09/2015 11:52;28
06/09/2015 11:52;37.2708333333333
07/09/2015 11:52;40.96875
08/09/2015 11:52;31.6770833333333
09/09/2015 11:52;53.6979166666667
10/09/2015 11:52;42.3229166666667
11/09/2015 11:52;21.2875
12/09/2015 11:52;31.2708333333333
13/09/2015 11:52;52.9895833333333
14/09/2015 11:52;38.3333333333333
15/09/2015 11:52;58.0492424242424
16/09/2015 11:52;66.375
17/09/2015 11:52;47.1770833333333
18/09/2015 11:52;42.4375
19/09/2015 11:52;34.6515151515152
20/09/2015 11:52;45.5178571428571
22/09/2015 11:52;18.6944444444444
23/09/2015 11:52;14.65625
24/09/2015 11:52;12.0416666666667
25/09/2015 11:52;11.875
26/09/2015 11:52;11.8645833333333
27/09/2015 11:52;13.28125
28/09/2015 11:52;20.3333333333333
29/09/2015 11:52;15.6041666666667
