nbdates	date	aot_440_daily	pm10	angstrom440_870	angstrom440_675
23	2011-12-25	0.1143056087	13.875	0.5924210870	0.6558662174
24	2011-12-26	0.0750833333	15.792	0.4975501250	0.5563010417
38	2011-12-27	0.0528093947	17.417	0.6456586316	0.7028898684
26	2011-12-28	0.0639117308	16.958	0.4997430000	0.5396691923
21	2011-12-29	0.0874188571	17.250	0.3002053810	0.3422267619
15	2011-12-31	0.1084699333	20.542	0.1277773333	0.1567582667
20	2012-01-03	0.1308140500	23.708	0.0965852000	0.1188744000
37	2012-01-04	0.0917022162	18.208	0.2036077838	0.2487715946
24	2012-01-05	0.0748106667	17.375	0.3121152500	0.3608160417
51	2012-01-06	0.0711423137	19.708	0.3059945098	0.3458114314
19	2012-01-07	0.0674606842	15.750	0.3627020526	0.4131171053
12	2012-01-09	0.0761080000	15.083	0.2685283333	0.3158633333
27	2012-01-10	0.0664106296	16.818	0.4640631852	0.5192308148
18	2012-01-11	0.0959241667	14.750	1.1861030000	1.2408346111
26	2012-01-12	0.0670818846	17.917	0.6482271923	0.7251153077
13	2012-01-13	0.1041533846	20.083	0.3440406154	0.4100257692
14	2012-01-15	0.0737859286	19.250	0.2512763571	0.2902719286
23	2012-01-16	0.0787022609	17.458	0.2343360000	0.2779648261
43	2012-01-18	0.0659930233	18.375	0.5492602791	0.5855439302
45	2012-01-19	0.0787816444	26.042	0.4372168000	0.5137864444
40	2012-01-20	0.0870244250	21.917	0.2756783250	0.3256279000
32	2012-01-21	0.0738163750	18.042	0.4000338750	0.4488842500
19	2012-01-22	0.0655825263	14.833	0.3788866842	0.4121192632
37	2012-01-23	0.0531156757	16.792	0.6365054324	0.6794065135
47	2012-01-25	0.0474755957	17.000	0.8268732766	0.8834808936
