nbdates	date	aot_440_daily	pm25	angstrom440_870	angstrom440_675
17	2008-12-26	0.1017320000	4.2000000	0.0364668235	0.0364668235
16	2009-01-04	0.1184799375	3.8000000	0.6556778125	0.6556778125
15	2009-01-07	0.0743518000	3.0000000	0.2168488667	0.2168488667
22	2009-01-13	0.0819111818	3.0000000	-0.0052613182	-0.0052613182
32	2009-02-03	0.0910345938	2.6000000	0.3668959688	0.3668959688
12	2009-02-06	0.0780800833	2.8000000	0.2455820000	0.2455820000
20	2009-02-09	0.0967726500	2.7000000	0.1463143500	0.1463143500
12	2009-03-02	0.0755618333	2.1000000	0.6274520833	0.6274520833
15	2009-03-08	0.1192310667	5.7000000	0.3726505333	0.3726505333
25	2009-03-11	0.0818069200	4.9000000	0.9429197200	0.9429197200
19	2009-03-14	0.1223611579	4.5000000	0.1785161053	0.1785161053
51	2009-04-01	0.0512336471	3.1000000	0.5890263922	0.5890263922
15	2009-04-04	0.0806970000	3.4000000	0.8574276000	0.8574276000
18	2009-04-07	0.0911343889	3.1000000	1.0126588333	1.0126588333
17	2009-04-10	0.1082439412	2.7000000	0.4524144706	0.4524144706
30	2009-04-13	0.0898367333	3.3000000	0.4949559333	0.4949559333
40	2009-04-16	0.0757979000	2.9000000	0.5723203750	0.5723203750
24	2009-04-19	0.0856613750	2.9000000	1.0459829583	1.0459829583
55	2009-04-22	0.0760225091	3.7000000	0.6740310182	0.6740310182
17	2009-05-10	0.1094658824	4.0000000	0.4376221765	0.4376221765
14	2009-05-19	0.3490675714	9.1000000	0.7499817857	0.7499817857
16	2009-06-15	0.1912546250	3.3000000	0.3434526875	0.3434526875
17	2009-06-18	0.0937660000	2.7000000	0.5088410588	0.5088410588
17	2009-10-16	0.0793602353	4.4000000	0.5283564706	0.5283564706
16	2009-10-19	0.0858428125	2.0000000	0.6685879375	0.6685879375
16	2009-10-25	0.0697833125	1.9000000	0.9668090000	0.9668090000
21	2009-10-31	0.0387191905	2.2000000	1.0877399048	1.0877399048
14	2009-11-03	0.0757865000	3.4000000	0.7494385714	0.7494385714
44	2010-05-05	0.1249006136	5.5000000	1.0564995455	1.0564995455
12	2010-05-23	0.2548275833	6.8000000	1.2476888333	1.2476888333
29	2010-06-04	1.1062871724	21.2000000	0.0717211379	0.0717211379
14	2010-06-07	0.1757836429	11.0000000	1.1755389286	1.1755389286
26	2010-07-01	0.6933411154	9.7000000	0.0631948462	0.0631948462
54	2010-07-04	0.3297294630	5.7000000	0.1707192963	0.1707192963
36	2010-07-07	0.5740522500	14.7000000	0.0532236111	0.0532236111
34	2010-07-10	0.3379605588	7.8000000	0.2090312059	0.2090312059
20	2010-07-13	0.3403578500	6.9000000	0.0547604500	0.0547604500
26	2010-07-25	0.3773232308	8.7000000	0.0998976154	0.0998976154
14	2010-07-28	0.1122422143	3.0000000	0.6672835714	0.6672835714
14	2010-08-09	0.1457492857	3.4000000	0.8780606429	0.8780606429
28	2010-08-15	0.1306085714	7.6000000	0.9263926429	0.9263926429
28	2010-08-18	0.4767163571	21.0000000	0.1277298929	0.1277298929
41	2010-08-24	0.3542740244	17.5000000	0.0800230976	0.0800230976
49	2010-08-27	0.1433952653	6.4000000	0.8266910204	0.8266910204
15	2010-12-31	0.0739402667	4.1000000	0.4394863333	0.4394863333
24	2011-01-06	0.0802260833	2.4000000	0.7713703750	0.7713703750
25	2011-01-09	0.0860601200	3.2000000	0.4492990400	0.4492990400
36	2011-01-15	0.1283600556	4.5000000	0.5098447778	0.5098447778
26	2011-01-18	0.0869753077	3.6000000	0.1724534231	0.1724534231
16	2011-01-21	0.0982875625	3.5000000	0.2325430000	0.2325430000
43	2011-01-24	0.0764183023	2.3000000	0.3450212326	0.3450212326
25	2011-01-27	0.0781657200	2.9000000	0.3797742400	0.3797742400
13	2011-01-30	0.0502130769	1.9000000	0.6462518462	0.6462518462
27	2011-02-02	0.0712871111	2.3000000	0.8323951481	0.8323951481
13	2011-02-17	0.1158877692	2.8000000	0.5815977692	0.5815977692
39	2011-02-20	0.0404098974	2.5000000	0.5613517436	0.5613517436
42	2011-02-23	0.0714195238	4.4000000	0.2707128810	0.2707128810
30	2011-03-04	0.1240192000	3.0000000	0.7416290000	0.7416290000
31	2011-03-07	0.1123032258	2.9000000	0.7571560323	0.7571560323
21	2011-03-10	0.1137709048	2.7000000	0.5572525714	0.5572525714
13	2011-03-13	0.0960406154	2.5000000	0.9357800769	0.9357800769
27	2011-03-16	0.1052241481	2.4000000	0.8152841111	0.8152841111
33	2011-03-28	0.1328329091	3.2000000	0.7057505455	0.7057505455
56	2011-04-06	0.1572257857	4.6000000	0.4712624286	0.4712624286
34	2011-07-14	0.3757740294	5.8000000	0.6709805294	0.6709805294
14	2011-07-17	0.2502108571	5.3000000	0.6143683571	0.6143683571
52	2011-07-20	0.1773951538	5.4000000	0.6934769615	0.6934769615
32	2011-07-26	0.1792892188	4.2000000	0.6641774375	0.6641774375
24	2011-08-10	0.2184257917	4.8000000	0.5423551667	0.5423551667
16	2011-08-13	0.1510463750	10.1000000	0.8393699375	0.8393699375
15	2011-08-16	0.4428231333	7.5000000	0.1921000667	0.1921000667
22	2011-08-19	0.1653676818	4.3000000	0.5679681364	0.5679681364
42	2011-09-03	0.0949058571	1.9000000	1.3135462381	1.3135462381
26	2011-09-21	0.1143930385	3.3000000	0.7330145000	0.7330145000
28	2011-10-06	0.2327624643	7.8000000	0.6163571786	0.6163571786
31	2011-10-09	0.0665647419	1.8000000	0.7374762581	0.7374762581
18	2011-10-12	0.1553728333	6.2000000	0.5987456111	0.5987456111
34	2011-10-15	0.0716962059	4.8000000	0.5908054118	0.5908054118
51	2011-10-18	0.1870094902	11.5000000	0.3913213725	0.3913213725
25	2011-10-30	0.0878306800	3.0000000	0.6021804800	0.6021804800
28	2011-11-08	0.0943021071	7.1000000	1.0825064286	1.0825064286
34	2011-11-11	0.1865208824	7.2000000	0.8016760588	0.8016760588
36	2011-11-17	0.0591894167	2.3000000	0.5201287500	0.5201287500
13	2011-11-20	0.0897932308	3.5000000	0.2656446923	0.2656446923
15	2011-11-23	0.0875880667	2.6000000	0.7460290667	0.7460290667
14	2011-11-29	0.0458350714	2.4000000	0.9368143571	0.9368143571
33	2011-12-02	0.0557196061	2.3000000	1.3153538485	1.3153538485
31	2011-12-08	0.0588642258	2.9000000	0.6583194839	0.6583194839
23	2012-05-21	0.1904431739	8.9000000	0.2468228261	0.2480511739
15	2012-05-24	0.1990867333	7.8000000	0.1627995333	0.2040951333
16	2012-05-30	0.2210181250	12.7000000	0.2368981875	0.2300797500
