nbdates	date	aot_440_daily	pm10	angstrom440_870	angstrom440_675
18	2006-11-20	0.2852703333	20.0000000	1.5200030000	1.5404689444
26	2006-11-21	0.1389950000	25.0000000	0.5789748462	0.6943006923
26	2006-11-22	0.1413330769	28.0000000	0.2198278462	0.2988333077
37	2006-11-23	0.0670359189	21.0000000	0.1364987568	0.2566597568
24	2006-11-25	0.0963066667	14.0000000	0.7112377500	0.8565215417
28	2006-11-26	0.1693053571	14.0000000	1.4524146429	1.5308049286
19	2006-11-27	0.0641928947	16.0000000	0.6884514211	0.9352195789
24	2006-12-02	0.0993174583	40.0000000	-0.0783076667	-0.0466303333
29	2006-12-04	0.0623781034	33.0000000	0.0712304138	0.1496363448
27	2006-12-05	0.1291260000	25.0000000	0.5679468519	0.6829270000
16	2006-12-07	0.1001513125	31.0000000	0.0171926875	0.0816187500
25	2006-12-08	0.1189396800	31.0000000	0.0091686000	0.0664572000
14	2006-12-09	0.1534315000	37.0000000	-0.0717553571	-0.0509126429
25	2006-12-10	0.1112534000	35.0000000	-0.0626853600	-0.0196833200
13	2006-12-11	0.0996287692	35.0000000	0.0208700769	0.1031290000
34	2006-12-13	0.0600520000	20.0000000	0.1521802059	0.2782262647
18	2006-12-14	0.0758937222	23.0000000	0.1097363333	0.2009812778
17	2006-12-15	0.0947576471	27.0000000	-0.0395215882	0.0135509412
25	2006-12-16	0.0733131600	26.0000000	-0.0361826400	0.0327348800
22	2006-12-18	0.0489694545	13.0000000	0.1894355000	0.3101423182
38	2006-12-20	0.1640449474	17.0000000	1.1808740526	1.2982840263
29	2006-12-21	0.0544112414	12.0000000	0.9325346207	1.1384944828
16	2006-12-23	0.1083263750	21.0000000	0.3687757500	0.4852761875
41	2006-12-25	0.1268816098	16.0000000	0.9616512927	1.0885947561
39	2006-12-27	0.1328602308	13.0000000	0.9944241795	1.0945237949
19	2006-12-28	0.0679568947	12.0000000	0.4745854211	0.6101554737
18	2006-12-30	0.1146297778	20.0000000	0.4774225556	0.5859315556
16	2007-01-01	0.0648203750	20.0000000	0.1865523125	0.2691098125
32	2007-01-02	0.0638328125	20.0000000	0.0929108125	0.1692875313
12	2007-01-03	0.0503047500	21.0000000	-0.0324232500	0.0169143333
22	2007-01-04	0.0557572727	25.0000000	0.1296163636	0.2163005455
17	2007-01-05	0.0524177647	23.0000000	0.0405460588	0.1175640588
15	2007-01-07	0.0865062000	25.0000000	0.0426492667	0.0649248667
18	2007-01-08	0.0398987778	23.0000000	-0.0661548333	-0.0486708333
57	2007-01-09	0.0383908070	16.0000000	0.6957777018	0.9004368421
28	2007-01-10	0.2925416429	26.0000000	1.3647280357	1.4142967500
20	2007-01-11	0.1601664000	30.0000000	0.7098776000	0.7780899500
30	2007-01-12	0.0710489000	28.0000000	0.2526306333	0.3453323667
16	2007-01-15	0.0645475000	28.0000000	0.0291348125	0.0724293125
23	2007-01-16	0.0855821739	34.0000000	-0.0571655217	-0.0181836957
13	2007-01-17	0.0939705385	31.0000000	-0.0982666154	-0.0588513077
18	2007-01-19	0.0753750556	21.0000000	0.0574707222	0.1569756667
26	2007-01-20	0.0572106154	28.0000000	0.4766431923	0.6792590769
25	2007-01-21	0.0360497600	18.0000000	0.4909264000	0.7180756000
15	2007-01-23	0.0983822000	35.0000000	0.3567045333	0.4664069333
14	2007-01-24	0.0893980000	28.0000000	0.4762130000	0.6112956429
16	2007-01-25	0.0620310000	11.0000000	0.7273457500	0.8733280000
42	2007-01-26	0.0683453333	11.0000000	1.1342312381	1.3667255238
15	2007-01-27	0.0509501333	9.0000000	1.2651840667	1.4278124667
38	2007-01-28	0.0725864211	25.0000000	0.8292126053	0.9968383421
20	2007-01-29	0.0992386500	21.0000000	1.1397032500	1.3624506000
31	2007-01-30	0.0387644516	12.0000000	0.7587828065	1.0822840323
14	2007-01-31	0.0631700714	16.0000000	0.5957956429	0.7607549286
13	2007-02-02	0.0460959231	15.0000000	0.1452723077	0.2833370769
17	2007-02-03	0.0481934118	18.0000000	0.0169631765	0.1265334118
25	2007-02-05	0.0773050000	16.0000000	0.0097242400	0.0962957600
16	2007-02-07	0.0431418750	14.0000000	0.1333188750	0.3186238750
22	2007-02-08	0.0438848182	17.0000000	0.3854775000	0.6212900455
38	2007-02-09	0.0675873947	12.0000000	1.0517252632	1.2893484474
31	2007-02-10	0.1319215806	16.0000000	1.6434862258	1.7853230645
12	2007-02-11	0.0964052500	17.0000000	1.3648148333	1.6171035000
30	2007-02-12	0.0340655000	15.0000000	0.6042176667	1.0321282000
23	2007-02-13	0.0383093478	14.0000000	0.4532545652	0.7916509130
13	2007-02-17	0.0721372308	9.0000000	0.8722434615	1.1399511538
23	2007-02-26	0.3816223478	32.0000000	0.9405821739	0.9859479565
29	2007-02-27	0.1582620690	30.0000000	0.6473212069	0.7700155517
25	2007-02-28	0.1200350000	28.0000000	0.5351032800	0.6691246400
22	2007-03-03	0.0833661818	21.0000000	0.0499343182	0.1247236364
17	2007-03-04	0.1194036471	28.0000000	0.0528232941	0.1184291176
32	2007-03-06	0.1266619688	25.0000000	0.3105848438	0.4084832500
14	2007-03-07	0.1759321429	35.0000000	0.2974429286	0.3771258571
20	2007-03-08	0.3747306500	47.0000000	0.3368474000	0.3784369000
16	2007-03-09	0.6253548750	58.0000000	0.3519248125	0.3642229375
33	2007-03-10	0.3164444242	43.0000000	0.3402122121	0.3612055152
27	2007-03-11	0.2731783704	43.0000000	0.2208896667	0.2388895926
32	2007-03-12	0.1907363125	27.0000000	0.3769418750	0.4655534375
14	2007-03-14	0.0912032857	23.0000000	0.3713004286	0.5351480714
15	2007-03-21	0.1066946667	33.0000000	-0.0649855333	-0.0107698000
13	2007-03-22	0.0358208462	22.0000000	-0.1281350000	-0.0778754615
14	2007-03-23	0.0674203571	26.0000000	-0.1476779286	-0.0522973571
32	2007-03-24	0.0884551250	24.0000000	0.2660790000	0.3650621875
20	2007-04-07	0.1680915000	18.0000000	0.6205735500	0.8371476500
13	2007-04-10	0.0709452308	17.0000000	0.8021647692	1.1670133846
21	2007-04-16	0.1783753333	14.0000000	0.8850674762	1.0710760476
22	2007-04-17	0.2441725000	15.0000000	1.3902234091	1.4802829545
12	2007-04-22	0.1915164167	17.0000000	1.1835856667	1.3652508333
34	2007-04-25	0.1117153235	29.0000000	0.6893722941	0.9283619412
18	2007-04-27	0.0811266667	19.0000000	0.4309510556	0.6944502222
19	2007-04-28	0.0972805789	19.0000000	0.2954055789	0.4736637895
18	2007-05-02	0.0790288333	19.0000000	0.2953078889	0.5533587778
12	2007-05-04	0.1118595833	15.0000000	0.4843240833	0.7988666667
19	2007-05-06	0.2298132105	13.0000000	0.9937739474	1.1591390000
22	2007-05-07	0.1053514091	14.0000000	0.5551116364	0.8435821364
24	2007-05-12	0.1669974167	21.0000000	0.3714827083	0.5537793333
31	2007-05-13	0.2293312581	40.0000000	0.2200413226	0.3555490968
34	2007-05-14	0.3462937059	48.0000000	0.3897510882	0.4861350294
26	2007-05-16	0.5809673462	196.0000000	0.0595931923	0.0627162308
43	2007-05-17	0.1677569302	54.0000000	0.1829997209	0.3013981860
34	2007-05-18	0.6633095000	105.0000000	0.1807433824	0.1880960588
29	2007-05-19	0.5273391379	68.0000000	0.3177362414	0.3478580000
48	2007-05-20	0.2879258750	42.0000000	0.1503668542	0.1867396458
33	2007-05-21	0.1363821818	22.0000000	0.2669104848	0.4789356667
30	2007-05-22	0.0787475667	14.0000000	0.2316718667	0.5734011333
36	2007-05-23	0.0822508333	14.0000000	0.3375945833	0.6789888889
31	2007-05-25	0.1281347097	22.0000000	0.5191000323	0.7612250323
16	2007-05-26	0.2116455000	25.0000000	0.8037191250	1.0385232500
16	2007-05-29	0.0715141250	13.0000000	0.2346861250	0.6502784375
13	2007-06-10	0.1593404615	12.0000000	0.5704685385	0.7737956923
20	2007-06-13	0.1502247500	23.0000000	0.0925080500	0.2428799500
48	2007-06-15	0.5832351667	49.0000000	0.0984068125	0.1005220000
54	2007-06-16	0.4972248333	54.0000000	0.0947118889	0.1076869444
14	2007-06-17	0.2707142143	41.0000000	0.1133031429	0.1993687143
26	2007-06-18	0.1169619615	22.0000000	0.2087210000	0.3945632308
30	2007-06-22	0.4999899000	60.0000000	0.0815742333	0.0856746333
31	2007-06-23	0.2031750000	58.0000000	0.1364252581	0.2337511613
24	2007-06-25	0.1982552083	48.0000000	0.0585715417	0.1485070833
17	2007-06-27	0.1793049412	23.0000000	0.2270170588	0.4010511176
26	2007-06-30	0.2592780385	57.0000000	0.1819111538	0.2731913077
19	2007-07-01	0.6361828947	64.0000000	0.2291092632	0.2580746316
40	2007-07-02	0.4612377750	67.0000000	0.0776879500	0.1022820500
50	2007-07-03	0.2414677200	62.0000000	0.0694149000	0.1329334600
46	2007-07-04	0.0898588696	15.0000000	0.4581536957	0.7457336739
30	2007-07-05	0.1536250333	39.0000000	0.1245725000	0.2561414667
31	2007-07-06	0.2150626129	39.0000000	0.0797643871	0.1714500323
23	2007-07-07	0.1013626957	23.0000000	0.2334951304	0.4681366522
46	2007-07-08	0.1505318478	27.0000000	0.2565928261	0.4013141304
14	2007-07-09	0.3147790714	46.0000000	0.0944675714	0.1533783571
30	2007-07-10	0.3158406000	50.0000000	0.0977930333	0.1695197333
24	2007-07-12	0.5210862500	34.0000000	0.0931834583	0.1093584583
20	2007-07-13	0.5266188500	44.0000000	0.0934938500	0.1016289500
27	2007-07-14	0.1116202222	19.0000000	0.3340700000	0.6282727407
29	2007-07-15	0.2149559310	25.0000000	0.1603892414	0.2434446552
34	2007-07-18	0.4563541471	43.0000000	0.1187549118	0.1617564706
38	2007-07-21	0.6653446316	55.0000000	0.0343631053	0.0384971579
12	2007-07-22	0.1941550000	42.0000000	-0.0065566667	0.1490557500
34	2007-07-23	0.4047606176	49.0000000	0.0930641471	0.1343110882
23	2007-07-24	0.4323925217	48.0000000	0.1459488261	0.1778728261
12	2007-07-25	0.4256873333	43.0000000	0.1614515833	0.2072100833
30	2007-07-26	0.3885533333	70.0000000	0.1031691333	0.1334221667
34	2007-07-27	0.4178858529	74.0000000	0.0783337647	0.0976205000
38	2007-07-28	0.4229017895	71.0000000	0.1033061053	0.1234651579
27	2007-07-29	0.2624258148	36.0000000	0.1479238889	0.2153396667
27	2007-07-30	0.1012447778	21.0000000	0.3700801111	0.6381737778
14	2007-07-31	0.1686836429	23.0000000	0.2315734286	0.3829317857
34	2007-08-01	0.1761545294	29.0000000	0.1329940588	0.2653652941
12	2007-08-03	0.4870004167	44.0000000	0.2919319167	0.3727660000
16	2007-08-05	0.2795087500	35.0000000	0.2839003125	0.4083831875
15	2007-08-06	0.0765114000	18.0000000	0.1940774667	0.4921254667
12	2007-08-09	0.2893755000	40.0000000	0.1675784167	0.2567612500
42	2007-08-12	0.5312781905	59.0000000	0.1554189762	0.1863599286
44	2007-08-13	0.2577294545	37.0000000	0.2328410682	0.3152548636
50	2007-08-14	0.1003015800	11.0000000	0.2885441200	0.5317250800
33	2007-08-15	0.0724227879	12.0000000	0.2893016970	0.6441255758
27	2007-08-16	0.2368096296	30.0000000	0.0979308889	0.2124678889
15	2007-08-17	0.3367366000	57.0000000	0.0699588000	0.1041241333
21	2007-08-19	0.1834685714	34.0000000	0.1549386667	0.3001274762
26	2007-08-20	0.2167620385	32.0000000	0.1733415769	0.3275409615
21	2007-08-21	0.2352046667	27.0000000	0.4330112381	0.5801633333
44	2007-08-22	0.0850339545	18.0000000	0.5202442273	0.9339225455
31	2007-08-23	0.0711065806	16.0000000	0.2151717419	0.5472813548
28	2007-08-25	0.0802883571	15.0000000	0.3697873571	0.7188423214
16	2007-08-27	0.2101081250	14.0000000	0.2131866250	0.3302937500
21	2007-08-29	0.0787812857	13.0000000	0.4383626667	0.7387920000
23	2007-08-30	0.1065565652	18.0000000	0.1669399130	0.4166684783
21	2007-09-01	0.1661495714	24.0000000	0.1744890952	0.3197431429
40	2007-09-02	0.1635223750	27.0000000	0.2013282750	0.3300413000
47	2007-09-03	0.0758657021	9.0000000	0.5357982340	0.9074347447
29	2007-09-04	0.1124761724	14.0000000	0.4858881379	0.7890385172
26	2007-09-05	0.0886239615	14.0000000	0.7113230769	1.0768735769
32	2007-09-06	0.2643357500	21.0000000	1.0852652188	1.2340853438
42	2007-09-07	0.1382464762	23.0000000	0.2584570000	0.4470242619
32	2007-09-08	0.1033959375	14.0000000	0.4443828750	0.7406666250
38	2007-09-09	0.1196835789	19.0000000	0.4720746842	0.7113528158
29	2007-09-10	0.1062677931	16.0000000	0.4375312069	0.7293398276
25	2007-09-11	0.3179792000	25.0000000	0.2896345600	0.3710400400
24	2007-09-12	0.2908009583	35.0000000	0.2935705000	0.3635830833
28	2007-09-13	0.1087760000	16.0000000	0.3649173571	0.6742028214
12	2007-09-14	0.0884858333	12.0000000	0.5335662500	0.8568548333
22	2007-09-15	0.0977073182	11.0000000	0.5384827727	0.8550778636
34	2007-09-19	0.0921968824	9.0000000	0.7135287353	1.1207947353
15	2007-09-20	0.2530212000	21.0000000	1.0809096667	1.2331392667
21	2007-09-21	0.1997919524	18.0000000	0.8401006667	1.0386889048
31	2007-09-22	0.1065007742	17.0000000	0.4509037097	0.7281955161
14	2007-09-23	0.0730903571	15.0000000	0.4082567857	0.8272285000
26	2007-09-24	0.0663548846	9.0000000	0.8441117308	1.2546810000
44	2007-09-29	0.1638801818	35.0000000	0.2320430000	0.3745617727
12	2007-10-09	0.1052270833	10.0000000	0.3733079167	0.6896531667
24	2007-10-10	0.1587969583	8.0000000	0.3054925417	0.5091125000
15	2007-10-12	0.4943938667	46.0000000	0.1225484000	0.1917716667
27	2007-10-13	0.1816315556	36.0000000	0.1515829630	0.2830015556
30	2007-10-14	0.0732213667	25.0000000	0.2972890333	0.5920229667
24	2007-10-15	0.1419905417	35.0000000	0.0829172917	0.2331546667
28	2007-10-17	0.0865915000	14.0000000	0.2159790357	0.5213629286
25	2007-10-18	0.0644179600	11.0000000	0.3357520400	0.8386991600
31	2007-10-19	0.0665728710	11.0000000	0.6981649032	1.1798785161
27	2007-10-20	0.0639303704	13.0000000	0.4799546296	0.9144003704
18	2007-10-21	0.0609519444	11.0000000	0.4673281667	0.8589811667
16	2007-10-22	0.0645221875	13.0000000	0.4228136875	0.9334081250
16	2007-10-23	0.0615390625	18.0000000	0.2143123125	0.6123081875
19	2007-10-24	0.0483597368	5.0000000	0.3089244737	0.8287267368
14	2007-10-31	0.2979188571	56.0000000	0.1315440000	0.2042065714
21	2007-11-01	0.2096065238	42.0000000	0.2202795238	0.3173682857
15	2007-11-04	0.0914366000	22.0000000	0.3257550667	0.6490294667
13	2007-11-05	0.0622176154	17.0000000	0.3201552308	0.7307513077
43	2007-11-06	0.0557553721	16.0000000	0.4868389070	1.0083468837
36	2007-11-07	0.1042117778	12.0000000	1.0577699444	1.4334713611
25	2007-11-08	0.0786521600	9.0000000	0.8164528400	1.2151158800
31	2007-11-09	0.0787408065	10.0000000	0.5820438710	0.9839205806
25	2007-11-10	0.0891355200	9.0000000	0.7299353200	1.1573274000
27	2007-11-11	0.0947078889	9.0000000	0.2555781481	0.5283905556
18	2007-11-12	0.0718626667	15.0000000	0.4703613333	0.7743673889
27	2007-11-14	0.1452463704	38.0000000	0.5339011111	0.6593125926
20	2007-11-16	0.1360138000	31.0000000	0.2841576500	0.4450603000
13	2007-11-17	0.2254171538	31.0000000	0.8682715385	0.9905015385
16	2007-11-18	0.1424691250	30.0000000	0.2548506875	0.3712288750
13	2007-11-22	0.1086359231	5.0000000	0.4265853846	0.6436751538
39	2007-11-23	0.0736183590	41.0000000	0.4500020000	0.7304520513
24	2007-11-25	0.1152195000	29.0000000	0.3047905417	0.4866204583
21	2007-11-26	0.1178932857	29.0000000	0.3651053333	0.5616070952
22	2007-11-27	0.1136877273	31.0000000	0.2830435000	0.4794664091
26	2007-11-28	0.1054542692	25.0000000	0.2116965385	0.4099148462
31	2007-11-29	0.0912573548	25.0000000	0.1133844194	0.2931522258
28	2007-11-30	0.1129988571	29.0000000	0.0271715714	0.1672215357
15	2007-12-01	0.0816075333	27.0000000	0.1193801333	0.3357327333
33	2007-12-03	0.0909327576	31.0000000	0.1574416061	0.3415190909
13	2007-12-06	0.0780389231	19.0000000	0.8484425385	1.2103355385
14	2007-12-07	0.0734929286	22.0000000	0.5076664286	0.7748425714
16	2007-12-08	0.1026231875	27.0000000	0.0023543125	0.1553418750
17	2007-12-09	0.1075963529	27.0000000	0.0497511176	0.1987969412
14	2007-12-12	0.1498669286	27.0000000	0.0269351429	0.1384024286
36	2008-09-27	0.0869445556	12.0000000	0.2994091667	0.2994091667
27	2008-09-30	0.0761166667	20.0000000	0.6780393333	0.6780393333
27	2008-10-03	0.0593136296	15.0000000	0.4945508519	0.4945508519
18	2008-10-09	0.0753825000	13.0000000	1.0525564444	1.0525564444
38	2008-10-18	0.1291811579	22.0000000	0.4532636579	0.4532636579
23	2008-10-21	0.1777596957	51.0000000	0.0467534783	0.0467534783
22	2008-10-24	0.0570674545	24.0000000	0.6780796818	0.6780796818
19	2008-10-27	0.0893212632	23.0000000	0.7185036316	0.7185036316
21	2008-10-30	0.0755795238	27.0000000	0.2657407143	0.2657407143
21	2008-11-08	0.0702538095	10.0000000	0.5435037619	0.5435037619
22	2008-11-14	0.0946957273	25.0000000	0.3986488182	0.3986488182
21	2008-11-20	0.0694270952	14.0000000	0.6197899524	0.6197899524
27	2008-11-26	0.0751911481	30.0000000	0.3977743704	0.3977743704
23	2008-11-29	0.0494073478	18.0000000	0.7403853043	0.7403853043
39	2008-12-08	0.0350018974	16.0000000	0.6354563590	0.6354563590
12	2008-12-11	0.1155140833	34.0000000	0.0131219167	0.0131219167
12	2008-12-14	0.0669145833	26.0000000	0.1997856667	0.1997856667
33	2008-12-17	0.0517004848	30.0000000	0.2356230909	0.2356230909
18	2008-12-20	0.0502900000	19.0000000	0.3659991667	0.3659991667
17	2009-10-16	0.0793602353	19.0000000	0.5283564706	0.5283564706
22	2009-10-17	0.0846020000	22.0000000	0.4133755000	0.4133755000
29	2009-10-18	0.0593251724	17.0000000	0.4724410345	0.4724410345
16	2009-10-19	0.0858428125	14.0000000	0.6685879375	0.6685879375
29	2009-10-20	0.0516339655	11.0000000	0.9800674483	0.9800674483
17	2009-10-21	0.0810918235	10.0000000	0.8116010000	0.8116010000
20	2009-10-24	0.0747602000	14.0000000	0.8392355000	0.8392355000
16	2009-10-25	0.0697833125	11.0000000	0.9668090000	0.9668090000
15	2009-10-26	0.0681474667	14.0000000	0.7274058667	0.7274058667
14	2009-10-27	0.0839728571	20.0000000	0.3714342857	0.3714342857
13	2009-10-29	0.0593857692	15.0000000	0.4488975385	0.4488975385
21	2009-10-31	0.0387191905	16.0000000	1.0877399048	1.0877399048
22	2009-11-01	0.0753385000	24.0000000	0.6061387727	0.6061387727
14	2009-11-03	0.0757865000	29.0000000	0.7494385714	0.7494385714
24	2009-11-13	0.1753669583	14.0000000	0.6695656667	0.6695656667
12	2009-11-17	0.1263289167	12.0000000	0.6497863333	0.6497863333
20	2009-11-18	0.1322505500	13.0000000	0.6335052500	0.6335052500
19	2010-03-13	0.2193607895	18.0000000	1.0684392105	1.0684392105
34	2010-03-14	0.1444472647	24.0000000	0.9318582353	0.9318582353
33	2010-03-15	0.0955360000	19.0000000	1.0829664242	1.0829664242
18	2010-03-16	0.1188672778	21.0000000	0.9230770556	0.9230770556
21	2010-03-17	0.2359113810	25.0000000	1.0087141905	1.0087141905
19	2010-03-19	0.2683512632	63.0000000	0.3178288421	0.3178288421
22	2010-03-20	0.2181158636	54.0000000	0.4603294091	0.4603294091
32	2010-03-21	0.1574835625	28.0000000	0.5718632500	0.5718632500
16	2010-03-23	0.1570165625	27.0000000	0.4329285625	0.4329285625
24	2010-03-25	0.1015000000	17.0000000	0.6134417500	0.6134417500
13	2010-03-26	0.0792153846	16.0000000	0.6354723846	0.6354723846
14	2010-03-27	0.0802777143	17.0000000	0.8686542857	0.8686542857
32	2010-03-28	0.0591034688	18.0000000	0.7583229063	0.7583229063
21	2010-03-29	0.0564693810	19.0000000	1.0252923333	1.0252923333
24	2010-03-30	0.0868208750	27.0000000	0.9273815417	0.9273815417
20	2010-03-31	0.0814398000	33.0000000	0.6492642000	0.6492642000
37	2010-04-01	0.1139224595	33.0000000	0.6178894865	0.6178894865
13	2010-04-02	0.1727216923	21.0000000	1.1094236923	1.1094236923
14	2010-04-03	0.1203570714	21.0000000	0.8648536429	0.8648536429
22	2010-04-04	0.0898141818	30.0000000	0.5851009091	0.5851009091
24	2010-04-07	0.1204685833	22.0000000	0.6924525417	0.6924525417
27	2010-04-08	0.1686690370	24.0000000	0.7274064815	0.7274064815
14	2010-04-21	0.1492655000	10.0000000	0.9765077143	0.9765077143
15	2010-04-26	0.3115515333	25.0000000	1.1843795333	1.1843795333
24	2010-04-27	0.2490529167	63.0000000	0.2911320000	0.2911320000
39	2010-04-28	0.4264457692	111.0000000	0.1142690769	0.1142690769
50	2010-04-29	0.4197960400	115.0000000	0.1294918200	0.1294918200
37	2010-04-30	0.3798221081	95.0000000	0.1284554865	0.1284554865
44	2010-05-05	0.1249006136	19.0000000	1.0564995455	1.0564995455
47	2010-05-06	0.1273960000	17.0000000	1.1521086383	1.1521086383
18	2010-05-09	0.0878250000	13.0000000	0.9023913333	0.9023913333
15	2010-05-10	0.0625968667	11.0000000	0.9201876000	0.9201876000
