nbdates	date	aot_440_daily	angstrom440_870
27	2008-03-09	0.0862092222	0.4552176667
21	2008-03-10	0.0684328571	0.1680738095
15	2008-03-11	0.0761646667	0.2916132667
22	2008-03-12	0.0582402273	0.4241028182
37	2008-03-13	0.0750911892	0.4651834324
14	2008-03-15	0.0945483571	0.5104645000
34	2008-03-16	0.0787962353	0.9357881471
29	2008-03-17	0.0431073448	0.7565546897
15	2008-03-18	0.0610255333	1.1400837333
19	2008-03-22	0.0820318421	0.7131711053
15	2008-03-23	0.0817660000	0.4514182667
57	2008-04-07	0.0665617193	0.3469891228
25	2008-04-08	0.0835260400	0.2178148000
16	2008-04-09	0.0703654375	0.2138843125
44	2008-04-10	0.0509027500	0.6475345000
14	2008-04-15	0.0974517143	0.3590609286
19	2008-04-16	0.0913606316	0.1110613158
29	2008-04-18	0.0835428966	0.2999606552
36	2008-04-19	0.0797271667	0.2389981111
33	2008-04-21	0.2431851515	0.2728052727
48	2008-04-22	0.2191036875	0.2368037708
20	2008-04-23	0.1866840500	0.2265731000
13	2008-04-24	0.1753695385	0.2038267692
13	2008-04-28	0.1656126154	0.3102834615
35	2008-04-29	0.1710449429	0.2800323714
23	2008-04-30	0.1581215217	0.3795577391
12	2008-05-05	0.1035735833	0.4488117500
16	2008-05-07	0.3763748125	0.0778081250
12	2008-05-08	0.5796454167	0.1110532500
16	2008-05-11	0.2366549375	0.2334801250
33	2008-05-12	0.1172874242	0.4317545152
32	2008-05-13	0.1082954375	0.2510264063
41	2008-05-14	0.1418604390	0.2654498537
37	2008-05-15	0.1496020000	0.5422876486
57	2008-05-16	0.0913519649	0.4232083684
53	2008-05-17	0.0976740377	0.3873603774
13	2008-05-18	0.1400040769	0.3217373846
13	2008-05-19	0.1373431538	0.2682273077
26	2008-05-20	0.0870566154	0.5118942308
31	2008-05-21	0.1132681290	0.3827479355
19	2008-05-22	0.0901896316	0.4053924737
20	2008-05-23	0.1048429500	0.4138551500
35	2008-05-24	0.0878947143	0.3109272857
34	2008-05-25	0.0924345000	0.4865248235
25	2008-05-26	0.1333695600	0.3685746000
12	2008-05-28	0.3030660000	0.1222875000
33	2008-05-31	0.1043069091	0.4112137879
15	2008-06-02	0.1258072000	0.1864677333
22	2008-06-03	0.0838457727	0.2427416818
16	2008-06-09	0.1878141875	0.1065505625
26	2008-06-10	0.1322465769	0.2181718846
38	2008-06-11	0.1607787895	0.1773144474
24	2008-06-14	0.2511301250	0.1108675000
42	2008-06-15	0.2266714048	0.1365026905
18	2008-06-16	0.2450493333	0.1353916667
26	2008-06-17	0.1557323077	0.1024326538
32	2008-06-18	0.3549232813	0.0977901875
12	2008-06-26	0.3378470000	0.0579953333
19	2008-07-01	0.3201575263	0.1283044737
24	2008-07-04	0.1471903333	0.1893901667
12	2008-07-05	0.1576340000	0.1093840000
15	2008-07-06	0.2855515333	0.0203553333
12	2008-07-08	0.1108977500	0.1140025000
14	2008-07-09	0.1510732143	0.2571343571
25	2008-07-10	0.3594348800	0.0713625600
16	2008-07-11	0.4313146250	0.1335558750
14	2008-07-12	0.2201763571	0.1779505000
14	2008-07-17	0.1766709286	0.0956222857
27	2008-07-18	0.3066782593	0.1374684815
38	2008-07-19	0.2694846316	0.1238763421
45	2008-07-20	0.4326363556	0.1117742889
18	2008-07-21	0.5381773889	0.1086982222
20	2008-07-22	0.3246501000	0.1349705000
35	2008-07-23	0.1470369143	0.1957454571
36	2008-07-24	0.0904904444	0.1572725556
21	2008-07-25	0.1995417143	0.1047890000
27	2008-07-26	0.2283751481	0.0566544444
54	2008-07-27	0.1238699074	0.1208817963
42	2008-07-28	0.1135977857	0.0843684524
23	2008-08-02	0.2810239130	0.0451360000
37	2008-08-03	0.2753842973	0.0741210811
40	2008-08-04	0.1981735000	0.1068419500
33	2008-08-06	0.6926456667	0.0389573636
30	2008-08-07	0.1503710667	0.1982035333
40	2008-08-08	0.0920061000	0.1841488250
40	2008-08-09	0.2401902500	0.0931113000
33	2008-08-10	0.3604025758	0.0843572424
14	2008-08-11	0.3054706429	0.1255243571
16	2009-03-14	0.0996793125	0.2797858750
32	2009-03-16	0.0528915313	0.5440127813
32	2009-03-17	0.1035425313	0.3965952813
27	2009-03-18	0.0780676667	0.4111822963
24	2009-03-19	0.0666732083	0.4617756250
41	2009-03-20	0.0726131220	0.4950363171
15	2009-03-23	0.0778058000	0.6680784667
12	2009-03-27	0.1367723333	0.3893582500
13	2009-03-28	0.1365297692	0.2464503846
12	2009-04-01	0.0826271667	0.4716513333
14	2009-04-02	0.0609265714	0.5850252857
15	2009-04-03	0.0571146000	0.5301102667
32	2009-04-05	0.0783315000	0.9618923125
13	2009-04-06	0.0715329231	0.9471513077
22	2009-04-07	0.0704360909	0.9619909091
28	2009-04-08	0.1088177143	0.8691160357
15	2009-04-10	0.1139286000	0.4231434667
15	2009-04-11	0.0827868000	0.5646896000
19	2009-04-12	0.0911735789	0.3807697895
13	2009-04-13	0.1004356923	0.3489776154
42	2009-04-14	0.0951735476	0.5580890238
23	2009-04-15	0.0813606957	0.4339136522
22	2009-04-16	0.0943638182	0.3599988636
23	2009-04-17	0.0783977391	0.4634542174
17	2009-04-18	0.1054131176	0.5305991765
