date	avg(pm10)
2005-03-01	20.3333333
2005-03-02	20.1250000
2005-03-03	17.7916667
2005-03-04	19.8750000
2005-03-05	13.9583333
2005-03-06	15.2083333
2005-03-07	16.7500000
2005-03-08	17.4166667
2005-03-09	21.0000000
2005-03-10	16.7500000
2005-03-11	17.8333333
2005-03-12	46.4166667
2005-03-13	65.2083333
2005-03-14	33.4583333
2005-03-15	36.4583333
2005-03-16	43.4166667
2005-03-17	27.2083333
2005-03-18	32.7916667
2005-03-19	93.1250000
2005-03-20	49.3750000
2005-03-21	41.4166667
2005-03-22	55.3750000
2005-03-23	42.5000000
2005-03-24	39.1666667
2005-03-25	29.0833333
2005-03-26	36.7916667
2005-03-27	29.0833333
2005-03-28	31.8750000
2005-03-29	47.6250000
2005-03-30	28.3750000
2005-03-31	0.0000000
2005-04-01	6.3750000
2005-04-02	29.8750000
2005-04-03	59.7916667
2005-04-04	57.4166667
2005-04-05	40.2083333
2005-04-06	26.1250000
2005-04-07	10.8750000
2005-04-08	57.8333333
2005-04-09	53.0000000
2005-04-10	10.0416667
2005-04-11	14.7500000
2005-04-12	12.7083333
2005-04-13	43.4166667
2005-04-14	43.2500000
2005-04-15	43.6666667
2005-04-16	14.3750000
2005-04-17	12.7500000
2005-04-18	23.4166667
2005-04-19	25.0000000
2005-04-20	13.3750000
2005-04-21	15.6250000
2005-04-22	28.1250000
2005-04-23	37.5000000
2005-04-24	28.1666667
2005-04-25	12.8333333
2005-04-26	21.5416667
2005-04-27	32.6666667
2005-04-28	28.3750000
2005-04-29	18.4583333
2005-04-30	20.2083333
2005-05-01	29.8333333
2005-05-02	28.2083333
2005-05-03	24.9583333
2005-05-04	31.5833333
2005-05-05	26.1250000
2005-05-06	11.1250000
2005-05-07	9.9583333
2005-05-08	26.8333333
2005-05-09	32.3333333
2005-05-10	38.2916667
2005-05-11	21.5833333
2005-05-12	14.2500000
2005-05-13	28.0833333
2005-05-14	17.0833333
2005-05-15	19.0833333
2005-05-16	16.5833333
2005-05-17	14.2916667
2005-05-18	12.9166667
2005-05-19	11.2083333
2005-05-20	13.8750000
2005-05-21	11.7500000
2005-05-22	15.2083333
2005-05-23	19.3333333
2005-05-24	18.5000000
2005-05-25	5.2916667
2005-05-26	20.0833333
2005-05-27	21.9166667
2005-05-28	20.6250000
2005-05-29	29.3750000
2005-05-30	21.5416667
2005-05-31	14.8333333
2005-06-01	14.4166667
2005-06-02	16.5833333
2005-06-03	17.8333333
2005-06-04	15.7916667
2005-06-05	16.2500000
2005-06-06	17.1666667
2005-06-07	17.1250000
2005-06-08	17.2500000
2005-06-09	12.6250000
2005-06-10	19.4166667
2005-06-11	13.6250000
2005-06-12	28.6250000
2005-06-13	15.9583333
2005-06-14	27.8333333
2005-06-15	27.6250000
2005-06-16	18.5000000
2005-06-17	20.7500000
2005-06-18	16.0000000
2005-06-19	13.9583333
2005-06-20	25.7083333
2005-06-21	18.1666667
2005-06-22	22.2916667
2005-06-23	22.2500000
2005-06-24	20.0833333
2005-06-25	15.8333333
2005-06-26	20.5416667
2005-06-27	19.5000000
2005-06-28	16.1250000
2005-06-29	10.9166667
2005-06-30	15.5833333
2005-07-01	16.5000000
2005-07-02	13.1250000
2005-07-03	11.5416667
2005-07-04	17.5000000
2005-07-05	19.3333333
2005-07-06	17.3333333
2005-07-07	13.9583333
2005-07-08	14.5833333
2005-07-09	14.5416667
2005-07-10	10.7916667
2005-07-11	13.7500000
2005-07-12	14.6666667
2005-07-13	17.8333333
2005-07-14	13.7083333
2005-07-15	15.7916667
2005-07-16	19.2916667
2005-07-17	17.5000000
2005-07-18	20.4583333
2005-07-19	28.1250000
2005-07-20	25.9583333
2005-07-21	31.0833333
2005-07-22	20.6250000
2005-07-23	18.3750000
2005-07-24	19.0416667
2005-07-25	22.1666667
2005-07-26	19.7083333
2005-07-27	19.0416667
2005-07-28	17.2916667
2005-07-29	23.7500000
2005-07-30	22.3750000
2005-07-31	20.2083333
2005-08-01	20.8333333
2005-08-02	17.9583333
2005-08-03	16.0416667
2005-08-04	19.9166667
2005-08-05	23.2083333
2005-08-06	23.8333333
2005-08-07	26.5000000
2005-08-08	20.5833333
2005-08-09	16.2083333
2005-08-10	12.6250000
2005-08-11	18.5833333
2005-08-12	16.5416667
2005-08-13	14.7500000
2005-08-14	19.0833333
2005-08-15	17.3750000
2005-08-16	18.1666667
2005-08-17	15.0000000
2005-08-18	20.9583333
2005-08-19	21.9583333
2005-08-20	23.0416667
2005-08-21	17.7916667
2005-08-22	22.8333333
2005-08-23	26.2916667
2005-08-24	22.0833333
2005-08-25	17.1250000
2005-08-26	18.4583333
2005-08-27	17.3333333
2005-08-28	18.8333333
2005-08-29	25.2500000
2005-08-30	22.6250000
2005-08-31	20.8333333
2005-09-01	29.6250000
2005-09-02	26.6250000
2005-09-03	19.2500000
2005-09-04	14.9583333
2005-09-05	20.3333333
2005-09-06	21.0416667
2005-09-07	20.0833333
2005-09-08	22.5416667
2005-09-09	27.7500000
2005-09-10	20.3333333
2005-09-11	28.6250000
2005-09-12	28.0416667
2005-09-13	24.5833333
2005-09-14	24.1250000
2005-09-15	25.6250000
2005-09-16	22.5000000
2005-09-17	20.1250000
2005-09-18	18.2916667
2005-09-19	21.6250000
2005-09-20	26.2500000
2005-09-21	26.7916667
2005-09-22	24.0833333
2005-09-23	17.5000000
2005-09-24	19.4166667
2005-09-25	26.5416667
2005-09-26	28.3333333
2005-09-27	24.7916667
2005-09-28	25.8333333
2005-09-29	25.0416667
2005-09-30	22.4583333
2005-10-01	26.0416667
2005-10-02	27.4166667
2005-10-03	26.8750000
2005-10-04	28.6250000
2005-10-05	23.4583333
2005-10-06	21.3750000
2005-10-07	22.0416667
2005-10-08	27.4583333
2005-10-09	18.7500000
2005-10-10	17.3333333
2005-10-11	26.1250000
2005-10-12	23.3333333
2005-10-13	26.0000000
2005-10-14	21.4583333
2005-10-15	23.0000000
2005-10-16	24.0416667
2005-10-17	25.7083333
2005-10-18	17.8750000
2005-10-19	18.0833333
2005-10-20	17.8750000
2005-10-21	20.5416667
2005-10-22	14.6250000
2005-10-23	12.7500000
2005-10-24	13.7500000
2005-10-25	13.0416667
2005-10-26	18.2083333
2005-10-27	31.5000000
2005-10-28	17.4583333
2005-10-29	16.5833333
2005-10-30	12.8750000
2005-10-31	20.3750000
2005-11-01	17.4166667
2005-11-02	16.9583333
2005-11-03	14.2916667
2005-11-04	16.3750000
2005-11-05	18.8333333
2005-11-06	19.9583333
2005-11-07	24.1666667
2005-11-08	15.0000000
2005-11-09	23.8750000
2005-11-10	24.0000000
2005-11-11	17.8333333
2005-11-12	16.2083333
2005-11-13	16.9166667
2005-11-14	22.5000000
2005-11-15	16.3750000
2005-11-16	22.7083333
2005-11-17	24.5416667
2005-11-18	21.0000000
2005-11-19	19.7083333
2005-11-20	11.7916667
2005-11-21	15.9166667
2005-11-22	15.5833333
2005-11-23	14.9583333
2005-11-24	20.7916667
2005-11-25	19.7083333
2005-11-26	21.7916667
2005-11-27	13.9583333
2005-11-28	18.7916667
2005-11-29	27.6250000
2005-11-30	28.3333333
2005-12-01	18.7500000
2005-12-02	17.3750000
2005-12-03	19.2500000
2005-12-04	19.8333333
2005-12-05	21.1250000
2005-12-06	23.1250000
2005-12-07	19.3333333
2005-12-08	14.4583333
2005-12-09	15.6250000
2005-12-10	22.1250000
2005-12-11	18.0833333
2005-12-12	18.5833333
2005-12-13	20.0416667
2005-12-14	17.6250000
2005-12-15	26.4583333
2005-12-16	20.1250000
2005-12-17	11.5416667
2005-12-18	13.4583333
2005-12-19	13.7500000
2005-12-20	18.6250000
2005-12-21	19.5416667
2005-12-22	19.4166667
2005-12-23	17.2500000
2005-12-24	20.7500000
2005-12-25	18.3333333
2005-12-26	16.5416667
2005-12-27	9.7083333
2005-12-28	10.8333333
2005-12-29	10.0416667
2005-12-30	14.5416667
2005-12-31	16.9166667
2006-01-01	27.7872340
2006-01-02	17.4166667
2006-01-03	23.2500000
2006-01-04	29.6666667
2006-01-05	23.0416667
2006-01-06	44.5833333
2006-01-07	44.9166667
2006-01-08	28.6666667
2006-01-09	23.9583333
2006-01-10	23.0833333
2006-01-11	16.7083333
2006-01-12	18.7083333
2006-01-13	15.6250000
2006-01-14	17.9166667
2006-01-15	17.9583333
2006-01-16	16.0000000
2006-01-17	12.2083333
2006-01-18	21.9583333
2006-01-19	13.7500000
2006-01-20	13.3333333
2006-01-21	25.2500000
2006-01-22	16.6666667
2006-01-23	21.8750000
2006-01-24	18.0833333
2006-01-25	16.2916667
2006-01-26	16.7500000
2006-01-27	13.5833333
2006-01-28	13.3750000
2006-01-29	19.2500000
2006-01-30	30.5416667
2006-01-31	24.7500000
2006-02-01	23.8750000
2006-02-02	29.9166667
2006-02-03	19.6250000
2006-02-04	24.9166667
2006-02-05	23.4583333
2006-02-06	23.4583333
2006-02-07	16.4166667
2006-02-08	22.7500000
2006-02-09	21.9166667
2006-02-10	20.2916667
2006-02-11	25.5416667
2006-02-12	21.9166667
2006-02-13	22.2083333
2006-02-14	26.1666667
2006-02-15	17.1250000
2006-02-16	24.5833333
2006-02-17	26.6250000
2006-02-18	12.4583333
2006-02-19	8.3750000
2006-02-20	17.7500000
2006-02-21	26.9583333
2006-02-22	37.0000000
2006-02-23	28.8333333
2006-02-24	29.9583333
2006-02-25	31.1666667
2006-02-26	47.0000000
2006-02-27	45.3333333
2006-02-28	37.7083333
2006-03-01	40.4166667
2006-03-02	29.4166667
2006-03-03	30.1250000
2006-03-04	33.4583333
2006-03-05	31.0416667
2006-03-06	20.4583333
2006-03-07	39.3750000
2006-03-08	34.8750000
2006-03-09	39.2916667
2006-03-10	37.2083333
2006-03-11	35.7083333
2006-03-12	34.8750000
2006-03-13	101.2916667
2006-03-14	124.7083333
2006-03-15	88.1666667
2006-03-16	55.5833333
2006-03-17	87.3333333
2006-03-18	71.0416667
2006-03-19	99.1250000
2006-03-20	115.8333333
2006-03-21	100.1250000
2006-03-22	66.8750000
2006-03-23	32.4166667
2006-03-24	68.7916667
2006-03-25	48.0000000
2006-03-26	34.5833333
2006-03-27	45.8750000
2006-03-28	46.0000000
2006-03-29	59.5833333
2006-03-30	57.1250000
2006-03-31	52.5000000
2006-04-01	40.7083333
2006-04-02	40.6666667
2006-04-03	43.4583333
2006-04-04	49.0833333
2006-04-05	36.2083333
2006-04-06	42.2500000
2006-04-07	50.2916667
2006-04-08	54.7916667
2006-04-09	28.6250000
2006-04-10	41.2916667
2006-04-11	50.5416667
2006-04-12	30.6666667
2006-04-13	27.9583333
2006-04-14	25.6250000
2006-04-15	24.2083333
2006-04-16	5.8750000
2006-04-17	7.1250000
2006-04-18	42.3333333
2006-04-19	75.3750000
2006-04-20	60.7916667
2006-04-21	29.2083333
2006-04-22	34.9166667
2006-04-23	38.0000000
2006-04-24	37.7916667
2006-04-25	23.5416667
2006-04-26	12.6666667
2006-04-27	10.6666667
2006-04-28	22.0416667
2006-04-29	9.5000000
2006-04-30	16.9583333
2006-05-01	9.5416667
2006-05-02	17.2500000
2006-05-03	8.3750000
2006-05-04	17.1250000
2006-05-05	23.1250000
2006-05-06	21.7500000
2006-05-07	18.9166667
2006-05-08	11.0000000
2006-05-09	10.7083333
2006-05-10	13.7916667
2006-05-11	10.1666667
2006-05-12	18.9166667
2006-05-13	23.2916667
2006-05-14	10.1666667
2006-05-15	14.7500000
2006-05-16	12.7083333
2006-05-17	21.0416667
2006-05-18	41.5000000
2006-05-19	34.7500000
2006-05-20	26.8750000
2006-05-21	21.2916667
2006-05-22	33.5833333
2006-05-23	18.6250000
2006-05-24	19.6666667
2006-05-25	11.5000000
2006-05-26	11.6250000
2006-05-27	11.5833333
2006-05-28	12.9583333
2006-05-29	9.9583333
2006-05-30	24.5416667
2006-05-31	12.8333333
2006-06-01	11.8333333
2006-06-02	14.5000000
2006-06-03	9.6666667
2006-06-04	7.8750000
2006-06-05	9.9166667
2006-06-06	10.8750000
2006-06-07	20.5416667
2006-06-08	19.5000000
2006-06-09	14.6666667
2006-06-10	11.1250000
2006-06-11	11.4583333
2006-06-12	10.1666667
2006-06-13	23.9583333
2006-06-14	40.7916667
2006-06-15	19.1250000
2006-06-16	12.9166667
2006-06-17	12.3750000
2006-06-18	13.1666667
2006-06-19	11.3333333
2006-06-20	20.0833333
2006-06-21	12.5416667
2006-06-22	22.1250000
2006-06-23	16.1666667
2006-06-24	20.4166667
2006-06-25	13.2083333
2006-06-26	13.5833333
2006-06-27	19.6666667
2006-06-28	26.4166667
2006-06-29	17.7500000
2006-06-30	17.7916667
2006-07-01	20.4583333
2006-07-02	15.9583333
2006-07-03	19.6250000
2006-07-04	19.0833333
2006-07-05	19.6250000
2006-07-06	17.9583333
2006-07-07	21.0416667
2006-07-08	12.3750000
2006-07-09	12.5833333
2006-07-10	20.6666667
2006-07-11	16.9166667
2006-07-12	15.7916667
2006-07-13	16.3750000
2006-07-14	17.8333333
2006-07-15	13.2500000
2006-07-16	13.7083333
2006-07-17	14.7083333
2006-07-18	16.0833333
2006-07-19	16.9583333
2006-07-20	17.9166667
2006-07-21	12.4166667
2006-07-22	13.5416667
2006-07-23	14.7083333
2006-07-24	19.8750000
2006-07-25	22.9583333
2006-07-26	16.0000000
2006-07-27	17.7500000
2006-07-28	17.5833333
2006-07-29	16.5000000
2006-07-30	15.6666667
2006-07-31	18.2500000
2006-08-01	20.8333333
2006-08-02	18.8750000
2006-08-03	36.4583333
2006-08-04	33.2083333
2006-08-05	18.3333333
2006-08-06	13.5416667
2006-08-07	17.4166667
2006-08-08	24.5000000
2006-08-09	25.5000000
2006-08-10	16.3750000
2006-08-11	18.0833333
2006-08-12	19.3750000
2006-08-13	12.2083333
2006-08-14	16.5416667
2006-08-15	14.8333333
2006-08-16	17.7916667
2006-08-17	21.5416667
2006-08-18	20.8750000
2006-08-19	20.0416667
2006-08-20	17.5833333
2006-08-21	16.9166667
2006-08-22	22.3750000
2006-08-23	26.4583333
2006-08-24	28.0000000
2006-08-25	32.6250000
2006-08-26	26.8750000
2006-08-27	22.3333333
2006-08-28	24.8750000
2006-08-29	25.8333333
2006-08-30	30.1666667
2006-08-31	28.6250000
2006-09-01	30.1666667
2006-09-02	27.4583333
2006-09-03	24.2083333
2006-09-04	28.6666667
2006-09-05	28.7083333
2006-09-06	32.0416667
2006-09-07	26.2916667
2006-09-08	25.2083333
2006-09-09	20.8750000
2006-09-10	20.5833333
2006-09-11	28.8750000
2006-09-12	31.6250000
2006-09-13	17.5000000
2006-09-14	14.5000000
2006-09-15	19.2916667
2006-09-16	24.4166667
2006-09-17	30.1666667
2006-09-18	27.2083333
2006-09-19	21.8333333
2006-09-20	14.4166667
2006-09-21	14.3750000
2006-09-22	22.9166667
2006-09-23	22.6666667
2006-09-24	19.3333333
2006-09-25	25.7500000
2006-09-26	23.5416667
2006-09-27	23.4166667
2006-09-28	25.2916667
2006-09-29	34.3333333
2006-09-30	26.9583333
2006-10-01	21.3333333
2006-10-02	24.5833333
2006-10-03	23.7916667
2006-10-04	29.0833333
2006-10-05	25.2500000
2006-10-06	24.2083333
2006-10-07	16.2500000
2006-10-08	24.0833333
2006-10-09	24.1250000
2006-10-10	22.5416667
2006-10-11	24.9166667
2006-10-12	23.7500000
2006-10-13	17.3750000
2006-10-14	18.0000000
2006-10-15	13.1250000
2006-10-16	13.8333333
2006-10-17	12.5833333
2006-10-18	22.6666667
2006-10-19	19.9166667
2006-10-20	21.0416667
2006-10-21	16.5000000
2006-10-22	9.9166667
2006-10-23	14.0416667
2006-10-24	19.8333333
2006-10-25	22.9166667
2006-10-26	29.4583333
2006-10-27	23.4583333
2006-10-28	16.4583333
2006-10-29	18.0416667
2006-10-30	18.6666667
2006-10-31	16.9583333
2006-11-01	20.7083333
2006-11-02	25.4166667
2006-11-03	22.2916667
2006-11-04	19.0416667
2006-11-05	10.8333333
2006-11-06	13.4583333
2006-11-07	20.5833333
2006-11-08	23.7916667
2006-11-09	16.4583333
2006-11-10	15.5833333
2006-11-11	16.3333333
2006-11-12	14.1250000
2006-11-13	18.9583333
2006-11-14	18.9583333
2006-11-15	21.7500000
2006-11-16	27.3333333
2006-11-17	24.8333333
2006-11-18	17.2500000
2006-11-19	15.3333333
2006-11-20	19.1250000
2006-11-21	20.5000000
2006-11-22	12.6250000
2006-11-23	14.3750000
2006-11-24	19.4166667
2006-11-25	17.4583333
2006-11-26	14.5416667
2006-11-27	18.2500000
2006-11-28	29.7500000
2006-11-29	24.0000000
2006-11-30	18.7500000
2006-12-01	19.3333333
2006-12-02	14.8750000
2006-12-03	15.7500000
2006-12-04	18.9166667
2006-12-05	24.8750000
2006-12-06	22.8333333
2006-12-07	15.3333333
2006-12-08	43.1250000
2006-12-09	36.0000000
2006-12-10	22.2500000
2006-12-11	41.3333333
2006-12-12	28.9583333
2006-12-13	41.2916667
2006-12-14	51.7500000
2006-12-15	48.3333333
2006-12-16	21.7916667
2006-12-17	18.8333333
2006-12-18	22.5833333
2006-12-19	17.1666667
2006-12-20	18.5000000
2006-12-21	36.2916667
2006-12-22	27.1666667
2006-12-23	26.4166667
2006-12-24	32.3333333
2006-12-25	30.1250000
2006-12-26	27.0833333
2006-12-27	28.6666667
2006-12-28	27.1250000
2006-12-29	25.7500000
2006-12-30	36.5416667
2006-12-31	47.9166667
2007-01-01	53.7200000
2007-01-02	38.9583333
2007-01-03	23.0000000
2007-01-04	101.9583333
2007-01-05	77.5833333
2007-01-06	108.0000000
2007-01-07	123.2500000
2007-01-08	38.0833333
2007-01-09	19.0416667
2007-01-10	76.2083333
2007-01-11	32.0833333
2007-01-12	29.3333333
2007-01-13	33.7083333
2007-01-14	23.8750000
2007-01-15	59.0833333
2007-01-16	85.0416667
2007-01-17	93.4166667
2007-01-18	29.5416667
2007-01-19	104.8750000
2007-01-20	74.4166667
2007-01-21	64.3750000
2007-01-22	43.8333333
2007-01-23	53.0833333
2007-01-24	59.3750000
2007-01-25	80.6666667
2007-01-26	80.2083333
2007-01-27	69.9166667
2007-01-28	72.6666667
2007-01-29	61.8750000
2007-01-30	36.1666667
2007-01-31	27.7500000
2007-02-01	24.2916667
2007-02-02	26.9166667
2007-02-03	24.9166667
2007-02-04	22.9166667
2007-02-05	23.0833333
2007-02-06	26.1250000
2007-02-07	26.3750000
2007-02-08	26.3333333
2007-02-09	28.1666667
2007-02-10	32.6250000
2007-02-11	13.7083333
2007-02-12	27.8750000
2007-02-13	27.1666667
2007-02-14	47.9166667
2007-02-15	46.2916667
2007-02-16	70.6250000
2007-02-17	68.5000000
2007-02-18	71.8750000
2007-02-19	51.4166667
2007-02-20	49.7916667
2007-02-21	32.3750000
2007-02-22	28.5000000
2007-02-23	19.5416667
2007-02-24	30.5000000
2007-02-25	50.0416667
2007-02-26	61.6250000
2007-02-27	46.4583333
2007-02-28	45.7500000
2007-03-01	49.0833333
2007-03-02	73.6250000
2007-03-03	83.3333333
2007-03-04	88.8333333
2007-03-05	78.0000000
2007-03-06	74.2500000
2007-03-07	54.3750000
2007-03-08	119.7083333
2007-03-09	139.7083333
2007-03-10	94.1250000
2007-03-11	74.9166667
2007-03-12	49.5833333
2007-03-13	48.1250000
2007-03-14	47.8750000
2007-03-15	64.2916667
2007-03-16	43.2916667
2007-03-17	49.8750000
2007-03-18	21.9166667
2007-03-19	29.4166667
2007-03-20	27.3333333
2007-03-21	39.8333333
2007-03-22	17.1666667
2007-03-23	24.1250000
2007-03-24	23.0000000
2007-03-25	27.2500000
2007-03-26	33.3750000
2007-03-27	29.8333333
2007-03-28	29.2916667
2007-03-29	28.0833333
2007-03-30	22.3750000
2007-03-31	21.5833333
2007-04-01	15.2916667
2007-04-02	6.9166667
2007-04-03	13.3333333
2007-04-04	35.2500000
2007-04-05	37.6666667
2007-04-06	40.5416667
2007-04-07	63.0416667
2007-04-08	60.9583333
2007-04-09	40.9166667
2007-04-10	36.0416667
2007-04-11	33.3333333
2007-04-12	12.0000000
2007-04-13	13.3750000
2007-04-14	12.7500000
2007-04-15	16.4166667
2007-04-16	38.9166667
2007-04-17	62.0000000
2007-04-18	57.8750000
2007-04-19	45.8750000
2007-04-20	48.0833333
2007-04-21	49.8333333
2007-04-22	40.9166667
2007-04-23	25.4166667
2007-04-24	16.1666667
2007-04-25	29.4166667
2007-04-26	28.2916667
2007-04-27	10.1666667
2007-04-28	0.0000000
2007-04-29	0.0000000
2007-04-30	10.0000000
2007-05-01	27.8333333
2007-05-02	22.7500000
2007-05-03	15.2083333
2007-05-04	12.5000000
2007-05-05	35.2916667
2007-05-06	20.7916667
2007-05-07	22.3750000
2007-05-08	33.5416667
2007-05-09	29.2083333
2007-05-10	24.0833333
2007-05-11	10.2500000
2007-05-12	10.7916667
2007-05-13	10.2500000
2007-05-14	22.2083333
2007-05-15	55.0833333
2007-05-16	12.0416667
2007-05-17	0.0000000
2007-05-18	15.5833333
2007-05-19	15.0416667
2007-05-20	9.7500000
2007-05-21	13.2500000
2007-05-22	10.5833333
2007-05-23	17.8333333
2007-05-24	12.2916667
2007-05-25	12.4166667
2007-05-26	10.0000000
2007-05-27	10.7916667
2007-05-28	13.7500000
2007-05-29	8.4583333
2007-05-30	14.9583333
2007-05-31	14.5833333
2007-06-01	15.5000000
2007-06-02	11.9583333
2007-06-03	11.7916667
2007-06-04	11.5000000
2007-06-05	14.4166667
2007-06-06	18.4583333
2007-06-07	21.1250000
2007-06-08	18.2500000
2007-06-09	16.0416667
2007-06-10	39.5416667
2007-06-11	41.4166667
2007-06-12	17.5000000
2007-06-13	15.7083333
2007-06-14	26.0833333
2007-06-15	25.8333333
2007-06-16	16.9583333
2007-06-17	13.2916667
2007-06-18	15.8750000
2007-06-19	21.8750000
2007-06-20	22.6666667
2007-06-21	20.0416667
2007-06-22	20.0000000
2007-06-23	14.0833333
2007-06-24	12.8750000
2007-06-25	21.0833333
2007-06-26	14.6250000
2007-06-27	20.0833333
2007-06-28	26.8333333
2007-06-29	24.0833333
2007-06-30	19.7083333
2007-07-01	12.4583333
2007-07-02	16.2083333
2007-07-03	16.6250000
2007-07-04	14.7083333
2007-07-05	16.6666667
2007-07-06	18.4583333
2007-07-07	15.8750000
2007-07-08	16.0833333
2007-07-09	23.0833333
2007-07-10	14.7500000
2007-07-11	13.5416667
2007-07-12	17.2500000
2007-07-13	15.6666667
2007-07-14	18.0000000
2007-07-15	13.5416667
2007-07-16	18.2500000
2007-07-17	14.2916667
2007-07-18	20.0000000
2007-07-19	18.1250000
2007-07-20	17.0000000
2007-07-21	21.4583333
2007-07-22	18.0833333
2007-07-23	19.4583333
2007-07-24	20.1250000
2007-07-25	17.8333333
2007-07-26	18.7500000
2007-07-27	19.6250000
2007-07-28	19.5000000
2007-07-29	19.8333333
2007-07-30	10.3750000
2007-07-31	12.2500000
2007-08-01	20.3750000
2007-08-02	24.6666667
2007-08-03	23.5000000
2007-08-04	22.6250000
2007-08-05	18.7500000
2007-08-06	19.5416667
2007-08-07	23.5000000
2007-08-08	21.6666667
2007-08-09	20.1666667
2007-08-10	23.2916667
2007-08-11	23.0000000
2007-08-12	15.6666667
2007-08-13	25.8750000
2007-08-14	27.0833333
2007-08-15	23.7083333
2007-08-16	26.2916667
2007-08-17	26.2500000
2007-08-18	23.0416667
2007-08-19	23.8333333
2007-08-20	28.0416667
2007-08-21	22.5833333
2007-08-22	18.7500000
2007-08-23	19.8750000
2007-08-24	8.2083333
2007-08-25	24.0416667
2007-08-26	20.7916667
2007-08-27	22.0000000
2007-08-28	19.7083333
2007-08-29	19.4583333
2007-08-30	25.1250000
2007-08-31	30.4583333
2007-09-01	28.0833333
2007-09-02	26.4166667
2007-09-03	24.4166667
2007-09-04	24.3750000
2007-09-05	27.9583333
2007-09-06	29.1666667
2007-09-07	23.1666667
2007-09-08	22.7916667
2007-09-09	23.5416667
2007-09-10	25.2916667
2007-09-11	22.7500000
2007-09-12	30.5833333
2007-09-13	30.3750000
2007-09-14	29.4166667
2007-09-15	27.3750000
2007-09-16	19.0416667
2007-09-17	28.5833333
2007-09-18	28.4583333
2007-09-19	27.0416667
2007-09-20	28.7500000
2007-09-21	36.0833333
2007-09-22	31.8333333
2007-09-23	27.2500000
2007-09-24	26.7500000
2007-09-25	23.6250000
2007-09-26	16.5416667
2007-09-27	22.7083333
2007-09-28	30.2916667
2007-09-29	28.9583333
2007-09-30	27.1250000
2007-10-01	29.2500000
2007-10-02	21.7500000
2007-10-03	24.4583333
2007-10-04	27.3750000
2007-10-05	20.8333333
2007-10-06	15.4166667
2007-10-07	14.1666667
2007-10-08	20.5833333
2007-10-09	26.8333333
2007-10-10	26.7083333
2007-10-11	27.7083333
2007-10-12	21.5833333
2007-10-13	20.4583333
2007-10-14	22.0000000
2007-10-15	26.0833333
2007-10-16	19.4166667
2007-10-17	16.1250000
2007-10-18	18.0833333
2007-10-19	16.0416667
2007-10-20	18.5000000
2007-10-21	16.7916667
2007-10-22	17.3750000
2007-10-23	19.4583333
2007-10-24	25.1666667
2007-10-25	22.9166667
2007-10-26	24.3333333
2007-10-27	24.2083333
2007-10-28	17.9166667
2007-10-29	21.8750000
2007-10-30	42.1666667
2007-10-31	31.1666667
2007-11-01	24.5000000
2007-11-02	21.2083333
2007-11-03	17.1666667
2007-11-04	17.7083333
2007-11-05	38.3750000
2007-11-06	23.1250000
2007-11-07	22.3750000
2007-11-08	19.8750000
2007-11-09	19.5833333
2007-11-10	18.8750000
2007-11-11	65.2916667
2007-11-12	82.6666667
2007-11-13	47.5000000
2007-11-14	24.6250000
2007-11-15	24.5416667
2007-11-16	25.2500000
2007-11-17	23.0416667
2007-11-18	20.7500000
2007-11-19	25.1666667
2007-11-20	21.7916667
2007-11-21	17.9166667
2007-11-22	19.7500000
2007-11-23	31.3333333
2007-11-24	51.3750000
2007-11-25	18.0416667
2007-11-26	0.0000000
2007-11-27	0.0000000
2007-11-28	0.0000000
2007-11-29	0.0000000
2007-11-30	0.0000000
2007-12-01	0.0000000
2007-12-02	0.0000000
2007-12-03	0.0000000
2007-12-04	0.0000000
2007-12-05	0.0000000
2007-12-06	0.0000000
2007-12-07	0.0000000
2007-12-08	0.0000000
2007-12-09	0.0000000
2007-12-10	0.0000000
2007-12-11	0.0000000
2007-12-12	0.0000000
2007-12-13	0.0000000
2007-12-14	0.0000000
2007-12-15	0.0000000
2007-12-16	0.0000000
2007-12-17	0.0000000
2007-12-18	0.0000000
2007-12-19	0.0000000
2007-12-20	0.0000000
2007-12-21	2.1250000
2007-12-22	17.7916667
2007-12-23	19.5833333
2007-12-24	28.0833333
2007-12-25	23.1250000
2007-12-26	25.8333333
2007-12-27	33.0000000
2007-12-28	38.6250000
2007-12-29	24.5833333
2007-12-30	15.8750000
2007-12-31	16.3750000
2008-01-01	28.3750000
2008-01-02	56.1250000
2008-01-03	58.2500000
2008-01-04	84.5833333
2008-01-05	67.9166667
2008-01-06	29.1666667
2008-01-07	36.3750000
2008-01-08	34.4166667
2008-01-09	34.3333333
2008-01-10	30.2083333
2008-01-11	42.9583333
2008-01-12	30.9583333
2008-01-13	56.2916667
2008-01-14	41.2083333
2008-01-15	39.0833333
2008-01-16	40.3750000
2008-01-17	17.6666667
2008-01-18	40.2916667
2008-01-19	49.2916667
2008-01-20	39.0416667
2008-01-21	38.2916667
2008-01-22	25.5416667
2008-01-23	23.6250000
2008-01-24	23.5000000
2008-01-25	21.7916667
2008-01-26	18.1250000
2008-01-27	16.0416667
2008-01-28	43.7083333
2008-01-29	69.5000000
2008-01-30	65.4166667
2008-01-31	51.3750000
2008-02-01	34.9583333
2008-02-02	33.2916667
2008-02-03	25.0000000
2008-02-04	11.7500000
2008-02-05	39.7916667
2008-02-06	48.7500000
2008-02-07	56.6250000
2008-02-08	62.9166667
2008-02-09	52.9166667
