date	pressure	thtv	pm10
2005-03-06	627.0	319.3	15.5000
2005-03-06	625.0	319.6	15.5000
2005-03-06	596.0	323.3	15.5000
2005-03-06	516.0	326.1	15.5000
2005-03-06	509.0	326.4	15.5000
2005-03-06	500.0	327.3	15.5000
2005-03-06	460.0	330.8	15.5000
2005-03-06	423.0	334.3	15.5000
2005-03-06	400.0	335.6	15.5000
2005-03-06	353.0	338.1	15.5000
2005-03-06	305.0	340.7	15.5000
2005-03-06	300.0	340.9	15.5000
2005-03-06	277.0	342.1	15.5000
2005-03-06	276.0	342.2	15.5000
2005-03-06	262.0	342.6	15.5000
2005-03-07	1016.0	297.4	22.4167
2005-03-07	1000.0	299.0	22.4167
2005-03-07	990.0	300.3	22.4167
2005-03-07	925.0	300.8	22.4167
2005-03-07	924.0	300.9	22.4167
2005-03-07	850.0	303.1	22.4167
2005-03-07	838.0	303.4	22.4167
2005-03-07	836.0	303.5	22.4167
2005-03-07	823.0	304.2	22.4167
2005-03-07	787.0	306.9	22.4167
2005-03-07	748.0	310.9	22.4167
2005-03-07	728.0	313.1	22.4167
2005-03-07	700.0	314.8	22.4167
2005-03-07	664.0	316.9	22.4167
2005-03-07	555.0	324.4	22.4167
2005-03-07	500.0	328.7	22.4167
2005-03-07	496.0	329.0	22.4167
2005-03-07	465.0	329.9	22.4167
2005-03-07	403.0	331.9	22.4167
2005-03-07	400.0	332.0	22.4167
2005-03-07	375.0	332.6	22.4167
2005-03-07	365.0	335.2	22.4167
2005-03-07	363.0	335.2	22.4167
2005-03-07	334.0	335.6	22.4167
2005-03-07	327.0	335.9	22.4167
2005-03-07	319.0	339.9	22.4167
2005-03-07	300.0	341.1	22.4167
2005-03-07	267.0	343.7	22.4167
2005-03-07	260.0	344.2	22.4167
2005-03-08	1016.0	295.0	28.2917
2005-03-08	1000.0	297.5	28.2917
2005-03-08	992.0	298.7	28.2917
2005-03-08	938.0	300.4	28.2917
2005-03-08	925.0	300.8	28.2917
2005-03-08	850.0	303.0	28.2917
2005-03-08	815.0	304.2	28.2917
2005-03-08	806.0	304.5	28.2917
2005-03-08	764.0	307.4	28.2917
2005-03-08	754.0	310.5	28.2917
2005-03-08	736.0	312.5	28.2917
2005-03-08	700.0	316.7	28.2917
2005-03-08	694.0	317.5	28.2917
2005-03-08	536.0	323.6	28.2917
2005-03-08	523.0	324.1	28.2917
2005-03-08	514.0	325.3	28.2917
2005-03-08	500.0	327.1	28.2917
2005-03-08	479.0	329.9	28.2917
2005-03-08	440.0	331.3	28.2917
2005-03-08	404.0	332.5	28.2917
2005-03-08	400.0	333.8	28.2917
2005-03-08	397.0	334.7	28.2917
2005-03-08	379.0	335.9	28.2917
2005-03-08	334.0	338.8	28.2917
2005-03-08	306.0	340.7	28.2917
2005-03-08	300.0	341.1	28.2917
2005-03-08	257.0	343.9	28.2917
2005-03-09	1015.0	299.9	27.2083
2005-03-09	1000.0	299.8	27.2083
2005-03-09	925.0	300.1	27.2083
2005-03-09	916.0	300.0	27.2083
2005-03-09	850.0	302.4	27.2083
2005-03-09	833.0	303.2	27.2083
2005-03-09	823.0	304.0	27.2083
2005-03-09	821.0	304.2	27.2083
2005-03-09	797.0	308.8	27.2083
2005-03-09	764.0	311.0	27.2083
2005-03-09	753.0	312.0	27.2083
2005-03-09	739.0	313.6	27.2083
2005-03-09	700.0	316.0	27.2083
2005-03-09	651.0	319.6	27.2083
2005-03-09	575.0	321.5	27.2083
2005-03-09	551.0	321.9	27.2083
2005-03-09	539.0	322.1	27.2083
2005-03-09	517.0	323.7	27.2083
2005-03-09	511.0	325.0	27.2083
2005-03-09	500.0	327.5	27.2083
2005-03-09	490.0	329.6	27.2083
2005-03-09	400.0	333.7	27.2083
2005-03-09	396.0	333.9	27.2083
2005-03-09	354.0	335.6	27.2083
2005-03-09	347.0	335.9	27.2083
2005-03-09	329.0	339.1	27.2083
2005-03-09	322.0	340.4	27.2083
2005-03-09	300.0	342.0	27.2083
2005-03-09	251.0	346.2	27.2083
2005-03-11	1014.0	300.6	21.7500
2005-03-11	1000.0	300.8	21.7500
2005-03-11	925.0	301.6	21.7500
2005-03-11	900.0	301.9	21.7500
2005-03-11	887.0	302.9	21.7500
2005-03-11	865.0	304.6	21.7500
2005-03-11	850.0	307.1	21.7500
2005-03-11	845.0	307.7	21.7500
2005-03-11	842.0	308.3	21.7500
2005-03-11	809.0	310.8	21.7500
2005-03-11	725.0	315.7	21.7500
2005-03-11	709.0	316.8	21.7500
2005-03-11	700.0	317.0	21.7500
2005-03-11	697.0	316.9	21.7500
2005-03-11	616.0	318.9	21.7500
2005-03-11	598.0	320.4	21.7500
2005-03-11	577.0	322.3	21.7500
2005-03-11	547.0	325.3	21.7500
2005-03-11	540.0	326.0	21.7500
2005-03-11	500.0	328.1	21.7500
2005-03-11	489.0	328.6	21.7500
2005-03-11	452.0	330.6	21.7500
2005-03-11	400.0	333.5	21.7500
2005-03-11	381.0	334.6	21.7500
2005-03-11	354.0	336.3	21.7500
2005-03-11	314.0	338.9	21.7500
2005-03-11	300.0	339.8	21.7500
2005-03-11	270.0	341.8	21.7500
2005-03-11	263.0	342.2	21.7500
2005-03-14	1014.0	297.6	17.5000
2005-03-14	1000.0	299.2	17.5000
2005-03-14	991.0	300.4	17.5000
2005-03-14	976.0	300.8	17.5000
2005-03-14	925.0	301.9	17.5000
2005-03-14	850.0	303.6	17.5000
2005-03-14	801.0	305.0	17.5000
2005-03-14	783.0	307.4	17.5000
