date	cape	cape_virt	conv_inhib	cins	pressure	temp	mixr	relhumidity	windspeed	wind_direction	aot_440	ae
2006-09-13	135.83	222.80	-227.45	-140.31	1000.0	27.8	15.73	66.0	5	90	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	925.0	22.2	11.12	60.0	12	100	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	850.0	18.8	9.66	60.0	15	105	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	700.0	10.2	5.18	46.0	11	115	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	500.0	-6.3	2.76	58.0	8	165	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	400.0	-16.5	0.76	29.0	7	205	0.2182840000	0.1630887778
2006-09-13	135.83	222.80	-227.45	-140.31	300.0	-32.5	0.20	23.0	23	195	0.2182840000	0.1630887778
2006-09-14	1421.04	1628.94	-9.56	-1.42	1000.0	26.6	18.63	83.0	6	65	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	925.0	21.4	13.18	75.0	14	95	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	850.0	17.8	10.33	68.0	20	120	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	700.0	10.2	6.45	58.0	11	120	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	500.0	-5.5	2.50	49.0	14	150	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	400.0	-16.3	1.35	50.0	17	155	0.0669897391	0.4126412609
2006-09-14	1421.04	1628.94	-9.56	-1.42	300.0	-31.5	0.11	12.0	18	130	0.0669897391	0.4126412609
2006-09-15	1431.84	1746.93	-24.21	-8.26	1000.0	27.8	18.74	78.0	10	80	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	925.0	23.0	13.35	69.0	18	90	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	850.0	18.2	9.27	60.0	26	105	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	700.0	8.8	4.02	40.0	30	95	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	500.0	-4.7	0.87	16.0	10	100	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	400.0	-15.1	0.29	10.0	25	95	0.3686441111	0.1067477222
2006-09-15	1431.84	1746.93	-24.21	-8.26	300.0	-31.3	0.03	3.0	24	100	0.3686441111	0.1067477222
2006-09-17	0.00	7.84	0.00	-14.92	1000.0	25.8	15.73	74.0	3	80	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	925.0	20.2	11.12	68.0	9	75	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	850.0	16.2	10.19	74.0	15	75	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	700.0	9.6	2.30	21.0	19	80	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	500.0	-5.3	0.05	1.0	21	85	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	400.0	-17.1	0.03	1.0	23	95	0.2411409000	0.2262596000
2006-09-17	0.00	7.84	0.00	-14.92	300.0	-30.5	0.01	1.0	16	105	0.2411409000	0.2262596000
2006-09-18	0.00	43.27	0.00	-40.18	1000.0	26.8	16.96	75.0	5	50	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	925.0	21.8	12.35	69.0	9	110	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	850.0	17.6	10.97	73.0	8	105	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	700.0	10.2	6.45	58.0	5	85	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	500.0	-3.7	0.06	1.0	17	85	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	400.0	-15.5	0.03	1.0	1	5	0.0986827105	0.5119494737
2006-09-18	0.00	43.27	0.00	-40.18	300.0	-30.7	0.01	1.0	8	215	0.0986827105	0.5119494737
2006-09-19	0.00	32.69	0.00	-200.25	1000.0	25.8	15.93	75.0	0	0	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	925.0	22.0	11.72	64.0	2	340	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	850.0	17.8	11.04	73.0	5	320	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	700.0	10.6	1.40	12.0	8	330	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	500.0	-5.7	0.05	1.0	12	70	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	400.0	-15.3	0.03	1.0	14	100	0.1092899355	0.5006129032
2006-09-19	0.00	32.69	0.00	-200.25	300.0	-30.7	0.01	1.0	9	40	0.1092899355	0.5006129032
2006-09-20	554.43	796.35	-35.89	-13.58	1000.0	26.2	17.94	82.0	3	235	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	925.0	22.0	12.51	69.0	7	330	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	850.0	17.6	10.19	68.0	8	320	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	700.0	11.0	2.02	17.0	8	355	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	500.0	-5.9	0.29	6.0	8	90	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	400.0	-16.9	0.03	1.0	6	70	0.1253341250	0.7988840000
2006-09-20	554.43	796.35	-35.89	-13.58	300.0	-30.3	0.01	1.0	4	40	0.1253341250	0.7988840000
2006-09-21	170.76	277.19	-283.40	-123.60	1000.0	25.6	17.07	81.0	2	325	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	925.0	21.8	10.14	57.0	4	345	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	850.0	17.8	9.02	59.0	6	5	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	700.0	11.6	3.15	26.0	11	55	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	500.0	-6.3	0.25	5.0	7	45	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	400.0	-16.5	0.03	1.0	8	90	0.1409820000	1.2060269444
2006-09-21	170.76	277.19	-283.40	-123.60	300.0	-31.3	0.01	1.0	11	320	0.1409820000	1.2060269444
2006-09-22	7.09	73.48	-250.37	-79.20	1000.0	26.4	16.33	74.0	2	20	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	925.0	22.2	11.88	65.0	10	100	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	850.0	17.0	9.79	68.0	11	95	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	700.0	9.8	2.96	27.0	12	85	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	500.0	-4.3	0.06	1.0	13	70	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	400.0	-16.5	0.03	1.0	16	35	0.0862501250	0.4254455250
2006-09-22	7.09	73.48	-250.37	-79.20	300.0	-30.7	0.01	1.0	14	50	0.0862501250	0.4254455250
2006-09-23	888.83	1141.31	-45.75	-10.18	1000.0	27.2	18.51	80.0	4	105	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	925.0	22.8	10.14	53.0	15	80	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	850.0	17.8	10.33	68.0	18	75	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	700.0	9.6	4.96	46.0	15	90	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	500.0	-6.9	0.71	16.0	10	115	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	400.0	-18.7	1.30	59.0	6	80	0.0599207407	0.1963055556
2006-09-23	888.83	1141.31	-45.75	-10.18	300.0	-30.9	0.01	1.0	0	0	0.0599207407	0.1963055556
2006-09-26	6.75	75.12	-126.12	-53.96	1000.0	26.2	15.14	70.0	9	40	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	925.0	22.0	13.35	73.0	15	70	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	850.0	17.2	10.61	72.0	14	65	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	700.0	9.2	1.47	14.0	11	50	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	500.0	-5.1	2.80	53.0	10	85	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	400.0	-15.9	1.06	38.0	8	105	0.0841733333	0.3005086667
2006-09-26	6.75	75.12	-126.12	-53.96	300.0	-32.1	0.35	40.0	0	0	0.0841733333	0.3005086667
2006-09-27	402.98	545.60	-62.83	-31.17	1000.0	26.2	17.50	80.0	6	130	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	925.0	22.0	10.98	60.0	17	90	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	850.0	17.6	11.12	74.0	15	80	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	700.0	9.2	8.33	79.0	16	120	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	500.0	-5.1	1.56	30.0	7	75	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	400.0	-16.1	0.11	4.0	8	170	0.0804375152	0.5536073030
2006-09-27	402.98	545.60	-62.83	-31.17	300.0	-33.3	0.18	23.0	8	120	0.0804375152	0.5536073030
2006-09-29	85.73	145.82	-234.57	-65.90	1000.0	26.6	16.54	74.0	5	135	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	925.0	22.2	11.12	60.0	16	125	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	850.0	17.6	9.53	64.0	12	125	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	700.0	8.8	6.73	66.0	12	105	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	500.0	-6.1	0.19	4.0	21	115	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	400.0	-17.1	0.49	19.0	8	95	0.1821583103	0.2567582759
2006-09-29	85.73	145.82	-234.57	-65.90	300.0	-32.7	0.45	55.0	1	10	0.1821583103	0.2567582759
2006-09-30	11.80	49.88	-315.63	-174.59	1000.0	27.4	14.39	62.0	13	85	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	925.0	22.4	12.03	65.0	17	95	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	850.0	18.4	8.20	52.0	17	100	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	700.0	11.2	2.22	19.0	18	110	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	500.0	-6.9	1.73	38.0	18	50	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	400.0	-16.7	0.13	5.0	8	65	0.1178005909	0.2940325455
2006-09-30	11.80	49.88	-315.63	-174.59	300.0	-32.9	0.11	13.0	8	180	0.1178005909	0.2940325455
2007-01-10	57.75	132.12	-132.48	-94.62	1000.0	22.8	15.43	87.0	4	205	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	925.0	20.6	9.35	56.0	13	120	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	850.0	15.8	8.43	63.0	10	155	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	700.0	5.0	5.11	65.0	9	230	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	500.0	-8.9	0.04	1.0	29	235	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	400.0	-18.1	0.03	1.0	26	270	0.0640051500	0.3857279500
2007-01-10	57.75	132.12	-132.48	-94.62	300.0	-30.7	0.01	1.0	55	260	0.0640051500	0.3857279500
2007-01-11	701.75	898.78	-7.90	-5.14	1000.0	22.8	17.07	96.0	4	15	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	925.0	20.0	14.24	88.0	18	70	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	850.0	15.4	10.47	80.0	17	60	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	700.0	7.2	6.00	66.0	10	115	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	500.0	-9.3	1.08	28.0	13	245	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	400.0	-14.7	0.03	1.0	7	290	0.1181853750	0.1133872500
2007-01-11	701.75	898.78	-7.90	-5.14	300.0	-32.1	0.01	1.0	21	280	0.1181853750	0.1133872500
2007-01-12	161.51	288.27	-8.86	-4.67	1000.0	23.4	14.86	81.0	5	15	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	925.0	18.2	12.35	86.0	20	70	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	850.0	14.0	8.90	75.0	19	65	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	700.0	6.4	4.89	57.0	9	30	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	500.0	-6.5	0.09	2.0	8	315	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	400.0	-18.3	0.02	1.0	8	285	0.0758516667	0.2668918333
2007-01-12	161.51	288.27	-8.86	-4.67	300.0	-33.1	0.01	1.0	40	270	0.0758516667	0.2668918333
2007-03-27	744.16	830.26	-7.00	-3.80	1000.0	24.4	17.07	87.0	8	90	0.0607832500	0.4511193333
2007-03-27	744.16	830.26	-7.00	-3.80	925.0	20.0	14.06	87.0	13	105	0.0607832500	0.4511193333
2007-03-27	744.16	830.26	-7.00	-3.80	850.0	15.0	11.19	88.0	7	115	0.0607832500	0.4511193333
2007-03-27	744.16	830.26	-7.00	-3.80	500.0	-5.7	4.28	85.0	23	230	0.0607832500	0.4511193333
2007-03-27	744.16	830.26	-7.00	-3.80	400.0	-18.1	1.90	82.0	42	230	0.0607832500	0.4511193333
2007-03-27	744.16	830.26	-7.00	-3.80	300.0	-32.7	0.33	40.0	59	240	0.0607832500	0.4511193333
2007-03-28	644.19	792.41	-16.21	-5.12	1000.0	25.2	16.85	82.0	6	95	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	925.0	20.4	11.27	68.0	16	125	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	850.0	15.2	10.33	80.0	15	125	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	700.0	7.6	7.08	75.0	11	215	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	500.0	-8.3	2.76	67.0	32	250	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	400.0	-19.1	1.55	73.0	31	230	0.0584129286	0.5152745714
2007-03-28	644.19	792.41	-16.21	-5.12	300.0	-32.1	0.23	26.0	57	230	0.0584129286	0.5152745714
2007-03-29	0.35	6.02	-397.92	-285.15	1000.0	23.8	14.86	79.0	1	340	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	925.0	19.8	10.83	68.0	9	230	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	850.0	17.6	6.29	42.0	10	160	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	700.0	8.8	5.03	49.0	16	210	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	500.0	-5.5	0.05	1.0	29	250	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	400.0	-16.5	0.03	1.0	36	275	0.3342703333	0.7896081667
2007-03-29	0.35	6.02	-397.92	-285.15	300.0	-32.3	0.01	1.0	52	255	0.3342703333	0.7896081667
2007-04-02	8.40	15.95	-27.86	-19.36	1000.0	23.6	13.76	74.0	15	55	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	925.0	18.8	11.65	78.0	19	70	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	850.0	13.6	9.66	83.0	5	90	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	700.0	7.0	5.11	57.0	9	230	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	500.0	-6.1	0.05	1.0	4	335	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	400.0	-15.3	0.03	1.0	22	305	0.0669412500	1.0671720000
2007-04-02	8.40	15.95	-27.86	-19.36	300.0	-30.9	0.01	1.0	44	285	0.0669412500	1.0671720000
2007-04-04	0.00	1.41	0.00	-9.90	1000.0	22.8	13.67	77.0	1	25	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	925.0	18.2	9.74	68.0	4	70	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	850.0	14.4	7.65	63.0	10	295	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	700.0	10.8	0.59	5.0	24	290	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	500.0	-7.1	1.00	22.0	22	305	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	400.0	-16.1	0.03	1.0	24	305	0.1029749167	1.0130505833
2007-04-04	0.00	1.41	0.00	-9.90	300.0	-31.3	0.01	1.0	40	300	0.1029749167	1.0130505833
2007-04-06	30.23	71.52	-57.40	-22.30	1000.0	24.4	15.83	81.0	7	115	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	925.0	20.4	13.01	79.0	12	130	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	850.0	16.4	10.75	77.0	0	0	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	700.0	7.6	6.64	71.0	11	160	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	500.0	-5.9	0.85	17.0	3	50	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	400.0	-15.7	0.20	7.0	6	300	0.0977293750	0.2678585000
2007-04-06	30.23	71.52	-57.40	-22.30	300.0	-30.9	0.54	56.0	23	245	0.0977293750	0.2678585000
2007-04-07	8.70	84.51	-34.02	-8.22	1000.0	25.0	16.03	79.0	11	130	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	925.0	20.0	10.98	68.0	18	120	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	850.0	16.0	7.98	59.0	12	90	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	700.0	9.4	0.43	4.0	9	140	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	500.0	-4.7	0.06	1.0	14	240	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	400.0	-14.5	0.03	1.0	23	255	0.0568820000	0.3520526250
2007-04-07	8.70	84.51	-34.02	-8.22	300.0	-31.3	0.34	37.0	26	265	0.0568820000	0.3520526250
2007-04-08	0.00	0.00	0.00	0.00	1000.0	26.4	13.50	61.0	8	105	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	925.0	20.0	11.88	74.0	9	130	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	850.0	15.8	9.02	68.0	11	155	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	700.0	10.4	1.92	17.0	7	275	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	500.0	-5.5	0.88	17.0	2	325	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	400.0	-16.1	1.04	38.0	14	270	0.1481465714	0.4247032857
2007-04-08	0.00	0.00	0.00	0.00	300.0	-30.7	0.02	2.0	32	305	0.1481465714	0.4247032857
2007-04-09	0.00	0.00	0.00	-20.15	1000.0	24.8	14.76	74.0	10	90	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	925.0	19.8	10.14	64.0	8	45	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	850.0	15.2	10.19	79.0	1	330	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	700.0	7.8	4.02	42.0	7	175	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	500.0	-6.5	0.61	13.0	1	5	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	400.0	-15.1	0.12	4.0	15	355	0.0561926061	0.7961602727
2007-04-09	0.00	0.00	0.00	-20.15	300.0	-31.3	0.08	9.0	25	305	0.0561926061	0.7961602727
2007-04-10	0.00	0.00	0.00	0.00	1000.0	24.2	10.97	57.0	5	95	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	925.0	19.0	8.40	56.0	8	80	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	850.0	15.0	5.23	41.0	11	60	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	700.0	10.0	0.19	2.0	14	30	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	500.0	-5.5	0.05	1.0	3	5	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	400.0	-15.5	0.03	1.0	5	350	0.0693192105	0.5980872632
2007-04-10	0.00	0.00	0.00	0.00	300.0	-30.9	0.01	1.0	17	325	0.0693192105	0.5980872632
2007-04-11	18.85	30.48	-23.79	-14.80	1000.0	24.6	14.86	75.0	8	95	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	925.0	19.2	12.43	81.0	16	105	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	850.0	15.0	11.19	88.0	20	115	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	700.0	11.2	2.22	19.0	11	115	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	500.0	-3.3	0.90	15.0	4	270	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	400.0	-16.1	0.36	13.0	16	340	0.1004150000	0.3600264545
2007-04-11	18.85	30.48	-23.79	-14.80	300.0	-31.1	0.16	17.0	13	305	0.1004150000	0.3600264545
2007-04-12	51.73	93.64	-12.46	-7.75	1000.0	24.0	16.44	86.0	8	95	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	925.0	19.8	13.88	87.0	17	120	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	850.0	15.4	10.19	78.0	15	140	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	700.0	12.0	3.00	24.0	4	345	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	500.0	-4.1	0.69	12.0	4	345	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	400.0	-15.3	0.53	18.0	11	300	0.0643805806	0.5481125161
2007-04-12	51.73	93.64	-12.46	-7.75	300.0	-31.5	0.20	21.0	17	300	0.0643805806	0.5481125161
2007-04-13	0.00	0.00	0.00	0.00	1000.0	25.0	14.03	69.0	3	30	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	925.0	20.2	11.12	68.0	12	115	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	850.0	15.2	9.40	73.0	11	120	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	700.0	10.2	0.46	4.0	12	355	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	500.0	-2.9	0.19	3.0	10	295	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	400.0	-17.3	0.05	2.0	18	305	0.0382408400	0.6810404400
2007-04-13	0.00	0.00	0.00	0.00	300.0	-32.7	0.01	1.0	37	305	0.0382408400	0.6810404400
2007-04-14	62.91	114.74	-36.99	-26.15	1000.0	24.6	15.63	79.0	5	115	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	925.0	20.6	12.84	77.0	10	100	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	850.0	15.6	11.12	84.0	15	80	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	700.0	7.8	4.67	49.0	10	20	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	500.0	-5.3	1.40	27.0	19	305	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	400.0	-14.9	0.33	11.0	28	300	0.0464111818	0.4925929091
2007-04-14	62.91	114.74	-36.99	-26.15	300.0	-32.1	0.09	11.0	34	335	0.0464111818	0.4925929091
2007-04-15	0.00	0.00	0.00	0.00	1000.0	25.8	12.99	61.0	9	110	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	925.0	18.8	10.83	73.0	16	105	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	850.0	15.6	8.31	63.0	14	80	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	700.0	8.0	6.83	71.0	8	135	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	500.0	-4.9	0.22	4.0	16	245	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	400.0	-14.7	0.09	3.0	34	325	0.0879122941	0.3526451765
2007-04-15	0.00	0.00	0.00	0.00	300.0	-32.3	0.02	2.0	47	345	0.0879122941	0.3526451765
2007-04-16	169.70	298.74	-1.53	-0.57	1000.0	24.0	17.28	90.0	6	90	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	925.0	19.4	14.34	92.0	17	125	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	850.0	15.8	12.61	94.0	14	115	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	700.0	7.0	6.93	77.0	6	170	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	500.0	-3.7	0.66	11.0	14	330	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	400.0	-15.3	0.43	15.0	25	0	0.1240582273	0.4716678636
2007-04-16	169.70	298.74	-1.53	-0.57	300.0	-30.3	0.06	6.0	28	0	0.1240582273	0.4716678636
2007-04-17	0.00	0.00	0.00	0.00	1000.0	25.6	14.57	69.0	9	135	0.1524329565	0.5976597826
2007-04-17	0.00	0.00	0.00	0.00	925.0	21.2	7.95	46.0	16	155	0.1524329565	0.5976597826
2007-04-17	0.00	0.00	0.00	0.00	850.0	16.2	8.09	59.0	9	90	0.1524329565	0.5976597826
2007-04-17	0.00	0.00	0.00	0.00	700.0	8.4	5.26	53.0	10	315	0.1524329565	0.5976597826
2007-04-17	0.00	0.00	0.00	0.00	500.0	-1.9	0.07	1.0	5	340	0.1524329565	0.5976597826
