date	cape	cape_virt	conv_inhib	cins	pressure	temp	mixr	relhumidity	windspeed	wind_direction	aot_440	ae
2010-08-06	37.13	137.52	-222.03	-33.39	500.0	-4.1	0.57	10.0	10	85	0.4299506000	0.2524862000
2010-08-06	37.13	137.52	-222.03	-33.39	400.0	-14.9	0.16	5.0	15	90	0.4299506000	0.2524862000
2010-08-06	37.13	137.52	-222.03	-33.39	300.0	-32.1	0.02	2.0	23	80	0.4299506000	0.2524862000
2010-08-07	0.00	0.05	0.00	-78.71	1000.0	26.6	13.67	61.0	3	15	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	925.0	22.0	13.35	73.0	13	70	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	850.0	17.0	11.57	80.0	9	65	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	700.0	11.6	1.29	11.0	21	65	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	500.0	-3.5	0.37	6.0	12	35	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	400.0	-14.7	0.18	6.0	6	60	0.1211071667	0.4674343333
2010-08-07	0.00	0.05	0.00	-78.71	300.0	-31.1	0.23	24.0	17	20	0.1211071667	0.4674343333
2010-08-08	767.36	1009.90	-27.59	-15.15	1000.0	26.6	17.72	79.0	4	100	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	925.0	22.2	14.06	76.0	9	115	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	850.0	17.2	10.61	72.0	15	125	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	700.0	9.4	7.03	66.0	9	135	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	500.0	-4.3	0.46	8.0	9	55	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	400.0	-15.3	0.35	12.0	3	335	0.0789091875	0.8346131250
2010-08-08	767.36	1009.90	-27.59	-15.15	300.0	-30.9	0.13	14.0	13	340	0.0789091875	0.8346131250
2010-08-09	723.52	785.30	-54.03	-30.89	1000.0	24.0	17.83	93.0	6	150	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	925.0	22.0	14.62	80.0	11	135	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	850.0	18.2	11.88	76.0	17	120	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	700.0	9.8	9.77	89.0	18	110	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	500.0	-5.9	4.69	95.0	5	35	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	400.0	-15.5	2.54	88.0	6	225	0.1072446667	1.1528253333
2010-08-09	723.52	785.30	-54.03	-30.89	300.0	-30.9	0.79	81.0	1	350	0.1072446667	1.1528253333
2010-08-10	1737.72	1933.46	-5.80	-1.35	1000.0	27.6	19.21	81.0	4	115	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	925.0	22.0	14.80	81.0	13	130	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	850.0	18.2	12.69	81.0	17	130	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	700.0	10.2	9.12	81.0	15	110	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	500.0	-5.3	1.98	38.0	9	140	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	400.0	-15.5	1.10	38.0	8	190	0.1226998750	1.2905315000
2010-08-10	1737.72	1933.46	-5.80	-1.35	300.0	-31.3	0.47	50.0	10	235	0.1226998750	1.2905315000
2010-08-11	977.22	1170.56	-37.71	-8.60	1000.0	27.0	18.05	79.0	2	130	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	925.0	22.2	13.53	73.0	4	125	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	850.0	18.4	10.05	64.0	7	115	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	700.0	10.6	7.65	66.0	12	100	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	600.0	3.6	4.29	52.0	13	104	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	500.0	-5.3	1.98	38.0	9	130	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	400.0	-16.1	1.64	60.0	7	25	0.0681352500	1.4523705000
2010-08-11	977.22	1170.56	-37.71	-8.60	300.0	-31.3	0.34	37.0	13	280	0.0681352500	1.4523705000
2010-08-12	1959.30	2243.06	-2.27	-0.40	1000.0	26.2	19.94	91.0	1	15	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	925.0	21.6	14.06	79.0	6	85	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	850.0	18.8	9.66	60.0	8	95	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	700.0	10.2	7.44	66.0	7	35	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	500.0	-6.1	1.31	27.0	7	75	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	400.0	-15.9	1.67	60.0	7	160	0.1917355385	0.5283395385
2010-08-12	1959.30	2243.06	-2.27	-0.40	300.0	-31.3	0.34	37.0	6	260	0.1917355385	0.5283395385
2010-08-13	262.06	367.27	-179.20	-110.42	1000.0	25.8	16.44	77.0	2	20	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	925.0	22.2	12.68	69.0	10	125	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	850.0	18.0	10.47	68.0	9	115	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	700.0	10.4	7.55	66.0	1	10	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	500.0	-5.1	0.57	11.0	7	90	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	400.0	-16.9	0.73	29.0	7	160	0.1058597895	0.8850377895
2010-08-13	262.06	367.27	-179.20	-110.42	300.0	-32.1	0.08	9.0	7	225	0.1058597895	0.8850377895
2010-08-14	566.08	724.26	-58.51	-34.08	1000.0	26.2	16.13	74.0	2	20	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	925.0	22.0	13.35	73.0	9	125	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	850.0	17.6	10.19	68.0	9	125	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	700.0	8.8	6.27	61.0	8	120	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	500.0	-6.7	1.76	38.0	6	110	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	400.0	-16.9	1.06	42.0	5	105	0.0889708108	1.1287226486
2010-08-14	566.08	724.26	-58.51	-34.08	300.0	-32.3	0.18	21.0	14	115	0.0889708108	1.1287226486
2010-08-15	2365.53	2669.67	-15.61	-8.24	1000.0	26.8	19.57	86.0	2	15	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	925.0	22.8	15.58	81.0	13	70	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	850.0	18.0	11.72	76.0	14	70	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	700.0	10.6	3.67	32.0	17	70	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	500.0	-6.5	1.64	35.0	20	75	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	400.0	-16.1	0.03	1.0	18	90	0.0911355000	1.2500054000
2010-08-15	2365.53	2669.67	-15.61	-8.24	300.0	-34.1	0.20	29.0	23	85	0.0911355000	1.2500054000
2010-08-17	1322.95	1563.99	-28.82	-14.98	1000.0	27.2	17.17	74.0	8	90	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	925.0	22.2	14.62	79.0	21	100	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	850.0	17.8	9.02	59.0	27	105	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	700.0	10.0	3.78	34.0	34	120	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	500.0	-6.9	0.24	5.0	26	100	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	400.0	-17.5	0.57	23.0	17	70	0.3824038800	0.2489996000
2010-08-17	1322.95	1563.99	-28.82	-14.98	300.0	-32.9	0.21	26.0	9	0	0.3824038800	0.2489996000
2010-08-18	1336.86	1525.86	-97.21	-29.14	1000.0	25.6	16.85	80.0	5	110	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	925.0	22.8	11.57	61.0	17	70	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	850.0	17.6	11.27	75.0	20	70	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	700.0	10.0	3.78	34.0	29	70	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	500.0	-6.3	1.08	23.0	23	45	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	400.0	-18.7	0.46	21.0	9	35	0.5289409667	0.1442649333
2010-08-18	1336.86	1525.86	-97.21	-29.14	300.0	-34.1	0.15	20.0	30	25	0.5289409667	0.1442649333
2010-08-19	776.17	947.90	-53.35	-38.92	1000.0	25.4	15.33	74.0	1	5	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	925.0	21.4	15.00	85.0	5	20	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	850.0	17.2	10.68	73.0	10	40	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	700.0	8.8	5.03	49.0	14	50	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	500.0	-7.7	1.36	32.0	11	15	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	400.0	-18.7	0.82	37.0	9	350	0.4084787000	0.1607012000
2010-08-19	776.17	947.90	-53.35	-38.92	300.0	-33.7	0.05	6.0	20	305	0.4084787000	0.1607012000
2010-08-20	557.56	744.02	-48.17	-28.43	1000.0	25.6	17.72	84.0	2	235	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	925.0	22.2	12.68	69.0	7	135	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	850.0	17.0	9.79	68.0	7	135	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	700.0	9.0	5.11	50.0	8	140	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	500.0	-4.9	0.93	18.0	13	235	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	400.0	-17.1	0.36	14.0	15	200	0.1852495000	0.4320142857
2010-08-20	557.56	744.02	-48.17	-28.43	300.0	-33.5	0.11	15.0	25	230	0.1852495000	0.4320142857
2010-08-31	953.96	1162.61	-98.00	-39.40	1000.0	26.4	17.94	81.0	4	40	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	925.0	22.0	15.58	85.0	10	150	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	850.0	19.4	10.05	60.0	12	140	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	700.0	10.0	4.08	37.0	17	115	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	500.0	-4.9	0.71	13.0	20	135	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	400.0	-16.7	0.82	32.0	11	140	0.3388995714	0.3150351429
2010-08-31	953.96	1162.61	-98.00	-39.40	300.0	-30.5	0.46	45.0	6	120	0.3388995714	0.3150351429
2010-09-02	1041.53	1258.85	-80.52	-23.71	1000.0	27.2	18.28	79.0	7	90	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	925.0	23.2	12.68	65.0	20	100	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	850.0	18.8	10.33	64.0	23	105	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	700.0	10.4	2.87	25.0	29	120	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	500.0	-6.5	1.26	27.0	14	120	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	400.0	-16.7	1.70	65.0	6	30	0.3250937273	0.3103530909
2010-09-02	1041.53	1258.85	-80.52	-23.71	300.0	-30.3	0.04	4.0	20	75	0.3250937273	0.3103530909
2010-09-03	1642.01	1855.95	-26.38	-15.23	1000.0	27.2	17.39	75.0	5	15	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	925.0	22.4	14.24	76.0	18	60	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	850.0	17.6	10.19	68.0	19	60	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	700.0	9.8	4.67	43.0	23	60	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	500.0	-8.3	0.82	20.0	26	50	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	400.0	-17.7	0.30	13.0	27	45	0.5415392258	0.2942128387
2010-09-03	1642.01	1855.95	-26.38	-15.23	300.0	-33.3	0.03	3.0	20	30	0.5415392258	0.2942128387
2010-09-04	0.00	0.00	0.00	0.00	1000.0	26.4	12.66	58.0	3	10	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	925.0	21.6	11.42	64.0	14	50	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	850.0	16.4	10.33	74.0	16	50	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	700.0	8.8	3.73	37.0	19	60	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	500.0	-6.1	0.23	5.0	11	80	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	400.0	-18.3	0.35	16.0	7	145	0.1251665263	1.1262013158
2010-09-04	0.00	0.00	0.00	0.00	300.0	-34.5	0.09	13.0	14	205	0.1251665263	1.1262013158
2010-09-05	382.57	578.07	-19.18	-8.37	1000.0	25.4	17.50	84.0	7	75	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	925.0	21.0	13.18	77.0	11	100	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	850.0	16.6	9.53	68.0	15	125	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	700.0	9.2	5.18	50.0	13	120	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	500.0	-6.1	0.83	17.0	17	160	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	400.0	-17.5	0.83	34.0	25	195	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	300.0	-30.7	0.15	15.0	37	205	0.1142650000	1.0088502500
2010-09-05	382.57	578.07	-19.18	-8.37	250.0	-38.9	0.02	4.0	39	190	0.1142650000	1.0088502500
2010-09-06	0.00	31.38	0.00	-183.75	1000.0	26.4	15.33	70.0	2	20	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	925.0	22.0	11.72	64.0	5	35	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	850.0	18.2	9.92	64.0	7	45	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	700.0	11.8	3.73	30.0	12	75	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	500.0	-4.9	1.33	25.0	12	80	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	400.0	-15.5	0.63	22.0	8	65	0.1099173571	1.2808920714
2010-09-06	0.00	31.38	0.00	-183.75	300.0	-30.5	0.04	4.0	15	75	0.1099173571	1.2808920714
2010-09-07	359.95	453.67	-141.30	-108.36	1000.0	24.4	17.83	91.0	12	120	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	925.0	23.0	15.19	78.0	15	120	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	850.0	20.2	11.34	64.0	18	130	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	700.0	10.4	7.55	66.0	14	85	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	500.0	-5.5	3.46	68.0	23	70	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	400.0	-15.1	2.31	78.0	25	95	0.1059298571	1.3499390000
2010-09-07	359.95	453.67	-141.30	-108.36	300.0	-29.7	0.77	70.0	21	65	0.1059298571	1.3499390000
2010-09-13	38.04	89.20	-445.38	-215.55	1000.0	26.6	15.53	70.0	2	10	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	925.0	22.8	10.83	57.0	9	60	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	850.0	19.8	10.33	60.0	5	35	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	700.0	12.6	1.08	8.0	3	30	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	500.0	-3.7	0.24	4.0	14	60	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	400.0	-15.9	0.09	3.0	16	105	0.0945896667	1.3818715000
2010-09-13	38.04	89.20	-445.38	-215.55	300.0	-30.9	0.02	2.0	7	95	0.0945896667	1.3818715000
2010-09-14	37.31	91.89	-309.16	-203.35	1000.0	26.6	14.57	65.0	0	0	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	925.0	23.0	12.51	65.0	2	30	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	850.0	19.2	8.09	49.0	3	60	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	700.0	11.0	4.40	37.0	7	130	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	500.0	-3.7	0.12	2.0	17	60	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	400.0	-15.7	0.06	2.0	8	30	0.0450150526	1.6730152105
2010-09-14	37.31	91.89	-309.16	-203.35	300.0	-30.9	0.01	1.0	9	305	0.0450150526	1.6730152105
2010-09-15	2228.30	2583.88	-1.62	-0.45	1000.0	27.4	20.69	88.0	1	0	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	925.0	22.0	16.50	90.0	6	5	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	850.0	18.0	12.20	79.0	11	5	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	700.0	10.0	2.57	23.0	5	0	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	500.0	-5.1	0.57	11.0	17	15	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	400.0	-15.5	0.23	8.0	7	10	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	300.0	-30.1	0.04	4.0	12	280	0.1468961818	0.5990881818
2010-09-15	2228.30	2583.88	-1.62	-0.45	250.0	-39.1	0.01	1.0	16	210	0.1468961818	0.5990881818
2010-09-18	514.91	764.76	-98.63	-61.64	1000.0	27.0	17.39	76.0	3	170	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	925.0	24.2	14.43	69.0	9	185	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	850.0	19.4	10.05	60.0	16	195	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	700.0	8.4	4.21	43.0	24	205	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	500.0	-3.9	0.11	2.0	14	220	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	400.0	-13.5	0.42	13.0	14	260	0.3382842353	0.7299772941
2010-09-18	514.91	764.76	-98.63	-61.64	300.0	-30.1	0.26	24.0	12	330	0.3382842353	0.7299772941
2010-09-19	2066.58	2317.15	-7.62	-0.43	1000.0	28.2	19.69	80.0	4	115	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	925.0	22.6	13.97	74.0	10	135	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	850.0	18.8	11.04	68.0	13	155	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	700.0	9.6	5.74	53.0	9	215	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	500.0	-6.3	3.51	73.0	7	210	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	400.0	-15.9	1.40	50.0	11	90	0.1059452308	1.3713146154
2010-09-19	2066.58	2317.15	-7.62	-0.43	300.0	-31.5	0.24	27.0	8	35	0.1059452308	1.3713146154
2010-09-20	1.50	7.52	-251.27	-186.55	1000.0	26.2	14.21	65.0	3	10	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	925.0	21.8	13.18	73.0	20	70	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	850.0	17.0	11.57	80.0	20	65	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	700.0	9.6	7.13	66.0	19	60	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	500.0	-6.1	3.51	72.0	13	100	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	400.0	-15.9	1.82	65.0	10	105	0.1020623000	0.7733554000
2010-09-20	1.50	7.52	-251.27	-186.55	300.0	-31.9	0.08	9.0	26	130	0.1020623000	0.7733554000
2010-09-21	95.58	260.23	-162.82	-43.14	1000.0	27.4	16.33	70.0	7	70	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	925.0	23.0	12.51	65.0	24	75	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	850.0	18.0	9.15	60.0	26	85	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	700.0	10.8	1.68	15.0	23	95	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	500.0	-4.9	0.93	18.0	20	90	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	400.0	-14.9	0.37	12.0	28	95	0.5969241875	0.0802286250
2010-09-21	95.58	260.23	-162.82	-43.14	300.0	-30.5	0.34	33.0	7	0	0.5969241875	0.0802286250
2010-09-22	393.70	579.59	-137.86	-2.71	1000.0	28.0	15.93	66.0	9	70	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	925.0	21.8	13.88	77.0	17	65	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	850.0	18.8	2.43	15.0	26	65	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	700.0	10.2	1.60	14.0	25	100	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	500.0	-5.1	0.06	1.0	15	100	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	400.0	-16.7	0.41	16.0	9	55	0.2093651818	0.2186410909
2010-09-22	393.70	579.59	-137.86	-2.71	300.0	-31.3	0.61	65.0	19	210	0.2093651818	0.2186410909
2010-09-23	0.00	0.00	0.00	0.00	1000.0	27.6	13.67	58.0	7	70	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	925.0	21.6	13.35	75.0	12	75	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	850.0	17.4	8.20	55.0	17	75	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	700.0	10.6	4.60	40.0	29	80	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	500.0	-4.3	1.40	25.0	19	60	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	400.0	-15.7	0.90	32.0	18	80	0.0996089000	0.3323111000
2010-09-23	0.00	0.00	0.00	0.00	300.0	-29.5	0.22	20.0	7	40	0.0996089000	0.3323111000
2010-09-24	483.68	701.76	-19.59	-10.28	1000.0	27.0	17.39	76.0	11	70	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	925.0	22.0	14.06	77.0	15	75	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	850.0	17.0	11.42	79.0	19	75	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	700.0	10.6	3.15	28.0	28	85	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	500.0	-2.9	1.33	22.0	6	65	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	400.0	-15.9	0.45	16.0	12	350	0.1050078462	0.6779966154
2010-09-24	483.68	701.76	-19.59	-10.28	300.0	-30.5	0.10	10.0	20	45	0.1050078462	0.6779966154
2010-09-27	0.00	0.00	0.00	0.00	1000.0	27.0	14.03	62.0	8	105	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	925.0	22.0	11.72	64.0	17	125	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	850.0	18.0	9.79	64.0	17	110	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	700.0	10.4	5.26	46.0	16	80	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	500.0	-5.5	0.25	5.0	11	15	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	400.0	-15.1	0.09	3.0	14	35	0.0663145185	2.5408598889
2010-09-27	0.00	0.00	0.00	0.00	300.0	-32.7	0.05	6.0	11	35	0.0663145185	2.5408598889
2010-09-28	14.88	33.82	-18.37	-7.34	1000.0	26.4	17.72	80.0	5	100	0.0981638333	0.5852240000
2010-09-28	14.88	33.82	-18.37	-7.34	925.0	21.4	14.06	80.0	9	100	0.0981638333	0.5852240000
2010-09-28	14.88	33.82	-18.37	-7.34	850.0	17.2	11.57	79.0	12	95	0.0981638333	0.5852240000
2010-10-10	333.63	513.35	-125.83	-73.13	1000.0	26.4	16.96	77.0	3	40	0.2212400000	0.7602040000
2010-10-10	333.63	513.35	-125.83	-73.13	925.0	22.4	13.79	74.0	12	155	0.2212400000	0.7602040000
2010-10-10	333.63	513.35	-125.83	-73.13	850.0	19.6	12.44	73.0	13	160	0.2212400000	0.7602040000
2010-10-10	333.63	513.35	-125.83	-73.13	700.0	10.4	5.66	50.0	16	175	0.2212400000	0.7602040000
2010-10-10	333.63	513.35	-125.83	-73.13	500.0	-4.9	0.48	9.0	8	80	0.2212400000	0.7602040000
2010-10-10	333.63	513.35	-125.83	-73.13	400.0	-14.5	0.92	29.0	1	10	0.2212400000	0.7602040000
