"","date","powerdry","powerhumid","powerwind","stdpowerwind","cape","cape_virt","station_name","powerall","normed_dry","normed_humid","normed_wind","normed_cape","normed_cape_virt"
"20","1973-01-22",628,510,3.1,0.88,82.18,138.11,"pr",1141.1,0.061736115058837,-0.98835979932833,0.980582524271845,-0.971720050153881,-1.06065744709984
"21","1973-01-23",612,1061,2.89,0.33,500.62,653.95,"pr",1675.89,-0.029219487237792,-0.417233301546499,0.776699029126214,-0.494756639689958,-0.619929852648431
"22","1973-01-24",858,3587,2.5,0.53,4.08,17.62,"pr",4447.5,1.36922289807288,2.20103445416477,0.398058252427185,-1.0607431893309,-1.14291732934498
"23","1973-01-25",650,3581,2,0,5.88,26.47,"pr",4233,0.186800068216702,2.19481529084954,-0.0873786407766989,-1.05869143964436,-1.14102145497825
"24","1973-01-26",578,892,1,0,600.34,710.76,"pr",1471,-0.222500142118129,-0.592406401592106,-1.05825242718447,-0.381089707055739,-0.51489841273185
"25","1973-01-27",695,675,1.64,0.5,146.85,205.29,"pr",1371.64,0.442612699675971,-0.817332808159542,-0.436893203883495,-0.89800524336031,-0.992542894157547
"26","1973-01-28",673,1551,2.09,0.3,0.43,11.72,"pr",2226.09,0.317548746518106,0.0906650358638418,0,-1.06490368175083,-1.14676174125528
"27","1973-01-29",844,2641,2.33,0.71,26.54,67.48,"pr",3487.33,1.28963674606333,1.22047970479705,0.233009708737864,-1.03514191268665,-1.11926103030239
"28","1973-01-30",860,2325,1,0,2.59,21.7,"pr",3186,1.38059234835996,0.892937103528339,-1.05825242718447,-1.06244158212698,-1.14448669201521
"29","1973-01-31",769,2929,2.62,0.52,59.69,112,"pr",3700.62,0.86328236029788,1.51899954392802,0.514563106796117,-0.99735552262624,-1.08434534404853
"30","1973-02-01",628,510,3.1,0.88,82.18,138.11,"pr",1141.1,0.061736115058837,-0.98835979932833,0.980582524271845,-0.971720050153881,-1.06065744709984
"31","1973-02-02",796,1798,8.9,10.39,13.23,45.88,"pr",2602.9,1.01676993917344,0.346687259007422,6.61165048543689,-1.05031346175767,-1.13327996798079
"32","1973-02-03",707,1991,1.83,0.41,34.23,93.83,"pr",2699.83,0.510829401398442,0.546737012313943,-0.252427184466019,-1.02637638208139,-1.11116143370233
"33","1973-02-04",631,2711,1.33,0.5,23.35,78.98,"pr",3343.33,0.0787902904894549,1.29303661014138,-0.737864077669903,-1.03877806907557,-1.12262094098564
"34","1973-02-05",671,2025,2,0.67,157.9,208.34,"pr",2698,0.306179296231027,0.581978937766906,-0.0873786407766989,-0.885409780006839,-0.980904332072928
"35","1973-02-06",509,1550,1,0,331.77,465.42,"pr",2060,-0.614746177022341,0.089628508644637,-1.05825242718447,-0.687222158896615,-0.797773400882635
"36","1973-02-07",476,508,0.78,0.83,696.53,863.52,"pr",984.78,-0.802342106759138,-0.99043285376674,-1.27184466019417,-0.271446483529009,-0.413584993101124
"37","1973-02-09",793,2494,0.88,0.35,37.53,48.54,"pr",3287.88,0.999715763742823,1.06811020357395,-1.1747572815534,-1.0226148409894,-1.10768566403
"38","1973-02-10",928,3897,0.86,0.38,0,0.4,"pr",4825.86,1.76715365812063,2.52235789211825,-1.19417475728155,-1.06539382195372,-1.14721464457622
"39","1973-02-12",424,1759,1.78,0.44,0,0,"pr",2184.78,-1.09794781422318,0.306262697458435,-0.300970873786408,-1.06539382195372,-1.14721464457622
"40","1973-02-13",537,60,1.83,0.41,93.49,113.61,"pr",598.83,-0.45557387300324,-1.45479704797048,-0.252427184466019,-0.958828222956799,-1.04874503649558
"41","1973-02-14",442,570,1,0,85.21,128.19,"pr",1013,-0.995622761639475,-0.926168166176044,-1.05825242718447,-0.968266271514875,-1.05746605858252
"42","1973-02-15",908,2594,2,0.82,13.14,35.91,"pr",3504,1.65345915524984,1.17176292549442,-0.0873786407766989,-1.05041604924199,-1.13337476169912
"43","1973-02-16",655,1852,0.88,0.35,95.39,136.14,"pr",2507.88,0.215223693934398,0.402659728844479,-1.1747572815534,-0.956662487176564,-1.04674383577515
"44","1973-02-17",680,1570,0.92,0.29,0.06,9.94,"pr",2250.92,0.357341822522881,0.110359053028733,-1.13592233009709,-1.0653254302975,-1.147151448764
"45","1973-02-18",616,1724,1,0,12.49,47.14,"pr",2341,-0.00648058666363474,0.269984244786268,-1.05825242718447,-1.05115695885102,-1.13405938299822
"46","1973-02-19",785,1956,2,0.71,31.23,53.91,"pr",2743,0.954237962594509,0.510458559641776,-0.0873786407766989,-1.02979596489228,-1.11432122431354
"47","1973-02-20",1165,4374,1.12,0.35,0,0,"pr",5540.12,3.11443351713945,3.01678137567893,-0.941747572815534,-1.06539382195372,-1.14721464457622
"48","1973-02-21",799,1587,3.33,0.5,0,0,"pr",2389.33,1.03382411460406,0.127980015755214,1.20388349514563,-1.06539382195372,-1.14721464457622
"49","1973-02-22",465,268,2.12,0.35,12.96,24.29,"pr",735.12,-0.864874083338071,-1.23919938637589,0.0291262135922333,-1.05062122421065,-1.1335643491358
"50","1973-02-23",513,771,0.78,0.44,101.88,129.19,"pr",1284.78,-0.592007276448184,-0.717826195115884,-1.27184466019417,-0.949264789695657,-1.03990815541957
"51","1973-02-24",647,1532,1.33,0.52,306.71,400.03,"pr",2180.33,0.169745892786084,0.0709710186989511,-0.737864077669903,-0.715787073976975,-0.824168185121599
