"","date","powerdry","powerhumid","stdpowerwind","powerall","cape","cape_virt","pm10_mean","pm10_std","pm10_nbValues"
"934",1994-10-07,507,912,0.49,1421.29,1733.08,1955.84,"23","4,36",3
"935",1994-10-08,494,1164,0.52,1659.5,1910.65,2112.3,"19,33","3,51",3
"936",1994-10-09,659,725,0.53,1385.43,1397.29,1602.55,"14,67","4,04",3
"937",1994-10-10,535,1005,0.5,1541.67,1665.59,1889.02,"26","2,83",2
"938",1994-10-11,573,445,0.5,1019.33,1392.36,1542.13,"19,82","5,91",11
"939",1994-10-12,619,286,0.55,906.5,0,0,"18",NA,1
"940",1994-10-13,551,2591,0,3144,1520.32,1763.68,"17,33","3,79",3
"941",1994-10-14,527,2466,0,2994,640.48,796.59,"20,25","5,68",4
"942",1994-10-15,577,1965,0,2544,1102.41,1338.35,"15","2",3
"943",1994-10-16,679,2539,0,3220,1162.88,1377.24,"13,5","0,71",2
"944",1994-10-17,389,499,0,890,2333.84,2565.14,"21,4","4,43",10
"945",1994-10-18,576,597,0.5,1175.33,1862.09,2078.02,"23,5","0,71",2
"946",1994-10-19,534,156,0,691,2003.56,2161.11,"25,33","10,21",3
"947",1994-10-22,622,527,0.45,1150.8,3014.41,3241.52,"19,5","4,95",2
"948",1994-10-23,592,231,1,825,1927.95,2126.62,"15,17","3,13",12
"949",1994-10-24,652,804,0.53,1457.56,2.29,51.36,"24,5","2,12",2
"950",1994-10-25,716,1270,0.47,1986.73,514.77,635.94,"26","2,65",3
"951",1994-10-26,612,2347,0,2960,9.43,33.33,"26,33","1,53",3
"952",1994-10-27,745,385,0.47,1131.73,960.71,1153.97,"27","5,29",3
"953",1994-10-28,588,1296,0.47,1884.27,1276.52,1520.82,"25","4,24",2
"954",1994-10-29,635,1145,0.58,1781,1963.93,2254.64,"18,91","4,83",11
"955",1994-10-30,569,378,0.69,949.14,1202.48,1330.37,"24,5","3,54",2
"956",1994-10-31,544,258,0.63,803,632.02,788.49,"31,67","5,51",3
"957",1994-11-01,514,366,0.71,880.75,1432.32,1592.92,"31,33","5,03",3
"958",1994-11-02,206,306,0,513,1842.35,2095.9,"25,33","4,51",3
"959",1994-11-03,527,838,0.5,1365.33,760.69,960.6,"27","9,9",2
"960",1994-11-04,578,1343,0.33,1922.11,1138.82,1321.06,"23,77","5,83",13
"961",1994-11-05,487,594,0.5,1083.25,1441.07,1594.3,"26","1,41",2
"962",1994-11-06,607,776,0.33,1386.89,2043.78,2248.04,"23,67","2,31",3
"963",1994-11-07,449,344,0,796,1859.62,2059.79,"29,25","2,22",4
"964",1994-11-08,733,600,0,1334,808.09,952.97,"28","2,83",2
"965",1994-11-09,678,1250,0,1929,867.66,1014.91,"26,5","6,36",2
"966",1994-11-10,485,1117,0.52,1602.45,1477.6,1656.39,"18,92","3,55",12
"967",1994-11-11,595,1668,0,2264,1499.45,1680.46,"22",NA,1
"968",1994-11-12,586,949,0,1536,1940.58,2181.14,"18,67","1,53",3
"969",1994-11-13,606,774,0.44,1381.22,1145.45,1335.33,"15,33","2,52",3
"970",1994-11-14,608,1445,0,2054,1828.18,2064.48,"19,33","1,53",3
"971",1994-11-15,567,764,0,1334,998.2,1142.64,"24","8,49",2
"972",1994-11-16,599,1021,0.5,1621.25,1068.53,1274.35,"16,78","3,35",9
"973",1994-11-18,339,2933,0.53,3273.57,488.5,677.98,"27","5,29",3
"974",1994-11-19,625,480,0.52,1107.62,1292.28,1480.63,"21","2,94",4
"975",1994-11-20,593,1718,0.8,2314.15,499.89,727.22,"31","1",3
"976",1994-11-21,465,1034,0.53,1501.5,161.55,309.72,"28","4,24",2
"977",1994-11-22,712,2584,0.52,3297.62,648.2,910.2,"33,92","7,05",12
"978",1994-11-23,623,2980,0.88,3604.9,59.16,245.41,"33,5","6,36",2
"979",1994-11-24,690,2616,0.45,3306.8,225.85,407.05,"16,5","2,12",2
"980",1994-11-25,420,398,1.14,819.4,1057.74,1265.59,"22,25","2,75",4
"981",1994-11-26,716,1457,1.26,2176.75,989.84,1218.16,"29,33","3,51",3
"982",1994-11-27,588,2228,0.69,2818.86,22.61,102.95,"23,5","2,12",2
"983",1994-11-28,598,663,0.35,1264.88,516,716,"20,54","5,35",13
"984",1994-11-29,569,686,0,1259,654.11,803.16,"26","4,24",2
"985",1994-11-30,464,835,1.15,1301.33,1001.59,1187.82,"30,5","2,12",2
"986",1994-12-01,491,1010,0.55,1503.4,1133.73,1344.65,"24,33","3,51",3
"987",1994-12-02,622,749,0.55,1373.6,283.21,341.59,"27","3",3
"988",1994-12-03,632,435,0.74,1069.62,1475.72,1685.2,"28,5","3,54",2
"989",1994-12-04,773,2109,0.4,2884.82,1078.11,1298.71,"18","3,23",14
"990",1994-12-05,626,1313,0.82,1941.33,690.5,893.65,"29,5","7,78",2
"991",1994-12-06,555,520,0.49,1076.29,1125.8,1294.48,"28,33","3,06",3
"992",1994-12-07,659,669,0.46,1329.25,1158.83,1367.13,"27,25","6,65",4
"993",1994-12-08,610,928,0.58,1539.5,493.05,609.61,"24,67","4,51",3
"994",1994-12-09,376,827,1.89,1204.25,733.95,880.21,"27","7,07",2
"995",1994-12-10,795,1476,0.71,2274,423.05,565.55,"20,25","5,55",12
"996",1994-12-11,695,1315,1.1,2012.2,136.02,219.82,"37",NA,1
"997",1994-12-12,732,1598,0.82,2332.33,345.2,524.77,"40,33","2,52",3
"998",1994-12-13,716,1406,1.03,2124.67,338.89,523.06,"29,67","2,08",3
"999",1994-12-14,415,1020,0,1438,5.33,10.76,"34","3,61",3
"1000",1994-12-15,785,3297,0.75,4083.75,352.96,475.83,"31,5","7,78",2
"1001",1994-12-16,869,2470,0.69,3340.14,260.4,431.12,"24,29","9,22",14
"1002",1994-12-17,581,2113,0.42,2694.8,22.63,100.91,"19",NA,1
"1003",1994-12-18,735,1316,0.5,2052.36,223.39,371.37,"20,33","0,58",3
"1004",1994-12-19,693,2784,0.53,3478.5,44.97,114.54,"25,25","2,22",4
"1005",1994-12-20,587,191,0.53,779.57,41.85,141.14,"29,33","4,73",3
"1006",1994-12-21,722,1792,0.52,2515.55,19.18,109.75,"34","8,49",2
"1007",1994-12-22,540,1617,0.47,2159.27,139.97,301.48,"19,15","5,18",13
"1008",1994-12-23,470,2694,0.52,3165.55,61.21,223.94,"38","0",2
"1009",1994-12-24,607,1775,0.52,2382.67,16.48,143.69,"29,67","0,58",3
"1010",1994-12-25,760,2415,0.79,3176.92,7.18,40.18,"22,75","4,27",4
"1011",1994-12-26,840,2039,0.47,2880.73,11.71,40,"27","0",3
"1012",1994-12-27,934,1457,0.23,2392.95,30.91,55.13,"30","0",2
"1013",1994-12-28,409,1424,0.47,1834,151.26,264.09,"21,46","6,09",13
"1014",1994-12-29,531,1429,0.38,1960.86,178.82,295.71,"20,5","2,12",2
"1015",1994-12-30,727,1246,0.33,1974.11,272.91,405.35,"29,67","6,03",3
"1016",1994-12-31,556,1942,0.74,2499.38,81.01,209.53,"21,25","3,86",4
"1017",1995-01-01,578,707,0,1288,206.57,332.41,"24,5","6,36",2
"1018",1995-01-02,559,774,0,1336,38.11,66.95,"22","16,97",2
"1019",1995-01-03,819,2545,0.49,3366.33,191.15,269.15,"21,58","4,72",12
"1020",1995-01-04,454,1914,0.38,2370.15,347.07,498.93,"19,5","14,85",2
"1021",1995-01-05,682,2111,0.4,2795.18,105.27,176.87,"27,33","10,26",3
"1022",1995-01-06,921,2066,0.6,2990.11,25.83,42.53,"20","6,73",4
"1023",1995-01-07,892,2006,0,2901,44.65,63.44,"26,5","2,12",2
"1024",1995-01-08,702,1802,0.7,2506.4,79.39,143.87,"13",NA,1
"1025",1995-01-09,550,2043,0,2595,0.74,16.15,"19,73","4,56",11
"1026",1995-01-10,602,1284,0.52,1886.46,71.74,107.24,"16",NA,1
"1027",1995-01-11,475,1429,0.51,1905.62,83.72,126.09,"21,33","11,02",3
"1028",1995-01-12,599,1210,1.13,1810.45,347.1,514.39,"14,33","6,51",3
"1029",1995-01-13,334,504,0.63,839.8,1236.78,1395.02,"30",NA,1
"1030",1995-01-14,449,924,0.46,1374.25,745.33,914.29,"21",NA,1
"1031",1995-01-15,611,964,0.49,1576.29,141.64,293.26,"20,75","3,31",12
"1032",1995-01-16,498,1006,0.48,1505.3,145.53,298.76,"37",NA,1
"1033",1995-01-17,564,1331,0.48,1896.31,111.45,289.31,"24,5","9,19",2
"1034",1995-01-19,852,2735,0.49,3588.33,758.14,971.24,"23,5","2,52",4
"1035",1995-01-20,786,2850,0.52,3637.38,343.86,471.57,"24,33","4,93",3
"1036",1995-01-21,977,1914,0.59,2893.73,51.05,100.44,"19,64","5,77",14
"1037",1995-01-22,557,2666,0,3225,28.74,83.93,"15,5","0,71",2
"1038",1995-01-23,659,1503,0.69,2163.86,3.2,29.53,"21","5,72",4
"1039",1995-01-24,608,930,0.71,1539.5,23.86,77.84,"21,4","7,3",5
"1040",1995-01-25,758,2727,0.5,3486.33,41.93,142.18,"22,5","5",4
"1041",1995-01-26,983,2332,0.29,3317.92,11.17,27.42,"15,67","6,51",3
"1042",1995-01-27,1095,3339,0.71,4436.33,24.78,52.27,"21,86","5,95",14
"1043",1995-01-28,1060,2933,0.33,3995.89,18.62,37.64,"17","1,41",2
"1044",1995-01-29,829,2365,0.39,3197.17,67.69,148.21,"19","2,65",3
"1045",1995-01-30,649,2275,0.45,2927.8,11.08,62.92,"29,8","13,14",5
"1046",1995-01-31,855,2098,1.22,2956.5,54.98,80.31,"30,33","4,04",3
"1047",1995-02-01,959,3097,1.03,4057.2,0,6.91,"38",NA,1
"1048",1995-02-02,702,1021,0.58,1725,0,0,"28,6","10,08",15
"1049",1995-02-03,1016,3157,0.52,4175.4,0.63,22.61,"37","5,66",2
"1050",1995-02-04,1217,2497,0.72,3716.17,44.22,60.25,"25,33","4,51",3
"1051",1995-02-05,1357,3017,0.67,4376.3,7.09,14.46,"22,25","6,95",4
"1052",1995-02-06,1003,2829,0,3835,47.47,78.17,"24","4,36",3
"1053",1995-02-07,941,2702,0.32,3645.1,13.49,33.14,"32","0",2
"1054",1995-02-08,404,589,0.52,996.5,47.93,63.06,"20,27","5,16",11
"1055",1995-02-09,1174,2814,0.47,3990.73,5.35,16.76,"20","2,83",2
"1056",1995-02-10,814,2331,0.54,3146.09,49.16,93.91,"30","6,56",3
"1057",1995-02-11,1015,2565,0,3583,0.38,1.96,"30,33","4,73",3
"1058",1995-02-12,645,1647,0.33,2295.11,21.36,46.65,"29,5","3,54",2
"1059",1995-02-13,911,2788,0.44,3702.22,17.28,44.78,"33","5,66",2
"1060",1995-02-14,845,2642,0.33,3490.89,27.57,71.44,"26,82","6,59",11
"1061",1995-02-15,1054,2544,0.67,3600.64,4.02,11.03,"23","4,24",2
"1062",1995-02-16,621,2251,0.79,2874.73,124.6,242.63,"23,33","3,79",3
"1063",1995-02-17,520,1508,0.4,2030.82,109.16,184.86,"30,25","6,08",4
"1064",1995-02-18,419,633,0.3,1054.09,75.2,111.25,"29","5,29",3
"1065",1995-02-19,478,1034,0.85,1513.5,118.71,225.51,"19","2,83",2
"1066",1995-02-20,665,1050,2.12,1716.5,37.26,102.73,"18,53","3,34",15
"1067",1995-02-21,634,1974,0.5,2608.67,0,0.42,"21,5","3,54",2
"1068",1995-02-22,835,2984,0.38,3821.86,5.56,50.86,"28","4",3
"1069",1995-02-23,704,2890,0.41,3595.17,32.77,112.78,"26,33","5,77",3
"1070",1995-02-24,486,588,0.55,1076.4,190.8,259.83,"35,33","4,62",3
"1071",1995-02-25,581,932,0.53,1514.5,163.65,289.6,"20,5","2,12",2
"1072",1995-02-26,548,946,0.5,1495.33,41.31,114,"16,54","4,18",13
"1073",1995-02-27,622,848,0.71,1471.5,0,0,"23","4,24",2
"1074",1995-02-28,737,1368,0,2106,0,0,"22,5","4,95",2
"1075",1995-03-01,586,1651,0.42,2238.2,82.07,148.23,"21,25","3,86",4
"1076",1995-03-03,512,794,0.62,1308.07,186.54,338.24,"22,33","10,26",3
"1077",1995-03-04,713,1297,0.27,2012.93,28.98,96.71,"19,15","8,24",13
"1078",1995-03-06,606,2246,0.97,2854.6,36.6,78.44,"27","5,2",3
"1079",1995-03-07,427,355,0.5,784.64,0,5.34,"25","1,41",2
"1080",1995-03-08,550,1954,0.83,2506.17,19.42,47.67,"24,67","4,04",3
"1081",1995-03-09,577,1328,0.71,1906.67,36.55,81.79,"23","2,83",2
"1082",1995-03-10,654,2190,0.35,2845.12,91.01,185.75,"21","5,64",14
"1083",1995-03-11,633,1932,0.75,2565.83,14.33,57.64,"17,5","0,71",2
"1084",1995-03-12,703,2536,0,3240,0,9.26,"29,67","8,96",3
"1085",1995-03-13,694,1453,0.28,2148.08,0,0.43,"18","3,56",4
"1086",1995-03-14,581,315,0.52,897.5,259.83,349.51,"28,67","10,02",3
"1087",1995-03-15,636,1316,0.48,1952.7,57.62,131.71,"25","5,66",2
"1088",1995-03-16,646,1272,0.5,1918.64,82.54,139.15,"22,94","8,06",16
"1089",1995-03-17,597,1483,0.51,2080.58,177.66,256.17,"28","7,07",2
"1090",1995-03-20,597,2185,0.51,2783.42,214.03,346.56,"24,33","4,51",3
"1091",1995-03-21,756,1143,0,1900,1203.12,1410.26,"16","0",2
"1092",1995-03-22,748,1085,0.32,1833.9,1019.66,1238.54,"18,93","6,17",14
"1093",1995-03-23,669,978,0.42,1647.2,782.18,943.47,"19,5","3,54",2
"1094",1995-03-24,580,653,0.46,1233.75,272.79,378.75,"22,67","4,04",3
"1095",1995-03-25,500,1130,0.44,1631.22,300.35,430.24,"18,25","3,59",4
"1096",1995-03-26,623,1024,0.45,1648.25,311.14,470.61,"18,33","6,81",3
"1097",1995-03-27,663,788,0.71,1452.5,270.75,374.42,"23","2,83",2
"1098",1995-03-28,628,740,0.63,1369,194.56,286.15,"24,33","9,12",15
"1099",1995-03-29,525,1094,0.63,1621,45.27,139.96,"22",NA,1
"1100",1995-03-30,662,1351,1.14,2014.6,145.18,327.57,"25,67","7,57",3
"1101",1995-03-31,770,2542,0.58,3314,51.77,160.91,"29,25","7,14",4
"1102",1995-04-01,809,3048,0,3859,2.75,23.74,"21","5,66",2
"1103",1995-04-02,823,2576,0,3401,4.61,26.59,"18","4,24",2
"1104",1995-04-04,965,3031,0.71,3997.33,0.04,2.12,"16,5","9,19",2
"1105",1995-04-05,641,1723,0.75,2365.83,52.51,82.52,"22","4,36",3
"1106",1995-04-06,276,710,0.33,988.11,101.49,179.76,"29,25","4,79",4
"1107",1995-04-07,745,1949,0.67,2695.58,57.32,73.23,"25,33","3,21",3
"1108",1995-04-08,880,2758,0.33,3639.11,0,17.55,"25,5","7,78",2
"1109",1995-04-09,475,80,0,557,1.32,12.02,"18,67","5,3",15
"1110",1995-04-10,784,2309,0.51,3094.08,254.16,421.59,"21","5,66",2
"1111",1995-04-11,657,1604,0.32,2261.9,207.63,316.31,"18,67","11,24",3
"1112",1995-04-12,480,234,0.67,715.3,153.64,274.82,"19,5","4,65",4
"1113",1995-04-13,466,769,0,1236,292,455.15,"31,33","5,69",3
"1114",1995-04-14,582,2683,0.53,3265.56,56.73,156.91,"21,5","2,12",2
"1115",1995-04-15,573,2577,0.46,3152.25,299.68,569.71,"18,25","3,33",12
"1116",1995-04-16,799,1309,0.48,2109.3,1243.95,1502.4,"10,5","0,71",2
"1117",1995-04-17,519,1021,0.51,1540.62,1086.31,1249.38,"23","9,17",3
"1118",1995-04-18,660,719,0.32,1379.9,1245.25,1483.54,"15,33","3,79",3
"1119",1995-04-19,404,648,0.82,1053.3,554.61,770.69,"27","10,15",3
"1120",1995-04-20,625,1755,0.8,2381.79,300.71,522.96,"28","5,66",2
"1121",1995-04-21,529,1499,0.71,2029.41,606.87,858.55,"23,42","7,69",12
"1122",1995-04-22,431,1773,0.52,2204.54,820.17,1115.89,"19,5","3,54",2
"1123",1995-04-23,545,1911,0.42,2456.8,558.21,814.46,"20","3,61",3
"1124",1995-04-24,615,1743,0.42,2359.2,733.36,989.37,"24,83","10,53",6
"1125",1995-04-25,496,353,0.35,850.12,118.34,165.89,"29,67","5,13",3
"1126",1995-04-26,493,269,0.52,764.46,337.68,488.93,"24","4,24",2
"1127",1995-04-27,636,734,0.71,1370.5,28.99,115.59,"25,5","8,72",14
"1128",1995-04-28,500,476,0.53,977.5,99.43,191.9,"27,5","7,78",2
"1129",1995-04-29,461,536,0.53,998.5,386.73,565.28,"21,67","1,53",3
"1130",1995-04-30,561,1973,0.48,2535.3,51.22,183.45,"14","2,45",4
"1131",1995-05-02,768,1548,0,2318,820.57,1087.16,"25,5","3,54",2
"1132",1995-05-03,732,2489,0,3223,1079.05,1399.44,"24,27","7,33",15
"1133",1995-05-04,631,1339,0,1972,1002.66,1249.88,"25","4,24",2
"1134",1995-05-05,649,3449,0.49,4099.67,380.5,670.35,"26,33","11,59",3
"1135",1995-05-06,714,1380,0.49,2095.33,219.48,353.21,"16,5","2,65",4
"1136",1995-05-07,590,1532,0.73,2122.77,141.56,259.25,"18,33","4,73",3
"1137",1995-05-08,863,2541,0.55,3405.6,556.67,746.12,"21,5","6,36",2
"1138",1995-05-09,403,1849,0,2253,364.18,527.81,"22,27","9,51",15
"1139",1995-05-10,572,1862,0.49,2435.29,1248.84,1548.88,"27","12,73",2
"1140",1995-05-11,679,2024,0.51,2704.41,111.54,250.73,"27","6,56",3
"1141",1995-05-12,834,2002,0.47,2838.73,114.3,193.38,"27,75","7,85",4
"1142",1995-05-13,659,1218,0.52,1879.4,978.12,1212.51,"18,33","5,13",3
"1143",1995-05-14,538,2077,0.33,2616.11,948.46,1171.85,"13","1,41",2
"1144",1995-05-15,541,1616,0.47,2157.27,1483.15,1744.91,"16,83","6,18",12
"1145",1995-05-16,659,1285,0.48,1945.31,1052.48,1303.13,"23,5","3,54",2
"1146",1995-05-17,548,1280,0.44,1829.22,513.82,695.01,"28,67","4,93",3
"1147",1995-05-18,668,1158,0.52,1828.62,974.68,1212.05,"29,25","11,15",4
"1148",1995-05-19,558,1126,0.58,1686.33,868.09,1066.49,"27,67","4,04",3
"1149",1995-05-20,720,2160,0,2882,667.79,902.56,"24,5","3,54",2
"1150",1995-05-21,447,1089,0,1538,762.68,961.34,"18,71","5,38",14
"1151",1995-05-22,549,1599,0.69,2151.55,1202.25,1427.57,"22,5","2,12",2
"1152",1995-05-23,799,2071,0.39,2873.83,940.73,1146.62,"43","1,73",3
"1153",1995-05-24,541,1611,0.33,2154.89,1022.93,1256.61,"57,33","4,51",3
"1154",1995-05-25,711,2152,0.89,2865.4,613.95,851.7,"43,33","5,69",3
"1155",1995-05-26,487,1143,0.67,1630.78,875.2,1121.58,"27",NA,1
"1156",1995-05-27,465,604,0,1070,636.39,857.32,"16,4","3,64",15
"1157",1995-05-28,668,1246,0.52,1915.6,969.85,1226.68,"19","1,41",2
"1158",1995-05-29,398,1688,1.23,2087.2,420.65,609.98,"21,33","1,15",3
"1159",1995-05-30,566,1194,1.03,1760.8,1505.94,1709.22,"25,25","2,22",4
"1160",1995-05-31,558,984,0.88,1543.56,1330.2,1538.29,"35,33","4,73",3
"1161",1995-06-01,547,835,0.73,1384.44,1807.33,2031.39,"35","7,07",2
"1162",1995-06-02,502,1500,0.71,2005.5,80.09,153.28,"29","5,49",14
"1163",1995-06-03,690,1207,0.55,1899.6,995.83,1197.74,"26,5","4,95",2
"1164",1995-06-04,633,1285,0.75,1919.83,730.3,924.93,"24,33","3,06",3
"1165",1995-06-05,635,1184,0.5,1820.25,896.32,1080.36,"28,5","7,14",4
"1166",1995-06-06,544,773,0,1319,1060.9,1216.83,"26,67","5,51",3
"1167",1995-06-09,459,434,0,895,1401.87,1553.19,"26,5","6,36",2
"1168",1995-06-10,628,1250,0.29,1880.08,1302.97,1498.43,"18","2",3
"1169",1995-06-11,649,2135,0.32,2786.9,686.64,883.55,"23","6,38",4
"1170",1995-06-12,682,1488,0.78,2173.11,1007.83,1243.04,"41,33","0,58",3
"1171",1995-06-13,631,1422,0.6,2055.11,954.49,1222.27,"40","1,41",2
"1172",1995-06-14,684,1865,0.5,2552,916.08,1154.04,"26,79","5,38",14
"1173",1995-06-15,614,947,0.53,1565.5,1304.88,1535.77,"28","7,07",2
"1174",1995-06-16,728,1616,0.44,2348.78,2385.6,2676.01,"33","4,58",3
"1175",1995-06-17,554,374,1.01,931.73,1187.52,1304.69,"26","2,71",4
"1176",1995-06-18,612,990,0.52,1605.38,2113.44,2316.36,"26,67","3,06",3
"1177",1995-06-19,593,371,0.52,966.6,2283.22,2483.72,"27,5","7,78",2
"1178",1995-06-20,532,903,0.35,1438.88,1076.3,1250.84,"25,94","8,21",16
"1179",1995-06-21,867,2037,0.52,2908.45,1522.47,1784.39,"43","5,66",2
"1180",1995-06-22,676,522,0,1203,1939.36,2171.95,"96,33","18,01",3
"1181",1995-06-23,843,2286,0.5,3132.75,1389.67,1587.8,"113,5","7,94",4
"1182",1995-06-25,501,2102,0,2605,1773.76,2070.95,"12","1,41",2
"1183",1995-06-26,863,3485,0.33,4349.89,1014.07,1275.4,"22,5","5,83",16
"1184",1995-06-27,881,4197,0.53,5079.44,442.38,682.49,"26","4,24",2
"1185",1995-06-28,1054,3678,0.52,4734.6,434.68,638.02,"24,33","5,13",3
"1186",1995-06-29,550,923,0,1477,2236.62,2482.5,"64","5,57",3
"1187",1995-06-30,633,1596,0.79,2232.8,2098.35,2407.03,"45","3",3
"1188",1995-07-01,635,1558,0,2197,1543.41,1810.34,"46","5,66",2
"1189",1995-07-02,488,815,0,1307,1590.96,1813.78,"55,47","8,81",15
"1190",1995-07-03,409,1866,0.48,2278.69,1560.81,1776.64,"36,5","6,36",2
"1191",1995-07-04,361,561,0,925,1710.63,1909.41,"24","1,41",2
"1192",1995-07-05,716,1698,0,2417,2186.2,2509.74,"25","5",5
"1193",1995-07-06,683,1743,0.49,2427.71,1603.1,1893.5,"31,5","17,68",2
"1194",1995-07-07,862,2913,0.52,3777.55,1116.31,1384.12,"21","2,83",2
"1195",1995-07-08,537,2543,0.33,3083.89,1799.4,2060.66,"14,94","5,62",16
"1196",1995-07-09,704,1382,0.42,2089.2,1956.75,2217.28,"22,5","3,54",2
"1197",1995-07-10,670,2087,0.63,2760,1402.12,1688.4,"32","10,15",3
"1198",1995-07-11,610,1978,0,2590,1344.94,1652.66,"22,75","9",4
"1199",1995-07-12,838,2720,0.67,3559.78,1260.71,1542.25,"32,33","8,62",3
"1200",1995-07-13,571,346,0.49,919.67,1668.93,1893.01,"19,5","2,12",2
"1201",1995-07-14,613,1305,0.38,1921.15,1494.03,1757.72,"19,94","4,28",16
"1202",1995-07-15,547,1369,0.52,1919.5,1643.42,1925.24,"26,5","2,12",2
"1203",1995-07-16,598,1323,0.44,1924.78,2133.77,2463.31,"57,33","1,53",3
"1204",1995-07-17,560,709,0,1273,2112.58,2348.67,"47,75","6,8",4
"1205",1995-07-18,684,1411,0.38,2099.85,2332.31,2632.14,"33","3",3
"1206",1995-07-19,675,1302,0.6,1981.82,2379.65,2660.37,"37","8,49",2
"1207",1995-07-20,524,275,0.33,802.89,723.37,811.24,"50,71","6,78",14
"1208",1995-07-22,781,2803,0.45,3586.75,1028.11,1257.03,"33,67","4,93",3
"1209",1995-07-23,590,1887,0.57,2480.9,1325.27,1577,"18,5","1,29",4
"1210",1995-07-24,728,1640,0.41,2372.17,2288.12,2589.23,"37,33","2,89",3
"1211",1995-07-25,733,2047,0,2784,1410.6,1682.99,"36,5","2,12",2
"1212",1995-07-26,569,747,0.5,1318.75,1845.65,2080.7,"30,77","7,36",13
"1213",1995-07-27,510,835,0.46,1346.75,1623.94,1830.84,"22",NA,1
"1214",1995-07-28,575,754,0,1330,1889.02,2158.44,"25,67","7,57",3
"1215",1995-07-29,581,982,0.49,1565.33,2193.06,2465.65,"13","1,41",2
"1216",1995-07-30,711,2290,0,3004,579.62,832.21,"25,25","1,89",4
"1217",1995-07-31,618,2457,0.33,3076.89,1557.37,1875.4,"44",NA,1
"1218",1995-08-01,534,2124,0.32,2659.1,1429.62,1728.58,"31","6,38",12
"1219",1995-08-02,561,576,0.32,1139.1,1773.79,1978.95,"33","4,24",2
"1220",1995-08-03,590,226,0.58,819.33,1616.52,1766.22,"53,67","6,35",3
"1221",1995-08-04,709,2929,1.14,3641.91,1085.57,1314.06,"59","7,79",4
"1222",1995-08-05,645,1724,0.3,2370.09,1199.86,1472.47,"48","1,41",2
"1223",1995-08-06,622,411,0.52,1034.33,1319.62,1550.75,"35,5","0,71",2
"1224",1995-08-07,455,529,0.42,985.8,1618.54,1848.66,"23,2","4,37",10
"1225",1995-08-08,501,517,0,1021,2515.61,2744.83,"26,5","4,95",2
"1226",1995-08-09,615,1134,0.5,1752.33,2512.81,2811.91,"32,67","4,16",3
"1227",1995-08-10,750,1520,0.84,2272.8,2223.63,2539.99,"53,5","6,36",2
"1228",1995-08-11,789,1384,0,2174,1557.83,1798.29,"59,5","9,19",2
"1229",1995-08-12,636,1432,0.44,2069.22,1167.81,1416.7,"26","1,41",2
"1230",1995-08-13,441,495,0,938,2033.85,2266.68,"30,5","3,09",12
"1231",1995-08-15,556,2609,0.52,3166.38,1372.02,1700.66,"41","5,29",3
"1232",1995-08-16,678,837,0.53,1516.56,2271.02,2506.67,"29,67","11,24",3
"1233",1995-08-17,514,515,0.48,1031.3,1870,2045.13,"20,33","2,31",3
"1234",1995-08-18,468,1493,0.96,1964.25,2637.17,2919.91,"29,5","0,71",2
"1235",1995-08-19,429,970,0.52,1400.6,2110.79,2366.12,"35,08","9,36",13
"1236",1995-08-20,580,1631,0.5,2212.33,1674.61,1961.59,"23","1,41",2
"1237",1995-08-22,607,1371,0.67,1979.5,1600.11,1836.27,"39,5","8,58",4
"1238",1995-08-23,521,718,0,1240,1799.23,2014.67,"42,5","2,12",2
"1239",1995-08-24,569,641,0.38,1210.85,721.03,913.95,"41,5","3,54",2
"1240",1995-08-26,598,327,0.67,929.08,2208.5,2383.53,"47","4,24",2
"1241",1995-08-27,623,310,0.9,937.14,692.05,810.23,"22",NA,1
"1242",1995-08-28,498,985,0.55,1485.5,1667.62,1919.15,"21,33","3,51",3
"1243",1995-08-29,344,2553,0,2898,1259.13,1492.91,"24","7,07",2
"1244",1995-08-30,505,1292,0.55,1798.5,1264.89,1455.38,"27","4,24",2
"1245",1995-08-31,596,1572,1.15,2170.33,1845.83,2090.92,"25,5","4,78",12
"1246",1995-09-01,422,1128,0.55,1551.5,2147.89,2383.75,"33","1,41",2
"1247",1995-09-02,426,1166,0.58,1593.5,2239.66,2511.59,"23,67","0,58",3
"1248",1995-09-03,448,1200,0.71,1649.5,1301.17,1515.61,"20,67","2,31",3
"1249",1995-09-04,400,969,0.48,1371.31,1704.17,1973.62,"22,33","5,86",3
"1250",1995-09-08,561,1151,0.49,1713.33,1952.75,2225.38,"20","1",3
"1251",1995-09-09,445,219,0.28,666.08,2638.09,2891.58,"24","5,57",3
"1252",1995-09-10,574,1367,0,1942,2545.47,2855.22,"20,5","2,12",2
"1253",1995-09-13,388,2131,0.67,2524.22,2076.38,2384.68,"34","11,31",2
"1254",1995-09-18,607,698,0.52,1306.45,2499.28,2730.42,"26",NA,1
"1255",1995-09-20,497,303,0,802,2809.28,3034.81,"24,67","2,89",3
"1256",1995-09-21,507,260,0.5,769.36,2114.15,2302.89,"39","4,24",4
"1257",1995-09-22,593,929,0.58,1525.33,1899.33,2051.98,"57","0",2
"1258",1995-09-23,574,1267,0,1844,3027.51,3273.21,"58,5","3,54",2
"1259",1995-09-24,530,107,0.52,638.38,2866.99,3094.15,"65,73","3,98",11
"1260",1995-09-25,517,345,0.46,862.25,1961.94,2144.31,"72,5","6,36",2
"1261",1995-09-27,349,1117,0.5,1468.36,1215.68,1435.08,"25","4,24",4
