"","date","powerdry","powerhumid","stdpowerwind","powerall","cape","cape_virt","pm10_mean","pm10_std","pm10_nbValues"
"4314",2006-10-23,596,1923,0.52,2521.45,1933.72,2133.87,"30,5","5,74",4
"4315",2006-10-24,699,1272,0.47,1972.71,2303.37,2560.14,"27,75","11,98",4
"4316",2006-10-25,439,314,0.51,754.4,1719.5,1920.08,"27","16,64",3
"4317",2006-10-26,526,676,0.33,1203.11,1435.91,1615.87,"22,7","7,04",10
"4318",2006-10-27,676,560,0.44,1238.22,1445.12,1608.26,"24","4,24",2
"4319",2006-10-28,573,682,0,1258,1031.92,1163.61,"31","5,29",4
"4320",2006-10-29,873,2016,0.5,2892.36,1587.08,1862.6,"37,67","16,46",6
"4321",2006-10-30,798,2075,0.83,2876.07,1211.18,1488.99,"27,33","5,13",3
"4322",2006-11-01,712,1751,0,2465,621.83,860.98,"21,75","7,15",8
"4323",2006-11-02,547,439,0.53,988.5,1703.35,1971.33,"26","13,08",3
"4324",2006-11-03,625,597,0.4,1224.82,1747.45,2003.82,"20","5",3
"4325",2006-11-04,591,385,0.58,977.33,1355.05,1577,"21","8,22",5
"4326",2006-11-05,537,350,0.51,888.42,1574.05,1787.94,"17,5","4,12",4
"4327",2006-11-06,391,836,0.46,1228.27,402.13,548.72,"29","8,19",3
"4328",2006-11-07,533,1072,0,1608,304.63,410.11,"27,2","7,35",10
"4329",2006-11-08,578,441,0.46,1020.25,1027.12,1236.12,"24,67","6,35",3
"4330",2006-11-09,518,1107,0.5,1625.64,1015.76,1272.92,"26,67","10,07",3
"4331",2006-11-10,852,1718,0.4,2570.81,4.28,15.4,"33,67","22,02",6
"4332",2006-11-11,757,1732,0.49,2490.71,74.49,178.66,"17,33","3,21",3
"4333",2006-11-12,505,802,0,1308,666.06,850.34,"14,5","3,54",2
"4334",2006-11-13,629,802,0.29,1431.08,876.2,1021.65,"17,25","7,36",8
"4335",2006-11-14,556,903,0.38,1459.14,1396.97,1641.07,"15","9,54",3
"4336",2006-11-15,510,543,0.78,1054.33,940.66,1140.23,"21","9,38",4
"4337",2006-11-16,586,650,0.6,1237.18,2434.93,2679.01,"27","12,15",6
"4338",2006-11-17,528,703,0,1232,597,725.07,"25","10,8",4
"4339",2006-11-18,443,468,0,912,1237.95,1434.64,"18",NA,1
"4340",2006-11-19,375,594,0,970,1386.18,1609.75,"17,78","3,8",9
"4341",2006-11-20,502,238,0.7,742.4,1000.35,1101.59,"27,67","7,51",3
"4342",2006-11-21,584,672,0.5,1258.64,944.71,1118.76,"32,5","9,85",4
"4343",2006-11-22,716,1612,0.52,2330.38,1512.74,1721.25,"31,33","10,25",6
"4344",2006-11-23,567,535,0.48,1104.69,2256.85,2472.04,"20,5","4,04",4
"4345",2006-11-24,529,626,0.44,1157.24,2274.6,2475.22,"18",NA,1
"4346",2006-11-25,572,662,0.63,1236,1331,1494.58,"20,88","4,36",8
"4347",2006-11-26,620,346,0.29,967.08,2874.29,3079.94,"21,33","6,66",3
"4348",2006-11-27,553,516,0.49,1070.67,2115.02,2321.16,"22","7,94",3
"4349",2006-11-28,541,883,0.51,1425.62,1776.49,1981.09,"27","13,07",6
"4350",2006-11-29,499,629,0.41,1129.83,1733.67,1898.16,"33,5","16,26",2
"4351",2006-11-30,553,574,0,1129,1408.62,1584.36,"34",NA,1
"4352",2006-12-01,589,575,0.55,1165.6,693.4,885.5,"48","32,13",8
"4353",2006-12-02,696,447,0.72,1144.17,1155.56,1317.72,"34,33","6,66",3
"4354",2006-12-03,561,351,0.51,913.42,1034.22,1244.63,"32","9,06",4
"4355",2006-12-04,666,1227,0.91,1894.29,760.93,939.65,"25,33","4,68",6
"4356",2006-12-05,470,664,0.51,1136.4,1135.41,1309.63,"30,75","6,13",4
"4357",2006-12-06,759,1427,0.44,2187.77,1570.76,1725.16,"30","11,31",2
"4358",2006-12-07,660,1321,0.8,1983.79,1150.13,1356.02,"36,4","9,59",10
"4359",2006-12-08,648,214,0.42,865.8,922.27,1116.79,"41,67","12,22",3
"4360",2006-12-09,602,1365,0.53,1969.5,548.92,717.68,"42","4,36",3
"4361",2006-12-10,508,487,0.97,997.4,406.48,566.98,"34,5","4,46",6
"4362",2006-12-11,610,1185,0.75,1797.18,90.7,219.96,"35","5",3
"4363",2006-12-12,548,1295,0.82,1844.33,142.32,245.57,"29,5","6,36",2
"4364",2006-12-13,528,2086,0.46,2616.27,59.69,140.72,"26,2","7,42",10
"4365",2006-12-14,503,892,0,1397,221.05,325.52,"29","7,21",3
"4366",2006-12-15,528,187,0,717,742.29,924.86,"33,75","7,63",4
"4367",2006-12-16,686,610,0.51,1298.4,306.13,475.23,"24,5","6,28",6
"4368",2006-12-17,571,335,0.5,908.67,25.68,78.62,"17","3",3
"4369",2006-12-18,778,1704,0.39,2483.83,390.77,565.82,"22,33","10,07",3
"4370",2006-12-19,589,1412,0.52,2002.5,208.8,363.33,"22,5","10,54",10
"4371",2006-12-20,695,857,0.48,1553.3,703.92,891.02,"31,67","15,57",3
"4372",2006-12-21,616,1637,0.45,2255.25,928.42,1170.5,"22,25","7,59",4
"4373",2006-12-22,805,1617,0.83,2424.23,165.83,268.24,"20,8","10,43",5
"4374",2006-12-23,723,915,0.74,1641.13,854.79,1089.34,"22","2,65",3
"4375",2006-12-24,556,1072,0.63,1630.69,588.67,789.12,"18,67","1,53",3
"4376",2006-12-25,575,190,0.49,767.29,433.56,494.59,"16,89","3,44",9
"4377",2006-12-26,659,1510,0.38,2172.14,232.51,287.29,"21","8,19",3
"4378",2006-12-27,536,740,0.49,1278.33,162.32,205.83,"30","16,23",4
"4379",2006-12-28,776,1092,0.44,1871.06,588.71,697.91,"25","14,73",5
"4380",2006-12-29,589,228,0.49,820.33,251.23,351.67,"19,5","5,2",4
"4381",2006-12-30,731,1590,0.66,2322.46,104.29,170.69,"22,67","3,79",3
"4382",2006-12-31,546,1262,0.44,1809.23,561.5,720.62,"18,89","6,75",9
"4383",2007-01-01,470,951,0.42,1423.2,1079.72,1285.18,"20,33","0,58",3
"4384",2007-01-02,703,1213,0.56,1918.8,421.91,619.27,"23,33","3,51",3
"4385",2007-01-03,648,1577,0.26,2227.93,94.04,149.82,"25,17","10,8",6
"4386",2007-01-04,669,2704,0.83,3374.93,0,8.27,"41","32,87",4
"4387",2007-01-05,538,1673,0.33,2213.11,202.04,278.2,"40,67","35,92",3
"4388",2007-01-06,541,1068,0.53,1611.56,383.91,587.99,"22,22","6,78",9
"4389",2007-01-07,354,291,0.52,646.54,575.9,777.02,"23","2,83",2
"4390",2007-01-08,707,1800,0.45,2508.25,229.32,326.3,"20,67","4,04",3
"4391",2007-01-09,563,205,0.83,770.12,114.51,184.1,"45","46,81",3
"4392",2007-01-10,423,477,0.54,904.09,1182.55,1309.52,"32,67","6,11",3
"4393",2007-01-11,612,811,0.94,1425.5,449.61,585.54,"48,33","26,73",3
"4394",2007-01-12,803,900,0.49,1705.67,626.55,765.67,"32,3","12,27",10
"4395",2007-01-13,558,211,0.89,771.75,653.19,765.33,"25,5","9,19",2
"4396",2007-01-14,519,545,0.53,1066.57,589.99,666.79,"26,5","7,23",4
"4397",2007-01-15,650,635,1.27,1286.83,567.91,732.84,"24,75","5,12",4
"4398",2007-01-16,609,876,1,1486.42,398.61,536.37,"41","13,83",4
"4399",2007-01-17,849,1027,0.75,1877.25,471.27,637.76,"32","9,54",3
"4400",2007-01-18,445,1393,0.45,1838.75,577.31,806.22,"27,22","8,18",9
"4401",2007-01-19,492,1816,0.32,2309.1,293.76,485.54,"24,67","10,02",3
"4402",2007-01-20,343,1786,0.52,2129.5,169.1,313.91,"24","8,72",3
"4403",2007-01-21,770,1296,0.44,2067.75,107.74,211.78,"15,2","3,11",5
"4404",2007-01-22,613,1326,0.26,1940.07,0.09,4.74,"32,5","10,41",4
"4405",2007-01-23,670,533,0.45,1204.25,37.56,67.55,"41","13,08",3
"4406",2007-01-24,489,1987,0.22,2477.05,47.13,104.11,"36,4","17,93",10
"4407",2007-01-25,688,453,0.77,1143,63.51,93.43,"17,5","9,19",2
"4408",2007-01-26,564,2659,0.51,3224.42,5.17,32.43,"20,33","8,33",3
"4409",2007-01-27,531,2335,0.7,2867.09,69.91,157.96,"19,4","9,13",5
"4410",2007-01-28,855,3676,0,4532,44.04,73.59,"21,5","4,04",4
"4411",2007-01-29,1136,2803,0.52,3940,9.58,22.89,"33","15,87",3
"4412",2007-01-30,1200,2942,0.3,4144.91,29.84,51.18,"24","11,66",10
"4413",2007-01-31,625,1376,0.95,2002.86,44.11,78.88,"25,67","11,24",3
"4414",2007-02-01,1162,3364,0,4528,79.67,169.85,"27,75","7,14",4
"4415",2007-02-02,955,2663,0.49,3621.35,41.59,69.75,"23,83","6,49",6
"4416",2007-02-03,990,3374,0.51,4367.42,158.96,310.19,"23","5,83",4
"4417",2007-02-04,575,1160,0.51,1738.56,81.56,129.29,"20,33","3,06",3
"4418",2007-02-05,967,2249,0.51,3219.38,63.4,92.34,"23,33","7,81",9
"4419",2007-02-06,961,2166,0.88,3130.46,37.55,52.37,"20","14,93",3
"4420",2007-02-07,996,2461,0.5,3460.36,19.56,44.83,"33,25","24,61",4
"4421",2007-02-08,1081,2773,0.36,3856.86,0,4.51,"37,5","20,59",6
"4422",2007-02-09,909,2150,0.46,3061.27,112.19,182.76,"25","12,7",4
"4423",2007-02-11,784,1953,0.41,2740.2,6.21,27.9,"23,5","9,06",10
"4424",2007-02-12,745,1313,1.05,2060.21,483.83,697.47,"27,33","14,29",3
"4425",2007-02-13,819,2015,0.51,2836.53,69.81,128.66,"26,25","10,72",4
"4426",2007-02-14,629,2722,0.44,3353.23,1.18,22.04,"34,33","10,63",6
"4427",2007-02-15,616,1753,0.5,2371.36,66.33,132.53,"27,5","10,12",4
"4428",2007-02-16,778,1693,0.47,2473.71,106.54,210.21,"24","11,14",3
"4429",2007-02-18,759,1745,0.52,2507.54,24.08,44.65,"16,67","4,62",3
"4430",2007-02-19,567,334,0.38,903.15,180.65,278.15,"28,25","6,95",4
"4431",2007-02-20,584,2015,0.51,2602.56,143.3,214.82,"29,67","10,97",3
"4432",2007-02-21,745,2450,1.01,3196.8,3.62,22.23,"24,33","8,08",3
"4433",2007-02-23,581,1226,0.72,1809.17,180.55,270.03,"27,3","9,46",10
"4434",2007-02-24,526,903,0.79,1430.2,1082.57,1249.84,"17","7",3
"4435",2007-02-25,445,1544,0.73,1991.56,507.35,640.12,"24","4",3
"4436",2007-02-26,745,1319,0.47,2067.27,490.26,680.84,"40,8","7,53",5
"4437",2007-02-27,740,1742,0.28,2485.08,16.41,62.87,"41,25","11,79",4
"4438",2007-02-28,596,790,0.29,1389.08,34.05,45.81,"39,33","13,32",3
"4439",2007-03-01,489,696,0.5,1187.64,319.1,515.51,"38,12","7,36",8
"4440",2007-03-02,790,2095,0.88,2887.07,13.48,86.08,"26,33","8,08",3
"4441",2007-03-03,671,1935,0.71,2609,35.82,56.88,"28,75","8,42",4
"4442",2007-03-04,495,1281,0.73,1779.07,55.6,77.07,"25,6","2,79",5
"4443",2007-03-05,480,1830,0.51,2311.38,102.28,176.5,"31","7,21",3
"4444",2007-03-06,791,4911,0.64,5706.13,3.33,28.62,"33,33","11,93",3
"4445",2007-03-07,719,2340,0.48,3062.31,52.01,139.7,"45,4","9,67",10
"4446",2007-03-08,1247,2278,0.53,3528.5,169.75,267.61,"40,67","26,08",3
"4447",2007-03-09,1010,2263,0.65,3276.27,299.07,409.13,"72","12,83",4
"4448",2007-03-10,1008,1919,0.38,2930.15,415.56,583.01,"53,25","8,26",4
"4449",2007-03-11,649,180,0.49,831.33,129.15,164.47,"48,25","5,56",4
"4450",2007-03-12,669,1361,1.07,2033.15,18.66,42.5,"33,67","6,51",3
"4451",2007-03-13,581,2554,0.95,3137,0,0,"26,2","6,55",10
"4452",2007-03-14,673,1953,1.17,2627.77,0,4,"27","10,58",3
"4453",2007-03-15,562,1178,0.29,1741.92,139.54,243.84,"33,67","17,62",3
"4454",2007-03-16,719,2038,0.72,2758.83,3.07,46.4,"32","14,49",4
"4455",2007-03-17,443,2036,0.5,2481.33,60.44,147.29,"62,25","5,25",4
"4456",2007-03-18,498,514,0.38,1013.85,7.97,14.57,"67,67","12,1",3
"4457",2007-03-19,501,556,0.97,1058.46,46.65,70.73,"30,6","11,95",10
"4458",2007-03-20,593,182,0.52,777.4,47.8,69.67,"41,5","16,26",2
"4459",2007-03-21,555,491,0.86,1047.08,81.14,122.99,"38,25","12,74",4
"4460",2007-03-22,38,1534,0.53,1573.43,609.78,788.39,"24,8","4,66",5
"4461",2007-03-23,564,1484,0.71,2050,86.65,143,"29,5","5,2",4
"4462",2007-03-24,713,1214,0.86,1929.08,642.24,870.09,"26,33","4,04",3
"4463",2007-03-25,655,1095,0.26,1751.07,33,59.86,"24","5,36",9
"4464",2007-03-26,599,441,0.5,1041.36,127.01,192.25,"24","8,54",3
"4465",2007-03-27,890,2267,0.8,3158.73,17.65,24.42,"18,5","4,36",4
"4466",2007-03-28,996,2426,0.51,3423.4,182.31,230.25,"18,33","2,5",6
"4467",2007-03-29,582,521,0.67,1103.92,632.44,778.06,"21","7,39",4
"4468",2007-03-30,585,130,0.48,715.7,214.16,317.13,"19,67","3,21",3
"4469",2007-03-31,631,585,0.27,1216.93,789.02,936.4,"32,5","8,04",8
"4470",2007-04-01,662,1291,0.5,1954,646.03,864.61,"26","5,29",3
"4471",2007-04-02,536,157,0.53,694.57,822.11,992.22,"30,75","10,47",4
"4472",2007-04-03,442,563,0.67,1006.5,739.32,912,"25,6","9,63",5
"4473",2007-04-04,665,368,0.51,1033.57,700.72,860.79,"22","8,66",3
"4474",2007-04-05,560,916,0.49,1476.67,377.16,575.38,"26,67","15,89",3
"4475",2007-04-06,672,914,0.68,1587.2,46.39,122.02,"17,22","3,15",9
"4476",2007-04-07,948,1744,0.51,2693.4,454.87,673.31,"26,67","16,77",3
"4477",2007-04-08,695,1183,0.52,1880.5,166.53,318.98,"32","18,38",2
"4478",2007-04-09,678,1265,0.63,1944.8,368.43,534.34,"30,25","12,34",4
"4479",2007-04-10,605,1212,0.44,1818.23,288.19,495.95,"30,33","17,39",3
"4480",2007-04-11,898,1640,0.45,2539.25,31.43,45.25,"25,67","14,15",3
"4481",2007-04-12,848,2592,0.39,3440.83,0,8.86,"30,3","10,42",10
"4482",2007-04-13,786,1584,0.51,2370.4,117.31,184.76,"47","33,94",2
"4483",2007-04-14,623,942,0.27,1565.93,213.65,338.48,"25","15,77",4
"4484",2007-04-15,639,1866,0.49,2505.67,67.88,197.99,"19,25","5,38",4
"4485",2007-04-16,762,1063,0.62,1826.25,66.4,148.99,"18","4",3
"4486",2007-04-17,461,842,0.52,1304.55,138.74,241.09,"18,33","2,89",3
"4487",2007-04-18,585,901,0.76,1487.57,953.45,1188.61,"27","10,21",7
"4488",2007-04-19,669,1309,1,1980,280.24,482.21,"36",NA,1
"4489",2007-04-20,550,1231,0.5,1782.36,1612.05,1935.28,"47","1,41",2
"4490",2007-04-21,561,1816,0.51,2378.58,671.11,940.25,"21,25","1,5",4
"4491",2007-04-22,450,2501,0.51,2952.38,21.65,70.46,"17,33","1,53",3
"4492",2007-04-23,558,2938,0,3497,48.44,172.05,"14","3",3
"4493",2007-04-24,668,1954,0.47,2624.73,62.79,178.54,"21,3","7,3",10
"4494",2007-04-25,485,1991,0.64,2477.92,164.35,347.54,"31,67","12,22",3
"4495",2007-04-26,594,1820,0.8,2417.27,22.56,70.45,"21,75","5,56",4
"4496",2007-04-27,671,973,0.94,1646.76,388.98,623.98,"22,83","5,71",6
"4497",2007-04-28,759,1364,0.77,2125.38,343.73,524.88,"22,75","5,68",4
"4498",2007-04-29,455,918,0.69,1374.85,182.99,302.77,"18,67","1,15",3
"4499",2007-04-30,799,1760,0,2561,329.18,499.81,"21,56","5,29",9
"4500",2007-05-01,813,2438,0,3254,406.66,623.95,"20,33","4,51",3
"4501",2007-05-02,822,2402,0.51,3226.44,30.73,122.49,"24","4,4",4
"4502",2007-05-03,855,2595,0.83,3452.07,14.95,36.97,"25,33","7,97",6
"4503",2007-05-04,633,1861,0.47,2494.93,41.22,92.93,"23,75","7,46",4
"4504",2007-05-05,664,2505,0.49,3169.67,304.93,562.33,"20,33","5,69",3
"4505",2007-05-06,615,1242,0.36,1858.14,1549.37,1829.53,"21,11","6,05",9
"4506",2007-05-07,678,1908,0,2587,589.01,826.58,"22,33","8,5",3
"4507",2007-05-08,904,1830,0.43,2735.79,402.13,587.61,"26,33","4,16",3
"4508",2007-05-09,980,1509,0.77,2491.62,321.3,468.84,"28","4,34",6
"4509",2007-05-11,882,1249,0.51,2133.57,1193.27,1423.71,"20","8,72",3
"4510",2007-05-12,479,1516,0.52,1997.47,898.39,1116.35,"23,89","3,72",9
"4511",2007-05-13,930,1411,0.4,2343.82,606.86,802.33,"40,33","2,52",3
"4512",2007-05-14,681,1855,0.65,2538.73,1010.24,1220.68,"60,33","16,44",3
"4513",2007-05-15,366,1062,0.83,1431.22,893.86,1084.16,"79,83","8,52",6
"4514",2007-05-16,997,1859,1.15,2858.67,823.6,1017.45,"198,25","6,85",4
"4515",2007-05-18,991,2427,0.52,3421.47,1026.25,1285.28,"107,9","5,76",10
"4516",2007-05-19,942,2384,0.5,3328.64,199.75,337.36,"81,67","12,1",3
"4517",2007-05-20,622,1683,0.45,2307.75,108.28,267.01,"50,75","6,29",4
"4518",2007-05-21,646,2042,0.39,2689.83,25.74,80.29,"32,33","6,19",6
"4519",2007-05-22,660,2014,0.27,2675.07,336.41,517.22,"26","10,44",3
"4520",2007-05-23,714,857,0.45,1572.25,815.56,1009.43,"23,67","9,5",3
"4521",2007-05-24,644,513,0.45,1157.75,784.96,927.33,"20,11","5,56",9
"4522",2007-05-25,792,999,0.72,1792.83,1250.26,1450.59,"37,67","17,16",3
"4523",2007-05-26,785,1329,0.5,2115.38,843.83,1039.81,"28,5","3,42",4
"4524",2007-05-27,741,1576,0.64,2319.12,395.17,593.89,"28","3,58",6
"4525",2007-05-28,660,1069,0.25,1730.06,545.42,714.74,"18,5","2,89",4
"4526",2007-05-29,750,823,0.47,1575.27,1692.88,1905.75,"20,67","8,62",3
"4527",2007-05-30,675,1078,0.47,1754.71,1522.98,1778.33,"20,2","4,18",10
"4528",2007-05-31,591,1411,0.51,2004.58,951.52,1212.97,"21","7",3
"4529",2007-06-01,723,531,0,1257,618.52,771.41,"21","6,56",3
"4530",2007-06-02,1131,1592,0,2727,1147.41,1382.44,"45,83","3,37",6
"4531",2007-06-03,743,1487,0.49,2234.29,1283.61,1525.48,"54,5","5,26",4
"4532",2007-06-04,834,1528,0.45,2365.75,757.37,901.56,"44,67","10,02",3
"4533",2007-06-05,847,1992,0.3,2842.09,1294.35,1513.14,"47,44","6,65",9
"4534",2007-06-06,639,1531,0.45,2172.25,784.39,995.61,"45","19,31",3
"4535",2007-06-15,952,1861,0.36,2818.14,1365.92,1561.43,"59","8,66",3
"4536",2007-06-16,681,1681,0.29,2366.92,470.57,616.11,"61,67","6,66",3
"4537",2007-06-18,979,2476,0.41,3457.83,142.04,273.41,"24,5","3,54",2
"4538",2007-06-19,569,257,0,829,1235.2,1359.13,"31","4,36",3
"4539",2007-06-20,508,1888,0.71,2400.5,1497.41,1729.48,"30,4","4,77",5
"4540",2007-06-21,908,1558,0.52,2470.45,856.68,1046.13,"52,33","6,03",3
"4541",2007-06-22,897,1605,0.83,2505.93,920.62,1130.92,"65,5","7,78",2
"4542",2007-06-23,758,2208,0.95,2969,205.93,291.1,"65,1","5,51",10
"4543",2007-06-24,716,1688,0.72,2407.17,1347.74,1620.37,"26","1",3
"4544",2007-06-25,362,578,0.74,943.1,1811.97,1998.73,"39,5","7,55",4
"4545",2007-06-26,713,1406,0.43,2122,1110,1358.91,"49,75","6,6",4
"4546",2007-06-27,508,763,0.86,1273.08,167.45,311.52,"34,67","10,12",3
"4547",2007-06-28,685,1382,0.69,2068.71,488.37,620.31,"21,5","3,54",2
"4548",2007-06-29,534,527,0.28,1063.92,1347.17,1520.15,"37,44","3,5",9
"4549",2007-06-30,814,2131,0,2949,1692.7,1950.59,"59,5","3,54",2
"4550",2007-07-01,692,2813,0.5,3508.64,1489.74,1787.77,"72,75","6,99",4
"4551",2007-07-02,672,2221,0.46,2896.27,58.37,141.96,"77,8","6,87",5
"4552",2007-07-03,583,2686,0.44,3270.24,2136.05,2504.43,"77,75","13,12",4
"4553",2007-07-04,694,1805,0.52,2501.55,961.43,1214.63,"22,33","7,51",3
"4554",2007-07-05,513,2387,0.44,2904.22,908.7,1172.11,"40,4","6,33",10
"4555",2007-07-06,672,2451,0.75,3126.25,459.2,731.78,"41,67","7,37",3
"4556",2007-07-08,893,2014,0,2911,1068.22,1244.31,"27,8","1,3",5
"4557",2007-07-09,761,2074,1.07,2840.4,2354.78,2669.32,"52,75","6,99",4
"4558",2007-07-10,693,1538,0.28,2234.92,946.89,1179.75,"52,33","6,81",3
"4559",2007-07-11,831,1526,0.76,2360.57,1475.83,1740.03,"32,6","6,22",10
"4560",2007-07-14,602,2563,0.44,3167.22,589.4,817.29,"25","6,1",6
"4561",2007-07-17,789,1679,0.26,2471.07,1936.94,2219.06,"42,1","6,64",10
"4562",2007-07-18,578,217,0.5,798.33,1038.85,1149.6,"48,33","8,39",3
"4563",2007-07-19,490,629,0.5,1121.67,2410.65,2598.12,"30","7,87",4
"4564",2007-07-20,914,1556,0,2473,2669.39,2975.54,"24","4,36",5
"4565",2007-07-21,651,1317,0.52,1971.6,1750.4,2028.05,"63,5","6,35",4
"4566",2007-07-22,650,1296,0.79,1948.27,2686.7,3002.11,"42,67","4,04",3
"4567",2007-07-23,594,439,0.36,1035.14,2149.88,2365.74,"52,4","5,6",10
"4568",2007-07-24,579,1183,0.55,1765.85,2097.82,2378.08,"57","10,82",3
"4569",2007-07-25,922,1807,1.31,2732.79,1453.69,1714.1,"46,25","4,35",4
"4570",2007-07-26,799,1633,1.31,2435.58,1322,1548.99,"78","7,07",6
"4571",2007-07-27,684,1558,0.51,2244.57,694.82,898.98,"80","6,06",4
"4572",2007-07-28,492,1352,0.67,1845.58,94.97,203.18,"75,67","6,43",3
"4573",2007-07-29,648,1417,0.61,2065.71,1323.25,1575.86,"40,56","5,25",9
"4574",2007-07-30,450,1096,0.7,1548.4,2036.81,2312.32,"25,67","4,51",3
"4575",2007-07-31,532,539,0.84,1073.6,1277.63,1475.74,"30,5","5,8",4
"4576",2007-08-01,529,525,0.46,1057.25,1869.92,2124.27,"37,17","7,03",6
"4577",2007-08-02,673,700,0.52,1376.5,2032.14,2245.85,"43,25","9,29",4
"4578",2007-08-03,709,1578,0.48,2289.3,931.03,1142,"51,5","10,61",2
"4579",2007-08-04,493,523,0.47,1017.71,1737.32,1960.28,"56,22","6,16",9
"4580",2007-08-05,519,591,0,1111,2170.14,2386.32,"39,67","4,16",3
"4581",2007-08-06,618,419,0.42,1037.8,1810.65,2040.12,"24,75","4,57",4
"4582",2007-08-07,431,444,0,879,2553.09,2760.91,"32","11,17",4
"4583",2007-08-08,571,430,0.54,1005.09,2113.09,2340.73,"39,25","2,75",4
"4584",2007-08-09,617,911,0.51,1530.57,2186.33,2383.31,"47,67","7,09",3
"4585",2007-08-10,556,893,0.79,1453.27,2995.9,3300.76,"32,8","6,32",10
"4586",2007-08-11,548,1943,0.51,2494.38,1810.35,2089.27,"54,33","4,51",3
"4587",2007-08-12,663,2379,0.52,3044.5,1331.43,1544.53,"64,5","4,04",4
"4588",2007-08-13,551,797,0.63,1349.64,1360.26,1597.46,"43,17","10,65",6
"4589",2007-08-14,529,915,0.5,1445.67,12.51,35.6,"22,5","7,9",4
"4590",2007-08-15,605,413,0.28,1020.92,661.88,822.01,"22,67","11,02",3
"4591",2007-08-16,625,696,0.64,1325.08,2519.98,2829.82,"32,33","4,74",9
"4592",2007-08-17,501,262,0.42,768.8,1892.04,2079.65,"63,33","8,5",3
"4593",2007-08-18,524,1418,0.52,1944.45,2235.54,2485.87,"25,75","4,65",4
"4594",2007-08-19,706,1700,0.48,2408.69,945.17,1192.69,"32,2","4,02",5
"4595",2007-08-20,630,914,0.49,1545.33,2432,2659.58,"34,25","5,91",4
"4596",2007-08-21,420,453,0,875,1293.47,1467.99,"31,67","5,69",3
"4597",2007-08-22,511,617,0,1131,1774.18,1969.22,"22,8","4,96",10
"4598",2007-08-23,664,2271,0.39,2938.17,858.47,1031.53,"26","11,14",3
"4599",2007-08-24,729,1401,0.52,2132.45,1724.09,1976.43,"21","7,87",4
"4600",2007-08-25,466,1120,1,1588,1881.42,2062.14,"22,83","10,46",6
"4601",2007-08-26,557,2006,0,2565,1194.98,1417.7,"17,5","3",4
"4602",2007-08-27,712,1296,0.28,2009.08,2762.21,3080.8,"21,33","10,21",3
"4603",2007-08-28,582,1557,0.29,2140.08,1049.1,1324.99,"27,22","14,56",9
"4604",2007-08-29,586,1311,0.51,1898.43,1067.76,1307.57,"21,67","9,61",3
"4605",2007-08-30,511,1097,0.3,1610.09,1733.3,1981.69,"23,5","6,45",4
"4606",2007-08-31,559,1035,0.71,1597.5,2101.21,2367.96,"34,83","3,31",6
"4607",2007-09-05,450,863,0.52,1314.38,1594.5,1813.57,"22,25","7,89",4
"4608",2007-09-06,554,1456,0.71,2012,1247.57,1522.32,"29,4","5,55",5
"4609",2007-09-07,480,569,0,1050,1442.13,1689.64,"32,75","7,8",4
"4610",2007-09-08,504,888,0.39,1392.17,877.73,1058.06,"18,33","4,04",3
"4611",2007-09-09,600,882,0,1484,1938.44,2176.56,"21,44","5,57",9
"4612",2007-09-10,639,1034,0.28,1676.08,3260.84,3564.84,"22,33","7,77",3
"4613",2007-09-11,696,1884,0.82,2585.45,1362.91,1608.85,"30,5","5,51",4
"4614",2007-09-12,831,1804,0.51,2639.42,2208.2,2533.87,"44,5","6,32",6
"4615",2007-09-13,624,2008,0.52,2634.5,1117.08,1402.39,"23,75","8,1",4
"4616",2007-09-14,499,465,0.51,965.43,1815.86,2056.08,"17","7,07",2
"4617",2007-09-15,617,1297,0.47,1914.71,1969.62,2243.73,"16,9","4,51",10
"4618",2007-09-16,626,1700,0,2327,84.67,226.6,"13,67","4,04",3
"4619",2007-09-17,570,1077,0.46,1647.27,1510.98,1769.52,"18,25","4,27",4
"4620",2007-09-18,729,1558,0.49,2288.08,1362.4,1584.96,"20,17","7,68",6
"4621",2007-09-19,614,1427,0.34,2042.88,1939.95,2225.13,"16,33","6,35",3
"4622",2007-09-20,461,1264,0,1726,2522.26,2814.99,"27,33","5,69",3
"4623",2007-09-21,552,1575,0,2128,692.57,943.01,"29,11","5,86",9
"4624",2007-09-22,438,1859,0.49,2298.33,1220.72,1473.37,"19,33","2,52",3
"4625",2007-09-23,454,1520,0.69,1975.15,485.36,665.38,"16","2",4
"4626",2007-09-24,391,343,0,735,2439.82,2629.77,"25,17","22,8",6
"4627",2007-09-25,637,1075,0.54,1714.09,2481.53,2722.14,"32,25","6,7",4
"4628",2007-09-26,606,988,0.33,1595.89,1803.05,2048.34,"20,33","7,51",3
"4629",2007-09-27,608,1112,0.51,1722.58,2429.38,2700.12,"26,9","7,03",10
"4630",2007-09-28,603,1263,0.71,1868,2435.88,2677.09,"25,33","2,52",3
"4631",2007-09-29,425,311,0.53,737.56,2439.1,2620.67,"38,33","6,66",3
"4632",2007-09-30,450,612,0,1063,1487.53,1623.07,"25","6,16",4
"4633",2007-10-01,253,529,0.45,783.25,2178.33,2346.59,"18","3,92",4
"4634",2007-10-02,520,768,0.48,1288.31,3322.12,3571.01,"20,5","2,12",2
"4635",2007-10-03,573,1125,0.32,1698.1,2918.68,3197.57,"24,3","7,99",10
