"date","power"
"2005-01-01",612
"2005-01-02",534
"2005-01-03",511
"2005-01-04",550
"2005-01-05",650
"2005-01-06",793
"2005-01-07",555
"2005-01-08",595
"2005-01-09",637
"2005-01-10",522
"2005-01-11",661
"2005-01-12",556
"2005-01-13",706
"2005-01-14",504
"2005-01-15",498
"2005-01-16",486
"2005-01-17",451
"2005-01-18",541
"2005-01-19",133
"2005-01-22",690
"2005-01-23",799
"2005-01-24",785
"2005-01-25",589
"2005-01-26",569
"2005-01-27",522
"2005-01-28",455
"2005-01-29",770
"2005-01-30",773
"2005-01-31",491
"2005-02-01",513
"2005-02-02",874
"2005-02-03",830
"2005-02-04",817
"2005-02-05",1050
"2005-02-06",490
"2005-02-07",474
"2005-02-08",523
"2005-02-09",695
"2005-02-10",639
"2005-02-11",377
"2005-02-12",495
"2005-02-13",685
"2005-02-14",625
"2005-02-15",647
"2005-02-16",553
"2005-02-17",956
"2005-02-18",1069
"2005-02-19",832
"2005-02-20",689
"2005-02-21",955
"2005-02-22",538
"2005-02-23",765
"2005-02-24",492
"2005-02-25",680
"2005-02-26",546
"2005-02-27",737
"2005-02-28",1108
"2005-03-01",461
"2005-03-02",1162
"2005-03-03",1455
"2005-03-04",1079
"2005-03-05",1337
"2005-03-06",1000
"2005-03-07",1026
"2005-03-08",946
"2005-03-09",1103
"2005-03-10",1070
"2005-03-14",905
"2005-03-15",837
"2005-03-16",996
"2005-03-17",1015
"2005-03-18",1071
"2005-03-19",1230
"2005-03-20",896
"2005-03-21",746
"2005-03-22",658
"2005-03-23",612
"2005-03-24",1011
"2005-03-25",979
"2005-03-26",984
"2005-03-27",855
"2005-03-28",764
"2005-03-29",807
"2005-03-30",798
"2005-03-31",540
"2005-04-01",550
"2005-04-02",580
"2005-04-03",680
"2005-04-04",597
"2005-04-05",623
"2005-04-06",549
"2005-04-07",723
"2005-04-08",458
"2005-04-09",792
"2005-04-10",718
"2005-04-11",690
"2005-04-12",495
"2005-04-13",559
"2005-04-14",467
"2005-04-15",573
"2005-04-16",618
"2005-04-17",723
"2005-04-18",669
"2005-04-19",605
"2005-04-20",589
"2005-04-21",630
"2005-04-22",731
"2005-04-26",636
"2005-04-27",671
"2005-04-28",603
"2005-04-29",578
"2005-05-01",0
"2005-05-02",545
"2005-05-03",745
"2005-05-04",804
"2005-05-05",673
"2005-05-06",637
"2005-05-07",656
"2005-05-08",584
"2005-05-09",683
"2005-05-10",664
"2005-05-11",561
"2005-05-12",641
"2005-05-13",777
"2005-05-14",680
"2005-05-15",816
"2005-05-17",468
"2005-05-18",555
"2005-05-19",646
"2005-05-20",544
"2005-05-21",578
"2005-05-22",488
"2005-05-23",588
"2005-05-24",572
"2005-05-25",573
"2005-05-26",600
"2005-05-27",585
"2005-05-28",689
"2005-05-29",680
"2005-05-30",555
"2005-05-31",731
"2005-06-01",237
"2005-06-02",609
"2005-06-03",575
"2005-06-04",515
"2005-06-05",484
"2005-06-06",622
"2005-06-07",614
"2005-06-08",717
"2005-06-09",665
"2005-06-10",555
"2005-06-11",658
"2005-06-12",377
"2005-06-13",525
"2005-06-14",653
"2005-06-15",582
"2005-06-16",593
"2005-06-17",616
"2005-06-18",593
"2005-06-19",534
"2005-06-20",553
"2005-06-21",548
"2005-06-22",670
"2005-06-23",633
"2005-06-24",463
"2005-06-25",535
"2005-06-26",506
"2005-06-27",580
"2005-06-28",630
"2005-06-29",600
"2005-06-30",627
"2005-07-01",660
"2005-07-02",521
"2005-07-03",588
"2005-07-04",677
"2005-07-05",487
"2005-07-06",435
"2005-07-07",625
"2005-07-08",504
"2005-07-09",627
"2005-07-10",396
"2005-07-11",587
"2005-07-12",136
"2005-07-13",581
"2005-07-14",426
"2005-07-15",511
"2005-07-16",709
"2005-07-17",432
"2005-07-18",797
"2005-07-19",579
"2005-07-20",582
"2005-07-21",633
"2005-07-22",528
"2005-07-23",603
"2005-07-24",693
"2005-07-25",796
"2005-07-26",483
"2005-07-27",566
"2005-07-28",579
"2005-07-29",649
"2005-07-30",647
"2005-07-31",508
"2005-08-01",242
"2005-08-02",683
"2005-08-03",588
"2005-08-04",946
"2005-08-05",574
"2005-08-06",255
"2005-08-07",521
"2005-08-08",530
"2005-08-09",578
"2005-08-10",598
"2005-08-11",639
"2005-08-12",566
"2005-08-13",619
"2005-08-14",709
"2005-08-15",384
"2005-08-16",489
"2005-08-17",425
"2005-08-18",515
"2005-08-19",630
"2005-08-20",592
"2005-08-21",471
"2005-08-22",641
"2005-08-23",669
"2005-08-24",519
"2005-08-25",594
"2005-08-27",472
"2005-08-28",528
"2005-08-29",590
"2005-08-30",519
"2005-08-31",553
"2005-09-01",585
"2005-09-02",501
"2005-09-03",505
"2005-09-04",333
"2005-09-05",500
"2005-09-06",662
"2005-09-07",427
"2005-09-08",482
"2005-09-09",631
"2005-09-10",637
"2005-09-11",611
"2005-09-12",441
"2005-09-13",461
"2005-09-14",529
"2005-09-15",547
"2005-09-16",562
"2005-09-17",575
"2005-09-18",600
"2005-09-19",578
"2005-09-20",584
"2005-09-21",537
"2005-09-22",575
"2005-09-23",485
"2005-09-24",480
"2005-09-25",457
"2005-09-26",620
"2005-09-27",350
"2005-09-28",418
"2005-09-29",614
"2005-09-30",589
"2005-10-01",366
"2005-10-02",557
"2005-10-03",638
"2005-10-05",600
"2005-10-06",612
"2005-10-07",715
"2005-10-08",55
"2005-10-09",317
"2005-10-11",557
"2005-10-12",630
"2005-10-13",541
"2005-10-14",477
"2005-10-15",603
"2005-10-16",566
"2005-10-17",658
"2005-10-18",616
"2005-10-19",685
"2005-10-20",637
"2005-10-21",579
"2005-10-22",531
"2005-10-23",559
"2005-10-24",584
"2005-10-25",602
"2005-10-26",424
"2005-10-27",507
"2005-10-28",565
"2005-10-29",493
"2005-10-30",853
"2005-10-31",688
"2005-11-01",335
"2005-11-02",644
"2005-11-03",640
"2005-11-04",667
"2005-11-05",340
"2005-11-06",428
"2005-11-07",549
"2005-11-08",447
"2005-11-09",514
"2005-11-10",633
"2005-11-11",620
"2005-11-12",395
"2005-11-13",452
"2005-11-14",561
"2005-11-15",550
"2005-11-16",558
"2005-11-17",558
"2005-11-18",537
"2005-11-19",914
"2005-11-20",505
"2005-11-21",385
"2005-11-22",567
"2005-11-23",545
"2005-11-24",446
"2005-11-25",669
"2005-11-26",814
"2005-11-27",559
"2005-11-28",496
"2005-11-29",451
"2005-11-30",476
"2005-12-01",656
"2005-12-02",531
"2005-12-03",615
"2005-12-06",442
"2005-12-07",558
"2005-12-08",650
"2005-12-09",633
"2005-12-10",1131
"2005-12-11",1064
"2005-12-12",910
"2005-12-13",1166
"2005-12-14",764
"2005-12-15",801
"2005-12-16",889
"2005-12-17",580
"2005-12-18",761
"2005-12-19",628
"2005-12-21",718
"2005-12-22",822
"2005-12-23",993
"2005-12-24",917
"2005-12-25",1004
"2005-12-26",813
"2005-12-27",816
"2005-12-28",849
"2005-12-29",550
"2005-12-30",796
"2005-12-31",817
