"date","power"
"2015-06-01",136
"2015-06-02",969
"2015-06-03",977
"2015-06-04",777
"2015-06-05",960
"2015-06-06",934
"2015-06-07",840
"2015-06-09",1017
"2015-06-10",807
"2015-06-11",634
"2015-06-12",588
"2015-06-13",665
"2015-06-14",832
"2015-06-15",388
"2015-06-17",629
"2015-06-18",802
"2015-06-19",456
"2015-06-20",787
"2015-06-23",634
"2015-06-24",526
"2015-06-25",893
"2015-06-26",595
"2015-06-27",333
"2015-06-28",962
"2015-06-29",842
"2015-06-30",564
"2015-07-01",326
"2015-07-02",665
"2015-07-03",876
"2015-07-04",1064
"2015-07-05",1066
"2015-07-06",1191
"2015-07-08",1143
"2015-07-10",706
"2015-07-11",818
"2015-07-12",719
"2015-07-13",360
"2015-07-14",551
"2015-07-16",637
"2015-07-17",861
"2015-07-18",714
"2015-07-19",544
"2015-07-20",854
"2015-07-21",835
"2015-07-22",728
"2015-07-23",814
"2015-07-24",840
"2015-07-25",641
"2015-07-26",765
"2015-08-01",431
"2015-08-02",530
"2015-08-03",944
"2015-08-04",1176
"2015-08-05",701
"2015-08-06",691
"2015-08-07",765
"2015-08-08",658
"2015-08-09",1005
"2015-08-10",752
"2015-08-11",480
"2015-08-12",782
"2015-08-13",490
"2015-08-14",492
"2015-08-15",602
"2015-08-16",754
"2015-08-17",608
"2015-08-18",669
"2015-08-19",887
"2015-08-20",955
"2015-08-21",717
"2015-08-23",542
"2015-08-24",624
"2015-08-25",570
"2015-08-26",608
"2015-08-27",521
"2015-08-28",430
"2015-08-29",795
"2015-08-30",645
"2015-08-31",652
"2015-09-01",0
"2015-09-02",554
"2015-09-03",441
"2015-09-04",672
"2015-09-05",614
"2015-09-07",512
"2015-09-08",413
"2015-09-09",652
"2015-09-10",839
"2015-09-11",609
"2015-09-12",623
"2015-09-13",627
"2015-09-14",416
"2015-09-15",705
"2015-09-16",575
"2015-09-17",601
"2015-09-18",541
"2015-09-19",532
"2015-09-20",558
"2015-09-21",535
"2015-09-22",390
"2015-09-23",499
"2015-09-24",588
"2015-09-25",599
"2015-09-26",741
"2015-09-27",668
"2015-09-28",232
"2015-09-29",763
"2015-09-30",680
"2015-10-01",203
"2015-10-02",542
"2015-10-06",692
"2015-10-07",557
"2015-10-08",629
"2015-10-09",404
"2015-10-10",497
"2015-10-11",541
"2015-10-12",561
"2015-10-14",554
"2015-10-15",715
"2015-10-16",474
"2015-10-17",410
"2015-10-18",475
"2015-10-20",482
"2015-10-21",751
"2015-10-22",608
"2015-10-23",690
"2015-10-24",569
"2015-10-25",543
"2015-10-26",622
"2015-10-27",528
"2015-10-28",596
"2015-10-29",813
"2015-10-30",559
"2015-10-31",572
"2015-11-01",177
"2015-11-02",617
"2015-11-03",513
"2015-11-04",627
"2015-11-05",699
"2015-11-06",610
"2015-11-07",419
"2015-11-08",490
"2015-11-09",525
"2015-11-10",474
"2015-11-11",607
"2015-11-12",675
"2015-11-13",511
"2015-11-14",769
"2015-11-15",429
"2015-11-16",691
"2015-11-17",617
"2015-11-18",495
"2015-11-19",621
"2015-11-20",584
"2015-11-21",703
"2015-11-22",798
"2015-11-23",592
"2015-11-24",589
"2015-11-25",451
"2015-11-27",615
"2015-11-28",636
