"date","power"
"2010-02-12",487
"2010-06-01",769
"2010-06-02",564
"2010-06-03",595
"2010-06-04",454
"2010-06-05",573
"2010-06-06",579
"2010-06-07",601
"2010-06-08",190
"2010-06-09",529
"2010-06-10",546
"2010-06-11",491
"2010-06-12",588
"2010-06-13",661
"2010-06-14",674
"2010-06-15",604
"2010-06-16",674
"2010-06-17",614
"2010-06-18",630
"2010-06-19",527
"2010-06-20",416
"2010-06-21",596
"2010-06-23",577
"2010-06-26",646
"2010-06-27",428
"2010-06-28",602
"2010-06-29",607
"2010-06-30",534
"2010-07-01",266
"2010-07-02",723
"2010-07-03",779
"2010-07-05",446
"2010-07-06",652
"2010-07-07",606
"2010-07-08",643
"2010-07-09",638
"2010-07-10",450
"2010-07-11",607
"2010-07-12",712
"2010-07-13",467
"2010-07-14",391
"2010-08-01",484
"2010-08-02",552
"2010-08-03",696
"2010-08-04",703
"2010-08-05",616
"2010-08-06",644
"2010-08-07",784
"2010-08-08",555
"2010-08-09",455
"2010-08-10",682
"2010-08-11",548
"2010-08-12",460
"2010-08-13",668
"2010-08-14",571
"2010-08-15",599
"2010-08-16",490
"2010-08-17",711
"2010-08-18",742
"2010-08-20",462
"2010-08-21",516
"2010-08-22",588
"2010-08-23",510
"2010-08-24",482
"2010-08-25",534
"2010-08-26",581
"2010-08-27",566
"2010-08-28",662
"2010-08-29",518
"2010-08-30",479
"2010-08-31",436
"2010-09-01",574
"2010-09-02",528
"2010-09-03",667
"2010-09-04",695
"2010-09-05",525
"2010-09-06",601
"2010-09-07",710
"2010-09-08",486
"2010-09-09",389
"2010-09-10",531
"2010-09-11",679
"2010-09-12",721
"2010-09-13",511
"2010-09-14",725
"2010-09-15",649
"2010-09-16",502
"2010-09-17",547
"2010-09-18",579
"2010-09-19",417
"2010-09-20",390
"2010-09-21",461
"2010-09-22",522
"2010-09-25",568
"2010-09-26",516
"2010-09-27",548
"2010-09-28",550
"2010-09-29",578
"2010-09-30",623
"2010-10-01",602
"2010-10-02",494
"2010-10-03",625
"2010-10-04",658
"2010-10-05",534
"2010-10-06",438
"2010-10-07",449
"2010-10-08",726
"2010-10-09",341
"2010-10-11",641
"2010-10-14",638
"2010-10-15",608
"2010-10-16",597
"2010-10-17",676
"2010-10-18",482
"2010-10-19",478
"2010-10-20",505
"2010-10-21",770
"2010-10-22",631
"2010-10-23",558
"2010-10-24",519
"2010-10-26",611
"2010-10-27",713
"2010-10-28",496
"2010-10-29",594
"2010-10-30",510
"2010-10-31",595
"2010-11-01",485
"2010-11-02",690
"2010-11-03",465
"2010-11-04",510
"2010-11-05",492
"2010-11-06",546
"2010-11-07",675
"2010-11-08",448
"2010-11-09",509
"2010-11-10",431
"2010-11-11",387
"2010-11-12",522
"2010-11-13",678
"2010-11-14",547
"2010-11-15",608
"2010-11-16",677
"2010-11-17",801
"2010-11-18",579
"2010-11-19",609
"2010-11-20",712
"2010-11-21",911
"2010-11-22",574
"2010-11-23",455
"2010-11-24",415
"2010-11-25",622
"2010-11-26",447
"2010-11-27",699
"2010-11-28",908
"2010-11-29",776
"2010-11-30",623
"2010-12-01",206
