"date","power"
"2010-01-01",557
"2010-01-05",727
"2010-01-06",970
"2010-01-07",1013
"2010-01-08",912
"2010-01-09",1134
"2010-01-10",683
"2010-01-11",889
"2010-01-12",822
"2010-01-13",1045
"2010-01-14",1081
"2010-01-15",1139
"2010-01-16",1030
"2010-01-17",189
"2010-01-19",1085
"2010-01-20",746
"2010-01-21",794
"2010-01-22",767
"2010-01-23",705
"2010-01-24",711
"2010-01-25",670
"2010-01-26",170
"2010-01-27",1155
"2010-01-28",696
"2010-01-29",997
"2010-01-30",920
"2010-02-01",864
"2010-02-02",1090
"2010-02-03",945
"2010-02-04",945
"2010-02-05",1119
"2010-02-06",942
"2010-02-07",1353
"2010-02-08",1140
"2010-02-09",975
"2010-02-10",692
"2010-02-11",306
"2010-02-12",471
"2010-02-13",845
"2010-02-14",931
"2010-02-15",1271
"2010-02-16",876
"2010-02-17",960
"2010-02-18",1360
"2010-02-19",1130
"2010-02-20",1102
"2010-02-21",1047
"2010-02-22",982
"2010-02-23",662
"2010-02-24",708
"2010-02-25",716
"2010-02-26",1016
"2010-02-27",863
"2010-02-28",906
"2010-03-01",964
"2010-03-02",679
"2010-03-03",1127
"2010-03-04",720
"2010-03-05",1000
"2010-03-06",818
"2010-03-07",628
"2010-03-08",531
"2010-03-09",688
"2010-03-10",559
"2010-03-11",594
"2010-03-12",587
"2010-03-13",777
"2010-03-14",658
"2010-03-15",778
"2010-03-16",573
"2010-03-17",795
"2010-03-18",460
"2010-03-19",737
"2010-03-20",1141
"2010-03-21",890
"2010-03-22",788
"2010-03-25",913
"2010-03-26",676
"2010-03-27",725
"2010-03-29",689
"2010-03-30",742
"2010-03-31",653
"2010-04-01",292
"2010-04-02",525
"2010-04-03",541
"2010-04-04",902
"2010-04-05",728
"2010-04-06",616
"2010-04-07",442
"2010-04-08",628
"2010-04-09",601
"2010-04-10",689
"2010-04-11",584
"2010-04-13",596
"2010-04-14",397
"2010-04-15",496
"2010-04-16",757
"2010-04-17",613
"2010-04-18",532
"2010-04-19",779
"2010-04-20",655
"2010-04-21",774
"2010-04-22",558
"2010-04-23",719
"2010-04-24",782
"2010-04-25",619
"2010-04-26",583
"2010-04-27",625
"2010-04-28",617
"2010-04-29",601
"2010-04-30",776
"2010-05-01",590
"2010-05-02",688
"2010-05-03",556
"2010-05-04",566
"2010-05-06",638
"2010-05-07",592
"2010-05-08",675
"2010-05-09",577
"2010-05-10",565
"2010-05-11",457
"2010-05-12",527
"2010-05-13",544
"2010-05-14",458
"2010-05-15",611
"2010-05-16",785
"2010-05-17",588
"2010-05-18",721
"2010-05-19",578
