"date","power"
"2011-01-01",0
"2011-02-01",715
"2011-02-02",644
"2011-02-03",389
"2011-02-05",509
"2011-02-06",585
"2011-02-07",622
"2011-02-08",557
"2011-02-09",822
"2011-02-10",475
"2011-02-11",651
"2011-02-12",750
"2011-02-14",735
"2011-02-15",822
"2011-02-16",564
"2011-02-17",877
"2011-02-18",696
"2011-02-19",581
"2011-02-20",645
"2011-02-21",554
"2011-02-22",730
"2011-02-23",645
"2011-02-24",568
"2011-02-25",954
"2011-02-26",780
"2011-02-27",1131
"2011-02-28",772
"2011-03-01",677
"2011-03-02",476
"2011-03-04",571
"2011-03-05",593
"2011-03-06",541
"2011-03-07",453
"2011-03-08",622
"2011-03-09",1015
"2011-03-10",570
"2011-03-11",755
"2011-03-12",602
"2011-03-13",579
"2011-03-14",458
"2011-03-15",587
"2011-03-16",732
"2011-03-17",505
"2011-03-18",492
"2011-03-19",419
"2011-03-20",580
"2011-03-21",601
"2011-03-22",558
"2011-03-23",572
"2011-03-24",653
"2011-03-25",620
"2011-03-26",552
"2011-03-27",400
"2011-03-28",380
"2011-03-29",598
"2011-03-30",705
"2011-03-31",718
"2011-04-01",647
"2011-04-02",808
"2011-04-03",504
"2011-04-04",539
"2011-04-05",525
"2011-04-06",468
"2011-04-07",669
"2011-04-08",509
"2011-04-09",830
"2011-04-10",701
"2011-04-11",406
"2011-04-12",561
"2011-04-13",426
"2011-04-14",495
"2011-04-15",466
"2011-04-16",715
"2011-04-17",656
"2011-04-18",646
"2011-04-19",667
"2011-04-20",414
"2011-04-21",580
"2011-04-22",515
"2011-04-23",550
"2011-04-25",494
"2011-04-26",481
"2011-04-27",515
"2011-04-28",503
"2011-04-29",616
"2011-04-30",611
"2011-05-01",484
"2011-05-02",460
"2011-05-03",778
"2011-05-05",723
"2011-05-06",816
"2011-05-07",593
"2011-05-08",650
"2011-05-09",808
"2011-05-10",624
"2011-05-11",546
"2011-05-12",434
"2011-05-13",749
"2011-05-14",598
"2011-05-15",300
"2011-05-16",225
"2011-05-17",571
"2011-05-18",671
"2011-05-19",632
"2011-05-21",657
"2011-05-22",550
"2011-05-23",699
"2011-05-24",885
"2011-05-25",693
"2011-05-26",620
"2011-05-27",671
"2011-05-28",626
"2011-05-29",561
"2011-05-30",610
"2011-06-01",611
"2011-06-03",562
"2011-06-04",693
"2011-06-05",641
"2011-06-06",713
"2011-06-08",584
"2011-06-09",425
"2011-06-10",548
"2011-06-11",765
"2011-06-12",625
"2011-06-13",672
"2011-06-14",735
"2011-06-15",580
"2011-06-16",469
"2011-06-17",449
"2011-06-18",685
"2011-06-19",499
