"date","power"
"2015-08-08",876
"2015-08-09",916
"2015-08-10",573
"2015-08-11",592
"2015-08-12",609
"2015-08-13",517
"2015-08-14",636
"2015-08-15",681
"2015-08-16",496
"2015-08-17",582
"2015-08-18",814
"2015-08-19",873
"2015-08-20",500
"2015-08-21",288
"2015-08-22",554
"2015-08-23",784
"2015-08-24",659
"2015-08-25",797
"2015-08-26",572
"2015-08-27",392
"2015-08-28",600
"2015-08-29",559
"2015-08-30",762
"2015-08-31",587
"2015-09-01",725
"2015-09-02",526
"2015-09-03",488
"2015-09-04",532
"2015-09-05",518
"2015-09-06",553
"2015-09-07",602
"2015-09-08",746
"2015-09-09",740
"2015-09-10",715
"2015-09-11",466
"2015-09-12",462
"2015-09-13",500
"2015-09-14",560
"2015-09-15",599
"2015-09-16",667
"2015-09-17",547
"2015-09-18",485
"2015-09-19",567
"2015-09-20",614
"2015-09-21",531
"2015-09-22",601
"2015-09-23",495
"2015-09-24",744
"2015-09-25",706
"2015-09-26",559
"2015-09-27",527
"2015-09-28",801
"2015-09-29",718
"2015-09-30",535
"2015-10-01",545
"2015-10-05",759
"2015-10-06",741
"2015-10-07",586
"2015-10-08",227
"2015-10-09",594
"2015-10-10",512
"2015-10-11",654
"2015-10-12",624
"2015-10-13",650
"2015-10-14",603
"2015-10-15",622
"2015-10-16",568
"2015-10-17",556
"2015-10-20",566
"2015-10-21",669
"2015-10-22",657
"2015-10-23",582
"2015-10-24",552
"2015-10-25",462
"2015-10-26",612
"2015-10-27",528
"2015-10-28",710
"2015-10-29",784
"2015-10-30",571
"2015-10-31",720
"2015-11-01",793
"2015-11-02",695
"2015-11-03",700
"2015-11-04",622
"2015-11-05",577
"2015-11-06",682
"2015-11-07",547
"2015-11-08",429
"2015-11-09",518
"2015-11-10",466
"2015-11-11",545
"2015-11-12",723
"2015-11-13",723
"2015-11-14",635
"2015-11-15",551
"2015-11-16",498
"2015-11-17",532
"2015-11-18",753
"2015-11-19",659
"2015-11-20",553
"2015-11-21",787
"2015-11-22",571
"2015-11-23",575
"2015-11-24",510
"2015-11-25",433
"2015-11-26",531
"2015-11-27",706
"2015-11-28",650
"2015-11-30",547
"2015-12-01",558
"2015-12-02",672
"2015-12-03",682
"2015-12-04",470
"2015-12-05",513
"2015-12-06",748
"2015-12-07",765
"2015-12-08",670
"2015-12-09",717
"2015-12-10",739
"2015-12-11",664
"2015-12-12",656
"2015-12-13",643
"2015-12-14",554
"2015-12-15",572
"2015-12-16",533
"2015-12-17",775
"2015-12-18",458
"2015-12-22",441
"2015-12-23",821
"2015-12-24",964
"2015-12-25",613
"2015-12-26",583
"2015-12-27",582
"2015-12-28",672
"2015-12-29",724
"2015-12-30",431
"2015-12-31",602
