"date","power"
"2005-01-01",744
"2005-01-02",472
"2005-01-03",682
"2005-01-04",747
"2005-01-05",632
"2005-01-06",500
"2005-01-07",494
"2005-01-08",551
"2005-01-09",587
"2005-01-10",519
"2005-01-12",658
"2005-01-13",466
"2005-01-14",593
"2005-01-15",576
"2005-01-16",591
"2005-01-17",526
"2005-01-18",438
"2005-01-19",578
"2005-01-21",707
"2005-01-22",966
"2005-01-23",626
"2005-01-24",642
"2005-01-25",422
"2005-01-27",344
"2005-01-28",686
"2005-01-29",735
"2005-01-30",689
"2005-01-31",498
"2005-02-01",844
"2005-02-02",991
"2005-02-03",600
"2005-02-04",693
"2005-02-05",789
"2005-02-06",416
"2005-02-07",516
"2005-02-08",539
"2005-02-09",623
"2005-02-10",623
"2005-02-11",780
"2005-02-12",668
"2005-02-13",685
"2005-02-14",869
"2005-02-15",598
"2005-02-17",595
"2005-02-18",934
"2005-02-19",901
"2005-02-20",1223
"2005-02-21",524
"2005-02-22",397
"2005-02-23",727
"2005-02-24",613
"2005-02-25",586
"2005-02-26",699
"2005-02-27",737
"2005-02-28",1423
"2005-03-01",1044
"2005-03-02",1009
"2005-03-03",1150
"2005-03-04",1525
"2005-03-05",995
"2005-03-06",1268
"2005-03-07",874
"2005-03-08",825
"2005-03-09",1149
"2005-03-11",823
"2005-03-14",796
"2005-03-15",947
"2005-03-16",1069
"2005-03-17",1157
"2005-03-18",1136
"2005-03-19",1221
"2005-03-20",824
"2005-03-21",713
"2005-03-22",595
"2005-03-23",687
"2005-03-24",843
"2005-03-25",997
"2005-03-26",986
"2005-03-27",786
"2005-03-28",534
"2005-03-29",662
"2005-03-30",534
"2005-03-31",697
"2005-04-01",594
"2005-04-02",802
"2005-04-03",506
"2005-04-04",576
"2005-04-05",522
"2005-04-06",545
"2005-04-07",631
"2005-04-08",691
"2005-04-09",644
"2005-04-10",283
"2005-04-11",568
"2005-04-12",432
"2005-04-13",575
"2005-04-14",577
"2005-04-15",618
"2005-04-16",607
"2005-04-18",701
"2005-04-19",395
"2005-04-20",582
"2005-04-21",594
"2005-04-22",492
"2005-04-25",620
"2005-04-26",680
"2005-04-27",738
"2005-04-28",759
"2005-04-29",637
"2005-04-30",521
"2005-05-01",593
"2005-05-02",604
"2005-05-03",833
"2005-05-04",699
"2005-05-05",690
"2005-05-06",529
"2005-05-07",716
"2005-05-08",576
"2005-05-09",692
"2005-05-10",577
"2005-05-11",631
"2005-05-12",680
"2005-05-13",678
"2005-05-14",745
"2005-05-15",591
"2005-05-16",624
"2005-05-17",503
"2005-05-18",454
"2005-05-19",581
"2005-05-20",523
"2005-05-21",598
"2005-05-22",880
"2005-05-23",510
"2005-05-24",584
"2005-05-25",594
"2005-05-26",617
"2005-05-27",591
"2005-05-28",629
"2005-05-29",563
"2005-05-30",672
"2005-06-01",478
"2005-06-02",568
"2005-06-03",545
"2005-06-04",650
"2005-06-05",629
"2005-06-06",698
"2005-06-07",402
"2005-06-08",600
"2005-06-09",622
"2005-06-10",433
"2005-06-11",432
"2005-06-12",637
"2005-06-13",595
"2005-06-14",621
"2005-06-15",542
"2005-06-16",624
"2005-06-17",889
"2005-06-18",680
"2005-06-19",573
"2005-06-20",592
"2005-06-21",705
"2005-06-22",605
"2005-06-23",542
"2005-06-24",483
"2005-06-25",672
"2005-06-26",528
"2005-06-27",624
"2005-06-28",692
"2005-06-29",569
"2005-06-30",646
"2005-07-01",610
"2005-07-02",431
"2005-07-03",557
"2005-07-04",575
"2005-07-05",582
"2005-07-06",638
"2005-07-07",622
"2005-07-08",583
"2005-07-09",489
"2005-07-10",451
"2005-07-11",568
"2005-07-12",688
"2005-07-13",582
"2005-07-14",604
"2005-07-15",568
"2005-07-16",572
"2005-07-17",607
"2005-07-18",637
"2005-07-19",480
"2005-07-20",588
"2005-07-21",645
"2005-07-22",390
"2005-07-23",745
"2005-07-24",724
"2005-07-25",582
"2005-07-26",487
"2005-07-27",770
"2005-07-28",925
"2005-07-29",556
"2005-07-30",569
"2005-07-31",670
"2005-08-01",725
"2005-08-02",551
"2005-08-03",892
"2005-08-04",783
"2005-08-05",755
"2005-08-06",552
"2005-08-07",564
"2005-08-08",549
"2005-08-09",534
"2005-08-10",447
"2005-08-11",551
"2005-08-12",647
"2005-08-13",498
"2005-08-14",550
"2005-08-15",549
"2005-08-16",478
"2005-08-17",546
"2005-08-18",599
"2005-08-19",568
"2005-08-21",649
"2005-08-22",513
"2005-08-23",548
"2005-08-24",539
"2005-08-25",488
"2005-08-26",625
"2005-08-27",567
"2005-08-29",453
"2005-08-30",639
"2005-08-31",731
"2005-09-01",720
"2005-09-02",607
"2005-09-03",333
"2005-09-04",530
"2005-09-05",767
"2005-09-06",56
"2005-09-07",440
"2005-09-08",465
"2005-09-09",603
"2005-09-10",567
"2005-09-11",596
"2005-09-12",644
"2005-09-13",574
"2005-09-14",534
"2005-09-15",540
"2005-09-16",492
"2005-09-17",633
"2005-09-18",540
"2005-09-19",508
"2005-09-20",545
"2005-09-21",583
"2005-09-22",552
"2005-09-23",335
"2005-09-24",701
"2005-09-25",53
"2005-09-26",636
"2005-09-27",612
"2005-09-28",572
"2005-09-29",393
"2005-09-30",450
"2005-10-01",612
"2005-10-02",565
"2005-10-03",597
"2005-10-04",673
"2005-10-05",438
"2005-10-06",604
"2005-10-07",493
"2005-10-08",537
"2005-10-09",382
"2005-10-10",770
"2005-10-11",502
"2005-10-12",588
"2005-10-13",600
"2005-10-14",590
"2005-10-15",620
"2005-10-16",517
"2005-10-17",521
"2005-10-18",698
"2005-10-19",576
"2005-10-20",527
"2005-10-21",451
"2005-10-22",656
"2005-10-23",555
"2005-10-24",454
"2005-10-25",527
"2005-10-26",555
"2005-10-27",494
"2005-10-28",584
"2005-10-29",649
"2005-10-30",677
"2005-10-31",504
"2005-11-01",660
"2005-11-02",469
"2005-11-03",663
"2005-11-04",652
"2005-11-05",485
"2005-11-06",461
"2005-11-07",134
"2005-11-08",524
"2005-11-09",510
"2005-11-10",605
"2005-11-11",614
"2005-11-12",696
"2005-11-13",609
"2005-11-14",660
"2005-11-15",671
"2005-11-16",540
"2005-11-17",448
"2005-11-18",630
"2005-11-19",770
"2005-11-20",571
"2005-11-21",323
"2005-11-22",451
"2005-11-23",518
"2005-11-24",228
"2005-11-25",1037
"2005-11-26",759
"2005-11-27",468
"2005-11-28",443
"2005-11-29",546
"2005-11-30",547
"2005-12-01",524
"2005-12-02",703
"2005-12-04",523
"2005-12-05",457
"2005-12-06",620
"2005-12-07",368
"2005-12-08",845
"2005-12-09",1011
"2005-12-10",1303
"2005-12-11",883
"2005-12-12",1029
"2005-12-13",1094
"2005-12-14",917
"2005-12-15",805
"2005-12-16",516
"2005-12-17",671
"2005-12-18",560
"2005-12-19",642
"2005-12-20",581
"2005-12-21",857
"2005-12-22",1034
"2005-12-23",996
"2005-12-24",731
"2005-12-25",982
"2005-12-26",713
"2005-12-27",1012
"2005-12-28",588
"2005-12-29",610
"2005-12-30",573
"2005-12-31",454
