"date","power"
"2009-06-01",266
"2009-06-02",535
"2009-06-03",675
"2009-06-04",530
"2009-06-05",617
"2009-06-06",576
"2009-06-08",754
"2009-06-10",629
"2009-06-11",421
"2009-06-12",514
"2009-06-13",830
"2009-06-14",612
"2009-06-16",516
"2009-06-17",839
"2009-06-18",745
"2009-06-19",825
"2009-06-20",796
"2009-06-21",772
"2009-06-22",678
"2009-06-23",494
"2009-06-24",807
"2009-06-25",697
"2009-06-27",461
"2009-06-28",398
"2009-06-29",585
"2009-07-01",545
"2009-07-02",758
"2009-07-03",624
"2009-07-05",406
"2009-07-07",661
"2009-07-08",974
"2009-07-09",700
"2009-07-10",967
"2009-07-11",822
"2009-07-12",709
"2009-07-13",518
"2009-07-14",459
"2009-07-15",837
"2009-07-16",1020
"2009-07-17",706
"2009-07-18",595
"2009-07-19",608
"2009-07-21",636
"2009-07-22",671
"2009-07-23",915
"2009-07-24",762
"2009-07-25",914
"2009-07-26",590
"2009-07-27",778
"2009-07-28",714
"2009-07-29",810
"2009-07-30",752
"2009-07-31",791
"2009-08-01",574
"2009-08-02",710
"2009-08-03",547
"2009-08-04",575
"2009-08-05",719
"2009-08-06",664
"2009-08-07",980
"2009-08-08",907
"2009-08-09",725
"2009-08-12",608
"2009-08-13",521
"2009-08-14",605
"2009-08-15",707
"2009-08-16",653
"2009-08-18",800
"2009-08-19",732
"2009-08-20",620
"2009-08-21",564
"2009-08-22",566
"2009-08-23",787
"2009-08-24",598
"2009-08-25",619
"2009-08-26",656
"2009-08-27",567
"2009-08-28",433
"2009-08-29",574
"2009-08-30",625
"2009-08-31",680
"2009-09-01",562
"2009-09-02",725
"2009-09-03",743
"2009-09-04",527
"2009-09-05",573
"2009-09-06",787
"2009-09-07",750
"2009-09-08",547
"2009-09-09",777
"2009-09-10",653
"2009-09-11",690
"2009-09-12",597
"2009-09-13",679
"2009-09-14",573
"2009-09-15",587
"2009-09-16",635
"2009-09-17",547
"2009-09-18",548
"2009-09-19",674
"2009-09-20",822
"2009-09-21",658
"2009-09-22",672
"2009-09-23",725
"2009-09-24",650
"2009-09-25",723
"2009-09-26",626
"2009-09-27",554
"2009-09-28",602
"2009-09-29",604
"2009-09-30",732
"2009-10-01",333
"2009-10-02",636
"2009-10-03",631
"2009-10-04",686
"2009-10-05",742
"2009-10-06",717
"2009-10-07",584
"2009-10-08",554
"2009-10-09",582
"2009-10-10",494
"2009-10-11",557
"2009-10-12",240
"2009-10-13",647
"2009-10-14",442
"2009-10-15",699
"2009-10-16",385
"2009-10-17",545
"2009-10-18",546
"2009-10-19",614
"2009-10-20",617
"2009-10-21",689
"2009-10-22",653
"2009-10-23",532
"2009-10-24",472
"2009-10-25",547
"2009-10-26",571
"2009-10-27",410
"2009-10-28",524
"2009-10-29",562
"2009-10-30",645
"2009-10-31",620
"2009-11-01",115
"2009-11-02",536
"2009-11-03",609
"2009-11-04",621
"2009-11-05",521
"2009-11-06",644
"2009-11-08",574
"2009-11-09",404
"2009-11-10",434
"2009-11-11",453
"2009-11-12",420
"2009-11-13",666
"2009-11-14",633
"2009-11-15",699
"2009-11-16",710
"2009-11-17",516
"2009-11-18",442
"2009-11-19",464
"2009-11-20",522
"2009-11-21",524
"2009-11-22",607
"2009-11-23",582
"2009-11-24",565
"2009-11-25",445
"2009-11-26",542
"2009-11-27",488
"2009-11-28",627
"2009-11-29",586
"2009-11-30",653
