"date","power"
"2007-01-01",515
"2007-01-02",451
"2007-01-03",511
"2007-01-05",635
"2007-01-06",606
"2007-01-07",397
"2007-01-08",495
"2007-01-09",551
"2007-01-10",356
"2007-01-11",498
"2007-01-12",575
"2007-01-13",539
"2007-01-14",509
"2007-01-15",538
"2007-01-16",469
"2007-01-17",649
"2007-01-18",665
"2007-01-19",656
"2007-01-20",632
"2007-01-21",805
"2007-01-22",865
"2007-01-23",656
"2007-01-24",1026
"2007-01-25",916
"2007-01-26",882
"2007-01-27",814
"2007-01-28",970
"2007-01-29",1091
"2007-01-30",1019
"2007-01-31",670
"2007-02-01",767
"2007-02-02",785
"2007-02-03",1077
"2007-02-04",526
"2007-02-05",920
"2007-02-06",821
"2007-02-07",794
"2007-02-09",1014
"2007-02-11",736
"2007-02-12",704
"2007-02-13",949
"2007-02-14",738
"2007-02-15",698
"2007-02-16",861
"2007-02-17",876
"2007-02-18",975
"2007-02-19",520
"2007-02-20",683
"2007-02-21",569
"2007-02-22",588
"2007-02-23",640
"2007-02-24",735
"2007-02-25",695
"2007-02-26",634
"2007-02-27",694
"2007-02-28",877
"2007-03-01",667
"2007-03-02",525
"2007-03-03",737
"2007-03-04",603
"2007-03-05",569
"2007-03-06",472
"2007-03-07",745
"2007-03-08",688
"2007-03-09",847
"2007-03-10",946
"2007-03-11",644
"2007-03-12",632
"2007-03-13",553
"2007-03-14",654
"2007-03-15",664
"2007-03-16",677
"2007-03-17",732
"2007-03-18",807
"2007-03-19",483
"2007-03-20",515
"2007-03-21",475
"2007-03-22",535
"2007-03-23",503
"2007-03-24",623
"2007-03-25",640
"2007-03-26",645
"2007-03-27",283
"2007-03-28",637
"2007-03-29",520
"2007-03-30",597
"2007-03-31",567
"2007-04-01",746
"2007-04-02",803
"2007-04-03",724
"2007-04-04",656
"2007-04-05",773
"2007-04-06",522
"2007-04-07",558
"2007-04-08",816
"2007-04-09",788
"2007-04-10",873
"2007-04-11",826
"2007-04-12",859
"2007-04-13",839
"2007-04-14",456
"2007-04-15",548
"2007-04-16",512
"2007-04-17",480
"2007-04-18",499
"2007-04-19",427
"2007-04-20",117
"2007-04-21",301
"2007-04-22",477
"2007-04-23",343
"2007-04-24",660
"2007-04-25",669
"2007-04-26",618
"2007-04-27",603
"2007-04-28",749
"2007-04-29",667
"2007-04-30",557
"2007-05-01",512
"2007-05-02",417
"2007-05-03",661
"2007-05-04",633
"2007-05-06",92
"2007-05-07",756
"2007-05-08",668
"2007-05-09",818
"2007-05-11",459
"2007-05-12",730
"2007-05-13",391
"2007-05-14",612
"2007-05-15",537
"2007-05-16",503
"2007-05-17",1010
"2007-05-18",990
"2007-05-19",847
"2007-05-20",743
"2007-05-21",632
"2007-05-22",474
"2007-05-23",554
"2007-05-24",583
"2007-05-25",503
"2007-05-26",704
"2007-05-27",746
"2007-05-28",736
"2007-05-29",564
"2007-05-30",497
"2007-05-31",514
"2007-06-01",493
"2007-06-02",765
"2007-06-03",946
"2007-06-04",753
"2007-06-05",572
"2007-06-06",777
"2007-06-07",596
"2007-06-08",615
"2007-06-09",404
"2007-06-10",475
"2007-06-11",695
"2007-06-12",582
"2007-06-13",556
"2007-06-14",5
"2007-06-15",305
"2007-06-16",795
"2007-06-18",854
"2007-06-19",666
"2007-06-20",501
"2007-06-21",128
"2007-06-22",765
"2007-06-23",656
"2007-06-24",627
"2007-06-25",558
"2007-06-26",616
"2007-06-27",466
"2007-06-28",458
"2007-06-29",723
"2007-06-30",803
"2007-07-01",784
"2007-07-02",671
"2007-07-03",611
"2007-07-04",484
"2007-07-05",419
"2007-07-06",488
"2007-07-07",480
"2007-07-08",629
"2007-07-09",712
"2007-07-10",684
"2007-07-11",638
"2007-07-12",764
"2007-07-13",822
"2007-07-14",545
"2007-07-17",738
"2007-07-18",628
"2007-07-19",576
"2007-07-20",702
"2007-07-21",439
"2007-07-22",536
"2007-07-23",547
"2007-07-24",748
"2007-07-25",725
"2007-07-26",578
"2007-07-27",799
"2007-07-28",630
"2007-07-29",571
"2007-07-30",576
"2007-07-31",555
"2007-08-01",1029
"2007-08-02",940
"2007-08-03",851
"2007-08-04",580
"2007-08-05",586
"2007-08-06",787
"2007-08-07",545
"2007-08-08",662
"2007-08-09",736
"2007-08-10",647
"2007-08-11",747
"2007-08-12",671
"2007-08-13",575
"2007-08-14",605
"2007-08-15",525
"2007-08-16",591
"2007-08-17",556
"2007-08-18",647
"2007-08-19",663
"2007-08-20",634
"2007-08-21",626
"2007-08-22",525
"2007-08-23",613
"2007-08-24",697
"2007-08-25",676
"2007-08-26",600
"2007-08-27",603
"2007-08-28",480
"2007-08-29",673
"2007-08-30",637
"2007-08-31",594
"2007-09-01",498
"2007-09-02",569
"2007-09-03",505
"2007-09-04",489
"2007-09-05",718
"2007-09-06",597
"2007-09-07",585
"2007-09-08",515
"2007-09-09",561
"2007-09-10",538
"2007-09-11",675
"2007-09-12",571
"2007-09-13",439
"2007-09-14",585
"2007-09-15",702
"2007-09-16",583
"2007-09-17",551
"2007-09-18",613
"2007-09-19",553
"2007-09-20",622
"2007-09-21",477
"2007-09-22",577
"2007-09-23",676
"2007-09-24",622
"2007-09-25",517
"2007-09-26",654
"2007-09-27",536
"2007-09-28",558
"2007-09-29",419
"2007-09-30",650
"2007-10-01",581
"2007-10-02",492
"2007-10-03",559
"2007-10-04",555
"2007-10-05",633
"2007-10-06",506
"2007-10-07",744
"2007-10-08",536
"2007-10-09",647
"2007-10-10",672
"2007-10-11",564
"2007-10-12",687
"2007-10-13",647
"2007-10-14",568
"2007-10-15",522
"2007-10-16",732
"2007-10-17",611
"2007-10-18",529
"2007-10-19",604
"2007-10-20",481
"2007-10-21",488
"2007-10-22",620
"2007-10-23",448
"2007-10-24",514
"2007-10-25",517
"2007-10-26",615
"2007-10-27",424
"2007-10-28",585
"2007-10-29",649
"2007-10-30",718
"2007-10-31",563
"2007-11-01",462
"2007-11-02",733
"2007-11-03",715
"2007-11-04",585
"2007-11-05",438
"2007-11-06",440
"2007-11-07",556
"2007-11-08",309
"2007-11-09",592
"2007-11-10",559
"2007-11-11",690
"2007-11-12",914
"2007-11-13",752
"2007-11-14",755
"2007-11-15",776
"2007-11-16",617
"2007-11-17",524
"2007-11-18",706
"2007-11-19",590
"2007-11-21",722
"2007-11-22",637
"2007-11-23",659
"2007-11-24",843
"2007-11-25",737
"2007-11-26",680
"2007-11-27",616
"2007-11-28",448
"2007-11-29",516
"2007-11-30",573
"2007-12-01",519
"2007-12-02",572
"2007-12-03",635
"2007-12-04",415
