"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2011","AQS","720130001","1","1.14","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"01/09/2011","AQS","720130001","1","0.46","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"01/15/2011","AQS","720130001","1","0.08","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"01/21/2011","AQS","720130001","1","0.26","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"01/27/2011","AQS","720130001","1","0.14","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"02/02/2011","AQS","720130001","1","0.3","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"02/26/2011","AQS","720130001","1","0.3","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"03/04/2011","AQS","720130001","1","0.18","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"03/10/2011","AQS","720130001","1","0.15","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"03/16/2011","AQS","720130001","1","0.33","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"03/22/2011","AQS","720130001","1","0.42","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"03/28/2011","AQS","720130001","1","0.07","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"04/03/2011","AQS","720130001","1","0.07","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"04/09/2011","AQS","720130001","1","0.19","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"04/15/2011","AQS","720130001","1","0.08","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"04/21/2011","AQS","720130001","1","0.23","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"04/27/2011","AQS","720130001","1","0.69","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"05/03/2011","AQS","720130001","1","0.33","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"05/09/2011","AQS","720130001","1","0.08","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"05/15/2011","AQS","720130001","1","0.14","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"05/21/2011","AQS","720130001","1","0.11","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"05/27/2011","AQS","720130001","1","0.23","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"06/02/2011","AQS","720130001","1","0.25","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"06/08/2011","AQS","720130001","1","0.07","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"06/14/2011","AQS","720130001","1","0.13","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"06/20/2011","AQS","720130001","1","0.44","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
"06/26/2011","AQS","720130001","1","0.08","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","11640","Arecibo, PR","72","Puerto Rico","013","Arecibo","18.4570390713913","-66.6966925652342"
