"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/1989","AQS","720540001","1","0.03","ppm","28","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/02/1989","AQS","720540001","1","0.029","ppm","27","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/03/1989","AQS","720540001","1","0.033","ppm","31","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/04/1989","AQS","720540001","1","0.047","ppm","44","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/05/1989","AQS","720540001","1","0.029","ppm","27","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/06/1989","AQS","720540001","1","0.024","ppm","22","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/07/1989","AQS","720540001","1","0.02","ppm","19","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/08/1989","AQS","720540001","1","0.023","ppm","21","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/09/1989","AQS","720540001","1","0.029","ppm","27","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/10/1989","AQS","720540001","1","0.027","ppm","25","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/11/1989","AQS","720540001","1","0.028","ppm","26","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"01/12/1989","AQS","720540001","1","0.027","ppm","25","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
