"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/05/1986","AQS","720540001","1","0.029","ppm","27","","14","82.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/06/1986","AQS","720540001","1","0.035","ppm","32","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/07/1986","AQS","720540001","1","0.04","ppm","37","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/08/1986","AQS","720540001","1","0.036","ppm","33","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/09/1986","AQS","720540001","1","0.03","ppm","28","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/10/1986","AQS","720540001","1","0.033","ppm","31","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/11/1986","AQS","720540001","1","0.029","ppm","27","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/12/1986","AQS","720540001","1","0.031","ppm","29","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/13/1986","AQS","720540001","1","0.034","ppm","31","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/14/1986","AQS","720540001","1","0.034","ppm","31","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/15/1986","AQS","720540001","1","0.034","ppm","31","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/16/1986","AQS","720540001","1","0.031","ppm","29","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/17/1986","AQS","720540001","1","0.022","ppm","20","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
"02/18/1986","AQS","720540001","1","0.036","ppm","33","","17","100.0000","44201","Ozone","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","054","Florida","18.385782112","-66.549338667"
