"date","isal","cape"
"2007-01-01",-175.9,706.02
"2007-01-02",-154.6,81.7
"2007-01-03",-179.55,103.81
"2007-01-05",-220.63,0.4
"2007-01-06",-198.83,81.69
"2007-01-07",-144.88,140.19
"2007-01-08",-156.38,0
"2007-01-09",-179.31,84.17
"2007-01-10",-119.52,132.12
"2007-01-11",-162.82,898.78
"2007-01-12",-198.59,288.27
"2007-01-13",-189.57,612.34
"2007-01-14",-179.85,442.9
"2007-01-15",-172.07,14.09
"2007-01-16",-148,83.82
"2007-01-17",-212.12,0
"2007-01-18",-233.98,178.52
"2007-01-19",-213.73,10.82
"2007-01-20",-209.26,3.07
"2007-01-21",-265.46,0.69
"2007-01-22",-302.56,0
"2007-01-23",-258.18,0
"2007-01-24",-333.77,0
"2007-01-25",-299.54,4.12
"2007-01-26",-293.77,0
"2007-01-27",-290.07,0
"2007-01-28",-330.16,38.36
"2007-01-29",-362.3,0
"2007-01-30",-353.17,1.86
"2007-01-31",-232.3,251.57
"2007-02-01",-264.22,5.02
"2007-02-02",-278.21,45.96
"2007-02-03",-355.35,2.43
"2007-02-04",-167.64,128.7
"2007-02-05",-343.21,105.22
"2007-02-06",-284.77,47.72
"2007-02-07",-263.64,0
"2007-02-09",-355.16,604.22
"2007-02-11",-241.96,140.97
"2007-02-12",-241.76,59.53
"2007-02-13",-332.06,6.91
"2007-02-14",-241.36,0
"2007-02-15",-238.96,17.52
"2007-02-16",-300.46,0
"2007-02-17",-294.64,0
"2007-02-18",-352.07,0
"2007-02-19",-166.69,31.93
"2007-02-20",-212.69,0
"2007-02-21",-204.79,12.63
"2007-02-22",-212.8,7.48
"2007-02-23",-206.61,199.84
"2007-02-24",-269.23,18.01
"2007-02-25",-228.73,53.35
"2007-02-26",-206.75,31.34
"2007-02-27",-233.98,0
"2007-02-28",-295,22.62
"2007-03-01",-217.11,155.29
"2007-03-02",-174.39,1220.25
"2007-03-03",-228.41,26.14
"2007-03-04",-207.29,66.13
"2007-03-05",-208.74,15.43
"2007-03-06",-163.13,0
"2007-03-07",-241.39,318.72
"2007-03-08",-253.46,60.75
"2007-03-09",-275.54,229.65
"2007-03-10",-309.54,99.1
"2007-03-11",-211.56,31.08
"2007-03-12",-223.85,327.07
"2007-03-13",-198.96,95.55
"2007-03-14",-222,0
"2007-03-15",-249.16,236.15
"2007-03-16",-228.68,491.04
"2007-03-17",-245.75,0
"2007-03-18",-266.15,157.95
"2007-03-19",-167.39,60.06
"2007-03-20",-187.77,85.1
"2007-03-21",-164.87,122.18
"2007-03-22",-180.42,53.17
"2007-03-23",-183.36,0
"2007-03-24",-232.73,0
"2007-03-25",-228.17,173.68
"2007-03-26",-219.1,0.02
"2007-03-27",-96.1,830.26
"2007-03-28",-219.61,792.41
"2007-03-29",-184.22,6.02
"2007-03-30",-190.03,35
"2007-03-31",-203.4,48
"2007-04-01",-268.02,3.25
"2007-04-02",-289.78,15.95
"2007-04-03",-256.69,0
"2007-04-04",-234.69,1.41
"2007-04-05",-264.26,1.41
"2007-04-06",-187.47,71.52
"2007-04-07",-185.67,84.51
"2007-04-08",-266.8,0
"2007-04-09",-259.06,0
"2007-04-10",-313.14,0
"2007-04-11",-264.49,30.48
"2007-04-12",-296.98,93.64
"2007-04-13",-259.67,0
"2007-04-14",-146.86,114.74
"2007-04-15",-190.22,0
"2007-04-16",-171.63,298.74
"2007-04-17",-169.3,0
"2007-04-18",-152.64,0
