"date","isal","cape"
"2015-06-01",4.41,1058.52
"2015-06-02",-310.94,482.53
"2015-06-03",-322.87,830.03
"2015-06-04",-281.47,1148.22
"2015-06-05",-316.58,426.9
"2015-06-06",-305.47,538.99
"2015-06-07",-258.52,637.89
"2015-06-09",-328.58,230.95
"2015-06-10",-263.69,334.77
"2015-06-11",-201.56,47.63
"2015-06-12",-230.62,331.72
"2015-06-13",-233.59,710.39
"2015-06-14",-274.52,551.43
"2015-06-15",-111.26,489.86
"2015-06-17",-214.69,3192.14
"2015-06-18",-255.22,1952.36
"2015-06-19",-172.77,387.14
"2015-06-20",-246.58,818.38
"2015-06-23",-182.31,1828.62
"2015-06-24",-190.65,720.11
"2015-06-25",-300,363.79
"2015-06-26",-265.87,0
"2015-06-27",-78.72,1122.64
"2015-06-28",-324.41,363.48
"2015-06-29",-247.55,1169.61
"2015-06-30",-191.18,378.67
"2015-07-01",-123.65,815.85
"2015-07-02",-226.45,367.74
"2015-07-03",-283.64,247.45
"2015-07-04",-344.76,749.06
"2015-07-05",-364.89,215.78
"2015-07-06",-380.65,689.13
"2015-07-08",-378.28,1191.42
"2015-07-10",-214.2,1072.27
"2015-07-11",-259.2,598.11
"2015-07-12",-226.03,183.46
"2015-07-13",-138.8,305.79
"2015-07-14",-150.67,695.17
"2015-07-16",-217.64,1718.88
"2015-07-17",-286.38,1085.76
"2015-07-18",-201.83,288.34
"2015-07-19",-156.85,18.21
"2015-07-20",-272.65,257.2
"2015-07-21",-255.22,1428.32
"2015-07-22",-238.23,1530.21
"2015-07-23",-252.23,2033.89
"2015-07-24",-256.11,1245.14
"2015-07-25",-190.38,638.3
"2015-07-26",-246.2,658.79
"2015-08-01",-136.92,960.59
"2015-08-02",-174.97,752.65
"2015-08-03",-291.7,1903.35
"2015-08-04",-351.15,559.76
"2015-08-05",-217.53,65.35
"2015-08-06",-222.23,0
"2015-08-07",-226.24,579.07
"2015-08-08",-204.73,1704.2
"2015-08-09",-310.84,642.59
"2015-08-10",-243.07,1036.91
"2015-08-11",-185.04,1079.21
"2015-08-12",-288.51,730.92
"2015-08-13",-179.88,212.36
"2015-08-14",-169.33,418.86
"2015-08-15",-199.66,1393.81
"2015-08-16",-223.23,332.88
"2015-08-17",-195.7,526.17
"2015-08-18",-222.56,816.94
"2015-08-19",-283.75,550.77
"2015-08-20",-313.03,840.42
"2015-08-21",-218.56,1581.33
"2015-08-23",-212.63,214.07
"2015-08-24",-213.24,1322.02
"2015-08-25",-198.39,1369.48
"2015-08-26",-190.17,1444.89
"2015-08-27",-174.56,2083.08
"2015-08-28",-129.05,3207.5
"2015-08-29",-247.62,1019.79
"2015-08-30",-203.75,3873.78
"2015-08-31",-220.53,969.48
"2015-09-01",0,2097.89
"2015-09-02",-148.81,2774.5
"2015-09-03",-147,1579.8
"2015-09-04",-204.61,1722.68
"2015-09-05",-205.26,1660.66
"2015-09-07",-174.45,0.17
"2015-09-08",-162.03,0
"2015-09-09",-228.85,222.7
"2015-09-10",-249.22,1133.2
"2015-09-11",-213.75,1523.19
"2015-09-12",-248.54,1274.97
"2015-09-13",-194.9,2031.88
"2015-09-14",-134.26,66.54
"2015-09-15",-239.29,1085.19
"2015-09-16",-179.7,1093.94
"2015-09-17",-185.64,2073.04
"2015-09-18",-171.48,361.3
"2015-09-19",-174.16,1681.15
"2015-09-20",-180.6,0
"2015-09-21",-179.4,376.51
"2015-09-22",-145.52,0
"2015-09-23",-163.35,1004.06
"2015-09-24",-198.52,1202.74
"2015-09-25",-193.83,0
"2015-09-26",-209.47,2082.45
"2015-09-27",-236.53,465.83
"2015-09-28",-66.62,307.61
"2015-09-29",-237.13,1825.89
"2015-09-30",-217.03,1465.15
"2015-10-01",-66.01,1541.08
"2015-10-02",-174.21,2893.52
"2015-10-06",-207.07,805
"2015-10-07",-194.39,1034.74
"2015-10-08",-209.88,879.31
"2015-10-09",-119.22,3799.11
"2015-10-10",-132.18,1559.39
"2015-10-11",-185.72,1684.28
"2015-10-12",-171.35,652.75
"2015-10-14",-184.37,292.98
"2015-10-15",-238.16,2180.28
"2015-10-16",-165.62,237.82
"2015-10-17",-156.09,1260.34
"2015-10-18",-149.18,2011.16
"2015-10-20",-176.51,2770.56
"2015-10-21",-226.39,1615.19
"2015-10-22",-224.14,692.75
"2015-10-23",-208.39,1922.16
"2015-10-24",-197.14,1724.29
"2015-10-25",-184.34,136.29
"2015-10-26",-204.02,758.54
"2015-10-27",-184.14,202.38
"2015-10-28",-213.84,1667.66
"2015-10-29",-249.46,0
"2015-10-30",-175.65,1505.33
"2015-10-31",-187.65,987.72
"2015-11-01",-71.33,1784.02
"2015-11-02",-231.68,399.14
"2015-11-03",-167.45,125.03
"2015-11-04",-202.38,1712.97
"2015-11-05",-210.45,1416.85
"2015-11-06",-208.08,1139.79
"2015-11-07",-131.26,181.13
"2015-11-08",-165.4,404.39
"2015-11-09",-182.17,2081.98
"2015-11-10",-151.75,715.17
"2015-11-11",-217.84,46.74
"2015-11-12",-221.83,0
"2015-11-13",-181.78,528.62
"2015-11-14",-253.47,382.78
"2015-11-15",-159.54,10.4
"2015-11-16",-238.67,108.79
"2015-11-17",-207.49,176.55
"2015-11-18",-163.98,1613.85
"2015-11-19",-186.96,7.33
"2015-11-20",-206.43,159.37
"2015-11-21",-204.1,0
"2015-11-22",-280.39,0
"2015-11-23",-241.5,53.77
"2015-11-24",-206.23,991.46
"2015-11-25",-161.86,1306.68
"2015-11-27",-207.84,1360
"2015-11-28",-213.87,1679.65
