"date","power"
"2006-01-01",611
"2006-01-02",714
"2006-01-03",832
"2006-01-04",749
"2006-01-05",546
"2006-01-06",621
"2006-01-07",607
"2006-01-08",671
"2006-01-09",715
"2006-01-10",524
"2006-01-11",472
"2006-01-12",674
"2006-01-13",674
"2006-01-14",742
"2006-01-15",605
"2006-01-16",468
"2006-01-17",570
"2006-01-18",575
"2006-01-19",335
"2006-01-20",164
"2006-01-21",595
"2006-01-22",610
"2006-01-23",709
"2006-01-24",810
"2006-01-25",800
"2006-01-26",834
"2006-01-27",821
"2006-01-28",985
"2006-01-29",494
"2006-01-30",456
"2006-01-31",508
"2006-02-01",653
"2006-02-02",804
"2006-02-03",725
"2006-02-04",1265
"2006-02-05",786
"2006-02-06",787
"2006-02-07",692
"2006-02-08",760
"2006-02-09",722
"2006-02-10",714
"2006-02-11",709
"2006-02-12",767
"2006-02-13",889
"2006-02-14",971
"2006-02-15",872
"2006-02-16",638
"2006-02-17",760
"2006-02-18",589
"2006-02-19",458
"2006-02-20",720
"2006-02-21",562
"2006-02-22",638
"2006-02-23",1032
"2006-02-24",837
"2006-02-25",917
"2006-02-26",1000
"2006-02-27",1127
"2006-02-28",952
"2006-03-01",585
"2006-03-02",968
"2006-03-03",808
"2006-03-04",680
"2006-03-05",344
"2006-03-06",654
"2006-03-07",723
"2006-03-09",552
"2006-03-10",587
"2006-03-11",527
"2006-03-12",562
"2006-03-13",685
"2006-03-14",473
"2006-03-15",572
"2006-03-16",679
"2006-03-17",656
"2006-03-18",676
"2006-03-19",700
"2006-03-21",294
"2006-03-22",774
"2006-03-23",713
"2006-03-24",589
"2006-03-25",674
"2006-03-26",553
"2006-03-30",748
"2006-03-31",604
"2006-04-01",114
"2006-04-02",550
"2006-04-03",511
"2006-04-04",534
"2006-04-06",485
"2006-04-07",469
"2006-04-09",565
"2006-04-10",644
"2006-04-11",638
"2006-04-12",658
"2006-04-13",602
"2006-04-14",693
"2006-04-15",662
"2006-04-16",619
"2006-04-17",651
"2006-04-18",603
"2006-04-19",701
"2006-04-20",401
"2006-04-21",301
"2006-04-22",546
"2006-04-23",625
"2006-04-24",718
"2006-04-25",824
