"date","isal","cape"
"2015-01-01",-123.34,2677.47
"2015-01-03",-196.17,691.17
"2015-01-04",-212.59,278.46
"2015-01-05",-195.89,914.01
"2015-01-06",-164.81,864.18
"2015-01-07",-164.43,111.49
"2015-01-08",-140.93,89.03
"2015-01-09",-136.53,661.79
"2015-01-10",-148.77,768.15
"2015-01-11",-273.97,818.73
"2015-01-12",-204.16,1038.72
"2015-01-13",-218.91,788.17
"2015-01-14",-185.55,1327.53
"2015-01-15",-216.25,1613.44
"2015-01-16",-235.11,459.05
"2015-01-17",-153.44,674.75
"2015-01-18",-215.53,54.86
"2015-01-19",-242.26,0
"2015-01-20",-245.64,393.32
"2015-01-21",-204.04,611.4
"2015-01-22",-202.89,1730.73
"2015-01-24",-181.28,1469.86
"2015-01-27",-281.51,373.04
"2015-01-28",-219.09,820.85
"2015-01-29",-204.83,483.12
"2015-01-30",-259.57,224.48
"2015-02-02",-215.43,690.75
"2015-02-03",-198.22,924.18
"2015-02-04",-149.55,1226.39
"2015-02-05",-200.77,1289.15
"2015-02-06",-308.55,525.93
"2015-02-09",-230.8,547.18
"2015-02-10",-242.29,1253.82
"2015-02-11",-243.44,727.99
"2015-02-12",-171.5,836.73
"2015-02-13",-199.81,1280.07
"2015-02-14",-138.45,495.66
"2015-02-15",-219.11,111.49
"2015-02-16",-288.23,219.73
"2015-02-18",-222.12,326.73
"2015-02-20",-169.57,282.1
"2015-02-21",-167.11,63.51
"2015-02-22",-183.25,333.8
"2015-02-23",-173.5,348.14
"2015-02-24",-261.11,166.04
"2015-02-25",-152.12,354.87
"2015-02-26",-192.19,76.21
"2015-02-27",-245.61,193.18
"2015-02-28",-265.26,27.82
"2015-03-01",-264.55,0.69
"2015-03-02",-168.86,796.94
"2015-03-03",-181.72,1373.89
"2015-03-04",-206.54,183.8
"2015-03-05",-269,577.43
"2015-03-07",-298.85,28.58
"2015-03-08",-208.21,37.15
"2015-03-09",-137.14,486.2
"2015-03-10",-160.96,53.76
"2015-03-11",-241.26,23.37
"2015-03-12",-182.27,337.78
"2015-03-14",-219.37,308.88
"2015-03-15",-253.18,55.12
"2015-03-16",-248.96,368.58
"2015-03-17",-191.12,676.4
"2015-03-18",-212.38,546.17
"2015-03-19",-187.81,125.21
"2015-03-21",-222.17,1220.36
"2015-03-22",-166.95,868.69
"2015-03-23",-240.79,202.49
"2015-03-24",-249.7,69.11
"2015-03-25",-256.67,169.92
"2015-03-26",-295.55,41.3
"2015-03-27",-314.41,0.25
"2015-03-28",-259.01,2.31
"2015-03-29",-322.89,77.2
"2015-03-30",-288,74.2
"2015-03-31",-261.31,5.44
"2015-04-01",-162.33,7.22
