"date","isal","cape"
"2009-06-01",-86.98,458.2
"2009-06-02",-194.98,1356.22
"2009-06-03",-238.27,1683.39
"2009-06-04",-185.74,722.71
"2009-06-05",-219.26,139.39
"2009-06-06",-191.13,422.33
"2009-06-08",-250.46,1867.02
"2009-06-10",-218.56,763.15
"2009-06-11",-139.21,375.82
"2009-06-12",-189.76,705.29
"2009-06-13",-257.32,559.92
"2009-06-14",-203.11,540
"2009-06-16",-179.97,1430.73
"2009-06-17",-286.88,994.22
"2009-06-18",-251.87,735.77
"2009-06-19",-279.69,248.32
"2009-06-20",-259.38,517.58
"2009-06-21",-259.08,820.63
"2009-06-22",-227.03,602.06
"2009-06-23",-179.94,412
"2009-06-24",-282.67,312.05
"2009-06-25",-228.32,1471.31
"2009-06-27",-138.89,2154.48
"2009-06-28",-129.91,1098.1
"2009-06-29",-201.43,1278.27
"2009-07-01",-175.08,657.45
"2009-07-02",-239.66,1077.99
"2009-07-03",-186.04,2218.12
"2009-07-05",-132.44,1811.72
"2009-07-07",-211.56,2004.32
"2009-07-08",-316.47,2154.47
"2009-07-09",-220.04,1178.64
"2009-07-10",-297.54,512.11
"2009-07-11",-254.66,1883.64
"2009-07-12",-226.98,507.96
"2009-07-13",-169.3,883.41
"2009-07-14",-169.34,1159.56
"2009-07-15",-268.63,1329.09
"2009-07-16",-323.25,1698.8
"2009-07-17",-235.51,1244.06
"2009-07-18",-191.13,1002.71
"2009-07-19",-203.04,0.05
"2009-07-21",-225.69,2205.12
"2009-07-22",-217.26,1293.54
"2009-07-23",-287.62,1582.48
"2009-07-24",-245.11,1291.57
"2009-07-25",-290.4,325.62
"2009-07-26",-201.85,618.64
"2009-07-27",-263.54,740.93
"2009-07-28",-226.69,1893.05
"2009-07-29",-225.84,1012.67
"2009-07-30",-257.08,818.38
"2009-07-31",-258.87,1241.26
"2009-08-01",-175.44,834.35
"2009-08-02",-221.57,596.87
"2009-08-03",-180.6,623.02
"2009-08-04",-188.52,651.15
"2009-08-05",-252.58,161.43
"2009-08-06",-231.77,1127.52
"2009-08-07",-309.11,696.86
"2009-08-08",-290.31,380.75
"2009-08-09",-236.22,875.85
"2009-08-12",-205.5,2151.36
"2009-08-13",-164.01,2521.37
"2009-08-14",-207.67,617.31
"2009-08-15",-213.25,42.43
"2009-08-16",-211.88,238.02
"2009-08-18",-242.79,829.74
"2009-08-19",-220.47,563.27
"2009-08-20",-213.62,267.86
"2009-08-21",-170.89,1180.79
"2009-08-22",-197.65,520.95
"2009-08-23",-244.24,607.39
"2009-08-24",-198.64,1631.09
"2009-08-25",-217.2,1480.76
"2009-08-26",-239.26,1398.03
"2009-08-27",-192.34,1135.38
"2009-08-28",-142.93,897.3
"2009-08-29",-177.81,531
"2009-08-30",-210.05,210.43
"2009-08-31",-238,2024.54
"2009-09-01",-165.7,1321.3
"2009-09-02",-241.65,1195.05
"2009-09-03",-237.46,2247.98
"2009-09-04",-181.16,648.54
"2009-09-05",-203.27,1361.24
"2009-09-06",-247.41,1643.8
"2009-09-07",-210.49,760.22
"2009-09-08",-180.28,1504.26
"2009-09-09",-219.14,1357.79
"2009-09-10",-223.53,1342.8
"2009-09-11",-219.69,23.68
"2009-09-12",-219.12,322.55
"2009-09-13",-221,772.69
"2009-09-14",-200.72,0
"2009-09-15",-186.69,979.59
"2009-09-16",-224.26,1469.18
"2009-09-17",-181.38,1459.31
"2009-09-18",-186.29,909.02
"2009-09-19",-210.83,2879.46
