"date","power"
"2008-01-03",901
"2008-01-04",738
"2008-01-05",492
"2008-01-06",715
"2008-01-07",488
"2008-01-08",629
"2008-01-09",495
"2008-01-10",540
"2008-01-11",362
"2008-01-12",536
"2008-01-13",497
"2008-01-14",586
"2008-01-15",504
"2008-01-16",422
"2008-01-17",576
"2008-01-18",481
"2008-01-19",661
"2008-01-20",679
"2008-01-21",428
"2008-01-22",393
"2008-01-23",528
"2008-01-25",613
"2008-01-26",759
"2008-01-27",725
"2008-01-28",883
"2008-01-29",613
"2008-01-30",609
"2008-01-31",946
"2008-02-01",395
"2008-02-03",555
"2008-02-04",510
"2008-02-05",548
"2008-02-06",694
"2008-02-07",565
"2008-02-08",558
"2008-02-09",619
"2008-02-10",608
"2008-02-11",345
"2008-02-12",459
"2008-02-13",462
"2008-02-14",500
"2008-02-15",639
"2008-02-16",865
"2008-02-17",667
"2008-02-18",516
"2008-02-19",334
"2008-02-20",503
"2008-02-21",532
"2008-02-22",979
"2008-02-23",956
"2008-02-24",773
"2008-02-25",517
"2008-02-26",903
"2008-02-27",940
"2008-02-28",1125
"2008-03-01",878
"2008-03-02",784
"2008-03-03",667
"2008-03-04",633
"2008-03-05",609
"2008-03-06",594
"2008-03-07",626
"2008-03-08",566
"2008-03-09",383
"2008-03-10",364
"2008-03-11",545
"2008-03-13",812
"2008-03-14",576
"2008-03-16",564
"2008-03-17",983
"2008-03-18",571
"2008-03-19",596
"2008-03-20",518
"2008-03-21",568
"2008-03-22",735
"2008-03-23",633
"2008-03-24",785
"2008-03-25",616
"2008-03-26",643
"2008-03-27",482
"2008-03-28",348
"2008-03-30",635
"2008-03-31",582
"2008-04-01",656
"2008-04-02",457
"2008-04-03",486
"2008-04-04",500
"2008-04-05",708
"2008-04-06",553
"2008-04-07",945
"2008-04-08",812
"2008-04-09",671
"2008-04-10",774
"2008-04-11",675
"2008-04-12",649
"2008-04-13",618
"2008-04-14",462
"2008-04-15",819
"2008-04-16",944
"2008-04-17",641
"2008-04-18",785
"2008-04-19",656
"2008-04-20",573
"2008-04-21",792
"2008-04-22",569
"2008-04-23",646
"2008-04-24",1181
"2008-04-25",856
"2008-04-26",581
"2008-04-27",644
"2008-04-28",729
"2008-04-29",767
"2008-04-30",780
"2008-05-01",541
"2008-05-02",807
"2008-05-03",698
"2008-05-04",426
"2008-05-05",481
"2008-05-06",689
"2008-05-07",617
"2008-05-08",759
"2008-05-09",867
"2008-05-10",870
"2008-05-11",745
"2008-05-12",874
"2008-05-13",867
"2008-05-14",823
"2008-05-16",861
"2008-05-17",857
"2008-05-18",569
"2008-05-19",735
"2008-05-20",788
"2008-05-21",530
"2008-05-22",520
"2008-05-23",1402
"2008-05-24",489
"2008-05-25",570
"2008-05-26",414
"2008-05-27",494
"2008-05-28",529
"2008-05-29",699
"2008-05-30",627
"2008-05-31",383
"2008-06-01",552
"2008-06-02",660
"2008-06-03",589
"2008-06-04",624
"2008-06-06",599
"2008-06-07",669
"2008-06-08",675
"2008-06-09",662
"2008-06-11",618
"2008-06-12",727
"2008-06-13",578
"2008-06-14",648
"2008-06-15",389
"2008-06-16",697
"2008-06-17",818
"2008-06-18",763
"2008-06-19",659
"2008-06-21",621
"2008-06-22",632
"2008-06-23",514
"2008-06-24",923
"2008-06-25",1247
"2008-06-26",796
"2008-06-27",709
"2008-06-28",584
"2008-06-29",932
"2008-06-30",1008
"2008-07-01",588
"2008-07-02",752
"2008-07-03",437
"2008-07-04",531
"2008-07-05",709
"2008-07-06",643
"2008-07-07",489
"2008-07-08",659
"2008-07-09",743
"2008-07-10",773
"2008-07-11",1092
"2008-07-12",919
"2008-07-13",913
"2008-07-14",626
"2008-07-15",609
"2008-07-16",781
"2008-07-17",596
"2008-07-18",590
"2008-07-19",664
"2008-07-20",664
"2008-07-21",865
"2008-07-22",679
"2008-07-23",507
"2008-07-24",515
"2008-07-25",649
"2008-07-26",553
"2008-07-27",909
"2008-07-28",725
"2008-07-29",703
"2008-07-30",817
"2008-07-31",445
"2008-08-01",703
"2008-08-02",1
"2008-08-03",619
"2008-08-04",527
"2008-08-05",627
"2008-08-06",767
"2008-08-07",942
"2008-08-08",654
"2008-08-09",513
"2008-08-10",659
"2008-08-11",820
"2008-08-12",502
"2008-08-13",649
"2008-08-14",657
"2008-08-15",746
"2008-08-16",847
"2008-08-17",738
"2008-08-18",349
"2008-08-19",629
"2008-08-20",520
"2008-08-21",464
"2008-08-22",576
"2008-08-23",762
"2008-08-24",698
"2008-08-25",620
"2008-08-26",517
"2008-08-27",545
"2008-08-28",484
"2008-08-29",339
"2008-08-30",610
"2008-08-31",550
"2008-09-01",487
"2008-09-02",648
"2008-09-03",401
"2008-09-04",389
"2008-09-05",329
"2008-09-06",569
"2008-09-07",425
"2008-09-08",491
"2008-09-09",597
"2008-09-10",796
"2008-09-11",639
"2008-09-12",617
"2008-09-13",638
"2008-09-14",637
"2008-09-15",494
"2008-09-16",567
"2008-09-17",537
"2008-09-18",535
"2008-09-19",506
"2008-09-20",442
"2008-09-21",607
"2008-09-22",644
"2008-09-23",536
"2008-09-24",596
