"date","power"
"2008-09-25",574
"2008-09-26",561
"2008-09-27",639
"2008-09-29",509
"2008-09-30",587
"2008-10-01",544
"2008-10-02",584
"2008-10-03",565
"2008-10-04",640
"2008-10-05",625
"2008-10-06",633
"2008-10-07",525
"2008-10-08",474
"2008-10-09",716
"2008-10-10",483
"2008-10-11",461
"2008-10-12",486
"2008-10-13",541
"2008-10-18",553
"2008-10-19",712
"2008-10-20",511
"2008-10-22",846
"2008-10-23",716
"2008-10-24",524
"2008-10-25",634
"2008-10-26",509
"2008-10-27",604
"2008-10-28",654
"2008-10-29",625
"2008-10-30",550
"2008-10-31",654
"2008-11-01",604
"2008-11-02",652
"2008-11-03",612
"2008-11-04",533
"2008-11-05",646
"2008-11-06",670
"2008-11-07",739
"2008-11-08",743
"2008-11-09",638
"2008-11-10",760
"2008-11-11",763
"2008-11-12",545
"2008-11-13",510
"2008-11-14",477
"2008-11-15",617
"2008-11-16",524
"2008-11-17",781
"2008-11-18",834
"2008-11-19",710
"2008-11-20",773
"2008-11-21",540
"2008-11-22",742
"2008-11-23",443
"2008-11-24",860
"2008-11-25",533
"2008-11-26",869
"2008-11-27",874
"2008-11-28",931
"2008-11-29",924
"2008-12-01",604
"2008-12-02",1026
"2008-12-03",720
"2008-12-04",478
"2008-12-05",808
"2008-12-06",1027
"2008-12-07",892
"2008-12-08",885
"2008-12-09",614
"2008-12-10",658
"2008-12-11",537
"2008-12-12",504
"2008-12-13",619
"2008-12-14",536
"2008-12-15",426
"2008-12-16",498
"2008-12-17",579
"2008-12-18",860
"2008-12-19",914
"2008-12-20",521
"2008-12-21",609
"2008-12-22",960
"2008-12-23",882
"2008-12-24",553
"2008-12-25",684
"2008-12-26",143
"2008-12-27",645
"2008-12-28",631
"2008-12-29",834
"2008-12-30",832
"2008-12-31",814
