"date","isal","cape"
"2005-01-01",-208.9,1043.73
"2005-01-02",-179.21,373.84
"2005-01-03",-180.6,80.03
"2005-01-04",-188.3,302.23
"2005-01-05",-212.98,87.39
"2005-01-06",-290.33,489.97
"2005-01-07",-182.69,849.24
"2005-01-08",-212.37,329.78
"2005-01-09",-234.66,575.33
"2005-01-10",-182.16,185.7
"2005-01-11",-240.4,192.99
"2005-01-12",-189.28,485.75
"2005-01-13",-243.44,32.15
"2005-01-14",-177.95,251.96
"2005-01-15",-167.89,760.45
"2005-01-16",-153.78,666.62
"2005-01-17",-136.33,378.15
"2005-01-18",-173.7,359.66
"2005-01-19",-54.12,663.94
"2005-01-22",-250.31,257.75
"2005-01-23",-283.99,547.78
"2005-01-24",-251.04,702.1
"2005-01-25",-218.42,129.09
"2005-01-26",-207.45,391.15
"2005-01-27",-183.41,371.01
"2005-01-28",-161.6,22.63
"2005-01-29",-247.41,119.79
"2005-01-30",-286.03,45.04
"2005-01-31",-187.54,91.27
"2005-02-01",-191.36,192.67
"2005-02-02",-312.07,95.95
"2005-02-03",-301.04,113.58
"2005-02-04",-277.57,23.09
"2005-02-05",-349.39,0
"2005-02-06",-194.63,1.55
"2005-02-07",-163.79,1236.64
"2005-02-08",-186.76,9.64
"2005-02-09",-258.36,0
"2005-02-10",-234.99,20.77
"2005-02-11",-118.13,533.43
"2005-02-12",-171.85,6.98
"2005-02-13",-247.48,531.69
"2005-02-14",-228.81,0.1
"2005-02-15",-216.61,67.14
"2005-02-16",-175.82,620.58
"2005-02-17",-303.55,0.74
"2005-02-18",-355.89,3.46
"2005-02-19",-282.61,46.59
"2005-02-20",-213.42,75.89
"2005-02-21",-316.85,8.36
"2005-02-22",-189.1,150.85
"2005-02-23",-260.92,8.86
"2005-02-24",-175.59,25.47
"2005-02-25",-240.41,807.76
"2005-02-26",-188.77,425.23
"2005-02-27",-235.16,88
"2005-02-28",-360.91,142.48
"2005-03-01",-138.28,468.51
"2005-03-02",-386.25,17.71
"2005-03-03",-486.51,4.8
"2005-03-04",-362.66,0
"2005-03-05",-448.11,33.84
"2005-03-06",-298,41.09
"2005-03-07",-319.05,315.4
"2005-03-08",-315.53,1.05
"2005-03-09",-380.15,0
"2005-03-10",-374.42,0.11
"2005-03-14",-291.13,330.99
"2005-03-15",-285.75,0.62
"2005-03-16",-326.41,9.55
"2005-03-17",-321.63,19.7
"2005-03-18",-350.22,31.69
"2005-03-19",-394.56,30.27
"2005-03-20",-294.12,244.33
"2005-03-21",-235.72,488.96
"2005-03-22",-190.15,1061.16
"2005-03-23",-209.92,384.55
"2005-03-24",-338.91,144.54
"2005-03-25",-340.17,0
"2005-03-26",-319.91,0
"2005-03-27",-271.13,179.2
"2005-03-28",-237.15,7.97
"2005-03-29",-250.99,82.47
"2005-03-30",-265.04,72.42
"2005-03-31",-182.91,71.78
"2005-04-01",-159.31,350.75
"2005-04-02",-212.73,202.89
"2005-04-03",-216.68,495.91
"2005-04-04",-196.29,256.79
"2005-04-05",-211.38,296.17
"2005-04-06",-175.95,238.71
"2005-04-07",-234.48,6.68
"2005-04-08",-170.64,18.95
"2005-04-09",-247.93,164.61
"2005-04-10",-243.18,17.56
"2005-04-11",-242.87,6.9
"2005-04-12",-146.61,325.88
"2005-04-13",-191.74,983.44
"2005-04-14",-163.07,402.49
"2005-04-15",-180.42,506.71
"2005-04-16",-228.3,166.92
"2005-04-17",-246,40.93
"2005-04-18",-228.21,33.65
"2005-04-19",-207.65,73.56
"2005-04-20",-220.73,15.64
"2005-04-21",-213.07,639.42
"2005-04-22",-238.31,363.79
"2005-04-26",-220.11,37.34
"2005-04-27",-237.71,223.45
"2005-04-28",-193.36,386.82
"2005-04-29",-206.01,720.48
"2005-05-01",0,707.59
