"date","isal","cape"
"2010-02-12",-183.88,130.02
"2010-06-01",-284.59,1296.18
"2010-06-02",-177.82,1311.55
"2010-06-03",-185.26,1285.9
"2010-06-04",-141.02,903.35
"2010-06-05",-176.17,1569.78
"2010-06-06",-186.54,2131.76
"2010-06-07",-185.97,1933.96
"2010-06-08",-16.83,646.6
"2010-06-09",-176.55,0
"2010-06-10",-173.23,2050.33
"2010-06-11",-151.54,1136.97
"2010-06-12",-204.35,688.59
"2010-06-13",-214.48,835.6
"2010-06-14",-226.09,1024.44
"2010-06-15",-193.96,1457.21
"2010-06-16",-205.97,1530.56
"2010-06-17",-207.83,1536.68
"2010-06-18",-226.34,1676.11
"2010-06-19",-189.05,2577.75
"2010-06-20",-150.24,2481.71
"2010-06-21",-178.71,905.45
"2010-06-23",-205.9,675.17
"2010-06-26",-223.18,1459.73
"2010-06-27",-149.05,364.16
"2010-06-28",-206.32,1662.82
"2010-06-29",-195.72,1055.54
"2010-06-30",-186.51,820.74
"2010-07-01",-73.33,1834.14
"2010-07-02",-235.03,2695.1
"2010-07-03",-238.78,1246.54
"2010-07-05",-167.67,355.27
"2010-07-06",-218.48,1096.69
"2010-07-07",-181.66,713.35
"2010-07-08",-192.44,1544.87
"2010-07-09",-202.67,1890.12
"2010-07-10",-178.05,0
"2010-07-11",-195.54,3346.16
"2010-07-12",-226.84,2745.07
"2010-07-13",-157.45,2413.14
"2010-07-14",-126.34,2008.82
"2010-07-15",-215.94,1432.85
"2010-07-16",-226.81,1622.33
"2010-07-17",-174.33,1388.86
"2010-07-18",-204.5,2536.58
"2010-07-19",-210.88,1763.16
"2010-07-20",-207.09,422.48
"2010-07-21",-161.4,833.86
"2010-07-22",-171.55,905.54
"2010-07-23",-202.08,2551.71
"2010-07-24",-259.38,1720.46
"2010-07-25",-218.83,1116.95
"2010-07-26",-220.04,1273.02
"2010-07-27",-182.8,1202.53
"2010-07-28",-193.15,952.37
"2010-07-29",-253.69,329.18
"2010-07-30",-247.07,972.89
"2010-08-01",-162.33,134.73
"2010-08-02",-169.96,1964.89
"2010-08-03",-232.07,2144.37
"2010-08-04",-213.28,969.65
"2010-08-05",-200.16,1308.3
"2010-08-06",-205.76,1879.72
"2010-08-07",-240.35,545.75
"2010-08-08",-179.69,476.99
"2010-08-09",-152.33,1707.54
"2010-08-10",-230.06,1877.71
"2010-08-11",-175.63,1663.8
"2010-08-12",-169.84,2198.5
"2010-08-13",-221.85,441.66
"2010-08-14",-197.91,2038.19
"2010-08-15",-192.65,1078.28
