"date","isal","cape"
"2006-01-01",-152,350.91
"2006-01-02",-226.64,136.16
"2006-01-03",-255.07,106.8
"2006-01-04",-222.92,34.76
"2006-01-06",-202.26,51.42
"2006-01-07",-159.1,3.27
"2006-01-08",-24.09,0
"2006-01-09",-198.88,66.04
"2006-01-10",-162.54,461.93
"2006-01-11",-157.3,3.09
"2006-01-12",-190.1,0
"2006-01-13",-223.87,0
"2006-01-14",-203.86,496.84
"2006-01-15",-133.09,0
"2006-01-17",-230.38,0
"2006-01-18",-246.11,89.91
"2006-01-19",-175.19,758.38
"2006-01-20",-144.77,10.61
"2006-01-21",-196.83,317.35
"2006-01-22",-215.68,10.95
"2006-01-23",-236.04,12.11
"2006-01-24",-287.23,21.05
"2006-01-25",-321.84,36.29
"2006-01-26",-370.65,64.19
"2006-01-27",-342.28,104.71
"2006-01-28",-281.54,43.58
"2006-01-29",-197.64,198.39
"2006-01-30",-137.45,116.95
"2006-01-31",-243.68,30.38
"2006-02-01",-152.7,72.95
"2006-02-02",-182.6,0.1
"2006-02-03",-233.97,41.61
"2006-02-05",-227.76,2.48
"2006-02-06",-278.66,13.59
"2006-02-07",-192.06,33.16
"2006-02-08",-149.91,220.18
"2006-02-09",-271.27,9.19
"2006-02-10",-339.89,13.68
"2006-02-11",-247.94,127.76
"2006-02-14",-471.5,0
"2006-02-15",-212.11,106.76
"2006-02-16",-200.64,142.88
"2006-02-17",-203.25,13.4
"2006-02-18",-150.26,40.36
"2006-02-19",-213.58,54.74
"2006-02-20",-205.98,0
"2006-02-21",-234.98,12.47
"2006-02-22",-288.79,0
"2006-02-23",-309.65,3.39
"2006-02-24",-381.72,0
"2006-02-25",-365.88,11.87
"2006-02-26",-334.2,3.79
"2006-02-27",-323.49,3.09
"2006-02-28",-341.85,0
"2006-03-01",-191.14,17.96
"2006-03-02",-328.97,0.8
"2006-03-03",-247.95,66.3
"2006-03-04",-170.76,0
"2006-03-05",-167.69,7.58
"2006-03-06",-170.39,19.13
"2006-03-08",-214.4,1.61
"2006-03-09",-192.75,9.91
"2006-03-10",-158.78,431.74
"2006-03-11",-149.61,125.13
"2006-03-12",-215.91,710.89
"2006-03-13",-193.98,26.05
"2006-03-14",-230.3,167.77
"2006-03-15",-180.32,479.76
"2006-03-16",-206.96,116.2
"2006-03-17",-174.43,423.3
"2006-03-18",-184.23,12.45
"2006-03-19",-237.58,259.3
"2006-03-21",-277.08,0.38
"2006-03-22",-195.25,56.44
"2006-03-23",-219.62,10.75
"2006-03-24",-230.41,13.09
"2006-03-25",-274.07,7.16
"2006-03-26",-115.14,284.57
"2006-03-27",-129.76,298.31
"2006-03-29",-185.43,5.97
"2006-03-30",-277.67,0
