"date","power"
"2009-01-01",993
"2009-01-02",792
"2009-01-03",667
"2009-01-04",836
"2009-01-05",1153
"2009-01-06",484
"2009-01-07",612
"2009-01-08",574
"2009-01-09",534
"2009-01-10",523
"2009-01-11",444
"2009-01-12",661
"2009-01-13",770
"2009-01-14",788
"2009-01-15",692
"2009-01-16",646
"2009-01-17",618
"2009-01-18",603
"2009-01-19",523
"2009-01-20",560
"2009-01-21",739
"2009-01-22",775
"2009-01-23",773
"2009-01-24",639
"2009-01-25",848
"2009-01-26",563
"2009-01-27",493
"2009-01-28",499
"2009-01-30",568
"2009-01-31",796
"2009-02-01",800
"2009-02-02",842
"2009-02-03",724
"2009-02-04",931
"2009-02-05",597
"2009-02-06",499
"2009-02-07",628
"2009-02-08",469
"2009-02-09",875
"2009-02-10",773
"2009-02-11",436
"2009-02-12",1009
"2009-02-13",769
"2009-02-14",607
"2009-02-18",595
"2009-02-20",595
"2009-02-22",932
"2009-02-23",798
"2009-02-27",526
"2009-02-28",463
"2009-03-01",500
"2009-03-02",644
"2009-03-03",623
"2009-03-04",495
"2009-03-05",816
"2009-03-06",687
"2009-03-07",822
"2009-03-08",1204
"2009-03-09",827
"2009-03-10",1055
"2009-03-11",980
"2009-03-12",1143
"2009-03-13",1180
"2009-03-14",979
"2009-03-15",762
"2009-03-16",847
"2009-03-17",853
"2009-03-18",985
"2009-03-19",830
"2009-03-20",741
"2009-03-21",830
"2009-03-22",806
"2009-03-23",835
"2009-03-24",716
"2009-03-25",761
"2009-03-26",682
"2009-03-27",941
"2009-03-29",975
"2009-03-30",876
"2009-03-31",649
"2009-04-01",610
"2009-04-02",802
"2009-04-03",683
"2009-04-04",532
"2009-04-05",812
"2009-04-06",728
"2009-04-07",730
"2009-04-09",543
"2009-04-10",422
"2009-04-11",421
"2009-04-12",599
"2009-04-13",532
"2009-04-14",482
"2009-04-16",563
"2009-04-17",647
"2009-04-18",606
"2009-04-19",564
"2009-04-20",512
"2009-04-21",615
"2009-04-22",574
"2009-04-23",323
"2009-04-24",489
"2009-04-25",481
"2009-04-26",427
"2009-04-27",508
"2009-04-29",469
"2009-04-30",626
"2009-05-01",477
"2009-05-02",677
"2009-05-03",522
"2009-05-04",534
"2009-05-05",426
"2009-05-06",775
"2009-05-07",536
"2009-05-08",747
"2009-05-09",534
"2009-05-10",565
"2009-05-11",509
"2009-05-12",586
"2009-05-13",610
"2009-05-14",648
"2009-05-15",608
"2009-05-16",717
"2009-05-17",75
"2009-05-18",531
"2009-05-19",685
"2009-05-20",735
"2009-05-21",594
"2009-05-22",660
"2009-05-23",517
"2009-05-24",543
"2009-05-25",603
"2009-05-26",623
"2009-05-27",718
"2009-05-28",608
"2009-05-29",708
"2009-05-30",655
"2009-05-31",501
"2009-06-01",643
"2009-06-02",606
"2009-06-03",479
"2009-06-04",535
"2009-06-05",16
"2009-06-06",516
"2009-06-07",457
"2009-06-08",591
"2009-06-09",477
"2009-06-10",494
"2009-06-11",440
"2009-06-12",736
"2009-06-13",660
"2009-06-14",867
"2009-06-15",590
"2009-06-16",499
"2009-06-17",796
"2009-06-18",771
"2009-06-19",715
"2009-06-20",658
"2009-06-21",577
"2009-06-22",642
"2009-06-23",549
"2009-06-24",588
"2009-06-25",742
"2009-06-27",453
"2009-06-28",462
"2009-06-29",537
"2009-06-30",678
"2009-07-01",724
"2009-07-02",468
"2009-07-03",676
"2009-07-04",629
"2009-07-05",653
"2009-07-07",836
"2009-07-08",588
"2009-07-09",887
"2009-07-10",676
"2009-07-11",686
"2009-07-12",469
"2009-07-13",513
"2009-07-14",614
"2009-07-15",870
"2009-07-16",810
"2009-07-17",752
"2009-07-18",571
"2009-07-19",517
"2009-07-20",594
"2009-07-21",620
"2009-07-22",942
"2009-07-23",881
"2009-07-25",758
"2009-07-26",540
"2009-07-27",705
"2009-07-28",800
"2009-07-29",759
"2009-07-30",520
"2009-07-31",594
"2009-08-01",434
"2009-08-02",591
"2009-08-03",447
"2009-08-04",624
"2009-08-05",650
"2009-08-06",793
"2009-08-07",882
"2009-08-08",583
"2009-08-09",627
"2009-08-10",633
"2009-08-11",686
"2009-08-12",702
"2009-08-13",172
"2009-08-14",558
"2009-08-15",458
"2009-08-16",591
"2009-08-17",433
"2009-08-18",722
"2009-08-19",666
"2009-08-20",660
"2009-08-21",647
"2009-08-22",823
"2009-08-23",740
"2009-08-24",602
"2009-08-25",578
"2009-08-26",631
"2009-08-27",538
"2009-08-28",592
"2009-08-29",576
"2009-08-30",802
"2009-08-31",760
"2009-09-01",642
"2009-09-02",695
"2009-09-04",458
"2009-09-05",756
"2009-09-06",918
"2009-09-08",674
"2009-09-09",499
"2009-09-10",588
"2009-09-11",656
"2009-09-12",582
"2009-09-13",583
"2009-09-14",515
"2009-09-15",517
"2009-09-16",642
"2009-09-17",677
"2009-09-18",694
"2009-09-19",647
"2009-09-20",620
"2009-09-21",693
"2009-09-22",729
"2009-09-23",637
"2009-09-24",850
"2009-09-25",830
"2009-09-26",615
"2009-09-27",590
"2009-09-28",676
"2009-09-29",554
"2009-09-30",664
"2009-10-01",580
"2009-10-02",556
"2009-10-03",542
"2009-10-04",515
"2009-10-05",681
"2009-10-06",661
"2009-10-07",707
"2009-10-08",621
"2009-10-09",572
"2009-10-10",611
"2009-10-11",523
"2009-10-12",602
"2009-10-13",613
"2009-10-14",624
"2009-10-15",578
"2009-10-16",593
"2009-10-17",432
"2009-10-18",493
"2009-10-19",627
"2009-10-20",524
"2009-10-21",566
"2009-10-22",559
"2009-10-23",558
"2009-10-25",560
"2009-10-26",444
"2009-10-27",434
"2009-10-28",475
"2009-10-29",444
"2009-10-30",597
"2009-10-31",387
"2009-11-01",619
"2009-11-02",558
"2009-11-03",688
"2009-11-04",690
"2009-11-05",544
"2009-11-06",592
"2009-11-07",410
"2009-11-08",593
"2009-11-09",473
"2009-11-10",217
"2009-11-11",588
"2009-11-12",740
"2009-11-13",656
"2009-11-14",632
"2009-11-15",701
"2009-11-16",651
"2009-11-17",461
"2009-11-18",619
"2009-11-19",537
"2009-11-20",487
"2009-11-21",630
"2009-11-22",699
"2009-11-23",478
"2009-11-24",592
"2009-11-25",562
"2009-11-26",444
"2009-11-27",598
"2009-11-28",591
"2009-11-29",696
"2009-11-30",732
"2009-12-01",576
"2009-12-02",619
"2009-12-03",455
"2009-12-04",493
"2009-12-05",441
"2009-12-06",477
"2009-12-07",572
"2009-12-08",557
"2009-12-09",687
"2009-12-10",491
"2009-12-11",746
"2009-12-12",571
"2009-12-13",681
"2009-12-14",753
