"date","power"
"2009-12-15",676
"2009-12-16",745
"2009-12-17",650
"2009-12-18",759
"2009-12-19",775
"2009-12-20",527
"2009-12-21",762
"2009-12-22",792
"2009-12-23",617
"2009-12-24",771
"2009-12-25",499
"2009-12-26",539
"2009-12-27",713
"2009-12-28",674
"2009-12-29",696
"2009-12-30",590
"2009-12-31",665
