"date","isal","cape"
"2012-06-02",-195.09,2682.97
"2012-06-03",-234.52,1473.34
"2012-06-04",-217.26,1788.58
"2012-06-05",-262.3,1586.34
"2012-06-06",-252.34,1753
"2012-06-07",-255,1476.89
"2012-06-08",-134.54,2092.28
"2012-06-09",-237.73,1365.49
"2012-06-10",-219.25,1195.4
"2012-06-11",-188.15,1102.5
"2012-06-12",-223.44,2373.82
"2012-06-13",-246.56,1566.51
"2012-06-14",-205.49,897.43
"2012-06-15",-148.38,1295
"2012-06-16",-273.25,1884.99
"2012-06-17",-203.45,2031.7
"2012-06-18",-227.44,1408.99
"2012-06-19",-204.81,1603.41
"2012-06-20",-195.55,3080.93
"2012-06-21",-292.55,2613.25
"2012-06-22",-272.47,2258.45
"2012-06-23",-269.06,2096.11
"2012-06-24",-251.83,817.58
"2012-06-25",-251.63,1503.75
"2012-06-26",-271.82,1634.93
"2012-06-27",-191.72,3409.99
"2012-06-29",-132.29,2214.91
"2012-06-30",-218.46,923.54
"2012-07-02",-196.74,2240.58
"2012-07-03",-248.37,1335.06
"2012-07-04",-198.73,2130.76
"2012-07-05",-244.73,2697.45
"2012-07-06",-236.14,1829.52
"2012-07-07",-179.46,1246.8
"2012-07-08",-184,1081.57
"2012-07-09",-213.19,1375.02
"2012-07-10",-309.26,1268.5
"2012-07-11",-251.41,1706.61
"2012-07-12",-138.86,906.33
"2012-07-13",-179.33,2065.1
"2012-07-14",-191.66,1401.86
"2012-07-15",-244.53,2281.84
"2012-07-16",-265.48,1827.68
"2012-07-17",-278.45,2514.47
"2012-07-18",-183.36,2973.5
"2012-07-19",-193.11,1367.39
"2012-07-20",-197.16,1713.59
"2012-07-21",-211.14,2343.55
"2012-07-22",-201.02,1833.02
"2012-07-23",-307.51,912.12
"2012-07-24",-192.05,1260.5
"2012-07-25",-218.04,1072.44
"2012-07-26",-316.51,1058.88
"2012-07-27",-177.02,139.41
"2012-07-28",-248.36,604.35
"2012-07-29",-208.24,2894.54
"2012-07-30",-113.47,2476.39
"2012-07-31",-156.11,2642.05
"2012-08-02",-316.55,1638.73
"2012-08-03",-263.73,1210.78
"2012-08-04",-199.54,108.99
"2012-08-05",-233.12,1806.45
"2012-08-06",-256.22,1893.98
"2012-08-07",-191.62,1677.49
"2012-08-08",-280.64,1908.93
"2012-08-09",-266.29,2078.96
"2012-08-10",-198.74,1843.27
"2012-08-11",-322.75,1634.02
"2012-08-12",-187.15,1675.39
"2012-08-13",-115.4,241.58
"2012-08-14",-216.54,1059.98
"2012-08-15",-223.59,1075.35
"2012-08-16",-226.61,2276.84
"2012-08-17",-196.66,1925.85
"2012-08-18",-168.3,2119.85
"2012-08-19",-188.01,2189.13
"2012-08-20",-252.21,1801.65
"2012-08-21",-126.75,1819.45
"2012-08-22",-228.05,368.99
"2012-08-23",-211.31,432.08
"2012-08-24",-136.89,1313.33
"2012-08-25",-169.18,2407.04
"2012-08-26",-183.1,2152.21
"2012-08-27",-171.43,1236.03
"2012-08-28",-152.76,1872.69
"2012-08-29",-174.51,2199.26
"2012-08-30",-200.11,618.2
"2012-08-31",-188.87,716.11
"2012-09-02",-217.66,2122.27
"2012-09-03",-191.42,340.87
"2012-09-04",-175.25,1309.09
"2012-09-05",-212.01,2390.58
"2012-09-06",-154.35,440.38
"2012-09-07",-195.4,1717.77
"2012-09-08",-208.19,1560.62
"2012-09-09",-227.23,974.75
"2012-09-10",-208.32,1998.3
"2012-09-11",-186.24,427.46
"2012-09-12",-195.55,1549.25
"2012-09-13",-153.6,2795.06
"2012-09-16",-229.72,2753.1
"2012-09-17",-218.81,1086.83
"2012-09-18",-155.24,2346.63
"2012-09-19",-197.74,2086.63
"2012-09-20",-166.58,2549.83
"2012-09-21",-185.49,2285.36
"2012-09-22",-152.08,3106.48
"2012-09-23",-146.45,1990.23
"2012-09-24",-144.59,2767.23
"2012-09-25",-167.64,3125.43
"2012-09-26",-184.2,1522.27
"2012-09-27",-175.56,3046.11
"2012-09-28",-163.81,3683.07
"2012-09-29",-174.28,2828.79
"2012-09-30",-168.2,2421.26
"2012-10-02",-215.95,1929.79
"2012-10-03",-152.37,1867.2
"2012-10-04",-223.1,501.79
"2012-10-05",-154.44,3382.74
"2012-10-06",-147.71,2189.17
"2012-10-07",-101.6,2189.45
"2012-10-08",-165.58,2243.3
"2012-10-09",-149.39,2290.71
"2012-10-10",-182.97,1658.58
"2012-10-11",-158.44,4070.32
"2012-10-12",-183.05,1540.45
"2012-10-13",-231.09,1542.24
"2012-10-14",-250.31,2200.71
"2012-10-16",-209.99,2295.02
"2012-10-17",-139.81,2944.18
"2012-10-18",-215.58,1755.58
"2012-10-19",-162.24,1444.14
"2012-10-20",-174.93,471.91
"2012-10-21",-195.2,1532.32
"2012-10-22",-221.06,1505.53
"2012-10-23",-233.08,1459.05
"2012-10-24",-222.99,745.59
"2012-10-25",-302.47,1389.67
"2012-10-26",-207.72,1372.91
"2012-10-27",-207.24,2169.01
"2012-10-28",-233.68,2805.4
"2012-10-29",-155.08,1374.53
"2012-10-30",-110.66,2011.66
"2012-10-31",-200.53,1749.69
"2012-11-02",-276.27,702.58
"2012-11-03",-293.05,939.54
"2012-11-04",-246.12,850.46
"2012-11-05",-204.61,729.29
"2012-11-06",-293.92,1358.42
"2012-11-07",-234.3,997.41
"2012-11-08",-224.62,1211.41
"2012-11-09",-223.52,500.2
"2012-11-10",-248.83,1273.07
"2012-11-11",-207.4,1190.36
"2012-11-12",-204.81,1981.5
"2012-11-15",-246.52,1197.51
"2012-11-16",-212.63,1588.13
"2012-11-17",-185.3,852.96
"2012-11-18",-253.64,1996.87
"2012-11-19",-204.69,1322.43
"2012-11-20",-266.48,260.61
"2012-11-21",-290.72,252.46
"2012-11-23",-225.13,1341.86
"2012-11-24",-188.74,959.31
"2012-11-25",-238.6,1669.29
"2012-11-26",-245.37,661.07
"2012-11-29",-185.45,686.69
"2012-11-30",-178.44,914.12
