"date","isal","cape"
"2009-01-01",-340.55,15.62
"2009-01-02",-276.27,1.03
"2009-01-03",-223.43,515.92
"2009-01-04",-294.62,709.52
"2009-01-05",-381.46,5.07
"2009-01-06",-160.43,258.86
"2009-01-07",-206.84,13.42
"2009-01-08",-193.19,99.77
"2009-01-09",-174,172.4
"2009-01-10",-172.91,340.27
"2009-01-11",-137.46,22.7
"2009-01-12",-232.8,44.76
"2009-01-13",-254,0
"2009-01-14",-261.47,19.74
"2009-01-15",-221.01,184.18
"2009-01-16",-235.07,231.51
"2009-01-17",-196.28,906.12
"2009-01-18",-209.41,610.98
"2009-01-19",-175.99,88.14
"2009-01-20",-197.45,753.18
"2009-01-21",-249.12,191.56
"2009-01-22",-235.19,239.2
"2009-01-23",-248.71,232.52
"2009-01-24",-231.91,168.61
"2009-01-25",-261.14,23.69
"2009-01-26",-196.98,82.9
"2009-01-27",-169.59,16.01
"2009-01-28",-172.14,26.44
"2009-01-30",-193.31,423.71
"2009-01-31",-283.11,41.16
"2009-02-01",-273.68,456.81
"2009-02-02",-291.04,34.04
"2009-02-03",-238.71,8.72
"2009-02-04",-314,22.63
"2009-02-05",-199.84,144
"2009-02-06",-174.35,113.74
"2009-02-07",-222.97,14.03
"2009-02-08",-148.95,108.56
"2009-02-09",-293.09,20.17
"2009-02-10",-277.82,2.08
"2009-02-11",-145,235.6
"2009-02-12",-352.66,0
"2009-02-13",-270.49,31.07
"2009-02-14",-212.77,114.58
"2009-02-18",-207.32,28.16
"2009-02-20",-194.82,42.01
"2009-02-22",-321.76,0
"2009-02-23",-270.14,24.93
"2009-02-27",-180.86,91.29
"2009-02-28",-169.03,135.12
"2009-03-01",-164.28,13.87
"2009-03-02",-221.27,70.15
"2009-03-03",-214.48,0
"2009-03-04",-167.55,31.97
"2009-03-05",-285.32,62.01
"2009-03-06",-240.06,0
"2009-03-07",-299.2,0
"2009-03-08",-399.58,0.35
"2009-03-09",-291.16,0
"2009-03-10",-358.65,37.4
"2009-03-11",-328.65,32.03
"2009-03-12",-401.87,5.21
"2009-03-13",-401.82,28.12
"2009-03-14",-336.35,21.92
"2009-03-15",-259.43,8.39
"2009-03-16",-293.54,78.16
"2009-03-17",-289.82,86.36
"2009-03-18",-325.87,3.06
"2009-03-19",-277.03,8.56
"2009-03-20",-241.93,1.62
"2009-03-21",-269.56,8.6
"2009-03-22",-268.04,4.98
"2009-03-23",-288.7,0
"2009-03-24",-237.45,102.88
"2009-03-25",-258.5,419.98
"2009-03-26",-240.42,210.71
"2009-03-27",-309.32,8.02
"2009-03-29",-339.8,41.42
"2009-03-30",-291.62,0
"2009-03-31",-217.59,195.23
"2009-04-01",-210.09,0.21
"2009-04-02",-261.96,0.21
"2009-04-03",-242.48,0.17
"2009-04-04",-196.08,0
"2009-04-05",-287.71,12.07
"2009-04-06",-257.15,37.79
"2009-04-07",-262.3,0
"2009-04-09",-188.73,403.72
"2009-04-10",-146.76,67.15
"2009-04-11",-139.86,43.53
"2009-04-12",-208.44,0
"2009-04-13",-193.47,0
"2009-04-14",-160.07,1.01
"2009-04-16",-193.99,91.94
"2009-04-17",-201.01,0
"2009-04-18",-213.16,37.58
"2009-04-19",-191.97,688.33
"2009-04-20",-169.56,737.57
"2009-04-21",-211.65,496.18
"2009-04-22",-192.76,197.08
"2009-04-23",-120.44,154.07
"2009-04-24",-175.86,26.03
"2009-04-25",-163.87,137.7
"2009-04-26",-149.98,1
"2009-04-27",-175.68,16.82
"2009-04-29",-164.66,36.82
"2009-04-30",-213.01,0
"2009-05-01",-171.98,4.36
"2009-05-02",-246.98,7.67
"2009-05-03",-180.76,527.97
"2009-05-04",-184.34,244.75
"2009-05-05",-135.4,123.73
"2009-05-06",-265.32,7.87
"2009-05-07",-172.88,201.74
"2009-05-08",-254.99,19.21
"2009-05-09",-184.95,177.68
"2009-05-10",-190.23,0
"2009-05-11",-172.17,69.12
"2009-05-12",-211.79,19.16
"2009-05-13",-212.18,126.65
"2009-05-14",-222.12,390.86
"2009-05-15",-217.72,441.21
"2009-05-16",-255.21,111.57
"2009-05-17",-23.02,654.97
"2009-05-18",-182.55,222.04
"2009-05-19",-213.88,1058.59
"2009-05-20",-249.13,1175.66
"2009-05-21",-200.12,1577.06
"2009-05-22",-216.71,654.12
"2009-05-23",-158.86,846.18
"2009-05-24",-183.72,127.91
"2009-05-25",-197.73,533.27
"2009-05-26",-202.81,850.27
"2009-05-27",-218.63,1453.75
"2009-05-28",-201.29,1467.36
"2009-05-29",-240.49,1421.31
"2009-05-30",-238.81,34.28
"2009-05-31",-161.74,668
"2009-06-01",-222.13,515.77
"2009-06-02",-217.63,4.69
"2009-06-03",-162.92,1128.85
"2009-06-04",-184.64,0.01
"2009-06-05",-4.86,35.75
"2009-06-06",-179.2,176.1
"2009-06-07",-154.89,1971.87
"2009-06-08",-184.63,995.79
"2009-06-09",-160.89,634.47
