"date","isal","cape"
"2008-01-01",-50.89,105.35
"2008-01-03",-284.46,0
"2008-01-04",-312.04,99.34
"2008-01-05",-188.73,0
"2008-01-06",-227.15,179.02
"2008-01-07",-184.23,224.6
"2008-01-08",-191.72,536.79
"2008-01-09",-190.01,0.24
"2008-01-10",-174.18,109.32
"2008-01-11",-230.35,161.09
"2008-01-12",-156.92,674.49
"2008-01-13",-163.88,824.5
"2008-01-14",-222.64,866.91
"2008-01-15",-170.07,700.03
"2008-01-17",-155.13,446.02
"2008-01-18",-236.49,351.65
"2008-01-19",-146.06,576.74
"2008-01-20",-210.25,406.91
"2008-01-21",-229.44,625.11
"2008-01-22",-275.74,349.84
"2008-01-23",-276.73,2.86
"2008-01-24",-234.12,235.82
"2008-01-25",-200.2,73.36
"2008-01-26",-173.39,211.43
"2008-01-27",-264.21,5.61
"2008-01-28",-226.67,391.79
"2008-01-29",-240.65,248.86
"2008-01-30",-199.75,13.87
"2008-01-31",-302.68,0
"2008-02-01",-175.83,3.42
"2008-02-02",-149.11,30.7
"2008-02-03",-55.44,205.32
"2008-02-04",-156.78,227.13
"2008-02-05",-147.7,454.36
"2008-02-06",-188.74,72.4
"2008-02-07",-228.67,29.3
"2008-02-08",-218.79,792.12
"2008-02-09",-211.63,9.18
"2008-02-10",-266.05,374.22
"2008-02-11",-154.75,66.28
"2008-02-12",-158.5,141.84
"2008-02-13",-158.9,0
"2008-02-14",-192.07,34.44
"2008-02-15",-194.42,105.98
"2008-02-16",-312.8,0.01
"2008-02-17",-277.6,0
"2008-02-18",-170.79,2.09
"2008-02-19",-152.51,236.79
"2008-02-20",-213.86,134.59
"2008-02-21",-190.26,55.52
"2008-02-22",-316.8,85.38
"2008-02-23",-319.7,13.72
"2008-02-24",-273.96,16.52
"2008-02-25",-230.06,34.96
"2008-02-26",-321.35,76.56
"2008-02-27",-281.09,19.15
"2008-02-28",-205.39,273.51
"2008-03-01",-73.33,64.78
"2008-03-03",-229.55,79.93
"2008-03-04",-199.77,13.72
"2008-03-05",-219.62,24.35
"2008-03-06",-166.17,5.11
"2008-03-07",-179.97,71.44
"2008-03-08",-221.2,0
"2008-03-09",-145.28,36.9
"2008-03-10",-174.95,54.99
"2008-03-11",-148.08,93.91
"2008-03-12",-232.67,17.38
"2008-03-13",-303.29,0.24
"2008-03-14",-228.7,17.15
"2008-03-15",-213.23,17.88
"2008-03-16",-277.11,5.07
"2008-03-17",-288.37,0
"2008-03-18",-212.94,36.47
"2008-03-19",-215.81,57.94
"2008-03-20",-272.09,13.94
"2008-03-21",-279.37,0.85
"2008-03-22",-290.28,22.91
"2008-03-24",-348.57,35.84
"2008-03-25",-280.27,37.17
"2008-03-26",-248.25,0
"2008-03-27",-284.99,0.1
"2008-03-29",-194.87,68.47
"2008-03-31",-201.87,59.96
"2008-04-01",-86.93,116.22
"2008-04-02",-204.25,60.57
"2008-04-03",-180.52,117.24
"2008-04-04",-234.38,291.42
"2008-04-05",-257.07,8.36
"2008-04-06",-222.94,2.67
"2008-04-07",-311.74,59.82
"2008-04-08",-236.28,0.37
"2008-04-09",-227,17.49
"2008-04-10",-240.05,2.54
"2008-04-11",-294.49,26.73
"2008-04-12",-190.21,314.23
"2008-04-13",-163.99,158.18
"2008-04-15",-239.24,1202.5
"2008-04-16",-275.71,460.37
"2008-04-17",-397.87,82.82
"2008-04-18",-302.39,47.72
"2008-04-19",-236.34,102.4
"2008-04-20",-234.52,348.12
"2008-04-21",-188.31,255.24
"2008-04-22",-146.11,378.93
"2008-04-23",-225.56,47.97
"2008-04-24",-277.9,31.51
"2008-04-25",-284.65,570.3
"2008-04-26",-159.78,669.73
"2008-04-27",-214.49,458.62
"2008-04-28",-236.47,296.56
"2008-04-29",-199.73,123.12
"2008-04-30",-229.94,73.76
"2008-05-01",-214.86,0.18
"2008-05-02",-250.49,0
"2008-05-03",-167.7,88.22
"2008-05-04",-241.92,4.44
"2008-05-05",-240.64,128.51
"2008-05-06",-220.7,137.27
"2008-05-07",-226.02,612.66
"2008-05-08",-263.68,509.56
"2008-05-10",-328.26,300.84
"2008-05-11",-257.82,538.46
"2008-05-12",-256.81,388.86
"2008-05-13",-229.53,21.76
"2008-05-14",-262.65,12.39
"2008-05-16",-263.85,339.87
"2008-05-17",-329.54,0
"2008-05-18",-350.02,47.66
"2008-05-19",-286.11,21.13
"2008-05-20",-251.72,93.96
"2008-05-21",-200.48,26.2
"2008-05-22",-250.38,16.76
"2008-05-24",-181.33,25.16
"2008-05-25",-168.18,87.21
"2008-05-26",-178.7,110.11
"2008-05-27",-184.43,452.95
"2008-05-28",-222.97,265
"2008-05-29",-268.59,807.6
"2008-05-30",-245.14,151.92
"2008-05-31",-164.08,451.87
"2008-06-01",-137.33,930.57
"2008-06-02",-213.1,264.68
"2008-06-03",-254.27,60.55
"2008-06-04",-207.98,703.13
"2008-06-06",-204.21,64.03
"2008-06-07",-239.83,256.74
"2008-06-08",-256.01,671.46
"2008-06-09",-229.97,627.94
"2008-06-10",-210,652.58
"2008-06-11",-210.17,1204.78
"2008-06-12",-206.87,662.08
"2008-06-13",-244.81,241.83
"2008-06-14",-243.44,1846.31
"2008-06-15",-205.41,578.31
"2008-06-16",-164.37,23.74
"2008-06-18",-254.34,254.42
"2008-06-19",-327.43,1535.22
"2008-06-20",-246.23,1308.19
"2008-06-21",-214.14,1525.9
"2008-06-22",-209.69,802.11
"2008-06-23",-233.08,1688.88
"2008-06-24",-257.3,1980.31
"2008-06-25",-294.57,1580.92
"2008-06-26",-269.44,1186.68
"2008-06-27",-235.86,1557.7
"2008-06-28",-257.88,733.28
"2008-06-29",-192.04,1471.78
"2008-06-30",-290.26,1154.41
"2008-07-01",-243.3,867.54
"2008-07-02",-232.24,358.54
"2008-07-03",-251.61,480.57
"2008-07-04",-232.96,829.24
"2008-07-05",-257.24,64
"2008-07-06",-187.13,1047.74
"2008-07-07",-187.54,215.4
"2008-07-08",-213.01,223
"2008-07-09",-225.46,2070.49
"2008-07-10",-255.97,1513.51
"2008-07-11",-233.54,1113.66
"2008-07-12",-242.91,1081.41
"2008-07-13",-180.72,1091.2
"2008-07-14",-159.39,448.04
"2008-07-15",-250.8,588.68
"2008-07-16",-134.06,469.7
"2008-07-17",-252.94,1903.89
"2008-07-18",-190.2,1065.49
"2008-07-19",-245.72,1062.52
"2008-07-20",-154.58,768.15
"2008-07-21",-225.91,1365.84
"2008-07-22",-257.47,1923.76
"2008-07-23",-184.84,863.74
"2008-07-24",-182.11,458.52
"2008-07-25",-200.62,957.22
"2008-07-26",-214.48,624.3
"2008-07-27",-221.08,1055.91
"2008-07-28",-226.36,629.26
"2008-07-29",-219.28,947.11
"2008-07-30",-188.85,968.61
"2008-07-31",-172.52,2374.31
"2008-08-01",-11.48,1085.03
