"date","isal","cape"
"2010-09-19",-180.02,2317.15
"2010-09-20",-197.17,7.52
"2010-09-21",-195.9,260.23
"2010-09-22",-201.57,579.59
"2010-09-23",-219.31,0
"2010-09-24",-201.02,701.76
"2010-09-25",-216.83,46.1
"2010-09-26",-154.17,1108.63
"2010-09-27",-217.04,0
"2010-09-28",-29.44,33.82
"2010-09-29",-164.98,1977.14
"2010-09-30",-201.42,452.27
"2010-10-01",-197.74,1369.3
"2010-10-02",-263.73,1539.27
"2010-10-03",-136.83,138.05
"2010-10-04",-198.73,844.52
"2010-10-05",-86.06,2530.16
"2010-10-06",-160.92,1096.06
"2010-10-07",-111.28,1100.61
"2010-10-08",-201.77,1342.46
"2010-10-09",-179.59,1464.9
"2010-10-10",-162.33,513.35
"2010-10-11",-156.19,1117.39
"2010-10-12",-164.82,9.66
"2010-10-13",-209.04,436.54
"2010-10-14",-197.06,354.17
"2010-10-15",-247.17,1152.45
"2010-10-16",-239.17,5.8
"2010-10-18",-233.92,1200.9
"2010-10-19",-211.68,247.93
"2010-10-20",-184.68,329.23
"2010-10-21",-272.64,0
"2010-10-22",-195.48,1940.87
"2010-10-23",-171.26,43.98
"2010-10-24",-161.43,36.45
"2010-10-25",-138.92,69.76
"2010-10-26",-164.87,993.48
"2010-10-27",-178.59,1641.19
"2010-10-28",-196.47,764.9
"2010-10-29",-162.99,685.98
"2010-10-30",-143.43,1896.09
"2010-10-31",-182.15,901.81
"2010-11-02",-180.81,1068.38
"2010-11-03",-175.46,1983.56
"2010-11-04",-194.33,1194.67
"2010-11-05",-247.02,1239.97
"2010-11-07",-139.61,1859.48
"2010-11-08",-144.21,1648.77
"2010-11-10",-160.5,100.06
"2010-11-11",-141.42,1060.06
"2010-11-12",-164.4,1322.46
"2010-11-13",-184.94,332.82
"2010-11-14",-203,98.5
"2010-11-15",-262.76,228.35
"2010-11-17",-220.8,120.76
"2010-11-18",-188.15,940.56
"2010-11-19",-221.67,60.86
"2010-11-20",-341.11,1.9
"2010-11-21",-306.81,920.05
"2010-11-22",-138.45,230.34
"2010-11-23",-136.36,20.24
"2010-11-24",-193.82,6.14
"2010-11-25",-252.44,21.07
"2010-11-26",-312.38,0
"2010-11-27",-250.24,103.71
"2010-11-28",-278.74,106.98
"2010-11-29",-215.37,75.49
"2010-11-30",-225.15,1211.49
"2010-12-01",-250.68,0
"2010-12-02",-304.12,21.94
"2010-12-03",-369.6,5.15
"2010-12-04",-338.97,0
"2010-12-05",-304.03,6.24
"2010-12-06",-263.63,41.87
"2010-12-07",-166,440.12
"2010-12-08",-252.42,530.63
"2010-12-09",-285.76,275.98
"2010-12-10",-238.98,331.34
"2010-12-11",-208.98,1001.92
"2010-12-12",-335.84,652.7
"2010-12-13",-193.32,783.92
"2010-12-14",-221.74,1218.92
"2010-12-15",-171.29,438.63
"2010-12-16",-196.11,101.7
"2010-12-17",-213.91,651.39
"2010-12-18",-176.37,165.35
"2010-12-19",-222.03,24.08
"2010-12-20",-226.68,2148.31
"2010-12-21",-206.19,1702.04
"2010-12-22",-208.29,112.21
"2010-12-23",-302.33,1018.6
"2010-12-24",-221.37,992.5
"2010-12-25",-161.81,44.52
"2010-12-26",-253.45,908.49
"2010-12-27",-191.3,0
"2010-12-28",-259.87,2.08
"2010-12-29",-266.23,151.05
"2010-12-30",-231.63,1102.81
"2010-12-31",-107.65,180.99
