"date","isal","cape"
"2011-01-01",-202.37,11.84
"2011-01-02",-143.24,57.25
"2011-01-03",-221.63,36.7
"2011-01-04",-215.29,284.46
"2011-01-05",-156.45,428.67
"2011-01-06",-277.72,464.58
"2011-01-08",-254.01,484.84
"2011-01-10",-224.61,287.77
"2011-01-11",-243.47,3.4
"2011-01-12",-180.72,823.94
"2011-01-13",-166.88,258.3
"2011-01-14",-191.05,229.2
"2011-01-15",-260.36,217.33
"2011-01-16",-210.75,57.66
"2011-01-17",-178.56,65.16
"2011-01-18",-280.12,40.35
"2011-01-19",-310.17,41.78
"2011-01-20",-301.76,178.27
"2011-01-21",-200.91,719.52
"2011-01-22",-241.34,963.96
"2011-01-23",-169.99,123.96
"2011-01-24",-127.83,389.99
"2011-01-25",-167.73,546.88
"2011-01-26",-55.95,901.74
"2011-01-27",-321.72,157.52
"2011-01-28",-276.91,0
"2011-01-29",-262.38,0
"2011-01-30",-231.48,8.07
"2011-01-31",-274.45,0
"2011-02-01",-235.88,547.11
"2011-02-02",-230.74,4.14
"2011-02-03",-125.46,29.8
"2011-02-05",-167.4,309.48
"2011-02-06",-191.94,995.47
"2011-02-07",-207.01,383.05
"2011-02-08",-195.83,33.87
"2011-02-09",-278.83,1.37
"2011-02-10",-152.93,53.48
"2011-02-11",-213.33,61.97
"2011-02-12",-234.36,225.77
"2011-02-14",-265.14,219.28
"2011-02-15",-259.69,256.83
"2011-02-16",-204.57,188.43
"2011-02-17",-282.86,38.49
"2011-02-18",-229.48,324.24
"2011-02-19",-186.77,200.89
"2011-02-20",-227.42,0
"2011-02-21",-175,94.51
"2011-02-22",-251.17,0.54
"2011-02-23",-207.8,154.06
"2011-02-24",-167.55,342.17
"2011-02-25",-343.51,3.5
"2011-02-26",-263.29,56.51
"2011-02-27",-395.01,0
"2011-02-28",-263.91,9.02
"2011-03-01",-201.31,42.5
"2011-03-02",-164.86,0
"2011-03-04",-208.93,535.49
"2011-03-05",-179.62,1008.71
"2011-03-06",-178.13,304.83
"2011-03-07",-149.81,611.55
"2011-03-08",-222.75,177.8
"2011-03-09",-338.56,0
"2011-03-10",-175.28,164.8
"2011-03-11",-274.24,0
"2011-03-12",-210.71,61.95
"2011-03-13",-191.95,43.46
"2011-03-14",-156.32,182.37
"2011-03-15",-193.21,22.56
"2011-03-16",-254.45,71.38
"2011-03-17",-191.04,18.19
"2011-03-18",-171.74,13.64
"2011-03-19",-147.59,154.17
"2011-03-20",-226.89,6.5
"2011-03-21",-222.91,0
"2011-03-22",-177.29,248.45
"2011-03-23",-202.01,0
"2011-03-24",-232.84,0
"2011-03-25",-206.95,660.13
"2011-03-26",-178.22,464.34
"2011-03-27",-116.16,93.23
"2011-03-28",-142.67,191.84
"2011-03-29",-198.81,247.18
"2011-03-30",-235.96,452.36
"2011-03-31",-239.88,7.78
"2011-04-01",-208.85,5.34
"2011-04-02",-279.93,0
"2011-04-03",-173.23,27.78
"2011-04-04",-179.83,43.48
"2011-04-05",-183.27,15.06
"2011-04-06",-155.91,94.42
"2011-04-07",-229.16,0
"2011-04-08",-236.77,0
"2011-04-09",-271.3,6.42
"2011-04-10",-240.9,9.14
"2011-04-11",-68.33,571.5
"2011-04-12",-191.05,591.14
"2011-04-13",-143.92,310.54
"2011-04-14",-173.78,945.43
"2011-04-15",-151.17,191.51
"2011-04-16",-239.94,52.07
"2011-04-17",-217.86,0.38
"2011-04-18",-194.87,0
"2011-04-19",-212.69,0
"2011-04-20",-130.5,7.46
"2011-04-21",-168.35,7.85
"2011-04-22",-144.84,33.52
"2011-04-23",-186.93,9.46
"2011-04-25",-168.29,6.47
"2011-04-26",-160.09,18.56
"2011-04-27",-183.17,385.79
"2011-04-28",-159.66,0
"2011-04-29",-211.7,423.54
"2011-04-30",-220.43,517.62
"2011-05-01",-169.08,348.63
"2011-05-02",-153.69,652.48
"2011-05-03",-259.29,21.21
"2011-05-05",-254.18,47.98
"2011-05-06",-289.61,5.64
"2011-05-07",-208.91,0
"2011-05-08",-235.39,0
"2011-05-09",-270.97,1327.81
"2011-05-10",-229.29,965.56
"2011-05-11",-166.49,16.49
"2011-05-12",-160.39,1298.06
"2011-05-13",-256.1,2240.98
"2011-05-14",-214.35,264.11
"2011-05-15",-91.35,3296.05
"2011-05-16",-74.09,220.09
"2011-05-17",-188.26,298.04
"2011-05-18",-240.77,1373.13
"2011-05-19",-204.77,2053.75
"2011-05-21",-239.71,301.44
"2011-05-22",-184.47,1246.62
"2011-05-23",-233.56,42.54
"2011-05-24",-281.75,0
"2011-05-25",-222.92,363.67
"2011-05-26",-184.33,49.73
"2011-05-27",-217.34,878.6
"2011-05-28",-190.42,376.35
"2011-05-29",-193.95,629.41
"2011-05-30",-192.44,824.3
"2011-06-01",-210.99,1486.25
