pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1014.0,19,22.8,15.8,210,6,3.000000000000001,5.196152422706632,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
1000.0,130,21.8,20.1,185,17,1.481647626710185,16.935309867559674,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
980.2,304,20.5,18.2,165,8,-2.070552360820168,7.727406610312546,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
972.0,377,20.0,17.4,169,8,-1.5264719630123598,7.853017467581312,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
946.2,609,18.9,11.8,180,10,-1.2246467991473533e-15,10.0,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
913.2,914,17.4,4.5,205,7,2.958327832184895,6.34415450925655,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
913.0,916,17.4,4.4,206,7,3.0685980275235423,6.291558324094169,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
881.0,1219,15.4,5.9,310,3,2.2981333293569346,-1.9283628290596178,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
850.0,1524,13.4,7.4,350,7,1.2155372436685128,-6.893654271085456,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
840.0,1624,12.6,7.9,350,8,1.389185421335443,-7.878462024097664,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
821.0,1816,12.4,1.4,350,10,1.736481776669304,-9.84807753012208,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
819.8,1828,12.5,0.2,350,10,1.736481776669304,-9.84807753012208,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
811.0,1919,13.6,-8.4,353,9,1.0968240906463251,-8.9329153647719,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
790.5,2133,11.8,2.5,360,5,1.2246467991473533e-15,-5.0,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
790.0,2139,11.8,2.8,359,5,0.0872620321864178,-4.999238475781956,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
762.1,2438,10.1,0.6,325,2,1.147152872702093,-1.6383040885779832,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
738.0,2705,8.6,-1.4,26,6,-2.6302268807344644,-5.392764277795003,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
734.6,2743,8.3,-1.4,35,7,-4.015035054457322,-5.7340643100229425,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
710.0,3024,5.8,-1.2,349,6,1.144853972259268,-5.889763100685984,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
700.0,3140,6.4,-15.6,330,6,3.0000000000000027,-5.19615242270663,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
662.0,3596,5.4,-18.6,356,1,0.06975647374412564,-0.9975640502598242,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
657.0,3657,5.0,-19.0,0,0,0.0,0.0,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
608.9,4267,0.8,-23.2,350,8,1.389185421335443,-7.878462024097664,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
564.3,4876,-3.4,-27.4,320,23,14.784115022790411,-17.61902219173649,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
557.0,4981,-4.1,-28.1,320,22,14.141327413103872,-16.852977748617512,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
532.0,5343,-3.5,-31.5,320,20,12.855752193730792,-15.320888862379556,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
500.0,5830,-6.3,-33.3,320,17,10.927389364671173,-13.022755533022622,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
483.2,6096,-7.6,-34.0,310,19,14.554844419260585,-12.212964584044245,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
471.0,6295,-8.5,-34.5,312,21,15.606041335025287,-14.051742733536013,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
400.0,7540,-17.7,-40.7,325,32,18.354445963233488,-26.21286541724773,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
395.6,7620,-18.3,-41.1,325,32,18.354445963233488,-26.21286541724773,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
320.4,9144,-30.0,-48.4,320,47,30.211017655267362,-36.00408882659195,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
300.0,9620,-33.7,-50.7,310,53,40.60035548530584,-34.06774331338658,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
266.0,10456,-40.1,-56.1,302,57,48.33874148091629,-30.205398061292666,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
257.9,10668,-41.2,,300,58,50.22947341949744,-29.000000000000007,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
250.0,10880,-42.3,,295,57,51.65954386108905,-24.08924091921988,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
200.0,12350,-54.5,,270,42,42.0,7.715274834628325e-15,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
160.4,13716,-64.6,,280,44,43.331541132537154,-7.640519817344918,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
150.0,14130,-67.7,,280,45,44.31634888554937,-7.814167995011848,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
124.5,15240,-71.5,,260,42,41.361925626512736,7.293223462011074,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
113.0,15814,-73.5,,267,35,34.952033716410085,1.8317584685030508,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
100.0,16530,-73.5,,275,27,26.89725684847713,-2.353205054186763,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
96.0,16764,-74.3,,275,26,25.901062150385386,-2.266049311439105,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
70.0,18570,-80.1,,250,8,7.517540966287267,2.7361611466053484,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
50.0,20550,-71.1,,15,7,-1.8117333157176452,-6.761480784023478,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
30.0,23660,-57.7,,270,7,7.0,1.2858791391047208e-15,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
20.0,26250,-53.3,,260,15,14.772116295183121,2.6047226650039548,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
10.0,30860,-39.1,,270,17,17.0,3.1228493378257506e-15,TJSJ,78526,1973-02-17 12:00:00,18.43,-66.0,19.0,26.13
