pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1018.0,19,24.4,18.4,60.0,12.0,-10.392304845413264,-6.000000000000002,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
1000.0,164,23.4,18.4,60.0,16.0,-13.856406460551018,-8.000000000000002,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
984.0,304,22.2,18.2,55.0,17.0,-13.92558475291286,-9.750799417967785,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
950.0,609,19.6,17.7,55.0,17.0,-13.92558475291286,-9.750799417967785,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
935.0,747,18.4,17.5,62.0,16.0,-14.12716148574283,-7.511545004574254,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
916.8,914,17.2,16.3,70.0,14.0,-13.155696691002717,-4.788282006559363,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
884.5,1219,15.0,14.1,85.0,13.0,-12.950531075192693,-1.1330246557195558,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
850.0,1557,12.6,11.7,60.0,7.0,-6.06217782649107,-3.500000000000001,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
823.1,1828,13.9,-9.4,40.0,10.0,-6.4278760968653925,-7.66044443118978,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
813.0,1932,14.4,-17.6,33.0,12.0,-6.5356684201803255,-10.064046815345089,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
793.8,2133,12.9,-14.6,20.0,16.0,-5.472322293210699,-15.035081932574535,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
771.0,2378,11.0,-11.0,12.0,18.0,-3.7424104347196683,-17.606656813208502,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
765.5,2438,10.7,-3.0,10.0,18.0,-3.125667198004746,-17.726539554219745,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
761.0,2487,10.4,3.4,10.0,18.0,-3.125667198004746,-17.726539554219745,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
738.0,2742,9.2,-5.8,10.0,16.0,-2.7783708426708853,-15.756924048195328,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
737.9,2743,9.2,-5.8,10.0,16.0,-2.7783708426708853,-15.756924048195328,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
700.0,3179,6.6,-2.4,340.0,10.0,3.420201433256686,-9.396926207859085,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
676.0,3465,5.6,-23.4,349.0,12.0,2.289707944518536,-11.779526201371969,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
660.2,3657,5.1,-23.2,355.0,13.0,1.1330246557195582,-12.950531075192693,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
613.0,4260,3.6,-22.4,335.0,19.0,8.029746973073285,-17.219847953696352,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
612.5,4267,3.6,-22.4,335.0,19.0,8.029746973073285,-17.219847953696352,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
567.3,4876,-0.3,-26.7,315.0,19.0,13.435028842544407,-13.4350288425444,TJSJ,78526,1973-02-15 12:00:00,18.43,-66.0,19.0,30.15
