pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1018.0,19,23.2,20.6,160.0,5.0,-1.7101007166283444,4.698463103929542,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
1000.0,161,23.0,21.3,130.0,10.0,-7.66044443118978,6.427876096865393,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
983.5,304,22.1,20.5,115.0,11.0,-9.969385657403151,4.648800879147693,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
949.3,609,20.3,18.7,110.0,19.0,-17.85415979493226,6.498382723187706,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
916.2,914,18.5,16.9,110.0,16.0,-15.035081932574535,5.472322293210699,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
884.4,1219,16.6,15.2,110.0,14.0,-13.155696691002717,4.788282006559362,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
850.0,1560,14.6,13.2,115.0,17.0,-15.40723237962305,7.184510449591889,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
823.4,1828,13.8,7.8,110.0,17.0,-15.974774553360444,5.814342436536368,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
794.1,2133,12.9,1.7,110.0,19.0,-17.85415979493226,6.498382723187706,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
773.0,2360,12.2,-2.8,110.0,22.0,-20.673237657289985,7.524443153164712,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
765.8,2438,12.0,-4.5,110.0,23.0,-21.612930278075893,7.86646329649038,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
738.3,2743,11.2,-11.2,110.0,19.0,-17.85415979493226,6.498382723187706,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
700.0,3187,10.0,-21.0,100.0,8.0,-7.878462024097664,1.3891854213354424,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
661.2,3657,6.8,-22.9,150.0,4.0,-1.9999999999999998,3.464101615137755,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
643.0,3887,5.2,-23.8,143.0,4.0,-2.4072600926081926,3.1945420401891718,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
613.6,4267,3.9,-25.1,130.0,4.0,-3.064177772475912,2.5711504387461575,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
569.3,4876,1.7,-27.3,130.0,8.0,-6.128355544951824,5.142300877492315,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
567.0,4908,1.6,-27.4,131.0,8.0,-6.037676641782177,5.248472231924057,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
500.0,5910,-5.3,-32.3,150.0,10.0,-4.999999999999999,8.660254037844387,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
488.0,6096,-6.7,-33.5,160.0,9.0,-3.07818128993102,8.457233587073175,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
400.0,7620,-18.1,-43.1,205.0,10.0,4.226182617406993,9.0630778703665,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
324.0,9144,-30.3,-52.3,200.0,20.0,6.840402866513373,18.79385241571817,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
300.0,9700,-34.7,-55.7,225.0,24.0,16.97056274847714,16.970562748477143,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
276.0,10274,-40.1,-60.1,246.0,23.0,21.011545525779823,9.354942790743403,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
260.3,10668,-42.7,,260.0,22.0,21.665770566268577,3.820259908672467,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
250.0,10940,-44.5,,270.0,24.0,24.0,4.408728476930472e-15,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
206.7,12192,-52.0,,290.0,38.0,35.708319589864516,-12.996765446375422,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
200.0,12410,-53.3,,285.0,37.0,35.739255572695534,-9.57630466879325,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
150.0,14200,-66.7,,280.0,33.0,32.498655849402866,-5.730389863008689,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
126.0,15240,-72.4,,280.0,26.0,25.605001578317413,-4.5148526193401795,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
124.0,15333,-72.9,,280.0,25.0,24.620193825305204,-4.341204441673249,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
100.0,16580,-77.1,,280.0,16.0,15.75692404819533,-2.7783708426708795,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
87.0,17373,-78.4,,290.0,4.0,3.7587704831436333,-1.368080573302676,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
78.0,18000,-79.5,,6.0,3.0,-0.3135853898029604,-2.9835656861048196,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
70.0,18620,-76.1,,80.0,3.0,-2.954423259036624,-0.5209445330007912,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
52.0,20390,-63.7,,89.0,11.0,-10.998324646720304,-0.1919764708101196,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
50.0,20630,-64.9,,90.0,12.0,-12.0,-7.347880794884119e-16,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
39.0,22156,-63.3,,51.0,12.0,-9.32575153748365,-7.55184469259805,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
34.0,23013,-57.7,,30.0,13.0,-6.499999999999999,-11.258330249197703,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
31.0,23594,-60.1,,15.0,13.0,-3.3646475863327696,-12.557035741757888,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
30.0,23800,-59.5,,10.0,13.0,-2.257426309670094,-12.802500789158705,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
28.0,24236,-55.5,,4.0,13.0,-0.9068341586736289,-12.968332653377715,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
22.0,25775,-54.7,,343.0,12.0,3.5084604566728457,-11.475657071556423,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
20.0,26390,-51.1,,335.0,12.0,5.07141914088839,-10.8756934444398,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
13.5,28977,-45.5,,,,,,TJSJ,78526,1973-01-09 12:00:00,18.43,-66.0,19.0,33.45
