pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1016.0,19,25.6,19.6,70.0,13.0,-12.216004070216808,-4.446261863233695,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
1000.0,149,24.0,20.5,65.0,17.0,-15.407232379623048,-7.18451044959189,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
982.1,304,22.8,19.6,60.0,19.0,-16.454482671904334,-9.500000000000002,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
947.9,609,20.4,17.7,65.0,16.0,-14.500924592586399,-6.761892187851191,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
914.8,914,18.0,15.8,65.0,14.0,-12.688309018513099,-5.9166556643697925,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
882.9,1219,15.6,13.9,65.0,14.0,-12.688309018513099,-5.9166556643697925,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
850.0,1545,13.0,11.9,70.0,20.0,-18.793852415718167,-6.840402866513377,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
821.9,1828,12.2,10.4,75.0,22.0,-21.2503681783595,-5.694018992255456,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
820.0,1848,12.2,10.3,75.0,22.0,-21.2503681783595,-5.694018992255456,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
796.0,2097,12.2,2.2,71.0,17.0,-16.073815785188383,-5.534658625771665,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
792.6,2133,12.1,1.7,70.0,16.0,-15.035081932574533,-5.472322293210701,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
764.2,2438,11.5,-2.8,70.0,18.0,-16.91446717414635,-6.156362579862039,TJSJ,78526,1973-01-04 12:00:00,18.43,-66.0,19.0,35.66
