pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1015.0,19,21.0,17.0,0.0,0.0,-0.0,-0.0,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
1000.0,134,22.4,16.4,95.0,1.0,-0.9961946980917455,0.08715574274765824,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
980.7,304,21.7,15.0,95.0,4.0,-3.984778792366982,0.34862297099063294,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
972.0,381,21.4,14.4,103.0,5.0,-4.871850323926176,1.1247552717193252,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
946.6,609,19.3,14.1,125.0,8.0,-6.5532163543119335,4.588611490808369,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
913.6,914,16.4,13.8,130.0,13.0,-9.958577760546714,8.356238925925012,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
900.0,1043,15.2,13.6,130.0,16.0,-12.256711089903648,10.28460175498463,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
881.6,1219,14.6,11.8,130.0,19.0,-14.554844419260583,12.212964584044247,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
860.0,1429,13.8,9.6,130.0,16.0,-12.256711089903648,10.28460175498463,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
850.0,1528,14.0,2.0,130.0,15.0,-11.49066664678467,9.64181414529809,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
828.0,1749,14.0,-16.0,123.0,10.0,-8.38670567945424,5.446390350150271,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
820.3,1828,14.2,-16.1,120.0,8.0,-6.92820323027551,3.9999999999999982,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
791.1,2133,14.7,-16.3,125.0,6.0,-4.91491226573395,3.441458618106277,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
763.0,2438,15.3,-16.6,185.0,7.0,0.6100901992336056,6.973362886642219,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
758.0,2494,15.4,-16.6,172.0,7.0,-0.9742117067204573,6.931876481190993,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
735.9,2743,14.1,-16.4,115.0,8.0,-7.2504622962932,3.3809460939255946,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
700.0,3163,11.8,-16.2,250.0,5.0,4.698463103929543,1.7101007166283426,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
658.7,3657,8.6,-18.6,280.0,10.0,9.848077530122081,-1.7364817766692997,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
611.0,4267,4.6,-21.5,285.0,18.0,17.38666487320323,-4.658742811845365,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
566.8,4876,0.6,-24.4,265.0,18.0,17.93150456565142,1.5688033694578485,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
527.0,5467,-3.3,-27.3,277.0,27.0,26.798746094315693,-3.2904722719389876,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
500.0,5880,-6.5,-29.5,285.0,33.0,31.87555226753926,-8.54102848838317,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
486.2,6096,-8.3,-31.0,290.0,30.0,28.19077862357725,-10.260604299770069,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
455.0,6606,-12.5,-34.5,290.0,34.0,31.949549106720884,-11.628684873072746,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
440.0,6861,-12.5,-34.5,290.0,36.0,33.8289343482927,-12.312725159724083,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
400.0,7580,-17.5,-38.5,290.0,41.0,38.52739745222224,-14.022825876352428,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
397.8,7620,-17.9,-38.7,290.0,41.0,38.52739745222224,-14.022825876352428,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
322.2,9144,-31.0,-47.5,310.0,45.0,34.47199994035402,-28.925442435894265,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
300.0,9660,-35.5,-50.5,310.0,47.0,36.004088826591975,-30.211017655267344,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
283.2,10058,-39.0,-53.2,310.0,50.0,38.302222155948904,-32.13938048432696,TJSJ,78526,1973-02-20 12:00:00,18.43,-66.0,19.0,23.32
