pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1017.0,19,22.8,19.0,180,5,-6.123233995736766e-16,5.0,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
1000.0,157,23.4,19.3,165,6,-1.5529142706151262,5.795554957734409,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
983.1,304,22.4,18.1,155,6,-2.535709570444197,5.437846722219899,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
948.8,609,20.2,15.4,150,7,-3.4999999999999996,6.062177826491071,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
915.8,914,18.0,12.9,135,8,-5.656854249492381,5.65685424949238,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
883.9,1219,15.8,10.3,135,7,-4.949747468305833,4.949747468305832,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
850.0,1555,13.4,7.4,120,8,-6.92820323027551,3.9999999999999982,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
700.0,3181,9.4,-15.6,250,5,4.698463103929543,1.7101007166283426,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
500.0,5890,-5.9,-29.9,200,5,1.7101007166283433,4.698463103929543,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
73.7,18288,-73.7,,230,24,18.38506663485547,15.426902632476947,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
70.0,18620,-75.5,,230,22,16.852977748617512,14.141327413103868,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
50.0,20630,-67.1,,205,3,1.2678547852220978,2.71892336110995,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
44.5,21336,-66.7,,145,7,-4.0150350544573215,5.734064310022943,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
31.3,23469,-65.5,,345,4,1.0352761804100827,-3.8637033051562732,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
30.0,23730,-65.3,,95,6,-5.977168188550474,0.5229344564859494,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
27.0,24384,-62.8,,275,11,10.9581416790092,-0.9587131702242367,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
20.0,26250,-55.7,,285,18,17.38666487320323,-4.658742811845365,TJSJ,78526,1973-01-30 12:00:00,18.43,-66.0,19.0,28.36
