pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1016.0,19,23.2,19.4,110,7,-6.5778483455013586,2.394141003279681,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
1000.0,148,23.0,18.9,105,11,-10.62518408917975,2.8470094961277295,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
981.9,304,21.8,18.1,95,15,-14.942920471376183,1.3073361412148736,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
947.5,609,19.6,16.7,95,22,-21.9162833580184,1.9174263404484813,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
914.3,914,17.3,15.2,95,24,-23.908672754201895,2.0917378259437975,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
882.3,1219,15.0,13.7,95,20,-19.92389396183491,1.7431148549531648,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
850.0,1538,12.6,12.2,90,16,-16.0,-9.797174393178826e-16,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
820.7,1828,11.6,6.3,80,14,-13.787308542170912,-2.4310744873370256,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
790.9,2133,10.4,0.2,70,16,-15.035081932574533,-5.472322293210701,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
762.3,2438,9.3,-6.0,60,16,-13.856406460551018,-8.000000000000002,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
734.6,2743,8.2,-12.1,55,13,-10.648976575756894,-7.4564936725636,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
700.0,3142,6.8,-20.2,60,9,-7.794228634059947,-4.500000000000001,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
656.6,3657,4.5,-22.0,70,17,-15.974774553360442,-5.81434243653637,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
608.7,4267,1.7,-24.1,55,17,-13.92558475291286,-9.750799417967785,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
564.3,4876,-1.1,-26.2,45,21,-14.849242404917497,-14.849242404917499,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
500.0,5850,-5.5,-29.5,15,27,-6.98811421776806,-26.079997309804845,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
484.2,6096,-7.2,-31.3,10,26,-4.514852619340188,-25.60500157831741,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
400.0,7560,-17.3,-42.3,350,25,4.34120444167326,-24.6201938253052,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
396.7,7620,-17.8,-42.6,350,25,4.34120444167326,-24.6201938253052,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
349.6,8534,-25.2,-46.9,340,25,8.550503583141715,-23.49231551964771,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
321.3,9144,-30.1,-49.8,345,34,8.799847533485703,-32.84147809382832,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
300.0,9640,-34.1,-52.1,350,48,8.335112528012658,-47.27077214458598,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
258.2,10668,-42.2,,330,64,32.00000000000003,-55.425625842204056,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
250.0,10890,-43.9,,320,64,41.13840701993853,-49.02684435961458,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
204.9,12192,-54.2,,320,72,46.28070789743085,-55.1551999045664,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
200.0,12350,-55.5,,315,71,50.20458146424489,-50.20458146424486,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
185.9,12801,-58.8,,305,63,51.606578790206484,-36.1353154901159,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
166.0,13496,-63.8,,305,80,65.53216354311934,-45.886114908083684,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
150.0,14120,-68.3,,310,73,55.9212443476854,-46.923495507117366,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
100.0,16500,-77.7,,305,47,38.50014608158261,-26.958092508499163,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
70.0,18570,-72.9,,325,25,14.339410908776163,-20.47880110722479,TJSJ,78526,1973-02-03 12:00:00,18.43,-66.0,19.0,30.52
