pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1017.0,19,24.4,19.5,110.0,7.0,-6.5778483455013586,2.394141003279681,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
1000.0,151,23.0,18.7,85.0,9.0,-8.96575228282571,-0.7844016847289232,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
982.5,304,21.6,18.1,65.0,11.0,-9.96938565740315,-4.648800879147694,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
948.5,609,18.9,17.0,55.0,13.0,-10.648976575756894,-7.4564936725636,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
931.0,771,17.4,16.4,63.0,11.0,-9.801071766072045,-4.993895497135015,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
915.5,914,16.9,15.0,70.0,10.0,-9.396926207859083,-3.4202014332566884,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
883.4,1219,15.9,12.0,105.0,7.0,-6.761480784023478,1.811733315717646,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
850.0,1548,14.8,8.8,100.0,7.0,-6.893654271085456,1.2155372436685121,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
822.3,1828,13.6,4.0,85.0,9.0,-8.96575228282571,-0.7844016847289232,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
812.0,1934,13.2,2.2,90.0,9.0,-9.0,-5.51091059616309e-16,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
793.1,2133,13.9,-6.2,100.0,9.0,-8.863269777109872,1.5628335990023727,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
779.0,2284,14.4,-12.6,93.0,8.0,-7.989036278036591,0.41868764994355073,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
764.8,2438,13.7,-13.6,85.0,6.0,-5.977168188550474,-0.5229344564859488,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
737.5,2743,12.3,-15.5,55.0,9.0,-7.372368398600926,-5.162187927159415,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
725.0,2887,11.6,-16.4,58.0,10.0,-8.48048096156426,-5.299192642332049,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
700.0,3180,11.6,-18.4,65.0,13.0,-11.78200123147645,-5.494037402629092,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
660.7,3657,9.3,-19.8,75.0,10.0,-9.659258262890683,-2.5881904510252074,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
617.0,4222,6.6,-21.4,61.0,10.0,-8.746197071393958,-4.848096202463371,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
613.6,4267,6.3,-21.6,60.0,10.0,-8.660254037844386,-5.000000000000001,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
568.7,4876,2.5,-24.4,40.0,15.0,-9.641814145298088,-11.49066664678467,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
500.0,5910,-4.1,-29.1,40.0,11.0,-7.070663706551931,-8.426488874308758,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
488.0,6096,-5.7,-30.1,40.0,11.0,-7.070663706551931,-8.426488874308758,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
400.0,7620,-18.5,-38.5,30.0,13.0,-6.499999999999999,-11.258330249197703,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
324.0,9144,-30.2,-48.0,20.0,15.0,-5.130302149885031,-14.095389311788626,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
300.0,9700,-34.5,-51.5,30.0,20.0,-9.999999999999998,-17.320508075688775,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
270.0,10429,-40.1,-55.1,19.0,25.0,-8.139203861428918,-23.637964389982923,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
260.6,10668,-42.3,,15.0,27.0,-6.98811421776806,-26.079997309804845,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
250.0,10950,-44.9,,15.0,30.0,-7.764571353075622,-28.97777478867205,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
200.0,12410,-55.1,,340.0,21.0,7.182423009839041,-19.733545036504076,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
188.0,12801,-58.4,,335.0,19.0,8.029746973073285,-17.219847953696352,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
182.0,13004,-60.1,,332.0,19.0,8.919959692931926,-16.77600426431961,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
178.0,13142,-59.7,,330.0,20.0,10.000000000000009,-17.320508075688767,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
159.0,13837,-65.1,,320.0,21.0,13.498539803417332,-16.086933305498533,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
150.0,14190,-66.1,,315.0,22.0,15.556349186104049,-15.556349186104041,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
129.0,15095,-71.5,,306.0,25.0,20.22542485937369,-14.694631307311823,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
125.9,15240,-71.3,,305.0,26.0,21.297953151513788,-14.912987345127197,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
119.0,15573,-70.7,,307.0,26.0,20.76452326122962,-15.647190601953247,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
100.0,16590,-77.3,,315.0,27.0,19.091883092036788,-19.091883092036777,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
96.0,16824,-78.5,,320.0,25.0,16.06969024216349,-19.151111077974445,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
70.0,18640,-76.1,,355.0,6.0,0.5229344564859499,-5.977168188550474,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
50.0,20660,-61.1,,95.0,16.0,-15.939115169467929,1.3944918839625318,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
37.0,22556,-55.9,,92.0,12.0,-11.992689924229149,0.4187939604300115,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
30.0,23890,-56.5,,90.0,9.0,-9.0,-5.51091059616309e-16,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
20.0,26520,-47.7,,290.0,5.0,4.698463103929542,-1.7101007166283448,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
16.0,27996,-46.7,,,,,,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
12.0,29930,-40.3,,,,,,TJSJ,78526,1973-01-07 12:00:00,18.43,-66.0,19.0,28.47
