pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1018.0,19,22.8,19.0,210,5,2.5000000000000004,4.330127018922193,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
1000.0,166,24.4,18.4,170,6,-1.0418890660015816,5.908846518073248,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
984.1,304,23.2,17.7,160,7,-2.394141003279682,6.5778483455013586,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
949.9,609,20.6,16.1,155,10,-4.2261826174069945,9.063077870366499,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
916.9,914,18.0,14.5,150,16,-7.999999999999999,13.85640646055102,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
885.0,1219,15.3,13.0,140,19,-12.21296458404425,14.55484441926058,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
862.0,1446,13.4,11.8,133,20,-14.627074032383412,13.639967201249966,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
850.0,1564,12.8,10.7,130,20,-15.32088886237956,12.855752193730787,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
830.0,1764,12.0,8.6,126,18,-14.562305898749054,10.580134541264515,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
823.7,1828,12.7,0.5,125,18,-14.74473679720185,10.32437585431883,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
814.0,1928,13.8,-12.2,125,17,-13.925584752912858,9.750799417967785,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
803.0,2043,17.8,-13.2,125,15,-12.287280664334876,8.603646545265692,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
794.5,2133,17.4,-13.5,125,14,-11.468128620045883,8.030070108914646,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
766.4,2438,16.1,-14.6,125,12,-9.8298245314679,6.882917236212554,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
739.2,2743,14.8,-15.6,140,12,-7.713451316238474,9.192533317427735,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
700.0,3204,12.8,-17.2,155,17,-7.184510449591891,15.407232379623048,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
661.9,3657,9.6,-19.4,155,22,-9.29760175829539,19.9387713148063,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
613.9,4267,5.2,-22.5,160,25,-8.550503583141722,23.492315519647708,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
569.5,4876,0.8,-25.5,145,25,-14.339410908776149,20.478801107224797,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
500.0,5930,-6.7,-30.7,130,20,-15.32088886237956,12.855752193730787,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
489.3,6096,-7.7,-31.4,130,21,-16.086933305498537,13.498539803417327,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
434.3,7010,-13.0,-35.1,135,10,-7.0710678118654755,7.071067811865475,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
401.1,7620,-16.6,-37.6,35,6,-3.4414586181062763,-4.914912265733951,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
400.0,7640,-16.7,-37.7,35,7,-4.015035054457322,-5.7340643100229425,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
325.2,9144,-28.6,-46.0,20,13,-4.446261863233693,-12.21600407021681,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
300.0,9730,-33.3,-49.3,10,5,-0.8682408883346516,-4.92403876506104,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
267.0,10536,-40.1,-53.1,357,14,0.7327033874012212,-13.980813486564033,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
261.8,10668,-41.3,,355,15,1.3073361412148747,-14.942920471376183,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
250.0,10980,-44.1,,350,15,2.6047226650039557,-14.772116295183121,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
215.0,11981,-51.5,,313,19,13.895720330764236,-12.957968841187473,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
200.0,12450,-54.3,,295,21,19.03246352776965,-8.874983496554691,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
163.4,13716,-61.9,,310,24,18.385066634855477,-15.426902632476942,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
150.0,14250,-65.1,,330,20,10.000000000000009,-17.320508075688767,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
127.0,15240,-71.5,,320,8,5.142300877492317,-6.128355544951822,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
122.0,15482,-73.1,,291,8,7.468643411977614,-2.866943596362403,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
100.0,16630,-77.9,,150,8,-3.9999999999999996,6.92820323027551,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
85.0,17559,-79.1,,111,11,-10.269384691469218,3.9420474449983027,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
70.0,18680,-74.3,,65,14,-12.688309018513099,-5.9166556643697925,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
54.0,20231,-64.7,,77,17,-16.564291101349,-3.8241679238457036,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
50.0,20700,-66.1,,80,18,-17.726539554219745,-3.1256671980047477,TJSJ,78526,1973-01-13 12:00:00,18.43,-66.0,19.0,27.63
