pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
1015.0,19,24.4,18.4,40.0,5.0,-3.2139380484326963,-3.83022221559489,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
1000.0,140,23.6,20.2,30.0,7.0,-3.4999999999999996,-6.062177826491071,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
981.2,304,22.1,19.2,15.0,9.0,-2.3293714059226867,-8.693332436601615,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
947.2,609,19.4,17.4,5.0,11.0,-0.9587131702242399,-10.9581416790092,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
914.4,914,16.7,15.7,10.0,13.0,-2.257426309670094,-12.802500789158705,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
906.0,994,16.0,15.2,10.0,13.0,-2.257426309670094,-12.802500789158705,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
890.0,1145,13.6,8.6,10.0,14.0,-2.4310744873370247,-13.787308542170912,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
883.0,1212,14.8,9.8,10.0,14.0,-2.4310744873370247,-13.787308542170912,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
882.2,1219,14.8,9.8,10.0,14.0,-2.4310744873370247,-13.787308542170912,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
850.0,1534,13.2,11.5,360.0,15.0,3.67394039744206e-15,-15.0,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
820.7,1828,11.3,10.1,345.0,12.0,3.105828541230248,-11.59110991546882,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
791.3,2133,9.4,8.7,345.0,8.0,2.0705523608201655,-7.7274066103125465,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
777.0,2286,8.4,8.0,352.0,8.0,1.113384807680527,-7.922144549932562,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
762.8,2438,7.8,5.8,360.0,8.0,1.959434878635765e-15,-8.0,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
735.2,2743,6.7,1.4,345.0,3.0,0.776457135307562,-2.897777478867205,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
729.0,2813,6.4,0.4,4.0,3.0,-0.2092694212323759,-2.9926921507794724,TJSJ,78526,1973-02-07 12:00:00,18.43,-66.0,19.0,34.53
