"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/02/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/03/2005","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/04/2005","AQS","720170003","1","12","ppb","17","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/05/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","22","92.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/06/2005","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/07/2005","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/08/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/09/2005","AQS","720170003","1","9","ppb","13","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/10/2005","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/11/2005","AQS","720170003","1","12","ppb","17","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/12/2005","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","21","88.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/13/2005","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","22","92.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/14/2005","AQS","720170003","1","16","ppb","23","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/15/2005","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/16/2005","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/17/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/18/2005","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/19/2005","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/20/2005","AQS","720170003","1","4","ppb","6","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/21/2005","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","22","92.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/22/2005","AQS","720170003","1","4","ppb","6","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/23/2005","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/24/2005","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","22","92.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/25/2005","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/26/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/27/2005","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/28/2005","AQS","720170003","1","8","ppb","11","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/29/2005","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/30/2005","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
