"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2003","AQS","721270002","1","0.2","ppm","2","","19","79.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/02/2003","AQS","721270002","1","0.7","ppm","8","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/03/2003","AQS","721270002","1","1.3","ppm","15","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/04/2003","AQS","721270002","1","1","ppm","11","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/05/2003","AQS","721270002","1","0.9","ppm","10","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/06/2003","AQS","721270002","1","1.5","ppm","17","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/07/2003","AQS","721270002","1","1.1","ppm","13","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/08/2003","AQS","721270002","1","1.5","ppm","17","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/09/2003","AQS","721270002","1","2","ppm","23","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/10/2003","AQS","721270002","1","1.3","ppm","15","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/11/2003","AQS","721270002","1","1.1","ppm","13","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/12/2003","AQS","721270002","1","0.9","ppm","10","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/13/2003","AQS","721270002","1","1","ppm","11","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/14/2003","AQS","721270002","1","2","ppm","23","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/15/2003","AQS","721270002","1","1.6","ppm","18","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/16/2003","AQS","721270002","1","1.7","ppm","19","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/17/2003","AQS","721270002","1","2","ppm","23","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
"01/18/2003","AQS","721270002","1","1.2","ppm","14","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","127","San Juan","18.445223297","-66.06711024"
