"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2009","AQS","720210006","1","1.4","ppm","16","","19","79.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/02/2009","AQS","720210006","1","1.4","ppm","16","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/03/2009","AQS","720210006","1","1.8","ppm","20","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/04/2009","AQS","720210006","1","1.8","ppm","20","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/05/2009","AQS","720210006","1","1.6","ppm","18","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/06/2009","AQS","720210006","1","1.5","ppm","17","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/07/2009","AQS","720210006","1","1.6","ppm","18","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/08/2009","AQS","720210006","1","1.3","ppm","15","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/09/2009","AQS","720210006","1","1.5","ppm","17","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/10/2009","AQS","720210006","1","1.4","ppm","16","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/11/2009","AQS","720210006","1","1.2","ppm","14","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/12/2009","AQS","720210006","1","1.4","ppm","16","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/13/2009","AQS","720210006","1","1.3","ppm","15","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/14/2009","AQS","720210006","1","1.7","ppm","19","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/15/2009","AQS","720210006","1","1.6","ppm","18","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/16/2009","AQS","720210006","1","1.4","ppm","16","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/17/2009","AQS","720210006","1","1.4","ppm","16","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/18/2009","AQS","720210006","1","1.6","ppm","18","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/19/2009","AQS","720210006","1","1.5","ppm","17","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/20/2009","AQS","720210006","1","1.7","ppm","19","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/21/2009","AQS","720210006","1","1.8","ppm","20","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/22/2009","AQS","720210006","1","1.8","ppm","20","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/23/2009","AQS","720210006","1","1.7","ppm","19","","14","58.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/03/2009","AQS","720210006","1","2.5","ppm","28","","8","33.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/04/2009","AQS","720210006","1","2.4","ppm","27","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
