"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2011","AQS","720210006","1","0.4","ppm","5","","19","79.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/02/2011","AQS","720210006","1","0.4","ppm","5","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"01/03/2011","AQS","720210006","1","0.5","ppm","6","","11","46.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/04/2011","AQS","720210006","1","0.3","ppm","3","","9","38.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/05/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/06/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/07/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/08/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/09/2011","AQS","720210006","1","0.5","ppm","6","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/10/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/11/2011","AQS","720210006","1","0.3","ppm","3","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/12/2011","AQS","720210006","1","0.3","ppm","3","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/13/2011","AQS","720210006","1","0.2","ppm","2","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/14/2011","AQS","720210006","1","0.4","ppm","5","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/15/2011","AQS","720210006","1","0.3","ppm","3","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/16/2011","AQS","720210006","1","0.3","ppm","3","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/17/2011","AQS","720210006","1","0.4","ppm","5","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/18/2011","AQS","720210006","1","0.5","ppm","6","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/19/2011","AQS","720210006","1","0.1","ppm","1","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/20/2011","AQS","720210006","1","0.1","ppm","1","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
"02/21/2011","AQS","720210006","1","0.1","ppm","1","","24","100.0000","42101","Carbon monoxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.4173146174377","-66.1502932539252"
