dd,mm,yyyy,nobs,AOT_1020_avg,AOT_1020_std,AOT_1020_med,AOTExt1020-T_avg,AOTExt1020-T_std,AOTExt1020-T_med,AOTExt1020-C_avg,AOTExt1020-C_std,AOTExt1020-C_med,AOTExt1020-F_avg,AOTExt1020-F_std,AOTExt1020-F_med,AOTAbsp1020-T_avg,AOTAbsp1020-T_std,AOTAbsp1020-T_med,SSA1020-T_avg,SSA1020-T_std,SSA1020-T_med,REFR(1020)_avg,REFR(1020)_std,REFR(1020)_med,REFI(1020)_avg,REFI(1020)_std,REFI(1020)_med,ASYM1020-T_avg,ASYM1020-T_std,ASYM1020-T_med,ASYM1020-C_avg,ASYM1020-C_std,ASYM1020-C_med,ASYM1020-F_avg,ASYM1020-F_std,ASYM1020-F_med,"870-440AngstromParam,[AOTExt]-Total_avg","870-440AngstromParam,[AOTExt]-Total_std","870-440AngstromParam,[AOTExt]-Total_med",Inflection_Point[um]_avg,Inflection_Point[um]_std,Inflection_Point[um]_med,"0,065604_avg","0,065604_std","0,065604_med","0,086077_avg","0,086077_std","0,086077_med","0,112939_avg","0,112939_std","0,112939_med","0,148184_avg","0,148184_std","0,148184_med","0,194429_avg","0,194429_std","0,194429_med","0,255105_avg","0,255105_std","0,255105_med","0,334716_avg","0,334716_std","0,334716_med","0,439173_avg","0,439173_std","0,439173_med","0,576227_avg","0,576227_std","0,576227_med","0,756052_avg","0,756052_std","0,756052_med","0,991996_avg","0,991996_std","0,991996_med","1,301571_avg","1,301571_std","1,301571_med","1,707757_avg","1,707757_std","1,707757_med","2,240702_avg","2,240702_std","2,240702_med","2,939966_avg","2,939966_std","2,939966_med","3,857452_avg","3,857452_std","3,857452_med","5,061260_avg","5,061260_std","5,061260_med","6,640745_avg","6,640745_std","6,640745_med","8,713145_avg","8,713145_std","8,713145_med","11,432287_avg","11,432287_std","11,432287_med","15,000000_avg","15,000000_std","15,000000_med"
11,3,1997,2,"0,450505","0,00524001","0,450505","0,45435","0,00575","0,45435","0,4196","0,0054","0,4196","0,03475","0,00035","0,03475","0,008402","0,003807","0,008402","0,9814","0,0086","0,9814","1,4158","0,00269997","1,4158","0,0014545","0,0006785","0,0014545","0,76878","0,000757992","0,76878","0,780136","0,000956506","0,780137","0,631377","0,000860989","0,631377","0,081335","0,002542","0,081335","0,439",0,"0,439","0,003431","0,000579","0,003431","0,0067705","0,0011245","0,0067705","0,00818","0,000872","0,00818","0,0073875","0,0001415","0,0073875","0,006773","0,000364","0,006773","0,008409","0,000672","0,008409","0,0155095","0,0008495","0,0155095","0,0341685","0,0001725","0,0341685","0,059701","0,001168","0,059701","0,0693705","0,000614502","0,0693705","0,075313","0,003907","0,075313","0,11163","0,005959","0,11163","0,200196","0,004689","0,200196","0,22433","0,0022205","0,22433","0,131508","0,0051185","0,131508","0,0496565","0,0028925","0,0496565","0,015641","0,001054","0,015641","0,004984","0,000326","0,004984","0,001806","9,30E-05","0,001806","0,000788","2,00E-05","0,000788","0,000423","6,00E-06","0,000423"
10,5,1999,2,"0,205313","0,00236","0,205313","0,214","0,0073","0,214","0,1893","0,0062","0,1893","0,0247","0,0011","0,0247","0,0140455","0,0018205","0,0140455","0,934","0,0108","0,934","1,4594","0,0079","1,4594","0,0054845","0,0010475","0,0054845","0,751572","0,00700101","0,751572","0,774753","0,00612602","0,774753","0,575498","0,0121205","0,575499","0,294657","0,0257855","0,294657","0,439",0,"0,439","0,0035755","0,0008055","0,0035755","0,008788","0,002146","0,008788","0,010598","0,00217","0,010598","0,008123","0,001063","0,008123","0,005907","0,000338","0,005907","0,0058025","3,75E-05","0,0058025","0,008495","0,000134","0,008495","0,0150065","0,0001525","0,0150065","0,022849","0,000424","0,022849","0,0275265","0,0016175","0,0275265","0,034803","0,002802","0,034803","0,0562425","0,0022535","0,0562425","0,0915095","0,0043385","0,0915095","0,095642","0,00484","0,095642","0,0634255","0,0041925","0,0634255","0,031181","0,007649","0,031181","0,0131375","0,0052665","0,0131375","0,005082","0,002454","0,005082","0,001859","0,000886","0,001859","0,0006625","0,0002405","0,0006625","0,000244","2,60E-05","0,000244"
17,5,1999,2,"0,070883","0,005259","0,070883","0,08465","0,00585","0,08465","0,07335","0,00355","0,07335","0,0113","0,0023","0,0113","0,0055435","0,0008345","0,0055435","0,9349","0,0054","0,9349","1,4261","0,0474","1,4261","0,004938","0,000406","0,004938","0,748732","0,021136","0,748732","0,785232","0,0228665","0,785232","0,495502","0,038358","0,495502","0,512013","0,023924","0,512013","0,439",0,"0,439","0,0030225","0,0009045","0,0030225","0,0094795","0,0034935","0,0094795","0,011586","0,00385","0,011586","0,007518","0,001651","0,007518","0,00419","0,000315","0,00419","0,0030635","0,0001575","0,0030635","0,003478","0,000451","0,003478","0,0054255","0,0008455","0,0054255","0,0088015","0,0012595","0,0088015","0,0123195","0,0012835","0,0123195","0,0159045","0,0005475","0,0159045","0,0217635","0,0016295","0,0217635","0,0294185","0,0053585","0,0294185","0,0319695","0,0041105","0,0319695","0,0271405","0,0036465","0,0271405","0,020266","0,009478","0,020266","0,0130255","0,0089225","0,0130255","0,0063605","0,0048815","0,0063605","0,0022055","0,0016525","0,0022055","0,000551","0,000327","0,000551","0,0001165","1,55E-05","0,0001165"
11,7,1999,2,"0,12766","0,0011785","0,12766","0,1292","0,000200003","0,1292","0,1188","0,0002","0,1188","0,0104",0,"0,0104","0,0039065","0,0022335","0,0039065","0,9698","0,0172","0,9698","1,41275","0,00475001","1,41275","0,0022095","0,0013015","0,0022095","0,761773","0,00551149","0,761773","0,779114","0,00585902","0,779114","0,562674","0,00105","0,562674","0,243592","0,02149","0,243592","0,439",0,"0,439","0,002842","0,000463","0,002842","0,0069915","0,0007365","0,0069915","0,0075895","0,0002235","0,0075895","0,004923","0,000132","0,004923","0,0030415","0,0001185","0,0030415","0,0027265","5,25E-05","0,0027265","0,004045","3,00E-06","0,004045","0,0078625","8,50E-06","0,0078625","0,0135775","0,0003065","0,0135775","0,018443","0,000585","0,018443","0,0249555","0,0003195","0,0249555","0,03868","8,80E-05","0,03868","0,055865","0,000148","0,055865","0,0585495","1,75E-05","0,0585495","0,043825","0,000673","0,043825","0,0242315","0,0010225","0,0242315","0,010619","0,000748","0,010619","0,0039925","0,0003505","0,0039925","0,0013695","0,0001165","0,0013695","0,0004435","2,55E-05","0,0004435","0,0001375","5,00E-07","0,0001375"
14,7,1999,3,"0,249897","0,0587104","0,213502","0,252833","0,0582467","0,2168","0,232033","0,0545448","0,198","0,0208","0,00370945","0,0188","0,0102513","0,00104361","0,00974","0,9584","0,00473779","0,9551","1,41887","0,00471404","1,4222","0,003131","0,000378389","0,003368","0,76589","0,00198161","0,76627","0,782355","0,00187189","0,781717","0,585046","0,0170048","0,582914","0,224024","0,0337047","0,233564","0,439",0,"0,439","0,00388733","0,000502092","0,003708","0,00856433","0,00162753","0,008422","0,00946967","0,00138758","0,009345","0,00705967","0,000282853","0,006983","0,005442","0,000734823","0,00494","0,00589433","0,00140893","0,005065","0,00902133","0,00236989","0,007787","0,0155027","0,00357488","0,013732","0,0241203","0,00534185","0,020731","0,03416","0,00893808","0,028288","0,0501973","0,0138761","0,040439","0,0783187","0,0186114","0,068685","0,109169","0,0218916","0,10047","0,112643","0,0250418","0,099065","0,085357","0,0238554","0,069727","0,048556","0,0160764","0,037846","0,0218263","0,00778954","0,016894","0,0083","0,00294596","0,006563","0,00282767","0,000925751","0,002317","0,000893","0,000246294","0,000762","0,000265333","5,32E-05","0,000236"
19,7,1999,2,"0,136952","0,0034215","0,136952","0,1381","0,0034","0,1381","0,1262","0,0043","0,1262","0,01195","0,00095","0,01195","0,0028605","0,0008505","0,0028605","0,97915","0,00665","0,97915","1,42285","0,01195","1,42285","0,0015355","0,0005055","0,0015355","0,75402","0,0076215","0,754021","0,772781","0,00645599","0,772781","0,554201","0,00355449","0,5542","0,280921","0,020346","0,280921","0,439",0,"0,439","0,0025925","0,0004515","0,0025925","0,006621","0,001062","0,006621","0,007909","0,000785","0,007909","0,0057855","0,0001025","0,0057855","0,003889","0,000188","0,003889","0,0034345","0,0002585","0,0034345","0,0045515","0,0002475","0,0045515","0,0078905","2,55E-05","0,0078905","0,013572","0,000755","0,013572","0,01994","0,001088","0,01994","0,028311","9,99E-07","0,028311","0,0430625","0,0010935","0,0430625","0,058409","0,002","0,058409","0,0572775","0,0047275","0,0572775","0,0414895","0,0034975","0,0414895","0,0233465","0,0013185","0,0233465","0,010785","0,000226","0,010785","0,0043105","3,65E-05","0,0043105","0,00155","3,80E-05","0,00155","0,0005125","1,15E-05","0,0005125","0,000157",0,"0,000157"
8,8,1999,3,"0,417973","0,0381828","0,397173","0,420333","0,037932","0,3992","0,395667","0,0376948","0,3754","0,0246333","0,000590668","0,025","0,015016","0,00233577","0,01516","0,9641","0,0061628","0,968","1,3973","0,00125699","1,3977","0,00251433","0,000506153","0,002192","0,774797","0,00379657","0,777158","0,786855","0,00387436","0,788738","0,579732","0,0213003","0,594597","0,139936","0,0153832","0,135087","0,439",0,"0,439","0,00907367","0,00464475","0,006439","0,0178613","0,00942026","0,01201","0,016151","0,00661082","0,011687","0,00990567","0,00214678","0,008634","0,00669767","0,000362558","0,006904","0,006868","0,000641477","0,006801","0,0107847","0,000971236","0,010854","0,0207643","0,000438764","0,020643","0,0385037","0,00511627","0,036268","0,060804","0,00713222","0,058391","0,088044","0,00183764","0,088073","0,131173","0,00177439","0,131629","0,187943","0,0244171","0,172007","0,210639","0,0403823","0,184043","0,167152","0,0193334","0,15695","0,0953627","0,00295897","0,095926","0,0418853","0,00634497","0,046176","0,015252","0,00330488","0,017197","0,00488167","0,00104731","0,005443","0,00143233","0,000190727","0,001523","0,000401","2,21E-05","0,000389"
13,8,1999,2,"0,247396","0,00880849","0,247396","0,2492","0,0087","0,2492","0,2316","0,0087","0,2316","0,01755","5,00E-05","0,01755","0,010964","0,002822","0,010964","0,9563","0,00979999","0,9563","1,4182","0,00380003","1,4182","0,003215","0,000819","0,003215","0,770298","0,00611749","0,770298","0,785495","0,005611","0,785495","0,568652","0,00588","0,568652","0,198656","0,0224125","0,198656","0,439",0,"0,439","0,006772","0,001281","0,006772","0,0138475","0,0025625","0,0138475","0,0122785","0,0013635","0,0122785","0,007035","5,70E-05","0,007035","0,004394","0,000282","0,004394","0,0043125","0,0003135","0,0043125","0,0068635","0,0002375","0,0068635","0,01343","6,60E-05","0,01343","0,0228935","0,0006595","0,0228935","0,0313985","0,0022775","0,0313985","0,0432495","0,0025875","0,0432495","0,0723615","0,0009645","0,0723615","0,123886","0,0025645","0,123887","0,138214","0,0078795","0,138214","0,090812","0,004864","0,090812","0,0396695","0,0004685","0,0396695","0,013906","0,000596","0,013906","0,0045755","0,0003895","0,0045755","0,0015625","0,0001535","0,0015625","0,000583","4,30E-05","0,000583","0,000243","2,00E-06","0,000243"
21,8,1999,3,"0,0328053","0,00132819","0,033118","0,0347333","0,000402769","0,0345","0,0300667","0,000249444","0,03","0,00463333","0,00020548","0,0046","0,00323367","0,000264874","0,003215","0,9068","0,0076972","0,9089","1,36657","0,0139662","1,3604","0,007466","0,000993105","0,00704","0,767513","0,0152949","0,774247","0,807828","0,0115275","0,811847","0,491157","0,0383813","0,502126","0,76867","0,0758207","0,743258","0,439",0,"0,439","0,00168333","0,00126184","0,001037","0,004691","0,00321391","0,003234","0,00529367","0,00233609","0,004609","0,00372033","0,000469001","0,00383","0,00246933","0,000315073","0,002644","0,00193033","0,000414099","0,002035","0,00189867","0,000334091","0,001966","0,002306","0,000203147","0,002365","0,003229","0,000151065","0,0033","0,00491633","0,000262204","0,004927","0,00790833","0,000208314","0,00781","0,012027","0,000578003","0,012101","0,014627","0,000969496","0,014925","0,0132607","0,000535385","0,013061","0,00937233","0,000968491","0,009987","0,005403","0,00115211","0,006101","0,002641","0,00077217","0,003104","0,00113633","0,000369116","0,001374","0,000444333","0,000136016","0,000538","0,000161667","3,70E-05","0,00018","5,67E-05","5,25E-06","5,40E-05"
26,11,1999,2,"0,014657","0,000366","0,014657","0,01445","0,00025","0,01445","0,01055","0,00045","0,01055","0,0039","0,0002","0,0039","0,0012605","0,0002095","0,0012605","0,9126","0,016","0,9126","1,37035","0,00915003","1,37035","0,006125","0,00165","0,006125","0,701475","0,00287399","0,701475","0,798414","0,00209498","0,798414","0,417879","0,0222805","0,417879","1,58333","0,011504","1,58333","0,439",0,"0,439","0,002055","0,000366","0,002055","0,0064685","0,0012685","0,0064685","0,007298","0,001151","0,007298","0,0043435","0,0003845","0,0043435","0,0022285","2,45E-05","0,0022285","0,0014055","8,35E-05","0,0014055","0,0012015","0,0001095","0,0012015","0,001283","7,20E-05","0,001283","0,0015605","3,35E-05","0,0015605","0,002088","0,000106","0,002088","0,0028695","3,05E-05","0,0028695","0,0034075","8,55E-05","0,0034075","0,003604","0,000337","0,003604","0,003725","0,000481","0,003725","0,0033175","0,0004505","0,0033175","0,0024905","0,0003395","0,0024905","0,001571","0,000219","0,001571","0,0008395","0,0001165","0,0008395","0,0003805","4,75E-05","0,0003805","0,0001465","1,35E-05","0,0001465","4,80E-05","1,00E-06","4,80E-05"
24,2,2000,2,"0,110588","0,00544","0,110588","0,1102","0,0053","0,1102","0,09425","0,00565","0,09425","0,0159","0,0003","0,0159","0,0167825","0,0023325","0,0167825","0,8484","0,0138","0,8484","1,41415","0,0100501","1,41415","0,012421","0,001569","0,012421","0,75356","0,014543","0,75356","0,79867","0,008968","0,79867","0,476326","0,027898","0,476326","0,628412","0,0556485","0,628411","0,439",0,"0,439","0,005429","0,000239","0,005429","0,014963","0,002302","0,014963","0,016678","0,003231","0,016678","0,0105635","0,0016135","0,0105635","0,006017","0,000253","0,006017","0,0042835","0,0003305","0,0042835","0,00432","0,000551","0,00432","0,0062495","0,0006475","0,0062495","0,011469","0,000656","0,011469","0,0193265","0,0003965","0,0193265","0,024275","0,00085","0,024275","0,0244515","0,0015985","0,0244515","0,0277055","0,0029975","0,0277055","0,036145","0,005364","0,036145","0,04296","0,005396","0,04296","0,0427355","0,0029585","0,0427355","0,032483","0,000757001","0,032483","0,0174105","0,0001215","0,0174105","0,0061775","8,05E-05","0,0061775","0,0014","4,30E-05","0,0014","0,0002","1,10E-05","0,0002"
