date,aot1020
2012-05-23,0.1820452857
2012-05-24,0.0966153448
2012-05-25,0.1091877931
2012-05-26,0.1014614545
2012-05-27,0.0547301176
2012-05-28,0.1339631212
2012-05-29,0.2016703158
2012-05-30,0.2699730000
2012-05-31,0.2033015000
2012-06-01,0.3967583077
2012-06-02,0.3656522105
2012-06-03,0.3915866591
2012-06-04,0.2751367679
2012-06-05,0.0731552571
2012-06-06,0.2131673333
2012-06-07,0.2768025000
2012-06-08,0.3116653636
2012-06-09,0.1006587429
2012-06-10,0.1497648000
2012-06-11,0.2816320000
2012-06-12,0.3755947500
2012-06-13,0.6422988571
2012-06-15,0.2421660000
2012-06-16,0.4867804615
2012-06-17,0.4984359167
2012-06-18,0.2458950455
2012-06-19,0.2148541667
2012-06-20,0.4431500909
2012-06-21,0.4665545625
2012-06-22,0.4145558500
2012-06-23,0.0805558000
2012-06-24,0.1268653191
2012-06-25,0.2038352692
2012-06-26,0.4183608000
2012-06-27,0.4754200417
2012-06-28,0.1470949667
2012-06-29,0.1828529487
2012-06-30,0.1523129286
2012-07-03,0.3053962500
2012-07-05,0.4972889333
2012-07-06,0.3173720000
2012-07-07,0.1235181429
2012-07-08,0.0371974773
2012-07-09,0.1734925000
2012-07-10,0.3532687368
2012-07-11,0.3311106923
2012-07-12,0.1083729231
2012-07-13,0.0496433182
2012-07-14,0.5439901111
2012-07-15,0.3694100000
2012-07-16,0.3943073929
2012-07-17,0.2252884000
2012-07-18,0.0730901000
2012-07-19,2.7002848750
2012-07-20,0.6461266667
2012-07-21,0.2915152222
2012-07-22,0.4664058889
2012-07-23,0.2664684706
2012-07-24,0.3281758250
2012-07-25,0.2868705610
2012-07-26,0.2624308824
2012-07-27,0.1219173939
2012-07-28,0.1650144444
2012-07-29,0.3006258000
2012-07-31,2.9690820000
2012-08-01,0.3759107500
2012-08-02,0.2497022632
2012-09-06,0.2388725333
2012-09-07,0.1976387059
2012-09-08,0.1853324762
2012-09-09,0.0792470000
2012-09-10,0.0595508750
2012-09-11,0.1008445882
2012-09-12,0.0540365000
2012-09-13,0.0355481200
2012-09-14,0.0175995172
2012-09-15,0.0228097800
2012-09-16,0.0640672857
2012-09-17,1.0040360000
2012-09-18,0.1318975000
2012-09-19,0.0325056250
2012-09-20,0.1353935714
2012-09-21,0.1574714688
2012-09-22,0.2151320870
2012-09-23,1.9808150000
2012-09-24,0.0856760000
2012-09-25,0.3209706000
2012-09-26,0.2420915000
2012-09-27,0.0680076897
2012-09-28,0.0419592174
2012-09-29,0.0513084359
2012-09-30,0.0369697857
2012-10-01,0.0539496667
2012-10-02,1.3103925000
2012-10-03,0.2626615000
2012-10-05,0.2564300000
2012-10-06,0.0909435000
2012-10-07,0.1561596364
2012-10-08,0.2572876667
2012-10-09,0.2900170000
2012-10-10,0.1108067143
2012-10-11,0.7691045000
2012-10-15,0.4622982857
2012-10-16,0.8800980000
2012-10-17,0.1487838333
2012-10-18,0.2058895000
2012-10-19,0.1962009091
2012-10-20,0.0773727353
2012-10-21,0.0253699070
2012-10-22,0.0221074750
2012-10-23,0.0280214400
2012-10-24,0.0287555405
2012-10-25,0.0449097857
2012-10-26,0.0447458947
2012-10-27,0.0924558750
2012-10-28,0.0337683111
2012-10-29,0.0278919000
2012-10-30,0.0688134390
2012-10-31,0.0425680286
2012-11-01,0.1468930000
2012-11-02,0.0903832121
2012-11-03,0.0409715000
2012-11-04,0.0266393500
2012-11-05,0.0322892683
2012-11-06,0.0354515185
2012-11-07,0.0397535882
2012-11-08,0.0346444146
2012-11-09,0.0466754118
2012-11-10,0.0328550455
2012-11-11,0.4623115000
2012-11-13,0.2565650000
2012-11-14,0.1714661429
2012-11-15,0.0461728788
2012-11-16,0.0270439130
2012-11-17,0.0832125714
2012-11-18,0.0703550000
2012-11-19,0.0576468276
2012-11-20,0.0476823611
2012-11-21,0.0314094167
2012-11-22,0.0324012222
2012-11-23,0.0372954375
2012-11-24,0.0301720250
2012-11-25,0.0581561429
2012-11-26,0.0454682727
2012-11-27,0.0629299643
2012-11-28,0.0461438889
2012-11-29,0.0460964194
2012-11-30,0.1044837619
2012-12-01,0.0468580000
2012-12-02,0.0735895714
2012-12-03,0.0314737222
2012-12-04,0.1289335000
2012-12-05,0.0587728571
2012-12-07,0.1984050000
2012-12-09,0.0786779444
2012-12-10,0.0869039333
2012-12-11,0.0947178333
2012-12-12,0.1175060833
2012-12-13,0.1571151429
2012-12-14,0.0990811333
2012-12-15,0.0591806000
2012-12-16,0.0462375000
2012-12-17,0.0430636000
2012-12-18,0.0530448000
2012-12-19,0.0570742759
2012-12-20,0.0487094878
2012-12-21,0.0436831282
2012-12-22,0.0442114000
2012-12-24,0.0553020000
2012-12-25,0.0812513750
2012-12-26,0.1343570000
2012-12-27,0.0754846053
2012-12-28,0.0538266364
2012-12-29,0.0786990000
2012-12-30,0.0782293889
2012-12-31,0.0348976250
2013-01-01,0.0347650000
2013-01-02,0.0500229643
2013-01-03,0.0511580769
2013-01-04,0.0988174400
2013-01-05,0.1056820588
2013-01-06,0.0799845556
2013-01-07,0.0944256364
2013-01-08,0.0790788889
2013-01-09,0.1130070000
2013-01-10,0.0757147000
2013-01-12,0.0344265000
2013-01-15,0.0310023611
2013-01-16,0.0328998696
2013-01-17,0.0577901429
2013-01-20,0.0334000952
2013-01-21,0.0486640667
2013-01-23,0.1468759412
2013-01-24,0.0842993158
2013-01-25,0.0492506154
2013-01-26,0.0750305455
2013-01-28,0.0620449375
2013-01-29,0.0577682727
2013-01-30,0.0390538056
2013-01-31,0.0464957188
2013-02-01,0.0516907838
2013-02-02,0.0847638286
2013-02-03,0.0347050263
2013-02-04,0.0254720000
2013-02-05,0.0386260000
2013-02-06,0.0391954762
2013-02-07,0.0978012963
2013-02-08,0.0555973478
2013-02-09,0.0610467857
2013-02-10,0.0473886000
2013-02-11,0.0390091053
2013-02-12,0.0654338750
2013-02-13,0.2003338333
2013-02-14,0.0742860909
2013-02-15,0.0668451429
2013-02-16,0.0569664783
2013-02-17,0.0951001250
2013-02-19,0.0997155625
2013-02-20,0.1006742000
2013-02-21,0.0901731429
2013-02-23,0.0336493333
2013-02-24,0.0434304444
2013-02-25,0.0575317692
2013-02-26,0.0534016275
2013-02-27,0.0593216042
2013-02-28,0.0591674359
2013-03-01,0.0354876458
2013-03-02,0.1099851250
2013-03-03,0.0552180000
2013-03-04,0.0408917179
2013-03-05,0.0800100952
2013-03-06,0.0658702857
2013-03-07,0.0712799167
2013-03-08,0.0776312727
2013-03-09,0.0481133448
2013-03-10,0.0809445455
2013-03-14,0.0455370000
2013-03-15,0.0330182564
2013-03-19,0.0515563333
2013-03-20,0.0319895000
2013-03-22,0.1310747500
2013-03-23,0.0656013226
2013-03-24,0.0453850000
2013-03-26,0.0364915667
2013-03-27,0.0212140909
2013-03-28,0.0523396111
2013-03-29,0.0762026667
2013-03-31,0.0577685625
2013-04-01,0.0737629091
2013-04-02,0.0897373636
2013-04-03,0.0839554615
2013-04-05,0.0782680000
2013-04-06,0.0524118947
2013-04-08,0.0583313333
2013-04-09,0.0573608571
2013-04-10,0.0510980435
2013-04-11,0.0481486364
2013-04-12,0.0312261081
2013-04-13,0.0619168182
2013-04-14,0.0574355882
2013-04-15,0.0617811613
2013-04-22,0.1484732500
2013-04-23,0.0991776471
2013-04-26,0.0664539444
2013-04-27,0.0216172759
2013-04-29,0.0446831600
2013-05-05,0.1516900909
2013-05-06,0.1568554483
2013-05-07,0.1178812444
2013-05-08,0.1009645000
2013-05-09,0.1471297895
2013-05-11,0.1685598462
2013-05-12,0.2059785556
2013-05-16,0.1137176486
2013-05-17,0.1056283158
2013-05-19,0.1878624167
2013-05-23,0.1068721667
2013-05-26,0.1057825000
2013-05-29,0.2451746111
2013-05-30,0.3474348095
2013-05-31,0.3454908421
2013-06-01,0.2612830345
2013-06-02,0.2555072353
2013-06-04,0.7131265789
2013-06-05,0.7286878571
2013-06-06,0.1721429688
2013-06-11,0.4909465000
2013-06-15,0.6048210000
2013-06-16,0.6022789474
2013-06-20,0.4139749048
2013-06-22,0.1184015909
2013-06-23,0.2736024000
2013-06-24,0.1705499091
2013-06-27,0.3429106000
2013-06-28,0.3111073158
2013-07-03,0.0925755600
2013-07-04,0.3631352174
2013-07-05,0.2654983750
2013-07-06,0.1259941556
2013-07-08,0.2881505625
2013-07-10,0.5167841579
2013-07-11,0.4156554595
2013-07-12,0.2711826429
2013-07-13,0.1522287391
2013-07-14,0.0875742000
2013-07-16,0.2810967000
2013-07-18,0.3696159286
2013-07-19,0.2929124762
2013-07-20,0.1843930000
2013-07-22,0.3949936000
2013-07-23,0.3940163529
2013-07-24,0.3437859000
2013-09-07,0.4025553333
2013-09-09,0.2670344063
2013-09-10,0.0553223889
2013-09-12,0.1618724000
2013-09-13,0.0870977500
2013-09-14,0.0494216176
2013-09-15,0.1360212000
2013-09-16,0.1389346667
2013-09-17,0.1066577000
2013-09-20,0.1257805152
2013-09-30,0.2987884815
2013-10-01,0.2361006667
2013-10-02,0.0419265143
2013-10-03,0.1093913000
2013-10-11,0.0256710909
2013-10-12,0.0330041935
2013-10-13,0.2165991905
2013-10-14,0.1125132759
2013-10-15,0.0483532632
2013-10-16,0.0545669231
2013-10-17,0.0253352059
2013-10-18,0.0408602609
2013-10-19,0.0434552500
2013-10-22,0.2487210714
2013-10-24,0.1778664615
2013-10-25,0.1916350000
2013-10-27,0.0821385417
2013-10-29,0.1570179714
2013-11-05,0.0394878710
2013-11-06,0.0263819167
2013-11-07,0.0109855000
2013-11-08,0.0231834516
2013-11-09,0.0387612941
2013-11-10,0.1241310000
2013-11-11,0.0225310000
2013-11-12,0.1071361667
2013-11-13,0.0773555676
2013-11-14,0.0517432500
2013-11-15,0.0306564375
2013-11-17,0.0222242500
2013-11-18,0.0217072308
2013-11-19,0.0351306383
2013-11-20,0.0232546154
2013-11-21,0.0300121667
2013-11-22,0.0288767667
2013-11-23,0.0287055517
2013-11-24,0.0343222667
2013-11-25,0.0511000500
2013-11-26,0.0680033571
2013-11-27,0.0598582059
2013-11-28,0.0588435000
2013-11-29,0.0584582143
2013-11-30,0.0327745000
2013-12-02,0.0331375789
2013-12-04,0.0309061818
2013-12-05,0.0286895833
2013-12-06,0.0275689000
2013-12-09,0.0976238182
2013-12-10,0.0946348421
2013-12-12,0.1035217333
2013-12-13,0.0836206250
2013-12-14,0.0921865652
2013-12-15,0.1263012609
2013-12-16,0.0495338750
2013-12-17,0.1014847000
2013-12-18,0.0404993846
2013-12-19,0.0980481111
2013-12-21,0.1084263529
2013-12-22,0.1031028333
2013-12-23,0.0657733571
2013-12-24,0.0260400000
2013-12-27,0.1074304000
2013-12-28,0.0849696250
2013-12-29,0.0657538462
2013-12-30,0.0984848750
2013-12-31,0.0812168889
2014-01-01,0.0607554211
2014-01-02,0.0677566818
2014-01-03,0.0531228824
2014-01-04,0.0833331250
2014-01-05,0.0830248000
2014-01-06,0.0586691765
2014-01-07,0.0857648889
2014-01-08,0.0579397143
2014-01-09,0.0983020500
2014-01-10,0.0996492857
2014-01-11,0.0727585833
2014-01-12,0.0558970270
2014-01-13,0.0551548750
2014-01-14,0.0479565490
2014-01-15,0.0426926000
2014-01-16,0.0444248966
2014-01-17,0.0417025429
2014-01-18,0.1849239722
2014-01-19,0.1987567647
2014-01-20,0.1314137200
2014-01-21,0.0568589130
2014-01-22,0.0761452800
2014-01-23,0.0324541724
2014-01-25,0.0921500000
2014-01-27,0.0900601667
2014-01-28,0.0885461000
2014-01-29,0.0703163913
2014-01-30,0.0897882353
2014-01-31,0.0836280000
2014-02-01,0.0590285000
2014-02-02,0.0760167436
2014-02-03,0.0791775000
2014-02-04,0.0614236667
2014-02-05,0.0506482727
2014-02-07,0.0891874000
2014-02-09,0.1563895000
2014-02-10,0.0857840455
2014-02-11,0.1031921333
2014-02-12,0.1350730000
2014-02-13,0.1757361111
2014-02-14,0.1151467143
2014-02-15,0.1268733333
2014-02-16,0.1366552917
2014-02-17,0.0541606923
2014-02-18,0.0617193125
2014-02-20,0.0911938750
2014-04-28,0.1139008333
2014-04-30,0.3462241429
2014-05-02,0.1855447778
2014-05-04,0.1019557885
2014-05-05,0.0951532083
2014-05-06,0.1271065306
2014-05-07,0.0635348182
2014-05-08,-0.0328401667
2014-05-09,0.0635001667
2014-05-13,0.0779928333
2014-05-14,0.0591151000
2014-05-16,0.0710773077
2014-05-17,0.0512201429
2014-05-18,0.0639605000
2014-05-19,0.0796402500
2014-05-20,0.2183162500
2014-05-21,0.1565754286
2014-05-22,0.0940485294
2014-05-24,0.1265068000
2014-05-25,0.0772165714
2014-06-02,0.4015141364
2014-06-03,0.4342375472
2014-06-04,0.1806823529
2014-06-06,0.1754669167
2014-06-07,0.1917803333
2014-06-08,0.2805106667
2014-06-09,0.2991236000
2014-06-10,0.3315056154
2014-06-11,0.3399773750
2014-06-12,0.2269144839
2014-06-13,0.1891155750
2014-06-14,0.4767362000
2014-06-16,0.6154054783
2014-06-21,0.1413108235
2014-06-23,0.1071212917
2014-06-24,0.1665086667
2014-06-25,0.5850055714
2014-06-26,0.5620605833
2014-06-27,0.1542998750
2014-06-29,0.5469378667
2014-07-01,0.5357495385
2014-07-02,0.1837331304
2014-07-03,0.2347004444
2014-07-04,0.2785483462
2014-07-05,0.1277231250
2014-07-06,0.4284570000
2014-07-08,0.2539797368
2014-07-09,0.1078540000
2014-07-11,0.4696421818
2014-07-12,0.3664273636
2014-07-13,0.2289136667
2014-07-15,0.0823754286
2014-07-16,0.1113768846
2014-07-20,0.4139454444
2014-07-21,0.0931761905
2014-07-22,0.2418630000
2014-07-23,0.3263305833
2014-07-28,0.1590245455
2014-07-29,0.0495057568
2014-07-31,0.1418477222
2014-08-01,0.3370041250
2014-08-03,0.2322980000
2014-08-04,0.1277873913
2014-08-06,0.1930219600
2014-08-07,0.1139121333
2014-08-09,0.1093231250
2014-08-10,0.2469026667
2014-08-12,0.4600737143
2014-08-13,0.2548506875
2014-08-14,0.3159050000
2014-08-31,-0.0237371111
2014-09-01,0.0986016190
2014-09-02,0.2218828571
2014-09-05,0.3323553333
2014-09-07,0.0750927059
2014-09-08,0.1556162857
2014-09-09,0.1457873000
2014-09-10,0.1025699333
2014-09-11,0.3950645294
2014-09-12,0.4230471200
2014-09-14,0.0548202381
2014-09-15,0.0306267667
2014-09-19,0.2043506250
2014-09-22,0.0263732727
2014-09-24,0.0353644286
2014-09-25,0.0290255294
2014-09-28,0.0941554444
2014-09-30,0.0194549048
2014-10-01,0.0272192308
2014-10-02,0.3576500882
2014-10-03,0.3653040000
2014-10-04,0.2758266250
2014-10-05,0.2262533077
2014-10-08,0.0439780000
2014-10-09,0.0390759333
2014-10-14,0.0596181698
2014-10-15,0.0790319787
2014-10-16,0.0705491053
2014-10-17,0.0719666000
2014-10-18,0.0244006364
2014-10-20,0.0297792564
2014-10-21,0.0300851905
2014-10-22,0.0284290769
2014-10-23,0.0401701071
2014-10-24,0.0724467931
2014-10-25,0.0519623571
2014-10-26,0.0575848000
2014-10-27,0.0685289524
2014-10-30,0.1297922500
2014-10-31,0.0924873478
2014-11-01,0.0442021176
2014-11-02,0.0567817647
2014-11-03,0.0547076341
2014-11-04,0.0565127692
2014-11-05,0.0570987879
2014-11-06,0.0907337059
2014-11-10,0.0787192857
2014-11-11,0.0719504286
2014-11-12,0.0502279444
2014-11-13,0.0770554000
2014-11-14,0.0614825862
2014-11-15,0.0712050323
2014-11-17,0.0614956250
2014-11-18,0.0742243000
2014-11-19,0.0735584500
2014-11-23,0.0614653333
2014-11-24,0.0468918000
2014-12-02,0.0305867500
2014-12-03,0.0199858824
2014-12-05,0.0232952000
2014-12-06,0.0240890667
2014-12-07,0.0270109762
2014-12-08,0.0277527083
2014-12-09,0.0387221111
2014-12-12,0.0621873125
2014-12-13,0.0611095789
2014-12-14,0.0439209706
2014-12-15,0.0389726889
2014-12-16,0.0158208500
2014-12-17,0.0239520000
2015-01-03,0.0893350000
2015-01-04,0.0805716250
2015-01-05,0.1056820476
2015-01-06,0.1010050000
2015-01-07,0.1101094211
2015-01-08,0.0702960800
2015-01-09,0.0512121053
2015-01-10,0.1038958333
2015-01-11,0.0858728621
2015-01-12,0.1002586875
2015-01-13,0.0735852727
2015-01-14,0.0425520000
2015-01-15,0.0917037647
2015-01-16,0.0680942500
2015-01-18,0.0543923333
2015-01-19,0.0633015714
2015-01-20,0.0511020000
2015-01-21,0.0200010500
2015-01-22,0.0597069737
2015-01-23,0.0648813333
2015-01-25,0.0259996552
2015-01-26,0.0534031304
2015-01-27,0.0489770909
2015-01-28,0.0413294762
2015-01-29,0.0375924630
2015-01-30,0.0262044468
2015-01-31,0.0408457500
2015-02-01,0.0342107143
2015-02-02,0.0316360690
2015-02-03,0.1076687000
2015-02-25,0.0406301579
2015-02-26,0.0565792308
2015-02-27,0.0552546923
2015-02-28,0.0505287500
2015-03-01,0.0901278421
2015-03-02,0.2574992500
2015-03-03,1.1729940000
2015-03-04,0.0924265625
2015-03-05,0.0746443333
2015-03-06,0.0814428889
2015-03-07,0.0656298667
2015-03-08,0.0553753333
2015-03-09,0.2029909091
2015-03-10,0.1135062917
2015-03-11,0.0799290000
2015-03-12,0.2308755714
2015-03-13,0.3133950000
2015-03-15,0.1147921429
2015-03-16,0.1186491509
2015-03-17,0.1273810000
2015-03-18,0.0872716364
2015-03-19,0.1149335000
2015-03-21,0.0776860000
2015-03-22,0.0308974583
2015-03-23,0.0240028966
2015-03-24,0.0370470476
2015-03-25,0.0484623333
2015-03-26,0.0449543226
2015-03-27,0.0492674444
2015-03-28,0.0543208148
2015-03-29,0.0643024545
2015-03-30,0.0465894857
2015-03-31,0.0364858000
2015-04-01,0.0486634000
2015-04-03,0.0563798571
2015-04-04,0.0489117500
2015-04-05,0.0803091250
2015-04-06,0.0865298000
2015-04-07,0.0453706667
2015-04-08,0.0993239000
2015-04-10,0.0932226667
2015-04-12,0.0961413684
2015-04-13,0.1715862857
2015-04-15,0.0750372727
2015-04-16,0.1494920000
2015-04-17,0.1123033333
2015-04-18,0.2767947500
2015-04-19,0.1709305556
2015-04-20,0.0821991053
2015-04-23,0.0792299048
2015-04-24,0.1060260909
2015-04-25,0.1606589444
2015-04-26,0.1439887097
2015-04-27,0.3456220833
2015-04-28,0.4781369762
2015-04-29,0.3633614038
2015-04-30,0.1894844762
2015-05-01,0.2001313939
2015-05-02,0.0995351750
2015-05-03,0.1845328000
2015-05-04,0.2113886000
2015-05-06,0.3278150385
2015-05-07,0.3753751333
2015-05-16,0.7120000000
2015-05-17,0.2887924118
2015-05-19,0.1955408750
2015-05-20,0.3200893810
2015-05-21,0.3888571600
2015-05-22,0.3883414286
2015-05-23,0.3177128000
2015-06-01,0.1337360000
2015-06-02,0.0919728333
2015-06-03,0.1059653684
2015-06-04,0.1412810476
2015-06-05,0.3142403750
2015-06-06,0.2611745000
2015-06-07,0.3485260741
2015-06-08,0.2706352500
2015-06-09,0.1845736667
2015-06-10,0.1076316667
2015-06-11,0.1374576364
2015-06-12,0.2963547500
2015-06-13,0.3892041000
2015-06-14,0.3004484615
2015-06-15,0.3565520714
2015-06-16,0.1510940000
2015-06-17,0.7521715000
2015-06-18,1.0198303846
2015-06-19,0.6665491852
2015-06-20,0.1485812667
2015-06-21,0.2361445000
2015-06-23,0.5035239091
2015-06-24,0.4658425263
2015-06-25,0.0829844000
2015-06-26,0.1361916000
2015-06-27,0.3063830000
2015-06-28,0.4955968333
2015-06-29,0.1883053636
2015-06-30,0.1510510000
2015-07-01,0.4379658000
2015-07-02,0.4299234000
2015-07-03,0.2933440000
2015-07-04,0.4393926667
2015-07-05,0.3471235000
2015-07-06,0.3078949474
2015-07-07,0.3975368000
2015-07-08,0.4117140000
2015-07-10,0.1247616842
2015-07-11,0.2547760000
2015-07-12,0.3763695000
2015-07-13,0.2242819000
2015-07-14,0.3077498571
2015-07-15,0.2831132857
2015-07-21,0.1534555000
2015-07-22,0.2854805000
2015-07-23,0.2616880000
2015-07-24,0.1111040000
2015-07-25,0.1896656429
2015-07-26,0.3390366923
2015-07-27,0.3308991250
2015-07-28,0.3558970000
2015-07-29,0.2883898333
2015-08-04,0.0949212308
2015-08-05,0.0607294324
2015-08-06,0.0674926000
2015-08-07,0.0498340000
2015-08-08,0.1017093333
2015-08-09,0.0720436538
2015-08-10,0.0730308235
2015-08-11,0.2216322308
2015-08-12,0.0539930714
2015-08-13,0.0742327727
2015-08-14,0.0937547857
2015-08-15,0.2534216667
2015-08-16,0.0659075263
2015-08-17,0.0377151818
2015-08-18,0.0512670000
2015-08-19,0.1747996667
2015-08-20,0.5190623333
2015-08-21,0.1868050000
2015-08-22,0.0507347222
2015-08-23,0.1078620000
2015-08-25,0.4712933333
2015-08-26,0.0923370000
2015-08-29,0.1016732000
2015-08-30,0.2487224444
2015-08-31,0.1049480000
2015-09-01,0.0885465556
2015-09-02,0.2675468000
2015-09-03,0.1781574583
2015-09-04,0.0657332222
2015-09-05,0.0943263929
2015-09-06,0.0370270000
2015-09-07,0.1050041290
2015-09-08,0.0699721429
2015-09-09,0.2636631250
2015-09-13,0.1712436000
2015-09-14,0.2002801667
2015-09-16,0.2636897059
2015-09-17,0.2316395000
2015-09-18,0.1109570417
2015-09-19,0.0293919706
2015-09-20,0.0121228621
2015-09-21,0.0080568611
2015-09-22,0.0059269375
2015-09-23,0.0391030476
2015-09-26,0.0147970000
2015-09-27,0.0662963077
2015-09-28,0.0244344750
2015-09-29,0.0094761154
2015-09-30,0.0085156316
2015-10-01,0.0137185357
2015-10-02,0.0546600000
2015-10-03,0.5038200000
2015-10-04,0.1174660000
2015-10-05,1.2971850000
2015-10-06,0.1177762000
2015-10-07,0.0500332000
2015-10-08,0.4408985000
2015-10-09,0.3140792500
2015-10-10,0.2352332083
2015-10-11,0.0816463636
2015-10-12,0.0910317419
2015-10-13,0.0959261364
2015-10-14,0.0299568148
2015-10-15,0.0347752083
2015-10-16,0.0545641304
2015-10-17,0.0282110000
2015-10-20,0.0188709767
2015-10-21,0.0356939091
2015-10-22,0.0406972143
2015-10-23,0.0181794857
2015-10-24,0.0227930000
2015-10-25,0.0827604000
2015-10-26,0.0790960000
2015-10-27,0.0589650000
2015-10-28,0.0892083902
2015-10-29,0.9122470000
2015-10-30,0.0622050000
2015-10-31,0.0463030000
2015-11-01,0.0471460370
2015-11-03,0.0547005926
2015-11-04,0.0454755882
2015-11-08,0.1289960769
2015-11-10,0.1691830000
2015-11-11,0.0993727778
2015-11-12,0.0679938571
2015-11-13,0.0296315952
2015-11-14,0.0287509744
2015-11-15,0.0365490588
2015-11-16,0.0862900000
2015-11-17,0.1729913750
2015-11-18,0.0926731538
2015-11-19,0.0656093333
2015-11-21,0.0319665862
2015-11-23,0.0292800000
2015-11-24,0.0906710385
2015-11-25,0.1353172727
2015-11-26,0.0792075000
2015-11-27,0.0564855000
2015-11-28,0.0958183043
2015-11-29,0.1464353750
2015-11-30,0.1165230000
2015-12-01,0.0767255000
2015-12-02,0.0862750000
2015-12-03,0.0608773750
2015-12-05,0.0869878696
2015-12-06,0.0607845556
2015-12-07,0.0615621852
2015-12-08,0.0501449600
2015-12-09,0.0319890000
2015-12-10,0.0691677059
2015-12-11,0.0883236739
2015-12-12,0.0937718929
2015-12-13,0.0638999394
2015-12-14,0.0583370000
2015-12-15,0.0606490000
2015-12-16,0.0281984194
2015-12-17,0.0371767000
2015-12-18,0.0464242174
2015-12-19,0.1606731111
2015-12-20,0.0928687500
2015-12-21,0.1354420000
2015-12-22,0.0981890000
2015-12-23,0.1304108000
2015-12-24,0.0538054615
2015-12-25,0.0792448571
2015-12-26,0.1280410000
2015-12-27,0.0692991667
2015-12-28,0.0573713333
2015-12-29,0.0492512353
2015-12-30,0.0761806250
2015-12-31,0.0792712963
