date	cape	cape_virt	conv_inhib	cins	pressure	temp	mixr	relhumidity	windspeed	wind_direction	pm10	aot_440	ae
2005-03-26	70.63	130.70	-9.65	-7.11	1000.0	23.8	15.83	84.0	10	95	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	925.0	18.8	13.44	90.0	14	115	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	850.0	13.8	10.75	91.0	10	95	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	700.0	9.4	0.89	9.0	7	105	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	500.0	-6.9	0.78	17.0	12	310	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	400.0	-16.5	0.35	13.0	39	305	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	300.0	-33.3	0.28	36.0	53	320	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	250.0	-42.5	0.09	26.0	59	340	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	200.0	-54.1	0.03	28.0	74	340	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	150.0	-66.9	0.01	31.0	42	305	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	100.0	-77.1	0.00	32.0	50	295	22.9167	0.1154572500	0.9939185000
2005-03-26	70.63	130.70	-9.65	-7.11	50.0	-67.3	0.03	31.0	3	340	22.9167	0.1154572500	0.9939185000
2005-03-27	0.00	14.98	-34.86	-20.19	1000.0	23.6	14.76	79.0	11	130	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	925.0	19.8	9.48	60.0	19	100	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	850.0	15.6	4.72	36.0	14	100	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	700.0	9.0	2.57	25.0	3	155	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	500.0	-4.7	1.36	25.0	22	335	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	400.0	-15.9	0.97	35.0	32	315	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	300.0	-32.1	0.39	45.0	44	325	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	250.0	-42.5	0.19	52.0	40	320	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	200.0	-55.1	0.05	47.0	48	330	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	150.0	-65.7	0.02	43.0	46	325	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	100.0	-79.1	0.00	44.0	41	300	21.3333	0.0960553750	0.9262371250
2005-03-27	0.00	14.98	-34.86	-20.19	50.0	-65.7	0.05	43.0	3	55	21.3333	0.0960553750	0.9262371250
2005-03-29	33.19	54.96	-14.04	-8.48	1000.0	23.6	15.53	83.0	11	125	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	925.0	19.4	12.27	79.0	18	110	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	850.0	14.0	9.85	83.0	15	130	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	700.0	9.6	2.69	25.0	7	85	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	500.0	-5.1	1.43	27.0	8	350	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	400.0	-15.3	0.53	18.0	19	295	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	300.0	-31.3	0.16	17.0	17	290	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	250.0	-42.9	0.10	29.0	31	295	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	200.0	-53.7	0.05	37.0	24	290	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	150.0	-66.3	0.01	37.0	36	280	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	100.0	-76.5	0.00	38.0	22	315	26.6250	0.1568583636	0.7350476364
2005-03-29	33.19	54.96	-14.04	-8.48	50.0	-67.7	0.03	36.0	10	20	26.6250	0.1568583636	0.7350476364
2005-03-31	49.90	193.52	-5.11	-3.09	1000.0	23.4	16.75	91.0	7	115	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	925.0	19.0	13.62	90.0	13	80	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	850.0	15.4	10.33	79.0	5	95	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	700.0	9.0	2.02	20.0	6	95	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	500.0	-5.1	0.76	15.0	9	5	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	400.0	-17.5	0.47	19.0	6	355	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	300.0	-31.7	0.17	19.0	24	305	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	250.0	-42.5	0.08	23.0	22	320	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	200.0	-54.5	0.03	24.0	34	320	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	150.0	-66.7	0.01	27.0	34	325	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	100.0	-76.7	0.00	32.0	34	300	24.4583	0.0928773333	0.8910995000
2005-03-31	49.90	193.52	-5.11	-3.09	50.0	-68.1	0.02	27.0	16	50	24.4583	0.0928773333	0.8910995000
2005-04-02	1011.94	1197.94	-3.13	-1.42	1000.0	24.4	17.94	91.0	8	105	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	925.0	20.0	14.43	89.0	12	125	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	850.0	15.4	12.44	95.0	12	125	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	700.0	7.0	6.64	74.0	3	140	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	500.0	-6.1	1.10	23.0	13	330	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	400.0	-17.7	0.61	26.0	27	300	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	300.0	-33.3	0.09	12.0	35	305	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	250.0	-43.3	0.06	18.0	39	295	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	200.0	-54.5	0.02	21.0	44	305	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	150.0	-65.5	0.01	24.0	47	280	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	100.0	-77.3	0.00	27.0	41	320	38.4583	0.2269614000	0.6147078000
2005-04-02	1011.94	1197.94	-3.13	-1.42	50.0	-67.3	0.02	23.0	7	10	38.4583	0.2269614000	0.6147078000
2005-04-03	131.78	275.16	-17.59	-9.94	1000.0	24.4	16.13	82.0	7	135	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	925.0	20.0	13.44	83.0	11	130	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	850.0	15.8	9.66	72.0	15	115	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	700.0	7.6	3.96	42.0	9	20	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	500.0	-4.7	1.48	27.0	3	5	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	400.0	-16.1	0.72	26.0	9	305	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	300.0	-32.3	0.28	33.0	20	290	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	250.0	-42.7	0.12	33.0	28	300	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	200.0	-53.3	0.04	33.0	33	290	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	150.0	-67.3	0.01	36.0	39	285	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	100.0	-74.7	0.01	39.0	22	310	45.7619	0.2358136667	0.6295012000
2005-04-03	131.78	275.16	-17.59	-9.94	50.0	-65.5	0.04	37.0	17	55	45.7619	0.2358136667	0.6295012000
2005-04-04	545.83	753.49	-8.23	-4.39	1000.0	24.6	17.61	89.0	10	125	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	925.0	20.2	13.79	84.0	16	110	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	850.0	15.6	10.12	77.0	12	85	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	700.0	7.2	4.47	49.0	9	20	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	600.0	0.8	2.32	34.0	3	143	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	500.0	-4.9	1.33	25.0	15	235	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	400.0	-14.7	0.90	29.0	24	275	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	300.0	-33.5	0.24	32.0	30	270	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	250.0	-42.1	0.12	33.0	50	270	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	200.0	-52.5	0.06	37.0	59	270	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	150.0	-67.3	0.01	36.0	51	270	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	100.0	-77.7	0.00	38.0	28	275	52.3750	0.1624370625	0.5169150000
2005-04-04	545.83	753.49	-8.23	-4.39	50.0	-65.7	0.04	37.0	15	55	52.3750	0.1624370625	0.5169150000
2005-04-05	215.99	396.58	-5.60	-3.55	1000.0	24.2	16.64	86.0	9	110	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	925.0	19.2	13.88	90.0	13	105	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	850.0	15.0	9.59	75.0	15	100	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	700.0	8.2	2.82	29.0	3	120	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	500.0	-5.7	1.36	27.0	18	255	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	400.0	-16.7	0.68	26.0	20	305	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	300.0	-32.5	0.27	33.0	43	280	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	250.0	-41.3	0.14	33.0	56	275	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	200.0	-52.5	0.06	37.0	63	265	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	150.0	-67.5	0.01	36.0	60	270	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	100.0	-75.9	0.00	39.0	42	280	56.8750	0.1859281429	0.4484532143
2005-04-05	215.99	396.58	-5.60	-3.55	50.0	-65.1	0.05	37.0	10	5	56.8750	0.1859281429	0.4484532143
2005-04-06	672.05	892.85	-0.02	0.00	1000.0	24.8	17.17	85.0	11	70	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	925.0	19.2	13.53	88.0	11	75	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	850.0	15.4	8.20	63.0	12	75	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	700.0	8.4	3.35	34.0	7	50	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	600.0	0.2	4.49	69.0	4	311	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	500.0	-5.7	1.61	32.0	16	315	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	400.0	-17.3	0.77	31.0	22	305	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	300.0	-33.7	0.24	32.0	35	280	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	250.0	-41.7	0.13	33.0	45	280	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	200.0	-52.3	0.05	33.0	63	270	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	150.0	-67.5	0.01	36.0	76	275	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	100.0	-77.5	0.00	38.0	42	275	22.2857	0.1152406667	0.6526856667
2005-04-06	672.05	892.85	-0.02	0.00	50.0	-65.5	0.04	37.0	5	310	22.2857	0.1152406667	0.6526856667
2005-04-10	65.44	186.81	-61.67	-21.87	1000.0	25.0	15.43	76.0	7	145	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	925.0	20.6	13.18	79.0	16	150	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	850.0	17.0	7.44	52.0	3	110	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	700.0	9.0	2.02	20.0	10	220	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	500.0	-4.9	0.93	18.0	19	265	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	400.0	-16.9	0.50	19.0	29	280	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	300.0	-32.1	0.23	26.0	43	265	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	250.0	-42.1	0.28	74.0	55	270	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	200.0	-52.9	0.08	54.0	64	270	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	150.0	-65.7	0.02	43.0	61	270	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	100.0	-76.9	0.00	45.0	38	275	35.0000	0.2783268000	1.0227294000
2005-04-10	65.44	186.81	-61.67	-21.87	50.0	-67.5	0.04	42.0	4	30	35.0000	0.2783268000	1.0227294000
2005-04-11	724.65	890.13	-25.01	-13.88	1000.0	24.6	17.07	86.0	4	170	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	925.0	20.8	12.84	76.0	10	185	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	850.0	16.2	10.12	74.0	7	160	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	700.0	7.0	5.50	61.0	12	285	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	500.0	-7.1	1.43	32.0	25	285	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	400.0	-18.9	0.60	28.0	41	300	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	300.0	-33.1	0.23	29.0	59	305	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	250.0	-42.3	0.11	29.0	69	285	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	200.0	-51.9	0.05	33.0	84	280	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	150.0	-64.5	0.01	32.0	68	280	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	100.0	-73.5	0.01	34.0	40	295	36.2917	0.2625137143	0.7119660000
2005-04-11	724.65	890.13	-25.01	-13.88	50.0	-65.9	0.04	37.0	8	25	36.2917	0.2625137143	0.7119660000
2005-04-12	401.88	554.36	-35.00	-18.53	1000.0	23.4	16.23	88.0	5	125	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	925.0	20.8	11.57	69.0	6	80	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	850.0	16.2	10.33	75.0	2	95	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	700.0	6.4	5.66	65.0	14	280	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	500.0	-6.3	1.18	25.0	20	270	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	400.0	-16.9	0.88	35.0	31	290	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	300.0	-33.5	0.27	36.0	50	305	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	250.0	-43.5	0.12	36.0	63	305	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	200.0	-52.9	0.05	37.0	74	290	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	150.0	-65.7	0.01	37.0	74	290	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	100.0	-74.5	0.01	39.0	28	305	31.2609	0.2192693333	0.8964793333
2005-04-12	401.88	554.36	-35.00	-18.53	50.0	-64.9	0.05	37.0	10	25	31.2609	0.2192693333	0.8964793333
2005-04-13	1048.43	1255.66	-8.67	-2.77	1000.0	24.8	18.51	92.0	10	125	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	925.0	20.6	13.88	83.0	18	115	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	850.0	16.0	12.12	89.0	13	110	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	700.0	6.4	6.31	73.0	6	140	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	500.0	-6.1	1.10	23.0	16	340	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	400.0	-18.3	0.77	34.0	38	285	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	300.0	-32.1	0.20	24.0	38	285	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	250.0	-39.9	0.11	24.0	64	290	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	200.0	-51.5	0.05	29.0	64	275	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	150.0	-66.5	0.01	32.0	66	260	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	100.0	-75.5	0.00	33.0	36	290	50.0833	0.2042943529	0.7653336471
2005-04-13	1048.43	1255.66	-8.67	-2.77	50.0	-64.1	0.05	33.0	11	50	50.0833	0.2042943529	0.7653336471
2005-04-14	589.56	780.51	-18.52	-11.78	1000.0	25.2	16.85	82.0	11	120	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	925.0	20.6	14.52	87.0	19	125	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	850.0	16.4	11.19	80.0	21	115	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	700.0	7.6	5.34	57.0	14	80	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	500.0	-6.3	1.40	29.0	12	215	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	400.0	-17.1	0.54	21.0	17	265	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	300.0	-31.7	0.33	37.0	39	275	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	250.0	-41.3	0.17	42.0	66	270	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	200.0	-52.9	0.05	37.0	66	260	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	150.0	-65.9	0.01	37.0	62	265	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	100.0	-73.9	0.01	39.0	31	270	42.2083	0.1485715263	0.4221041053
2005-04-14	589.56	780.51	-18.52	-11.78	50.0	-65.1	0.05	37.0	9	55	42.2083	0.1485715263	0.4221041053
2005-04-15	470.05	675.74	-12.80	-9.67	1000.0	25.4	16.96	81.0	6	155	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	925.0	20.8	14.90	88.0	21	150	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	850.0	16.8	10.97	77.0	21	150	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	700.0	9.2	3.84	37.0	5	190	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	500.0	-4.5	0.97	18.0	16	250	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	400.0	-17.1	0.59	24.0	22	285	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	300.0	-31.5	0.34	37.0	32	300	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	250.0	-40.5	0.13	30.0	41	270	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	200.0	-51.9	0.05	29.0	70	265	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	150.0	-65.5	0.01	32.0	49	270	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	100.0	-73.7	0.01	34.0	30	255	54.6957	0.2266924444	0.2562947778
2005-04-15	470.05	675.74	-12.80	-9.67	50.0	-63.7	0.05	33.0	9	60	54.6957	0.2266924444	0.2562947778
2005-04-16	38.33	117.41	-131.19	-69.78	1000.0	26.0	16.33	76.0	6	175	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	925.0	21.6	12.19	69.0	19	155	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	850.0	18.0	9.15	60.0	9	160	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	700.0	8.4	6.09	61.0	11	290	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	500.0	-4.9	1.73	33.0	16	275	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	400.0	-15.3	0.85	29.0	21	255	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	300.0	-31.9	0.29	33.0	26	270	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	250.0	-41.7	0.15	37.0	35	275	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	200.0	-51.7	0.06	38.0	54	275	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	150.0	-66.7	0.01	37.0	51	275	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	100.0	-75.1	0.01	39.0	26	245	58.9524	0.2373798333	0.2005738333
2005-04-16	38.33	117.41	-131.19	-69.78	50.0	-66.1	0.04	37.0	11	80	58.9524	0.2373798333	0.2005738333
2005-04-17	35.58	66.65	-96.39	-34.08	1000.0	25.4	16.03	77.0	5	120	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	925.0	21.0	13.01	76.0	12	115	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	850.0	17.0	10.61	73.0	12	90	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	700.0	8.4	7.03	71.0	12	350	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	500.0	-4.5	1.64	30.0	6	225	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	400.0	-15.9	0.88	32.0	13	240	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	300.0	-32.1	0.59	68.0	28	250	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	250.0	-40.1	0.18	38.0	42	235	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	200.0	-52.3	0.06	37.0	37	245	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	150.0	-65.9	0.01	37.0	50	235	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	100.0	-76.1	0.00	38.0	18	285	31.6500	0.1609252000	0.5299010000
2005-04-17	35.58	66.65	-96.39	-34.08	50.0	-68.9	0.03	36.0	15	65	31.6500	0.1609252000	0.5299010000
2005-04-18	942.07	1173.31	-2.60	-1.20	1000.0	25.0	17.94	88.0	4	95	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	925.0	20.4	14.52	88.0	9	110	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	850.0	15.8	11.96	89.0	7	120	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	700.0	8.8	5.03	49.0	6	80	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	500.0	-4.9	0.64	12.0	17	260	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	400.0	-16.5	0.25	10.0	26	285	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	300.0	-33.1	0.55	70.0	36	245	30.3478	0.0783077143	0.6869928571
2005-04-18	942.07	1173.31	-2.60	-1.20	250.0	-40.7	0.27	60.0	57	245	30.3478	0.0783077143	0.6869928571
