"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/07/2000","AQS","720210009","1","28.7","ug/m3 LC","86","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/10/2000","AQS","720210009","1","5.7","ug/m3 LC","24","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/13/2000","AQS","720210009","1","4.7","ug/m3 LC","20","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/19/2000","AQS","720210009","1","5","ug/m3 LC","21","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/22/2000","AQS","720210009","1","11.5","ug/m3 LC","48","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/25/2000","AQS","720210009","1","4.5","ug/m3 LC","19","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/28/2000","AQS","720210009","1","5.2","ug/m3 LC","22","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"01/31/2000","AQS","720210009","1","5.4","ug/m3 LC","23","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"02/03/2000","AQS","720210009","1","6","ug/m3 LC","25","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"02/06/2000","AQS","720210009","1","7","ug/m3 LC","29","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"02/09/2000","AQS","720210009","1","6","ug/m3 LC","25","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
"02/12/2000","AQS","720210009","1","5.8","ug/m3 LC","24","EQB #63 - VILLA RICA, BAYAMON","1","100.0000","88101","PM2.5 - Local Conditions","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","021","Bayamon","18.3998201324345","-66.1711251082898"
