nbdates	date	aot_440_daily	angstrom440_870	angstrom440_675
24	2012-03-30	0.2005127500	0.3132821667	0.4063150000
25	2012-03-31	0.0907698400	0.4413079200	0.7310663200
14	2012-04-02	0.0895181429	0.2475563571	0.5266555714
37	2012-04-03	0.1188528649	0.2052283514	0.4133618108
32	2012-04-08	0.1289290313	0.2471600313	0.4445706875
24	2012-04-10	0.1093580417	0.2020711250	0.3816106667
14	2012-04-12	0.1502374286	0.1197170000	0.2573890714
36	2012-04-14	0.0716656944	0.4990933611	0.7816803889
36	2012-04-15	0.0741093056	0.3930530556	0.6411230000
23	2012-04-16	0.0700034783	0.4568103043	0.7464234783
26	2012-04-17	0.0932030769	0.3051085000	0.5500233077
13	2012-04-22	0.1124096923	0.2359480000	0.4169993077
30	2012-04-23	0.1029819667	0.3014575667	0.5497588667
32	2012-04-24	0.1087661875	0.3177298125	0.5609134688
32	2012-04-25	0.1056865625	0.3123503125	0.5552227500
20	2012-04-26	0.1195435000	0.5403198500	0.7977700000
25	2012-04-27	0.1048395200	0.3184708800	0.5542296800
14	2012-05-09	0.1134044286	0.0095546429	0.2585292143
24	2012-05-12	0.5459915000	0.0905436250	0.1003057917
18	2012-05-13	0.4276300556	0.1146161111	0.1501254444
31	2012-05-16	0.1936417419	0.1362575806	0.2737587419
13	2012-05-17	0.2304109231	0.2112854615	0.3188397692
28	2012-05-18	0.2732756786	0.2179756429	0.2985506429
30	2012-05-19	0.2425920000	0.1970003333	0.2970753333
26	2012-05-20	0.2453878462	0.1701429231	0.2495976538
31	2012-05-21	0.2376236774	0.1562353871	0.2555128065
24	2012-05-22	0.3106134583	0.0965742083	0.1629234583
15	2012-05-25	0.4168570667	0.1056629333	0.1353214667
18	2012-05-26	0.3487106111	0.1507071667	0.1887801667
31	2012-05-27	0.3280357097	0.1301774516	0.1578522903
38	2012-05-28	0.2923027105	0.1157887632	0.1533488158
30	2012-06-03	0.3341478333	0.1426179000	0.1740670667
28	2012-06-04	0.1882623929	0.2459462500	0.3130435357
14	2012-06-08	0.1698806429	0.1448877143	0.2705109286
37	2012-06-09	0.2185857568	0.1159007297	0.2022973243
29	2012-06-10	0.0906446897	0.2472681724	0.4497210345
19	2012-06-11	0.3813871579	0.1022204737	0.1385749474
14	2012-06-12	0.4000368571	0.0540845000	0.0900614286
21	2012-06-14	0.2249730952	0.0675207619	0.1558928095
17	2012-06-15	0.5226642941	0.0718128235	0.0932071176
32	2012-06-17	0.4166844375	0.0624495938	0.0999964688
13	2012-06-18	0.1108881538	0.1924121538	0.3597440769
25	2012-06-19	0.2629874000	0.0599380000	0.1419166400
33	2012-06-21	0.4656145758	0.0355727879	0.0674272727
26	2012-06-22	0.1825947692	0.1159498077	0.2396795385
23	2012-06-23	0.1978895652	0.1233625217	0.2196767826
31	2012-06-24	0.1321319355	0.1688260968	0.3250320323
13	2012-06-25	0.3142653846	0.0916139231	0.1376892308
23	2012-06-26	0.5798843913	0.0380395652	0.0482420000
42	2012-06-27	0.5156844524	0.0693516190	0.0858269524
21	2012-06-29	0.1839888095	0.2003173333	0.3195883810
29	2012-06-30	0.0551611724	0.3505924828	0.7563497931
13	2012-07-01	0.3407336154	0.0366276154	0.0672016154
25	2012-07-02	0.4916315200	0.0580198000	0.0699551600
12	2012-07-05	0.4705497500	0.0526298333	0.0721352500
29	2012-07-06	0.3813492069	0.0805253448	0.1149050690
32	2012-07-07	0.1079761563	0.2515742813	0.4272090625
25	2012-07-08	0.0783188000	0.3504356000	0.6030252800
18	2012-07-09	0.2521577222	0.1014355000	0.1536117222
13	2012-07-10	0.4438733846	0.0962463077	0.1162258462
21	2012-07-11	0.3763290476	0.1082123333	0.1336956667
17	2012-07-12	0.2610892353	0.0985209412	0.1596248824
19	2012-07-14	0.4820824211	0.0667038947	0.0917900000
28	2012-07-16	0.4023186429	0.1035021429	0.1268000714
33	2012-07-18	0.0785957576	0.2784479697	0.5249319394
28	2012-07-20	0.3240011429	0.1688389643	0.1955691071
27	2012-07-21	0.2382380741	0.1359222222	0.1905981481
29	2012-07-22	0.5588504483	0.1490205862	0.1541582759
21	2012-07-24	0.4085508095	0.1199051429	0.1499046667
30	2012-07-25	0.3480793667	0.1512278667	0.1776370333
44	2012-07-26	0.3455137045	0.1760731818	0.1966452727
29	2012-07-27	0.2442906207	0.1637292759	0.2203717931
24	2012-07-28	0.0876697500	0.2012681667	0.5600770000
33	2012-07-30	0.1051520303	0.1963620909	0.3721576061
14	2012-07-31	0.1278297857	0.2015462143	0.3211800000
22	2012-08-27	0.1920940455	0.2302340909	0.3026241364
22	2012-08-29	0.1305819091	0.3299759545	0.4484176364
40	2012-08-31	0.1499263500	0.2907783750	0.3575742250
21	2012-09-02	0.1370787619	0.4371668095	0.5136476190
29	2012-09-04	0.2976361724	0.1575246207	0.1835053103
21	2012-09-05	0.3051900476	0.1834318095	0.2104061429
43	2012-09-06	0.1404871163	0.2658188140	0.3449731628
31	2012-09-08	0.1019294194	0.4177681613	0.5497101290
16	2012-09-09	0.1278428125	0.3182661250	0.3810043125
13	2012-09-10	0.1318086154	0.2569123846	0.3343973846
24	2012-10-31	0.0609697500	0.8500310000	1.0396439583
27	2012-11-01	0.1541772963	0.3861431852	0.5135058148
30	2012-11-02	0.1037614667	0.5794383333	0.7159103667
35	2012-11-03	0.0731851714	0.7368882857	0.8798501714
30	2012-11-04	0.0545055000	0.8487243667	1.0234103333
38	2012-11-05	0.0583329211	0.7497341053	0.9288742368
39	2012-11-06	0.0571536154	0.6939969744	0.8612555128
17	2012-11-08	0.0877821765	0.5938135882	0.7470738824
18	2012-11-09	0.0812270556	0.6876287222	0.8371678889
24	2012-11-10	0.0740162917	0.6806802917	0.8438260417
15	2012-11-11	0.0744465333	0.4191420000	0.5744679333
31	2012-11-14	0.0510733548	0.6487577419	0.7921959355
21	2012-11-15	0.0439754762	0.8963246667	1.0703805238
34	2012-11-16	0.0477902059	0.7080455588	0.8650552941
27	2012-11-17	0.0677015556	0.3459902222	0.4824644815
37	2012-11-19	0.0522700000	0.3918933514	0.5110620541
43	2012-11-20	0.0510906279	0.4636398605	0.6017368605
32	2012-11-21	0.0489976875	0.6373971875	0.8112402500
36	2012-11-22	0.0685044444	1.3828344722	1.4991142778
28	2012-11-23	0.0469948214	0.6329205000	0.8254757857
18	2012-11-26	0.0916901667	0.1699657778	0.2700000556
13	2012-11-28	0.0725013077	0.2470608462	0.3596852308
31	2012-11-29	0.0854913871	0.2269722581	0.3313743871
24	2012-12-01	0.0749419583	0.6886530833	0.8524829167
17	2012-12-13	0.0888452941	0.1493420000	0.2328744118
37	2012-12-14	0.0591242973	0.3326936486	0.4196348649
54	2012-12-15	0.0391171296	0.6595931667	0.7700044815
19	2012-12-16	0.0435962632	0.8456077368	1.0601310526
18	2012-12-17	0.0561307222	0.7629210000	0.8860882222
15	2012-12-19	0.0673145333	0.3560985333	0.4837526000
33	2012-12-26	0.2043020909	0.5641749697	0.6178069697
28	2012-12-27	0.1216455714	0.4464126429	0.5227980714
13	2012-12-29	0.0909396923	0.1964607692	0.2845629231
13	2012-12-30	0.1425644615	0.3583283077	0.4272319231
35	2012-12-31	0.0807563429	0.2867658286	0.3911049429
14	2013-01-11	0.0696220000	0.2254388571	0.3464717857
15	2013-01-12	0.0487644667	0.4653962667	0.6127424667
36	2013-01-13	0.0467972778	0.6153785833	0.7898095000
23	2013-01-15	0.0654260435	0.5292600000	0.6630452174
21	2013-01-16	0.0663655714	0.5937899048	0.7356367619
47	2013-01-17	0.0471748298	0.5321629574	0.6626663191
21	2013-01-18	0.0829872857	0.4516349048	0.5399088095
34	2013-01-19	0.0524931176	0.6563793824	0.7902948235
14	2013-01-20	0.0475187143	0.9348449286	1.1742130000
18	2013-01-21	0.1190566667	0.4310750556	0.5306958333
13	2013-01-22	0.1707736154	0.0342111538	0.0805616154
20	2013-01-23	0.1219752000	0.1177353000	0.1713781000
33	2013-01-24	0.0875356970	0.1725587576	0.2447524242
14	2013-01-25	0.0632888571	0.2445815714	0.3326726429
21	2013-01-26	0.0952850476	0.1401665714	0.2096262381
16	2013-01-27	0.1088995625	0.0944577500	0.1564239375
16	2013-01-28	0.0929361875	0.1867066250	0.2653282500
22	2013-01-29	0.0857480455	0.2158269091	0.3086040909
26	2013-02-01	0.0666761154	0.2967846923	0.3877699615
43	2013-02-03	0.0448891860	0.4065925581	0.5191126047
21	2013-02-05	0.0735877143	0.3817836667	0.4858834286
39	2013-02-06	0.0606227692	0.4291804615	0.5482947436
23	2013-02-07	0.1579066957	0.1273069130	0.1611970870
21	2013-02-08	0.0601501905	0.3688279524	0.4608618571
12	2013-02-09	0.0900510000	0.1636418333	0.2548561667
27	2013-02-10	0.0713307407	0.3109197407	0.4128805556
28	2013-02-11	0.1313088929	0.1219375357	0.1575017143
15	2013-02-12	0.1566058667	0.0780164000	0.0964056000
21	2013-02-13	0.0817908571	0.2278651429	0.3007746667
18	2013-02-16	0.0950936111	0.1264407222	0.1860343333
24	2013-02-17	0.1616943750	0.0814160833	0.1021113333
16	2013-02-21	0.1292320000	0.3905310000	0.4789961250
23	2013-02-22	0.0896042609	0.2347845652	0.3216137826
27	2013-02-24	0.0636170000	0.3698281481	0.4717680741
36	2013-02-25	0.0668942778	0.3332038333	0.4202532500
33	2013-02-27	0.1799413333	0.5983292424	0.6627831212
31	2013-03-03	0.1314397742	0.6399576774	0.7191122903
33	2013-03-04	0.1435937273	0.4642353939	0.5371454545
24	2013-03-05	0.1834832917	0.5420764583	0.6045286250
26	2013-03-06	0.2107799615	0.5441038846	0.6123947308
49	2013-03-08	0.0975141020	0.6203201020	0.7167142449
31	2013-03-09	0.1259281935	0.7112199355	0.7971002258
32	2013-03-10	0.1706041563	0.6413591250	0.7296037813
25	2013-03-12	0.2025482800	0.5997045200	0.6755939600
20	2013-03-15	0.1039227500	0.3814266500	0.5034965000
14	2013-03-16	0.0912404286	0.4346180714	0.5644047857
26	2013-03-18	0.0868591154	0.4872446154	0.6034429615
15	2013-03-21	0.1531103333	0.2269227333	0.3065208000
30	2013-03-22	0.1814342667	0.2815129000	0.3528963000
23	2013-03-23	0.1605715652	0.2366736522	0.3207777826
30	2013-03-24	0.1474299333	0.1873664000	0.2661703000
15	2013-03-25	0.1084957333	0.2783398000	0.4002717333
22	2013-03-26	0.0908084545	0.3265664545	0.4204146818
23	2013-03-27	0.1383774783	0.2218517391	0.2978098261
36	2013-03-28	0.1681373333	0.3385345556	0.4197435556
35	2013-03-29	0.1913495143	0.4177734857	0.5006397143
32	2013-03-30	0.1435331875	0.3854511563	0.4698736563
22	2013-03-31	0.1050497273	0.2975179091	0.3769305000
18	2013-04-03	0.1942604444	0.2933907778	0.3497114444
22	2013-04-04	0.1433575000	0.1432814545	0.2102099545
30	2013-04-05	0.1358800333	0.2912153000	0.3613421667
24	2013-04-06	0.1103706250	0.1858684167	0.2494034167
36	2013-04-07	0.1228020278	0.2404727778	0.3125133611
24	2013-04-09	0.1135446250	0.1154157500	0.1716589583
18	2013-04-10	0.0993038889	0.2120857222	0.2877992778
19	2013-04-13	0.1413647895	0.3736990526	0.4672102105
28	2013-04-16	0.2308566071	0.2534774286	0.2963627857
34	2013-04-17	0.2691409412	0.2568747647	0.2708066765
29	2013-04-19	0.2494435172	0.2998054483	0.3410528966
22	2013-04-24	0.0941371818	0.3975052273	0.5033610909
16	2013-05-01	0.1018030625	0.3611801875	0.4486446250
19	2013-05-05	0.2729621053	0.3377576842	0.4009035789
27	2013-05-06	0.2107173333	0.4032722222	0.4583321852
28	2013-05-08	0.1982736429	0.5326462500	0.6135140714
44	2013-05-09	0.1248440682	0.4769354773	0.5502765000
22	2013-05-12	0.1720377727	0.2993756364	0.3554242273
19	2013-05-13	0.1700243684	0.3034878947	0.3700482105
19	2013-05-14	0.2338085263	0.2222120526	0.2515635263
32	2013-05-15	0.2771287500	0.1915534375	0.2202149375
39	2013-05-16	0.2386322564	0.2436785897	0.2618181282
28	2013-05-24	0.1426776429	0.1294237500	0.1882215714
12	2013-05-25	0.1253930000	0.1604364167	0.2260320833
16	2013-05-26	0.2102587500	0.0747558125	0.1144696250
16	2013-05-30	0.4643155000	0.0688856250	0.0579765625
21	2013-06-04	0.5173613810	0.0642224286	0.0418944762
35	2013-06-05	0.6247262000	0.0481586286	0.0314067143
20	2013-06-08	0.2248589500	0.0978023000	0.1052972500
15	2013-06-11	0.4703351333	0.0668052667	0.0580680000
30	2013-06-12	0.3920633000	0.0494141333	0.0512642667
16	2013-06-16	0.4417642500	0.0458855625	0.0421988125
13	2013-06-20	0.4538959231	0.0771822308	0.0634070769
32	2013-06-21	0.1187073438	0.2985427500	0.3399535313
23	2013-06-22	0.2847646522	0.0900123913	0.0813560435
16	2013-06-23	0.2249061250	0.0819791250	0.0926113750
23	2013-06-24	0.2371391304	0.0759570870	0.0837532609
17	2013-06-26	0.3606233529	0.0736094118	0.0577754706
33	2013-06-27	0.2819251818	0.0658911212	0.0655647879
15	2013-06-30	0.4467278667	0.0476906000	0.0392862667
53	2013-07-01	0.3013884528	0.1189670189	0.1067056038
20	2013-07-02	0.1108676500	0.3535312000	0.4017763000
15	2013-07-03	0.1104590000	0.2200387333	0.2434379333
24	2013-07-04	0.3550772500	0.1321061250	0.1384422083
33	2013-07-05	0.1478182727	0.2251121515	0.2531890000
23	2013-07-06	0.1547313478	0.3079880435	0.3650966087
14	2013-07-07	0.0581300000	0.3358575000	0.3709532857
24	2013-07-08	0.3407489583	0.1187806250	0.1175894583
24	2013-07-10	0.4537074583	0.1123851250	0.0974378333
38	2013-07-12	0.3644441053	0.1482065789	0.1345592895
39	2013-07-13	0.2733990256	0.1759861026	0.1585829231
32	2013-07-14	0.1600046875	0.2086970938	0.2251989063
28	2013-07-15	0.2317978571	0.0686431429	0.0842365357
32	2013-07-16	0.2314403125	0.1267036563	0.1355585313
19	2013-07-18	0.3710501053	0.1153303158	0.1228981053
31	2013-07-21	0.1345254839	0.2678212903	0.3084438710
37	2013-07-22	0.4291093514	0.1579775135	0.1385730811
29	2013-07-23	0.4488797931	0.1349126897	0.1305504138
30	2013-07-24	0.4076653667	0.1480162333	0.1488918000
30	2013-07-25	0.1935004667	0.1892883667	0.1886637667
33	2013-07-26	0.1398622727	0.2196033030	0.2290760606
27	2013-07-27	0.0822659259	0.2750408889	0.3122691111
40	2013-07-28	0.1223625500	0.2809820250	0.3060407750
37	2013-07-29	0.1712455676	0.2554281622	0.2567760270
21	2013-07-30	0.2247891905	0.3424967619	0.3686896667
27	2013-07-31	0.0919002963	0.5463349259	0.5913772963
25	2013-08-01	0.1939954800	0.3139712800	0.3287053600
29	2013-08-04	0.7665952759	0.1715891724	0.1253670000
49	2013-08-05	0.1399903265	0.2390374898	0.2578908571
13	2013-08-07	0.0837382308	0.3948410000	0.4553350000
38	2013-08-08	0.1257548684	0.1211442632	0.1115632632
29	2013-08-09	0.1228187241	0.1383160345	0.1349711724
19	2013-08-12	0.2558753684	0.1445912105	0.1233951579
17	2013-08-13	0.2143307059	0.1466533529	0.1569652353
30	2013-08-14	0.2730779000	0.1011923667	0.0965588000
30	2013-08-21	0.1693354000	0.2992725667	0.2992275333
37	2013-08-22	0.2129544865	0.2308703514	0.2293657027
21	2013-08-23	0.2806120000	0.1755283810	0.1838470000
29	2013-09-25	0.0636886552	0.4796741724	0.5244880000
29	2013-09-26	0.0587205517	0.4213011034	0.4730030000
45	2013-09-27	0.0682252000	0.3751732889	0.4118174222
26	2013-09-29	0.1794913077	0.5056772308	0.5329922692
22	2013-10-01	0.1298031818	0.1785770000	0.2082576818
24	2013-10-03	0.0762067083	0.2703518333	0.3597905417
17	2013-10-04	0.0686351765	0.4003778824	0.4576047059
19	2013-10-06	0.0340820526	0.5443854211	0.6229997368
26	2013-10-07	0.1628387308	0.6455484615	0.7118654615
28	2013-10-10	0.0584813571	0.3081400714	0.3815771071
26	2013-10-11	0.0590467308	0.3266579231	0.3978997308
38	2013-10-12	0.0457415789	0.4732058947	0.5523497105
14	2013-10-14	0.1385539286	0.1022765000	0.1182127143
36	2013-10-15	0.1158295833	0.5821770278	0.6718401389
40	2013-10-16	0.0949194750	0.5280486250	0.6125759750
34	2013-10-17	0.0852102941	0.6181560000	0.7176561471
14	2013-10-21	0.2584688571	0.1583232857	0.1841622857
12	2013-10-23	0.1346580833	0.1660337500	0.1999489167
26	2013-10-24	0.1324191923	0.1471984615	0.2083699231
21	2013-10-27	0.1635820476	0.0977866190	0.1272658095
21	2013-10-29	0.2268249524	0.0986448571	0.1155611429
19	2013-10-31	0.1739906316	0.0906199474	0.1237128421
39	2013-11-02	0.1233787436	0.0339803333	0.0917771282
26	2013-11-03	0.1083886538	0.0719635385	0.1311207692
23	2013-11-04	0.0925104783	0.0231373913	0.0672620000
22	2013-11-06	0.0596351818	0.3147939091	0.3708327727
32	2013-11-07	0.0579832188	0.4665482188	0.5635710938
25	2013-11-08	0.0587310400	0.3181298800	0.4171575200
18	2013-11-09	0.1078778333	0.1445548333	0.2064461111
17	2013-11-13	0.1086987059	0.0749296471	0.1124812353
26	2013-11-14	0.1610725769	0.2559354231	0.3108811538
34	2013-11-15	0.0955035294	0.2184431471	0.2734447353
30	2013-11-18	0.0528682333	0.6501660667	0.7742006667
29	2013-11-19	0.0775994483	0.5689655517	0.7048213793
18	2013-11-21	0.0555373333	0.3023258889	0.4083843333
12	2013-11-22	0.1063640833	0.2310341667	0.3195996667
15	2013-11-24	0.0676506667	0.1872624000	0.2613707333
43	2013-11-29	0.0515825116	0.1931750465	0.2456163488
37	2013-11-30	0.0544797027	0.2659310000	0.3256669730
24	2013-12-05	0.0544720000	0.2058391667	0.3037543333
24	2013-12-06	0.0605784583	0.3004559583	0.3945453333
36	2013-12-07	0.0479885000	0.4048970000	0.5780994722
21	2013-12-08	0.0501401429	0.3219000000	0.4330693810
13	2013-12-10	0.1016713077	0.0660576154	0.0984270769
21	2013-12-11	0.1257289524	0.1579220000	0.2300519048
12	2013-12-12	0.1123009167	-0.0138505833	0.0097731667
19	2013-12-13	0.0957808947	0.0036138421	0.0303007368
14	2013-12-18	0.0923290000	-0.0055006429	0.0384675714
13	2013-12-19	0.1169948462	0.0517736154	0.1018631538
16	2013-12-20	0.1076598125	-0.0079856250	0.0333268750
21	2013-12-22	0.1322601905	0.0129400476	0.0240622381
21	2013-12-23	0.0630709524	0.2505997619	0.3602223810
31	2014-01-31	0.0585196452	0.0832920000	0.1409710968
20	2014-02-02	0.0959846000	0.0241613500	0.0664528500
22	2014-02-04	0.0790459545	0.0797595909	0.1196837727
25	2014-02-05	0.0987707600	0.0900443200	0.1273208800
24	2014-02-12	0.4076560000	0.5666922500	0.6040171667
16	2014-02-13	0.3275134375	0.5267561875	0.5657765000
13	2014-02-14	0.1929272308	0.2658543077	0.3099434615
21	2014-02-15	0.3463327143	0.3013152857	0.3376629048
35	2014-02-16	0.1873880571	0.2251644571	0.2541624000
36	2014-02-17	0.1632740278	0.0874315278	0.0924658333
30	2014-02-18	0.1125714000	0.2074181000	0.2520664667
23	2014-02-19	0.0650303913	0.0608723043	0.0955756087
17	2014-02-20	0.0832590588	0.0033338824	0.0165823529
23	2014-02-21	0.1026964783	0.2691701739	0.3119433043
22	2014-02-22	0.0831335000	0.0896128182	0.1356923636
37	2014-02-23	0.0645323514	0.1217214595	0.1596231892
12	2014-02-25	0.0589808333	0.2751937500	0.3707005833
20	2014-02-26	0.0635807000	0.2014873500	0.2709147500
12	2014-02-28	0.1340833333	0.0963510000	0.1362566667
27	2014-03-02	0.2368701852	0.2367974074	0.2694177037
33	2014-03-03	0.2188621515	0.3393031212	0.3575130000
40	2014-03-04	0.2439049500	0.3232965750	0.3411105250
25	2014-03-05	0.2572356000	0.2619135200	0.2685475600
30	2014-03-06	0.1489541000	0.0957650333	0.1024777333
19	2014-03-07	0.1105739474	0.1271474737	0.1595206842
31	2014-03-08	0.0731132258	0.1786263226	0.2372003871
14	2014-03-09	0.0711014286	0.2099248571	0.3212804286
46	2014-03-10	0.0501804565	0.3501387609	0.4312527174
28	2014-03-11	0.0766139643	0.9705611786	1.0493636429
14	2014-03-12	0.0689346429	0.7149545000	0.7858515714
30	2014-03-13	0.0887205333	0.7204080333	0.8287157000
13	2014-03-14	0.0957393846	0.6840816923	0.8268317692
35	2014-03-17	0.0671121714	0.2849201429	0.3616438286
18	2014-03-18	0.0904853333	0.2162252222	0.2650690000
21	2014-03-19	0.0887343810	0.1633288095	0.2206186190
20	2014-03-20	0.2610640000	0.3364121500	0.3696540000
24	2014-03-21	0.3002777083	0.2633560833	0.2848173333
32	2014-03-22	0.2589476250	0.3245974063	0.3539820625
44	2014-03-23	0.2041442500	0.3155218864	0.3572603182
42	2014-03-24	0.1490588571	0.2679585714	0.3340458810
43	2014-03-25	0.1031519535	0.2756685581	0.3288571395
13	2014-03-26	0.1414290000	0.1939530000	0.2427054615
13	2014-03-27	0.0781586923	0.2537731538	0.3501536154
23	2014-03-28	0.0735051304	0.1585430435	0.1983053478
35	2014-03-30	0.0888170571	0.1396238000	0.2008118286
12	2014-03-31	0.2269950000	0.1732402500	0.2209332500
24	2014-04-02	0.1394997083	0.3089009583	0.3925862500
15	2014-04-03	0.1458038000	0.3382026000	0.4379250667
12	2014-04-05	0.0576322500	0.5025733333	0.6049167500
25	2014-04-07	0.1386023200	0.4160355200	0.5034400400
26	2014-04-08	0.1980469231	0.4395002692	0.5047689615
43	2014-04-09	0.1792019535	0.5027982791	0.5663607674
45	2014-04-10	0.1359354889	0.3687050889	0.4404354000
28	2014-04-11	0.0875752857	0.3644005357	0.4575728571
38	2014-04-13	0.0596924211	0.4248471053	0.4845307632
15	2014-04-14	0.0693530000	0.3451955333	0.4067226667
18	2014-04-16	0.1055496111	0.4452468889	0.5494112222
24	2014-04-18	0.0980047917	0.3610335417	0.4420052917
20	2014-04-19	0.1511470000	0.0886396500	0.1483053500
23	2014-04-21	0.2398846087	0.2108924783	0.2531105217
14	2014-04-22	0.2970085000	0.1016021429	0.1466453571
30	2014-04-25	0.2822740667	0.1907671000	0.2026687000
29	2014-04-26	0.2948666552	0.3189344483	0.3468288276
24	2014-04-27	0.1666690417	0.3928292917	0.4429153333
27	2014-04-28	0.2008779630	0.2901365185	0.3221845556
27	2014-04-29	0.3837399259	0.2130963704	0.2208058889
19	2014-05-03	0.2177746316	0.3527806842	0.3814918947
33	2014-05-04	0.2326162424	0.3422692727	0.3633203939
39	2014-05-05	0.2896733077	0.3158587179	0.3190072821
31	2014-05-06	0.2615844839	0.3009851290	0.2955927097
29	2014-05-07	0.1689506897	0.3283995862	0.3610227931
19	2014-05-08	0.0656084211	0.3701400526	0.4273431579
31	2014-05-13	0.1105126452	0.1867314194	0.2159550323
16	2014-05-14	0.1221545625	0.1216230000	0.1641826875
14	2014-05-15	0.1488362143	0.1035427857	0.1242139286
31	2014-05-16	0.1125128065	0.2607251613	0.3134403548
29	2014-05-17	0.1429778276	0.3554093793	0.3952968621
41	2014-05-18	0.1356504146	0.3342052927	0.3557543902
15	2014-05-19	0.0911868000	0.3112518667	0.3380648667
37	2014-05-20	0.2491814595	0.0967924054	0.0999572703
30	2014-05-21	0.1215238667	0.1677568000	0.1952263000
32	2014-05-22	0.0683522813	0.2081131250	0.2540375000
26	2014-05-23	0.0768353077	0.1250307308	0.1286412692
22	2014-05-24	0.0922231818	0.1340943182	0.1717607273
24	2014-05-25	0.1083793750	0.1081915833	0.1659760000
20	2014-05-26	0.1307403500	0.1242770500	0.1743750000
21	2014-05-28	0.1703343810	0.1336070000	0.1587813333
32	2014-05-29	0.2184436875	0.1146168750	0.1211426875
13	2014-05-30	0.1892288462	0.1275623077	0.1470324615
19	2014-06-03	0.4939431053	0.1050290000	0.0846713158
41	2014-06-04	0.1880443171	0.1983688537	0.1979816098
37	2014-06-05	0.2676155405	0.0974224054	0.0830372703
14	2014-06-10	0.4754626429	0.1270372857	0.1055817857
13	2014-06-11	0.3597391538	0.1248820769	0.1128743846
14	2014-06-14	0.4184132143	0.0594834286	0.0581742857
19	2014-06-17	0.2273916842	0.1956455789	0.2038635789
26	2014-06-18	0.1200998846	0.2085480385	0.2204205385
23	2014-06-20	0.4296188261	0.0602143478	0.0537805652
20	2014-06-21	0.2370732000	0.1173315500	0.1346001500
34	2014-06-22	0.1798573824	0.1117955294	0.1120425588
21	2014-06-23	0.1950938095	0.0845193810	0.0858122381
49	2014-06-24	0.1772844694	0.0826032041	0.0882254898
80	2014-06-25	0.6986967000	0.0610068375	0.0403733625
95	2014-06-26	0.1562208842	0.0769832632	0.0875513158
33	2014-06-28	0.2907832727	0.1509518182	0.1605833333
141	2014-07-01	0.4257185603	0.0982599858	0.0748966738
69	2014-07-02	0.1046496377	0.1823081739	0.1803150145
85	2014-07-03	0.3430212706	0.1020819882	0.0856686235
103	2014-07-04	0.3935062427	0.1081854369	0.0845618738
74	2014-07-05	0.1989625541	0.1130524459	0.1165673514
99	2014-07-06	0.4662333333	0.0881147374	0.0634465051
58	2014-07-07	0.2627329655	0.1024540862	0.0862252069
90	2014-07-08	0.2301540000	0.1136206000	0.0979033778
77	2014-07-09	0.1682601039	0.0810572208	0.0671143896
43	2014-07-12	0.4126434884	0.1364779535	0.1109843721
21	2014-07-13	0.3105145238	0.1810073810	0.1605559048
28	2014-07-27	0.2082176786	0.1665222143	0.1363987857
36	2014-07-28	0.1143363056	0.2603547222	0.2675160556
17	2014-08-29	0.1277288235	0.1239216471	0.1669198235
16	2014-09-10	0.1199510000	0.3731073750	0.4201420000
18	2014-10-09	0.0629112778	0.9178945000	1.0203049444
21	2014-10-10	0.0692108571	0.5446717143	0.5948776190
16	2014-10-11	0.0777620000	0.4820385000	0.4972033125
15	2014-10-14	0.0914499333	0.2669257333	0.3482961333
18	2014-10-15	0.0870314444	0.1824445556	0.2536631667
29	2014-10-16	0.0785881379	0.1546212759	0.2519962414
25	2014-11-10	0.1152475200	0.1654827200	0.2650696000
24	2014-11-11	0.0701269167	0.1369264167	0.2891944167
32	2014-11-12	0.0745593750	0.2871041250	0.4498135313
42	2014-11-13	0.0582043095	0.2040135000	0.3837903810
28	2014-11-14	0.1698663929	0.2965660000	0.3844754286
83	2014-11-15	0.1165647952	0.1901641566	0.3253834699
89	2014-11-17	0.0672801124	0.2423043371	0.4765569438
49	2014-11-18	0.0938535306	0.2095581224	0.3944682857
40	2014-11-19	0.1058971000	0.1732540250	0.3274113000
66	2014-11-24	0.0820787424	0.1600273182	0.3729685000
42	2014-11-25	0.1026053333	0.1319361905	0.3085547143
116	2014-11-26	0.0607636897	0.3320234655	0.6474269138
28	2014-11-27	0.0958555000	0.2091075357	0.4175458571
40	2014-11-28	0.1365619000	0.0952169500	0.2405546250
34	2014-11-29	0.1304039118	0.5342065588	0.7103191176
83	2014-11-30	0.0894912048	0.4015350723	0.6351117831
41	2014-12-01	0.0944840244	0.5175375854	0.7249053659
76	2014-12-02	0.0486583816	0.3652142368	0.7487339079
14	2014-12-03	0.0289698571	0.8368562857	1.6488949286
37	2014-12-04	0.0661319459	0.3070320541	0.6148560541
42	2014-12-05	0.0744950000	0.4503092619	0.7426286429
42	2014-12-13	0.0542321429	0.1734920476	0.5281921429
30	2014-12-14	0.0530458000	0.2289572333	0.6160650333
45	2014-12-15	0.0380535111	0.4896842889	1.0704689556
59	2014-12-26	0.0554048475	0.4193266780	0.8326074915
80	2014-12-29	0.0511026625	0.3692049875	0.8193774875
30	2014-12-30	0.1233600333	0.3062004333	0.4910048333
49	2014-12-31	0.1704184286	0.2472342857	0.3590081837
46	2015-01-01	0.1908830000	0.0744219783	0.1551737174
57	2015-01-02	0.1263141228	0.0699815789	0.2202844561
22	2015-01-03	0.0837506818	0.1087827727	0.3258236818
