nbdates	date	aot_440_daily	angstrom440_870	angstrom440_675
47	2008-04-29	0.2341145957	0.2850628511	0.3098574894
39	2008-04-30	0.2178288718	0.3172052051	0.3439658718
51	2008-05-01	0.1598116667	0.4098454314	0.4538104118
33	2008-05-02	0.1120193636	0.2940940606	0.3604291818
36	2008-05-03	0.0664638056	0.6287692222	0.7397962500
14	2008-05-04	0.1029003571	0.3718037857	0.4523947143
14	2008-05-08	0.6380556429	0.0650850000	0.0514247857
17	2008-05-09	0.3447719412	0.1133442353	0.1065982353
49	2008-05-11	0.1584854286	0.2539728776	0.2886755102
35	2008-05-12	0.1284014857	0.3322369143	0.3754380000
46	2008-05-13	0.1088678261	0.2670143261	0.3400583261
17	2008-05-14	0.1131941176	0.2130941176	0.2692162941
46	2008-05-15	0.1196836957	0.2818318043	0.3516603696
38	2008-05-20	0.0836385789	0.5227284211	0.6021870789
30	2008-05-21	0.1075334333	0.4472791667	0.5319347000
33	2008-05-22	0.1201490606	0.3023514242	0.3741940303
42	2008-05-23	0.0987946905	0.3799540952	0.4559075952
29	2008-05-24	0.0901867586	0.3647941379	0.4493805517
40	2008-05-25	0.0946645250	0.4206511250	0.5064564250
25	2008-05-26	0.1807803600	0.2992810400	0.3657735600
25	2008-05-27	0.1497068000	0.2965728400	0.3621712400
13	2008-05-29	0.1833143077	0.3109919231	0.3564505385
30	2008-05-30	0.1385228333	0.4712429333	0.5615613667
27	2008-05-31	0.1246006296	0.2752786296	0.3261150000
22	2008-06-01	0.1459875909	0.2170466818	0.2761639545
17	2008-06-06	0.1091836471	0.2777407647	0.3481312353
19	2008-06-08	0.3517184211	0.1849525789	0.1969638947
31	2008-06-09	0.3361627097	0.1359264516	0.1425048065
14	2008-06-10	0.3786142143	0.1232159286	0.1371137143
12	2008-06-14	0.3213315833	0.2422804167	0.2581863333
14	2008-06-16	0.1316158571	0.1886342143	0.2217454286
35	2008-07-04	0.1529330857	0.3733609714	0.4154687143
29	2008-07-05	0.1316435517	0.2375695862	0.2555417931
35	2008-07-07	0.1035110000	0.2211684000	0.2778272571
53	2008-07-08	0.1458047736	0.2284592642	0.2535076415
37	2008-07-09	0.1197546486	0.3030962973	0.3685425946
17	2008-07-15	0.1876562353	0.2952044706	0.3383871176
24	2008-07-20	0.4784958333	0.1823047083	0.1695689583
40	2008-07-22	0.1626963000	0.4205483750	0.4615547500
33	2008-07-23	0.1123846970	0.3897001818	0.4611780000
15	2008-07-24	0.0655047333	0.3734348000	0.4658162667
36	2008-07-25	0.2071594167	0.1663904444	0.1923751667
12	2008-07-26	0.2932664167	0.1318607500	0.1500537500
37	2008-07-27	0.1457001351	0.1825578919	0.2113455676
18	2008-07-29	0.3588198333	0.2578561111	0.2572633889
36	2008-07-31	0.1439562222	0.4781370278	0.5297644444
28	2008-08-03	0.3567572143	0.2415894286	0.2483613929
13	2008-08-06	0.8732368462	0.1261003846	0.1132378462
18	2008-08-07	0.1991052222	0.2512335556	0.3001113333
19	2008-08-11	0.1588330000	0.3651150000	0.4170503684
24	2008-08-12	0.2786354167	0.2421719167	0.2661158750
21	2008-08-13	0.1822900000	0.4181689524	0.4850076667
36	2008-08-14	0.1109024444	0.5099119444	0.5957159444
34	2008-08-15	0.2910729706	0.1857080294	0.2023494706
16	2008-08-17	0.1587075625	0.4603578125	0.5141703125
40	2008-08-18	0.1713247750	0.5085757500	0.5411721000
19	2008-08-26	0.1852430000	0.6349153684	0.6730655789
20	2008-08-27	0.1971850000	0.6040015500	0.6397940000
42	2008-08-30	0.1994293095	0.2003135476	0.2213398810
32	2008-08-31	0.2039706250	0.1621097500	0.1756642813
39	2008-09-04	0.0573866923	0.4696356667	0.4938797179
18	2008-09-08	0.0985114444	0.8167220556	0.8661533333
30	2008-09-09	0.0789597000	0.6854916000	0.7325769000
23	2008-09-10	0.0394890870	0.6778061739	0.7617707826
25	2008-09-11	0.0635297200	0.7130552400	0.8053033200
13	2008-09-12	0.1841945385	0.3765065385	0.4277822308
13	2008-09-13	0.1324133846	0.5366276923	0.5926133077
38	2008-09-14	0.1609620789	0.6403309474	0.6868957895
23	2008-09-15	0.0916275652	0.3823094348	0.4477639130
17	2008-09-16	0.1027630000	0.4468641765	0.5126132941
15	2008-09-17	0.0976081333	0.4389166000	0.4686699333
23	2008-09-21	0.2703162609	1.1121674348	1.0990860435
32	2008-09-22	0.0337014063	0.7702749375	0.8488954375
14	2008-09-23	0.0640692143	0.2436922857	0.3289757143
25	2008-09-27	0.0979726400	0.1904648000	0.2635091200
21	2008-10-01	0.0849145238	0.6573409524	0.7159494762
16	2008-10-02	0.0520038750	0.5900601875	0.6995693750
27	2008-10-05	0.0355438519	0.3890235556	0.4464507037
35	2008-10-06	0.0736696286	1.1438702286	1.1996212857
21	2008-10-07	0.0795995714	1.1894054762	1.2138810952
23	2008-10-08	0.0661444783	0.9685433913	1.0531789130
27	2008-10-17	0.1183405926	0.3751798148	0.4294063704
20	2008-10-18	0.0822164500	0.7217526000	0.8009328000
13	2008-10-25	0.0328636923	0.5619839231	0.7054537692
38	2008-10-27	0.0299240000	0.7600470263	0.9214917368
18	2008-10-28	0.0347846667	0.4465256111	0.5990761111
29	2008-10-29	0.1286250000	0.0976973103	0.1404220690
13	2008-10-30	0.0905522308	0.0535481538	0.0986200769
23	2008-10-31	0.0634940000	0.1672143913	0.2369284783
24	2008-11-01	0.0786121667	0.1280653750	0.1984364167
36	2008-11-02	0.0663589722	0.1748118611	0.2535744722
38	2008-11-03	0.0312275263	0.4063968947	0.5060188421
22	2008-11-04	0.0475224545	0.4266729091	0.5517400455
14	2008-11-05	0.0451635000	0.2065668571	0.3139209286
31	2008-11-06	0.0417685484	0.4610049677	0.5779750645
23	2008-11-07	0.0419848261	0.3511061739	0.4576531304
17	2008-11-08	0.0355573529	0.4054338824	0.5503292941
15	2008-11-09	0.0560533333	0.8162359333	0.9433755333
25	2008-11-10	0.0366718000	0.5658861600	0.6891132400
33	2008-11-11	0.0348996364	0.8603908485	0.9921189091
16	2008-11-12	0.0743338750	0.7000949375	0.8135017500
26	2008-11-22	0.0375617692	0.4682360769	0.5637784231
15	2008-11-23	0.0500848667	0.5273976000	0.6687948000
14	2008-11-24	0.0500257857	0.3907545000	0.4724032857
12	2008-11-25	0.0542395000	0.4790316667	0.6114345833
29	2008-11-26	0.0970667241	0.2077970345	0.2846170690
26	2008-11-27	0.0632855000	0.4489309615	0.5163581538
39	2008-12-02	0.0644868205	0.2738496667	0.3113473846
37	2008-12-03	0.0516147297	0.3222672162	0.3534500000
28	2008-12-04	0.0409218214	0.5214171429	0.5607773214
13	2008-12-07	0.0488955385	0.6379207692	0.7083208462
40	2008-12-08	0.0318441000	0.7864535250	0.8765815000
49	2008-12-09	0.0305160204	0.6781555306	0.7497042653
26	2008-12-10	0.0641720000	0.2984191154	0.3696510385
22	2008-12-11	0.0799481364	0.1625459545	0.2117079545
18	2008-12-12	0.0869043889	0.1193600000	0.1410222222
19	2008-12-13	0.0585525789	0.2327013158	0.2765168421
26	2008-12-16	0.0519972308	0.4095257308	0.4739564231
25	2008-12-21	0.0609121200	0.3077110000	0.3718894800
42	2008-12-22	0.0588571429	0.1749604524	0.2302547619
30	2008-12-30	0.0554238333	0.3154237000	0.3859774333
12	2009-01-08	0.0821437500	0.1250419167	0.1646196667
20	2009-01-11	0.0687812000	0.0876529000	0.1219815500
16	2009-02-07	0.0595745625	0.1780169375	0.2164910000
13	2009-02-08	0.1038467692	0.0930480000	0.1458882308
18	2009-02-14	0.0804135556	0.1351051111	0.1667636667
25	2009-02-17	0.2690482800	0.4034881200	0.4357215600
15	2009-02-18	0.1060974667	0.3839508667	0.4385452667
15	2009-02-26	0.0814038667	0.2239972667	0.2715138667
24	2009-02-28	0.0709135833	0.2685184167	0.3247080417
16	2009-03-04	0.0861910625	0.1199221250	0.1897652500
19	2009-03-07	0.0538001579	0.4471705263	0.5536648421
28	2009-03-08	0.0748102500	0.2513647857	0.3024239286
12	2009-03-09	0.1324646667	0.3308998333	0.4059855833
31	2009-03-12	0.0750157419	0.6752566452	0.8025446452
28	2009-03-15	0.0683808571	0.2193217500	0.2776552143
21	2009-03-16	0.0553853333	0.2880801905	0.3626480476
23	2009-03-21	0.0763441739	0.3217188696	0.4167333478
18	2009-03-22	0.0711008889	0.3454472222	0.4562682778
23	2009-03-23	0.0661030000	0.6349006087	0.7819357826
21	2009-03-30	0.0781223333	0.3160285714	0.3865061429
14	2009-04-01	0.1130125000	0.1770450714	0.2259048571
23	2009-04-02	0.0672299130	0.3510946957	0.4083740870
19	2009-04-03	0.0673573684	0.3127064211	0.3788154737
55	2009-04-04	0.0420504545	0.7268537455	0.8022900000
41	2009-04-05	0.0657422439	0.8462509024	0.9148140732
14	2009-04-09	0.0872571429	0.2622748571	0.3643470714
20	2009-04-11	0.0929509500	0.1976152500	0.2649659000
31	2009-04-13	0.0739473871	0.3472380645	0.4476038065
14	2009-04-14	0.0919727857	0.3083957143	0.3970695714
16	2009-04-15	0.0806910625	0.2694908125	0.3437349375
23	2009-04-16	0.0882793478	0.1912001739	0.2530146957
20	2009-04-17	0.0789430000	0.2170590500	0.2974048000
19	2009-04-23	0.0936572105	0.1901591579	0.2568429474
19	2009-04-24	0.0804383684	0.2507443158	0.3246625263
14	2009-04-26	0.0740087143	0.3256987857	0.3908625000
15	2009-04-28	0.0936520000	0.2229683333	0.2964357333
12	2009-05-03	0.1977277500	0.1140309167	0.1594270000
21	2009-05-11	0.1943031429	0.2521882381	0.2770516190
20	2009-05-12	0.2153406000	0.1679446000	0.1798194000
41	2009-05-13	0.1317410976	0.1470756341	0.1722537073
13	2009-05-25	0.1659073077	0.2442205385	0.3021880769
12	2009-05-26	0.4094193333	0.0990564167	0.0987783333
25	2009-05-27	0.4454002800	0.1037826000	0.0970692400
25	2009-05-28	0.2996066800	0.1793503600	0.1723705200
19	2009-05-29	0.2420865789	0.1634494737	0.1687911053
25	2009-06-04	0.1583339600	0.2261840000	0.2625038800
14	2009-06-05	0.0891881429	0.2342137857	0.2784277143
13	2009-06-06	0.2030234615	0.1703393846	0.2175859231
19	2009-06-09	0.2710621053	0.1998038947	0.2034862632
47	2009-06-10	0.1757797447	0.1966710426	0.1947629787
27	2009-06-11	0.1032657037	0.1884548148	0.2278927037
14	2009-06-14	0.1597305000	0.2197650000	0.2648970714
25	2009-06-17	0.0826480400	0.2078732800	0.2844797200
15	2009-06-19	0.0405208000	0.4321327333	0.5206741333
35	2009-06-28	0.3324356286	0.1322986000	0.1072650571
31	2009-06-29	0.1969846452	0.1728351290	0.1851677742
17	2009-06-30	0.1587327059	0.1371100588	0.1702263529
26	2009-07-06	0.4342565769	0.0878175000	0.0736472308
26	2009-07-08	0.2609485000	0.1719110769	0.1798892308
26	2009-07-12	0.2393528462	0.1658324231	0.1730598077
27	2009-07-13	0.2014058519	0.1177001852	0.1220532222
13	2009-07-14	0.3571160000	0.1243125385	0.1133829231
18	2009-07-24	0.2873289444	0.1484373333	0.1293094444
19	2009-07-25	0.0656073684	0.3153655789	0.3527474211
19	2009-08-01	0.2627311579	0.1590455789	0.1552003158
26	2009-08-02	0.1287690385	0.2918352308	0.3119643077
20	2009-08-03	0.1603839000	0.1836090000	0.2125001500
19	2009-08-04	0.2814585789	0.1982713684	0.2133732105
16	2009-08-11	0.1222615625	0.4422950625	0.4798665000
18	2009-08-13	0.0725157222	0.6293348889	0.6892222778
20	2009-08-14	0.0766816500	0.2580716000	0.3378304000
13	2009-08-15	-3.7368176923	-3.7251314615	-3.7159990769
43	2009-08-16	-9.2930012093	-9.2852600465	-9.2816936512
16	2009-08-17	-9.9999990000	-9.9999990000	-9.9999990000
23	2009-08-19	-0.5906159565	-0.8261509130	-0.8085258261
14	2009-08-20	-3.4697348571	-3.4864002857	-3.4556976429
18	2009-08-25	-7.7186940556	-7.6933595000	-7.6986403333
29	2009-08-26	0.3809368966	0.1399754483	0.1318609655
33	2009-08-27	0.2899822424	0.1835936364	0.1840539394
43	2009-08-28	0.1938093488	0.1970272093	0.2137621395
23	2009-08-29	0.1343469565	0.3545687391	0.4082897391
17	2009-08-30	0.1669672353	0.3948557647	0.4517095294
12	2009-08-31	0.2510828333	0.1700525833	0.2090386667
17	2009-09-01	0.0991502353	0.3302348824	0.4176295294
36	2009-09-06	0.2796053333	0.1988121944	0.2067502778
32	2009-09-07	0.0445674688	0.5976342500	0.7284913750
13	2009-09-08	0.1601915385	0.7393693077	0.7905730000
23	2009-09-09	0.1928502174	1.0165741739	1.0309126087
19	2009-09-10	0.1285625789	0.3437056842	0.3943397895
16	2009-09-11	0.1757136875	0.2498030625	0.2817066250
13	2009-09-12	0.1149392308	0.3439959231	0.3954331538
31	2009-09-17	0.0593614516	0.5927658710	0.6752630645
40	2009-09-18	0.0382534500	0.9821846250	1.0934291000
26	2009-09-19	0.0521307308	0.8188077692	0.9417630769
37	2009-09-21	0.1165490270	0.8111741081	0.8401079459
41	2009-09-22	0.0864960488	0.9524906098	0.9824925366
48	2009-09-23	0.0472992292	0.6294852917	0.7067996250
30	2009-09-24	0.0404380000	1.1051494333	1.1472766667
12	2009-09-29	0.1436939167	0.2075072500	0.2201019167
25	2009-09-30	0.0428833600	0.4950413600	0.5676554400
30	2009-10-01	0.0709741333	0.3715411000	0.4032864333
34	2009-10-02	0.0591223529	0.6707096765	0.7313026176
51	2009-10-03	0.0790448627	1.1144092353	1.1482868235
27	2009-10-04	0.0727527407	0.8449342593	0.8992318889
18	2009-10-06	0.1038674444	0.1799176667	0.2042270556
20	2009-10-07	0.1325479000	0.4684150500	0.5465513500
17	2009-10-08	0.1503388824	0.3936490588	0.4418162941
25	2009-10-10	0.2874573200	0.1649358800	0.1562525200
27	2009-10-11	0.1628278889	0.2666625556	0.2658121852
31	2009-10-12	0.1849397419	0.2954856452	0.2797663548
30	2009-10-13	0.1479162000	0.3181629667	0.2946693333
20	2009-10-15	0.1376686000	0.1332307500	0.3333827500
17	2009-10-17	0.2040764118	0.1109687059	0.2374301765
27	2009-10-18	0.1538614815	0.1457944815	0.2908129259
36	2009-10-19	0.0616366667	0.3940398333	0.7915337500
21	2009-10-20	0.0554089048	0.3820320476	0.9262697143
38	2009-10-21	0.0660529211	0.5135453947	0.9565329737
47	2009-10-22	0.0769075957	0.3030856809	0.5757003617
39	2009-10-23	0.0842761795	0.1225103846	0.3520187692
25	2009-10-24	0.0797201200	0.2252327200	0.5218222400
21	2009-10-25	0.0968447143	0.2560950000	0.5331162857
14	2009-10-26	0.0876073571	0.1796815000	0.4115768571
24	2009-10-27	0.0671171667	0.2271074583	0.5532619167
20	2009-10-30	0.1193909000	0.3034437500	0.5323223000
48	2009-11-06	0.0599005208	0.4139041042	0.8123476667
50	2009-11-07	0.0516208000	0.4360551600	0.9042363800
45	2009-11-08	0.0599955556	0.5050451556	0.9810986000
35	2009-11-09	0.0447586000	0.5818716000	1.0987001429
17	2009-11-10	0.0677172941	0.2564044706	0.5904738235
36	2009-11-12	0.1065471111	0.1604751944	0.3486446111
32	2009-11-13	0.0965917813	0.1800447813	0.4078364063
21	2009-11-15	0.1248162381	0.2338005714	0.4052461429
